MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
500,	0.774708,0.00157388,0.760967,-0.0137413
510,	0.771458,0.000979927,0.789885,0.0184274
520,	0.768043,0.00143504,0.787034,0.0189901
530,	0.767413,0.00304523,0.798384,0.0309711
540,	0.768877,-0.00267049,0.801766,0.0328894
550,	0.767329,0.000802028,0.802324,0.0349953
560,	0.761247,0.00100205,0.695876,-0.0653705
570,	0.763729,-0.000500506,0.658373,-0.105355
580,	0.771879,0.00112689,0.745147,-0.0267322
590,	0.766839,-3.04985e-05,0.761245,-0.0055945
600,	0.767656,-0.00154718,0.81418,0.0465246
610,	0.769594,-0.00395682,0.774186,0.00459144
620,	0.767943,0.002319,0.763277,-0.00466601
630,	0.770149,-0.000196702,0.742965,-0.0271842
640,	0.774763,-0.000339541,0.822076,0.0473138
650,	0.766191,-0.00492007,0.80809,0.0418985
660,	0.768022,-0.000834083,0.826789,0.0587677
670,	0.769799,-0.000214075,0.64532,-0.124478
680,	0.768721,-0.000903993,0.770084,0.00136368
690,	0.764916,-0.00737173,0.775141,0.0102251
700,	0.767891,0.00465266,0.756826,-0.0110652
710,	0.769668,-7.4524e-05,0.73375,-0.0359181
720,	0.766571,0.000452967,0.848223,0.081652
730,	0.768878,0.00295362,0.706633,-0.0622448
740,	0.764343,-0.000428462,0.77063,0.00628699
750,	0.765501,0.00174407,0.815856,0.0503546
760,	0.76664,-0.0014151,0.76033,-0.00631032
770,	0.771938,0.000560715,0.831332,0.0593943
780,	0.771102,0.00157755,0.782067,0.0109658
790,	0.765893,2.39073e-05,0.754008,-0.0118846
800,	0.766223,0.00307435,0.786619,0.0203957
810,	0.76276,0.00117841,0.739851,-0.0229096
820,	0.765532,0.00379595,0.767083,0.00155071
830,	0.768495,5.86059e-05,0.74712,-0.0213743
840,	0.765583,-0.00213759,0.769499,0.00391591
850,	0.765745,-0.00408822,0.749937,-0.0158081
860,	0.773975,-0.00448991,0.790507,0.0165312
870,	0.76995,0.00363929,0.802963,0.0330123
880,	0.771279,0.00322876,0.694674,-0.0766049
890,	0.769966,-4.22738e-05,0.668687,-0.101279
900,	0.767898,0.00234343,0.641653,-0.126245
910,	0.767975,-0.000187962,0.735693,-0.0322827
920,	0.765063,-0.000789342,0.772151,0.00708756
930,	0.771551,-0.000862821,0.717259,-0.0542922
940,	0.766624,-0.00331069,0.762699,-0.00392495
950,	0.767349,0.00412997,0.78944,0.0220906
960,	0.769684,0.00296449,0.757737,-0.0119467
970,	0.766313,-0.0041086,0.794624,0.0283104
980,	0.773596,-0.00265573,0.729836,-0.0437604
990,	0.766108,0.000496569,0.772072,0.00596334
1000,	0.765913,0.00205675,0.79792,0.0320072
1010,	0.768022,0.000577523,0.74084,-0.0271819
1020,	0.771555,-0.000160746,0.721331,-0.0502237
1030,	0.770159,-0.00499196,0.696439,-0.0737195
1040,	0.768513,0.000768402,0.785341,0.0168286
1050,	0.767963,-0.000131622,0.834521,0.066558
1060,	0.769678,0.000129256,0.789748,0.0200705
1070,	0.765555,0.00162471,0.786632,0.021077
1080,	0.76857,0.00284464,0.769393,0.000822713
1090,	0.770409,-0.00321086,0.755737,-0.0146723
1100,	0.765724,0.000451858,0.772408,0.00668401
1110,	0.769575,0.00341826,0.742542,-0.0270332
1120,	0.768629,-0.00715171,0.751705,-0.0169246
1130,	0.772982,0.00197663,0.774837,0.00185544
1140,	0.767983,0.00172395,0.702943,-0.0650401
1150,	0.768792,0.00215734,0.72951,-0.0392823
1160,	0.768557,-0.000456673,0.698816,-0.069741
1170,	0.769021,-0.000281461,0.813563,0.0445426
1180,	0.767526,-0.00219269,0.819471,0.0519452
1190,	0.765352,0.00120494,0.762679,-0.00267323
1200,	0.772685,-0.0010677,0.816216,0.0435306
1210,	0.769369,-0.00354802,0.831308,0.0619388
1220,	0.765205,-0.000730919,0.768271,0.00306661
1230,	0.767338,0.00166345,0.822564,0.0552262
1240,	0.764214,-0.00155269,0.737988,-0.026226
1250,	0.768236,-0.00283767,0.657,-0.111236
1260,	0.761404,0.00110569,0.831492,0.0700883
1270,	0.76095,0.00454141,0.782973,0.0220237
1280,	0.772232,-0.00214279,0.787658,0.0154257
1290,	0.769093,-0.000361848,0.700908,-0.0681843
1300,	0.766954,0.00201459,0.783142,0.0161879
1310,	0.768279,0.00030809,0.773482,0.00520309
1320,	0.767757,0.00414989,0.783701,0.0159446
1330,	0.763957,0.00202743,0.770116,0.00615872
1340,	0.774314,0.000608494,0.772923,-0.00139174
1350,	0.767983,0.00139855,0.690139,-0.0778444
1360,	0.765754,-0.00327622,0.835809,0.070055
1370,	0.767587,-0.00431687,0.736869,-0.0307178
1380,	0.768023,0.00327624,0.799465,0.0314427
1390,	0.768357,-0.00247135,0.706524,-0.0618327
1400,	0.770357,0.000233158,0.723532,-0.0468257
1410,	0.764355,-0.00169997,0.744331,-0.0200243
1420,	0.771145,0.00277055,0.723879,-0.0472666
1430,	0.769481,0.00227659,0.808519,0.0390377
1440,	0.767791,-0.000546034,0.665489,-0.102301
1450,	0.775676,-0.00017141,0.718481,-0.0571949
1460,	0.767819,0.000617017,0.716626,-0.051193
1470,	0.76793,0.00128526,0.782384,0.0144535
1480,	0.765527,-0.00177633,0.819535,0.0540074
1490,	0.768743,-0.00252146,0.685722,-0.0830212
1500,	0.763957,0.000180186,0.780172,0.0162144
1510,	0.76606,0.00116952,0.756875,-0.00918587
1520,	0.764278,-0.00220366,0.683556,-0.0807225
1530,	0.764486,9.511e-05,0.832614,0.0681279
1540,	0.761001,-0.000579909,0.71753,-0.043471
1550,	0.770072,-0.00126725,0.67421,-0.095862
1560,	0.774068,0.00293109,0.83035,0.056282
1570,	0.771845,-0.00211256,0.736449,-0.0353956
1580,	0.771524,-0.000523825,0.731044,-0.0404804
1590,	0.762396,0.000577619,0.772891,0.0104951
1600,	0.769282,0.00033285,0.699008,-0.0702746
1610,	0.770425,-0.0016121,0.72336,-0.0470649
1620,	0.764094,0.0021749,0.850581,0.0864866
1630,	0.771006,-0.000540922,0.820214,0.049208
1640,	0.765521,0.00442476,0.74431,-0.021211
1650,	0.760966,-0.000867175,0.855984,0.0950174
1660,	0.76802,-0.00123378,0.777577,0.00955764
1670,	0.766936,0.00249561,0.689487,-0.0774492
1680,	0.771405,-0.00086993,0.792006,0.020601
1690,	0.768951,-0.000902779,0.746726,-0.0222252
1700,	0.768515,0.00131674,0.718062,-0.0504529
1710,	0.764599,0.000519271,0.761568,-0.00303103
1720,	0.766715,0.00315149,0.702882,-0.0638332
1730,	0.768596,-0.000130796,0.785136,0.0165404
1740,	0.762783,-0.000326467,0.74821,-0.0145734
1750,	0.763218,-0.000760787,0.750865,-0.0123535
1760,	0.76714,-0.00251811,0.78038,0.0132391
1770,	0.771438,-0.000267101,0.813897,0.0424594
1780,	0.772388,-0.00239099,0.766981,-0.00540667
1790,	0.763892,0.00448027,0.799679,0.0357872
1800,	0.768262,0.00332458,0.719367,-0.0488944
1810,	0.773361,0.00158345,0.716173,-0.0571876
1820,	0.767211,-0.00253195,0.736798,-0.0304127
1830,	0.767626,0.00137462,0.776934,0.00930784
1840,	0.770301,-0.00144697,0.761472,-0.00882907
1850,	0.769355,0.00188302,0.703928,-0.0654272
1860,	0.765915,-0.00252254,0.769584,0.0036692
1870,	0.767282,-0.000119549,0.786804,0.0195224
1880,	0.766522,-0.00119281,0.805222,0.0387001
1890,	0.766716,0.00111362,0.816378,0.0496619
1900,	0.768222,-0.00380069,0.838358,0.0701362
1910,	0.773923,0.00147627,0.777825,0.00390249
1920,	0.768434,0.00179273,0.811508,0.0430732
1930,	0.770681,-0.00163036,0.747007,-0.0236737
1940,	0.771289,-0.000966192,0.809331,0.0380418
1950,	0.765719,-0.00137304,0.774014,0.00829496
1960,	0.766347,0.000121534,0.725615,-0.0407315
1970,	0.769974,-0.00229209,0.799819,0.0298454
1980,	0.766337,0.00374644,0.766121,-0.000215379
1990,	0.768701,0.00289984,0.790998,0.0222968
2000,	0.765809,-0.000424818,0.716389,-0.0494199
2010,	0.770637,0.000951335,0.782457,0.0118204
2020,	0.76613,0.00463156,0.75842,-0.00771015
2030,	0.764665,-8.28513e-05,0.705948,-0.0587165
2040,	0.767301,9.01806e-05,0.802104,0.0348036
2050,	0.768945,-0.00438105,0.770582,0.00163616
2060,	0.766254,-0.00132243,0.730175,-0.0360793
2070,	0.771392,0.00201468,0.714973,-0.0564189
2080,	0.765561,-0.00309617,0.736051,-0.0295098
2090,	0.76725,-0.00445212,0.740388,-0.0268615
2100,	0.764471,-0.00084232,0.806338,0.0418676
2110,	0.768795,0.000884719,0.739376,-0.0294194
2120,	0.768793,0.000755156,0.77226,0.00346705
2130,	0.769621,-0.00261515,0.734494,-0.0351268
2140,	0.762734,0.00299979,0.780068,0.0173346
2150,	0.767612,-0.00101386,0.694926,-0.0726863
2160,	0.76906,0.000156843,0.740455,-0.0286049
2170,	0.766368,-0.000213467,0.75175,-0.014618
2180,	0.768067,0.00157086,0.786703,0.0186367
2190,	0.76805,0.00192307,0.803794,0.035744
2200,	0.766982,0.00125774,0.793564,0.0265817
2210,	0.767418,0.0031968,0.770557,0.003139
2220,	0.76299,-7.22316e-05,0.763494,0.000503783
2230,	0.764696,-0.00144487,0.784166,0.0194698
2240,	0.764959,-0.000297762,0.721133,-0.0438258
2250,	0.777482,0.000495563,0.726866,-0.0506168
2260,	0.768679,0.0048065,0.666178,-0.102501
2270,	0.768322,-0.00055464,0.807455,0.039133
2280,	0.768595,0.000139146,0.646378,-0.122217
2290,	0.767559,-0.00259948,0.776845,0.00928565
2300,	0.765797,-0.0027493,0.724932,-0.0408644
2310,	0.76591,0.00156928,0.747794,-0.0181153
2320,	0.76746,-0.00329673,0.789312,0.021852
2330,	0.764996,-0.00264908,0.816877,0.0518808
2340,	0.764418,-2.74301e-06,0.806593,0.0421748
2350,	0.769785,0.00124747,0.770894,0.00110881
2360,	0.769468,-0.0014206,0.753661,-0.015807
2370,	0.76693,-0.00199647,0.792416,0.0254865
2380,	0.773154,0.00111536,0.720514,-0.0526399
2390,	0.769443,-0.000431313,0.785132,0.0156885
2400,	0.771628,-0.00297954,0.775155,0.00352692
2410,	0.770474,-0.00263425,0.746562,-0.0239119
2420,	0.762678,0.0013123,0.850841,0.0881628
2430,	0.767978,-0.000273195,0.755785,-0.0121932
2440,	0.766448,0.00132287,0.726078,-0.0403704
2450,	0.769686,-0.000216556,0.76145,-0.0082362
2460,	0.770707,-0.000835537,0.757409,-0.0132983
2470,	0.759557,-0.00355366,0.714665,-0.0448913
2480,	0.767313,0.0015879,0.716902,-0.0504112
2490,	0.770444,-0.000476265,0.767805,-0.002639
2500,	0.766873,0.00322326,0.755065,-0.0118075
2510,	0.767649,-7.51872e-05,0.734397,-0.033252
2520,	0.769787,0.000615711,0.765785,-0.00400162
2530,	0.769228,0.000787313,0.722824,-0.0464039
2540,	0.769142,-0.00149741,0.759893,-0.00924925
2550,	0.76699,-0.00178434,0.83192,0.0649301
2560,	0.773566,0.00276797,0.743933,-0.0296333
2570,	0.766016,0.000190931,0.80162,0.0356037
2580,	0.768368,0.00563903,0.743733,-0.0246347
2590,	0.768988,-6.49509e-06,0.853126,0.0841377
2600,	0.767266,-0.00212873,0.732911,-0.0343555
2610,	0.76496,0.000550337,0.666675,-0.098286
2620,	0.762154,-0.00177216,0.794796,0.0326414
2630,	0.769992,0.00036609,0.754682,-0.0153098
2640,	0.767358,0.00153423,0.790204,0.0228467
2650,	0.769847,-3.47985e-06,0.796228,0.026381
2660,	0.77391,0.00292669,0.778942,0.00503122
2670,	0.766691,0.00287101,0.722855,-0.0438363
2680,	0.768475,-0.00235287,0.795785,0.0273108
2690,	0.771008,0.000512111,0.711173,-0.0598352
2700,	0.76559,-0.00128052,0.812853,0.0472626
2710,	0.771679,0.00102348,0.743633,-0.0280461
2720,	0.773132,-0.000431795,0.726334,-0.0467974
2730,	0.772116,0.00533783,0.764574,-0.00754257
2740,	0.769724,-2.3004e-05,0.763689,-0.0060351
2750,	0.75778,0.00117124,0.73847,-0.0193101
2760,	0.770115,0.00180935,0.685687,-0.0844286
2770,	0.770315,0.00111734,0.739914,-0.0304001
2780,	0.775256,-0.0015716,0.831153,0.0558972
2790,	0.76694,-0.000337975,0.818837,0.0518968
2800,	0.766623,0.00778055,0.720629,-0.0459941
2810,	0.768746,0.00180018,0.716059,-0.0526865
2820,	0.763999,0.00308416,0.749561,-0.0144386
2830,	0.765595,0.00095858,0.757461,-0.0081343
2840,	0.769784,-0.00262107,0.764163,-0.00562172
2850,	0.769225,0.000738136,0.785666,0.0164418
2860,	0.762683,-0.0010432,0.798873,0.03619
2870,	0.772442,0.00111218,0.829523,0.0570808
2880,	0.767032,0.00289874,0.669497,-0.0975353
2890,	0.766754,7.43717e-05,0.725262,-0.0414915
2900,	0.765925,0.00123445,0.800074,0.0341489
2910,	0.767772,-7.10287e-05,0.781424,0.0136514
2920,	0.761657,-0.000778488,0.819979,0.0583222
2930,	0.770399,0.00192832,0.793591,0.023192
2940,	0.765529,-0.00295467,0.713293,-0.0522358
2950,	0.76882,0.00083932,0.851494,0.0826737
2960,	0.769444,-0.00105771,0.747797,-0.0216474
2970,	0.763839,-0.003446,0.844942,0.0811032
2980,	0.767,-0.0020285,0.855792,0.0887924
2990,	0.769219,-0.00103656,0.73977,-0.0294493
3000,	0.764149,0.00101847,0.758106,-0.00604223
3010,	0.762941,-0.00460411,0.711405,-0.0515358
3020,	0.768897,-0.000367153,0.725733,-0.0431644
3030,	0.770342,-0.0015154,0.710397,-0.059945
3040,	0.769285,-0.00133333,0.736076,-0.0332091
3050,	0.771469,0.00135384,0.844646,0.0731767
3060,	0.769479,0.000779253,0.753081,-0.0163975
3070,	0.767635,0.00432965,0.757764,-0.00987063
3080,	0.765755,-0.000507948,0.72493,-0.0408246
3090,	0.768015,0.00223862,0.723808,-0.0442066
3100,	0.764084,-0.00260708,0.805629,0.0415456
3110,	0.769116,0.000210725,0.721036,-0.0480794
3120,	0.766689,-9.35013e-06,0.780363,0.0136745
3130,	0.765285,0.00500406,0.763223,-0.00206183
3140,	0.768179,0.00136362,0.794542,0.0263624
3150,	0.761933,-0.000429452,0.812808,0.0508755
3160,	0.768713,-0.00147016,0.711888,-0.0568258
3170,	0.765954,-0.00496116,0.729132,-0.0368216
3180,	0.766871,-3.70403e-05,0.757718,-0.00915307
3190,	0.773456,0.000744161,0.786151,0.0126954
3200,	0.773209,-0.00652217,0.76459,-0.00861898
3210,	0.76562,-0.00148951,0.784593,0.0189727
3220,	0.767128,0.00329366,0.81611,0.048982
3230,	0.76567,-0.00283568,0.765055,-0.000614337
3240,	0.766757,9.06124e-06,0.799757,0.0330004
3250,	0.766117,-0.0012216,0.73573,-0.0303869
3260,	0.770365,-0.00124247,0.740362,-0.0300029
3270,	0.77511,0.00334445,0.74162,-0.0334892
3280,	0.765968,0.000968109,0.763118,-0.00285023
3290,	0.770087,-0.00190449,0.760207,-0.00988033
3300,	0.769889,-0.00132874,0.737742,-0.0321475
3310,	0.766714,0.000754867,0.671217,-0.0954961
3320,	0.768472,-0.000331534,0.694833,-0.073639
3330,	0.763729,-0.0030007,0.782577,0.0188476
3340,	0.770352,0.000335052,0.734566,-0.0357863
3350,	0.769776,0.00150849,0.729355,-0.0404213
3360,	0.771812,-0.00277282,0.682195,-0.0896171
3370,	0.769172,-0.000536143,0.735595,-0.0335772
3380,	0.767971,0.00157569,0.702014,-0.0659566
3390,	0.765999,0.00396501,0.696839,-0.0691594
3400,	0.76973,-0.00178122,0.764526,-0.00520416
3410,	0.766688,-0.00311852,0.799963,0.0332757
3420,	0.766498,0.00205454,0.712231,-0.0542671
3430,	0.769069,-0.000735381,0.804318,0.0352489
3440,	0.765689,0.00213658,0.761321,-0.00436845
3450,	0.764244,0.00143355,0.833771,0.0695265
3460,	0.764817,0.00501754,0.764366,-0.000451171
3470,	0.765834,0.00466836,0.821081,0.0552472
3480,	0.760632,0.00305958,0.71272,-0.0479124
3490,	0.771606,-0.0005802,0.748467,-0.0231387
3500,	0.764911,-0.00301813,0.837234,0.0723231
3510,	0.766209,0.00279561,0.757957,-0.0082517
3520,	0.770635,-0.00238943,0.732676,-0.0379589
3530,	0.766094,-0.000418756,0.799884,0.0337907
3540,	0.772277,0.000336507,0.76143,-0.0108474
3550,	0.772259,-0.00226049,0.697702,-0.0745568
3560,	0.772633,0.00396581,0.717597,-0.0550358
3570,	0.774374,0.00719576,0.821701,0.0473274
3580,	0.768104,0.00349527,0.738299,-0.0298051
3590,	0.768647,0.000173,0.719765,-0.0488819
3600,	0.768091,0.000854462,0.764257,-0.00383421
3610,	0.766004,-0.000685315,0.802895,0.0368909
3620,	0.771656,0.00260409,0.787557,0.0159013
3630,	0.770125,0.00088806,0.92101,0.150885
3640,	0.764677,-0.00326788,0.747122,-0.017555
3650,	0.765591,0.00154683,0.673074,-0.0925168
3660,	0.769668,0.00284091,0.714884,-0.0547838
3670,	0.77713,0.000997128,0.759607,-0.0175227
3680,	0.769726,0.000430509,0.791791,0.0220656
3690,	0.767772,0.00329479,0.781257,0.0134849
3700,	0.766877,0.00115504,0.744251,-0.0226257
3710,	0.770749,-0.00101359,0.803385,0.0326361
3720,	0.777029,0.000272272,0.7804,0.00337044
3730,	0.768645,0.00360034,0.696938,-0.0717067
3740,	0.770191,-0.000729038,0.659575,-0.110616
3750,	0.767636,-0.00119267,0.680597,-0.0870391
3760,	0.766344,-0.000565742,0.757352,-0.00899238
3770,	0.767834,-0.00151043,0.762357,-0.0054769
3780,	0.769329,-0.000357266,0.778776,0.00944717
3790,	0.773892,-0.00259384,0.74863,-0.0252616
3800,	0.767789,-0.00356484,0.851999,0.0842093
3810,	0.770503,-0.00103881,0.747311,-0.0231923
3820,	0.769797,0.00179632,0.726585,-0.043212
3830,	0.769197,0.00168505,0.70678,-0.0624169
3840,	0.762394,0.00169626,0.761588,-0.000806023
3850,	0.768476,0.0029044,0.792451,0.0239745
3860,	0.768575,-0.00113953,0.685342,-0.0832328
3870,	0.771032,-1.60106e-05,0.759369,-0.0116631
3880,	0.768414,0.00404372,0.819886,0.051472
3890,	0.771928,0.000346917,0.798993,0.0270645
3900,	0.770974,-0.00214405,0.677425,-0.0935483
3910,	0.764154,-0.000159041,0.732323,-0.0318316
3920,	0.765608,0.000790022,0.836477,0.0708684
3930,	0.766523,0.00479719,0.711558,-0.0549642
3940,	0.767892,0.00186453,0.793623,0.0257318
3950,	0.767655,-0.000370333,0.717642,-0.0500125
3960,	0.769507,0.00198214,0.795696,0.0261887
3970,	0.766263,-0.000797518,0.686617,-0.0796459
3980,	0.771917,0.00120638,0.746788,-0.0251289
3990,	0.765912,0.00304581,0.678251,-0.0876604
4000,	0.771488,-0.00134811,0.669096,-0.102392
4010,	0.768984,-0.00227492,0.764753,-0.00423022
4020,	0.768433,0.00074549,0.683084,-0.0853489
4030,	0.765542,-0.000963656,0.66774,-0.0978015
4040,	0.767816,-0.000749897,0.792931,0.0251153
4050,	0.771368,-0.00366787,0.721193,-0.0501749
4060,	0.762603,0.00360762,0.757441,-0.00516254
4070,	0.766807,0.00498748,0.809764,0.042957
4080,	0.76655,0.00110523,0.743424,-0.0231264
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
