ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
0.62688,0.0148776,null,null,null
0.610195,null,-0.0140036,null,null
0.544565,0.0291669,null,null,null
0.52704,null,0.0364201,null,null
0.55421,-0.068659,null,null,null
0.504585,null,-0.0335527,null,null
0.485791,-0.0520605,null,null,null
0.419901,null,-0.0852845,null,null
0.419436,-0.0459487,null,null,null
0.386779,null,-0.198482,null,null
0.448855,-0.00526385,null,null,null
0.366912,null,-0.210212,null,null
0.449014,0.110112,null,null,null
0.413139,null,-0.206533,null,null
0.444281,0.109535,null,null,null
0.427611,null,-0.189599,null,null
0.467151,0.132427,null,null,null
0.379045,null,-0.113904,null,null
0.392051,0.130959,null,null,null
0.377794,null,-0.0492923,null,null
0.450033,0.0462627,null,null,null
0.318376,null,-0.0880185,null,null
0.450033,0.0462627,null,null,null
0.318376,null,-0.0880185,null,null
0.450033,0.0462627,null,null,null
0.318376,null,-0.0880185,null,null
0.38436,0.082631,null,null,null
0.306548,null,-0.0742505,null,null
0.44356,0.062474,null,null,null
0.285118,null,0.015287,null,null
0.456995,0.0931605,null,null,null
0.397919,null,0.119706,null,null
0.417957,0.00942785,null,null,null
0.367407,null,-0.0258089,null,null
0.389742,0.065054,null,null,null
0.385274,null,-0.00585385,null,null
0.40411,0.0384376,null,null,null
0.40813,null,-0.086606,null,null
0.455624,0.0794635,null,null,null
0.377371,null,-0.150775,null,null
0.391727,0.149154,null,null,null
0.331349,null,-0.226283,null,null
0.387143,0.158333,null,null,null
0.35804,null,-0.164464,null,null
0.403319,0.168925,null,null,null
0.405066,null,-0.212187,null,null
0.345805,0.203283,null,null,null
0.258562,null,-0.365478,null,null
0.354285,0.235275,null,null,null
0.294887,null,-0.307179,null,null
0.379305,0.25287,null,null,null
0.262578,null,-0.285763,null,null
0.390483,0.225867,null,null,null
0.187051,null,-0.338154,null,null
0.3831,0.214143,null,null,null
0.0702145,null,-0.341933,null,null
0.378602,0.241759,null,null,null
0.091758,null,-0.346321,null,null
0.362412,0.167074,null,null,null
0.0904745,null,-0.300075,null,null
0.362412,0.167074,null,null,null
0.0904745,null,-0.300075,null,null
0.362412,0.167074,null,null,null
0.0904745,null,-0.300075,null,null
0.362412,0.167074,null,null,null
0.0904745,null,-0.300075,null,null
0.385454,0.254226,null,null,null
0.0878805,null,-0.332435,null,null
0.363361,0.32244,null,null,null
0.0347682,null,-0.375375,null,null
0.269024,0.330066,null,null,null
0.0240866,null,-0.329842,null,null
0.27344,0.312997,null,null,null
-0.00855215,null,-0.270744,null,null
0.229384,0.324682,null,null,null
-0.0844825,null,-0.263537,null,null
0.192856,0.365191,null,null,null
-0.0367041,null,-0.309095,null,null
0.239789,0.369348,null,null,null
-0.0887915,null,-0.331792,null,null
0.284098,0.389072,null,null,null
-0.143287,null,-0.329196,null,null
0.255643,0.290382,null,null,null
-0.135345,null,-0.284459,null,null
0.241947,0.340156,null,null,null
0.0053442,null,-0.326422,null,null
0.277813,0.285269,null,null,null
-0.00257758,null,-0.336954,null,null
0.292123,0.316912,null,null,null
0.0664355,null,-0.33662,null,null
0.278307,0.316927,null,null,null
-0.0904765,null,-0.309723,null,null
0.289669,0.294652,null,null,null
-0.037408,null,-0.240225,null,null
0.171889,0.327648,null,null,null
0.0092691,null,-0.333058,null,null
0.123893,0.310667,null,null,null
0.0266521,null,-0.297735,null,null
0.153535,0.358526,null,null,null
0.166079,null,-0.352582,null,null
0.102701,0.32746,null,null,null
0.122013,null,-0.322449,null,null
0.0453046,0.369198,null,null,null
0.080314,null,-0.29239,null,null
0.0211407,0.38213,null,null,null
0.086567,null,-0.352056,null,null
0.0339628,0.361179,null,null,null
0.120022,null,-0.310312,null,null
0.0451397,0.297336,null,null,null
0.111103,null,-0.39603,null,null
0.0401743,0.28583,null,null,null
0.117028,null,-0.369999,null,null
-0.055526,0.283967,null,null,null
0.133909,null,-0.404956,null,null
-0.0106794,0.323315,null,null,null
0.155417,null,-0.407288,null,null
0.0227942,0.318424,null,null,null
0.163034,null,-0.447141,null,null
0.00558935,0.310184,null,null,null
0.0724365,null,-0.453765,null,null
-0.02267,0.340097,null,null,null
0.198743,null,-0.399518,null,null
0.0220841,0.316811,null,null,null
0.191977,null,-0.415128,null,null
0.0606975,0.323128,null,null,null
0.136828,null,-0.387213,null,null
0.0699285,0.218928,null,null,null
0.138567,null,-0.407631,null,null
0.170041,0.302503,null,null,null
0.189005,null,-0.320028,null,null
0.227457,0.33065,null,null,null
0.220158,null,-0.352011,null,null
0.199327,0.277514,null,null,null
0.216651,null,-0.31047,null,null
0.202998,0.283724,null,null,null
0.191148,null,-0.368972,null,null
0.188881,0.235918,null,null,null
0.288025,null,-0.298675,null,null
0.226127,0.242373,null,null,null
0.354729,null,-0.261076,null,null
0.175133,0.223439,null,null,null
0.383884,null,-0.218052,null,null
0.174855,0.178918,null,null,null
0.305473,null,-0.22077,null,null
0.174855,0.178918,null,null,null
0.305473,null,-0.22077,null,null
0.193001,0.191769,null,null,null
0.31247,null,-0.279668,null,null
0.145997,0.229311,null,null,null
0.255399,null,-0.367815,null,null
0.204543,0.231932,null,null,null
0.317966,null,-0.281452,null,null
0.217831,0.173327,null,null,null
0.280819,null,-0.246856,null,null
0.142468,0.257078,null,null,null
0.194793,null,-0.297689,null,null
0.103565,0.278687,null,null,null
0.302379,null,-0.297355,null,null
0.0776795,0.272202,null,null,null
0.318732,null,-0.225027,null,null
0.0779815,0.194303,null,null,null
0.276797,null,-0.361729,null,null
0.0779815,0.194303,null,null,null
0.276797,null,-0.361729,null,null
0.0887265,0.170423,null,null,null
0.315069,null,-0.301631,null,null
0.055697,0.073829,null,null,null
0.324481,null,-0.245126,null,null
-0.0435198,0.0444243,null,null,null
0.346565,null,-0.245339,null,null
-0.0166699,0.0400569,null,null,null
0.310231,null,-0.220569,null,null
0.042242,0.0690265,null,null,null
0.254078,null,-0.180271,null,null
0.0385969,0.058493,null,null,null
0.339303,null,-0.156101,null,null
0.0465453,0.110973,null,null,null
0.266854,null,-0.207085,null,null
0.0362326,0.190341,null,null,null
0.27918,null,-0.199208,null,null
0.0340493,0.104739,null,null,null
0.336467,null,-0.16804,null,null
0.0471966,0.13816,null,null,null
0.379279,null,-0.210004,null,null
0.00754365,0.0245942,null,null,null
0.346537,null,-0.171559,null,null
0.004091,0.0164327,null,null,null
0.304271,null,-0.250272,null,null
0.026715,0.0465134,null,null,null
0.284287,null,-0.159195,null,null
0.0449093,0.0818545,null,null,null
0.330249,null,-0.225736,null,null
0.0227332,0.0542215,null,null,null
0.253161,null,-0.225483,null,null
0.0404311,0.092347,null,null,null
0.25025,null,-0.286932,null,null
0.0575895,0.017463,null,null,null
0.182827,null,-0.257427,null,null
-0.00491439,0.112496,null,null,null
0.161223,null,-0.257012,null,null
-0.0150479,0.12999,null,null,null
0.173867,null,-0.243026,null,null
-0.0478884,0.104731,null,null,null
0.2037,null,-0.21686,null,null
-0.0304368,0.0331694,null,null,null
0.0648665,null,-0.170947,null,null
0.0160695,0.102882,null,null,null
0.103383,null,-0.166284,null,null
-0.0228261,0.0708385,null,null,null
0.155276,null,-0.208565,null,null
-0.0274623,0.118741,null,null,null
0.202346,null,-0.253615,null,null
0.0412408,0.085849,null,null,null
0.157877,null,-0.243361,null,null
-0.0395805,0.115723,null,null,null
0.154578,null,-0.256705,null,null
0.0477981,0.0568615,null,null,null
0.112119,null,-0.254452,null,null
0.0155788,0.0195177,null,null,null
0.119073,null,-0.172655,null,null
0.00120574,0.0676865,null,null,null
0.107134,null,-0.250126,null,null
0.0129373,0.065635,null,null,null
0.087778,null,-0.304463,null,null
-0.0096757,0.0433755,null,null,null
0.0653685,null,-0.317151,null,null
-0.0254871,0.0467641,null,null,null
-0.00976255,null,-0.267801,null,null
0.0186276,0.059312,null,null,null
-0.0165078,null,-0.215059,null,null
0.0328353,0.0876275,null,null,null
0.0077968,null,-0.218075,null,null
0.0418746,0.102753,null,null,null
0.0416026,null,-0.134464,null,null
0.0974565,0.19419,null,null,null
0.0495579,null,-0.220496,null,null
0.0974565,0.19419,null,null,null
0.0495579,null,-0.220496,null,null
0.0847385,0.157122,null,null,null
-0.0275023,null,-0.200932,null,null
0.091938,0.155393,null,null,null
-0.0153513,null,-0.141258,null,null
0.0539815,0.183021,null,null,null
-0.0460092,null,-0.189061,null,null
0.134707,0.255005,null,null,null
-0.0338185,null,-0.121817,null,null
0.125442,0.226197,null,null,null
-0.103623,null,-0.143832,null,null
0.083522,0.289771,null,null,null
-0.0387559,null,-0.175695,null,null
0.0216051,0.285629,null,null,null
-0.00797475,null,-0.0218173,null,null
-0.0215864,0.278019,null,null,null
-0.0534145,null,-0.067886,null,null
-0.0885805,0.34429,null,null,null
-0.056321,null,-0.0605265,null,null
-0.0235265,0.404849,null,null,null
-0.129088,null,-0.156714,null,null
-0.0995675,0.374209,null,null,null
-0.175558,null,-0.105587,null,null
-0.087122,0.405294,null,null,null
-0.122132,null,-0.129864,null,null
-0.126675,0.383701,null,null,null
-0.164572,null,-0.205899,null,null
-0.14595,0.404535,null,null,null
-0.186723,null,-0.190146,null,null
-0.0998445,0.370654,null,null,null
-0.198441,null,-0.126844,null,null
-0.082135,0.406434,null,null,null
-0.178798,null,-0.107135,null,null
-0.0907465,0.409784,null,null,null
-0.14887,null,-0.167249,null,null
-0.056574,0.407807,null,null,null
-0.194662,null,-0.113963,null,null
-0.11207,0.41872,null,null,null
-0.110041,null,-0.084556,null,null
-0.157138,0.405583,null,null,null
-0.08958,null,-0.069571,null,null
-0.149329,0.44925,null,null,null
-0.0825405,null,-0.103259,null,null
-0.0802435,0.433412,null,null,null
-0.071804,null,-0.168343,null,null
-0.0890595,0.424982,null,null,null
-0.092007,null,-0.177532,null,null
-0.0790835,0.463063,null,null,null
-0.137832,null,-0.21601,null,null
-0.0927075,0.387943,null,null,null
-0.166076,null,-0.18977,null,null
-0.137065,0.352032,null,null,null
-0.090828,null,-0.154549,null,null
-0.137065,0.352032,null,null,null
-0.090828,null,-0.154549,null,null
-0.167164,0.366129,null,null,null
-0.094339,null,-0.160846,null,null
-0.232078,0.38374,null,null,null
-0.104045,null,-0.234676,null,null
-0.194135,0.375479,null,null,null
-0.114063,null,-0.26934,null,null
-0.16387,0.355373,null,null,null
-0.044831,null,-0.256968,null,null
-0.161244,0.371764,null,null,null
-0.0297754,null,-0.192899,null,null
-0.217343,0.379824,null,null,null
-0.0448025,null,-0.242658,null,null
-0.185269,0.299537,null,null,null
-0.0945525,null,-0.335977,null,null
-0.272669,0.326338,null,null,null
-0.0282259,null,-0.308866,null,null
-0.209672,0.34295,null,null,null
0.00111264,null,-0.33778,null,null
-0.198796,0.38421,null,null,null
-0.00781615,null,-0.310298,null,null
-0.159466,0.25929,null,null,null
-0.077851,null,-0.274874,null,null
-0.099088,0.305437,null,null,null
-0.0695225,null,-0.260138,null,null
-0.0737825,0.348726,null,null,null
-0.065071,null,-0.259202,null,null
-0.0805415,0.402797,null,null,null
-0.00657485,null,-0.295351,null,null
-0.0195399,0.406483,null,null,null
-0.0107098,null,-0.260297,null,null
-0.0195399,0.406483,null,null,null
-0.0107098,null,-0.260297,null,null
0.0552615,0.372155,null,null,null
0.00827235,null,-0.264213,null,null
0.0167632,0.369962,null,null,null
-0.0421921,null,-0.28573,null,null
0.056267,0.363863,null,null,null
0.0013699,null,-0.322684,null,null
0.071485,0.362061,null,null,null
0.119745,null,-0.277292,null,null
0.163682,0.397133,null,null,null
0.171289,null,-0.377011,null,null
0.0275028,0.377411,null,null,null
0.23347,null,-0.245348,null,null
-0.0163059,0.288756,null,null,null
0.162104,null,-0.283729,null,null
-0.00959245,0.273461,null,null,null
0.153454,null,-0.286728,null,null
0.075389,0.307102,null,null,null
0.163567,null,-0.35799,null,null
0.0772925,0.28931,null,null,null
0.178325,null,-0.206563,null,null
0.0987665,0.353224,null,null,null
0.177364,null,-0.181417,null,null
0.129705,0.272748,null,null,null
0.184195,null,-0.22337,null,null
0.285141,0.251204,null,null,null
0.196923,null,-0.268498,null,null
0.233967,0.371682,null,null,null
0.229647,null,-0.246403,null,null
0.288188,0.287956,null,null,null
0.26468,null,-0.293525,null,null
0.288188,0.287956,null,null,null
0.26468,null,-0.293525,null,null
0.307457,0.221215,null,null,null
0.200251,null,-0.290942,null,null
0.257142,0.223611,null,null,null
0.230873,null,-0.313213,null,null
0.304119,0.198537,null,null,null
0.141024,null,-0.252518,null,null
0.315598,0.224771,null,null,null
0.159473,null,-0.263174,null,null
0.317146,0.25724,null,null,null
0.160851,null,-0.220192,null,null
0.358444,0.172142,null,null,null
0.163987,null,-0.240959,null,null
0.331347,0.156435,null,null,null
0.238135,null,-0.237386,null,null
0.330647,0.147788,null,null,null
0.230323,null,-0.202812,null,null
0.297993,0.155605,null,null,null
0.238721,null,-0.220074,null,null
0.317024,0.191297,null,null,null
0.150219,null,-0.186035,null,null
0.334425,0.244576,null,null,null
0.136372,null,-0.149344,null,null
0.332928,0.316734,null,null,null
0.200829,null,-0.0697485,null,null
0.29172,0.292919,null,null,null
0.21276,null,-0.122466,null,null
0.31136,0.329862,null,null,null
0.145521,null,-0.0686475,null,null
0.327743,0.299723,null,null,null
0.109279,null,-0.0920165,null,null
0.279302,0.320947,null,null,null
0.104,null,-0.068925,null,null
0.240676,0.367228,null,null,null
0.162143,null,-0.0205059,null,null
0.345676,0.327512,null,null,null
0.145757,null,-0.0208056,null,null
0.332872,0.345539,null,null,null
0.130776,null,-0.05181,null,null
0.282389,0.321685,null,null,null
0.150693,null,-0.087402,null,null
0.400546,0.219104,null,null,null
0.172975,null,-0.035763,null,null
0.340131,0.237274,null,null,null
0.20902,null,-0.122118,null,null
0.340131,0.237274,null,null,null
0.20902,null,-0.122118,null,null
0.321862,0.234824,null,null,null
0.235371,null,-0.0989065,null,null
0.388812,0.164535,null,null,null
0.183426,null,-0.0689415,null,null
0.409607,0.137398,null,null,null
0.257111,null,-0.142589,null,null
0.381979,0.119712,null,null,null
0.259551,null,-0.163301,null,null
0.405741,-0.00810805,null,null,null
0.265831,null,-0.116905,null,null
0.371095,0.0349127,null,null,null
0.193091,null,-0.098189,null,null
0.383952,0.081676,null,null,null
0.13422,null,-0.160378,null,null
0.402996,0.020324,null,null,null
0.143166,null,-0.138581,null,null
0.394255,0.0349468,null,null,null
0.143491,null,-0.165601,null,null
0.425235,-0.0356197,null,null,null
0.137908,null,-0.139163,null,null
0.430592,-0.0951615,null,null,null
0.0997595,null,-0.0475467,null,null
0.406587,-0.11407,null,null,null
0.249528,null,-0.086599,null,null
