t,e^(-dS)
1,107.555
2,4.57223
3,1.32392
4,1.56361
5,1.35703
6,1.06408
7,1.26795
8,1.01105
9,1.01439
10,1.06433
11,1.36697
12,0.812857
13,0.771437
14,0.96305
15,0.871796
16,0.961299
17,0.964949
18,1.07111
19,1.04238
20,0.792074
21,1.34972
22,1.3101
23,1.00515
24,0.965084
25,0.962694
26,1.08158
27,1.06337
28,0.981945
29,1.10893
30,1.0213
31,0.841642
32,0.642942
33,0.833685
34,0.914617
35,0.94622
36,0.940682
37,0.782705
38,1.06161
39,1.17035
40,0.839541
41,1.05809
42,1.03236
43,0.94802
44,1.29784
45,0.781219
46,1.08071
47,0.976003
48,1.02994
49,1.14763
50,0.86269
51,1.16649
52,0.894313
53,0.974657
54,0.979346
55,0.927057
56,0.905227
57,0.862
58,0.827869
59,1.17492
60,1.10949
61,1.02279
62,0.864676
63,1.13474
64,1.16172
65,0.735724
66,1.19375
67,0.81914
68,1.23023
69,0.764602
70,1.28866
71,0.98337
72,1.0691
73,0.682222
74,0.951981
75,0.949604
76,0.91843
77,1.20117
78,0.945501
79,1.12389
80,0.821519
81,1.1872
82,0.750812
83,0.834686
84,1.27011
85,0.927883
86,1.01502
87,0.963734
88,1.07686
89,1.13247
90,1.00317
91,1.09167
92,1.04122
93,0.92909
94,0.979934
95,0.996612
96,0.95616
97,1.02666
98,0.741708
99,1.16102
100,0.838786
101,1.01543
102,0.758509
103,0.958879
104,0.992038
105,1.0722
106,1.05236
107,0.848657
108,1.09594
109,0.839541
110,0.961722
111,0.954479
112,0.865888
113,0.939798
114,0.844171
115,0.92141
116,0.951934
117,1.13883
118,1.04091
119,0.810665
120,0.949756
121,1.17539
122,0.929387
123,1.30252
124,0.908682
125,0.840717
126,1.18661
127,1.15327
128,1.03072
129,0.837026
130,0.964187
131,0.900325
132,1.05199
133,1.23442
134,0.886832
135,1.0335
136,1.08013
137,0.851207
138,1.47742
139,1.0935
140,1.21046
141,0.959791
142,1.14568
143,0.734254
144,1.16381
145,0.947195
146,0.779346
147,0.941209
148,1.01204
149,0.902578
150,0.902578
151,0.865801
152,0.994911
153,0.992464
154,0.954011
155,1.37671
156,0.793105
157,1.08948
158,0.988981
159,0.728039
160,1.02686
161,1.13134
162,0.852996
163,0.999725
164,0.745798
165,0.845607
166,0.735798
167,0.919744
168,0.744457
169,0.97916
170,1.1983
171,1.01899
172,0.906223
173,1.13894
174,1.03687
175,1.14408
176,0.832269
177,0.970436
178,0.807914
179,0.880734
180,0.837696
181,1.05565
182,0.937264
183,0.95863
184,1.12648
185,1.29914
186,0.956571
187,0.847724
188,0.877656
189,0.823905
190,1.1203
191,1.03772
192,0.84747
193,0.941633
194,0.793978
195,0.963599
196,1.10086
197,1.17798
198,1.01265
199,0.768973
200,0.861569
201,0.923652
202,1.12165
203,0.69281
204,1.48632
205,0.994001
206,0.653508
207,0.844931
208,0.95121
209,1.29589
210,0.757979
211,0.839793
212,0.923467
213,0.888518
214,0.948617
