MDTU,S_F
1,0.98013
2,0.992765
3,1.00373
4,0.999263
5,1.00399
6,1.00006
7,0.996383
8,1.00309
9,0.999808
10,0.999472
11,1.00127
12,0.998721
13,0.997172
14,1.00372
15,0.997917
16,0.998783
17,0.99567
18,1.00274
19,0.995921
20,0.995326
21,0.995029
22,1.00098
23,0.999086
24,1.00357
25,1.00052
26,0.998975
27,0.994458
28,0.996152
29,0.995149
30,1.00233
31,0.99848
32,1.00299
33,0.99832
34,1.0033
35,0.999693
36,1.00146
37,0.998336
38,1.00258
39,0.996036
40,0.998185
41,1.00106
42,1.00444
43,0.99558
44,0.998489
45,1.00443
46,0.997831
47,0.998374
48,1.00001
49,1.00127
50,0.998723
51,0.999932
52,1.00148
53,0.999607
54,0.995499
55,0.999753
56,0.998674
57,0.996696
58,0.995846
59,0.994296
60,1.00336
61,1.0008
62,1.00209
63,0.999399
64,0.996791
65,1.00066
66,0.993072
67,1.00096
68,1.00131
69,1.00158
70,0.994604
71,1.00392
72,1.00299
73,1.00443
74,0.99776
75,0.999751
76,1.00632
77,1.0026
78,0.998403
79,0.999514
80,1.00229
81,1.00177
82,0.9986
83,0.995599
84,1.00062
85,1.00227
86,0.999889
87,0.994297
88,1.00027
89,0.996907
90,1.0006
91,0.997368
92,0.998897
93,1.0028
94,0.999706
95,1.00312
96,0.999001
97,1.00388
98,1.00114
99,0.998419
100,1.00307
101,1.00148
102,0.999678
103,1.00124
104,0.997227
105,1.00013
106,0.997884
107,1.00335
108,0.998982
109,0.998788
110,0.998057
111,0.996641
112,0.995699
113,0.999262
114,0.995393
115,0.999099
116,1.00246
117,0.998715
118,1.00286
119,1.00088
120,0.99696
121,1.0068
122,0.99858
123,0.99884
124,0.998517
125,1.00075
126,0.997177
127,1.00108
128,0.997615
129,1.00224
130,0.996447
131,1.00407
132,1.00099
133,1.00004
134,1.00185
135,0.997179
136,1.00587
137,1.00045
138,0.997204
139,1.00162
140,1.00195
141,0.999624
142,1.0008
143,0.999677
144,0.999001
145,1.00032
146,1.00071
147,1.00337
148,1.00335
149,1.00073
150,0.998968
151,0.997575
152,0.998465
153,1.00478
154,1.00221
155,1.00237
156,1.00279
157,0.996483
158,0.997525
159,1.00087
160,0.999389
161,1.00146
162,0.999395
163,0.993685
164,0.999303
165,0.99692
166,1.00193
167,1.00039
168,1.0018
169,0.995926
170,1.00058
171,1.00267
172,1.00029
173,1.00048
174,0.999473
175,1.00034
176,0.997285
177,0.997231
178,0.994625
179,1.00215
