MDTU,0,2,4,6,8,10
10,15.095668,15.070736,15.048461,14.981861,14.959703,14.957098
20,14.666879,14.638472,14.581093,14.532782,14.505331,14.499574
30,15.200611,15.143967,15.108897,14.954367,14.766507,14.711724
40,14.656164,14.521983,14.490864,14.488938,14.447327,14.426657
50,15.211111,15.108231,14.893387,14.83581,14.761354,14.747758
60,14.960264,14.941629,14.819408,14.792151,14.688451,14.618817
70,15.075013,14.957885,14.903455,14.809073,14.776567,14.725712
80,15.274192,15.162724,15.028452,14.930765,14.880669,14.869772
90,15.36037,15.208108,14.861781,14.849753,14.758332,14.734454
100,14.782361,14.737863,14.708793,14.691651,14.654739,14.606434
110,14.975214,14.871262,14.806204,14.756734,14.617941,14.49608
120,15.062845,14.857039,14.777318,14.7443,14.680582,14.649927
130,14.737062,14.628466,14.553003,14.50348,14.495452,14.467901
140,15.59325,15.396665,15.199975,15.153087,15.02719,14.929542
150,15.262971,15.113703,15.083699,15.054961,14.849802,14.824872
160,15.349297,15.275304,14.744964,14.706348,14.665696,14.649145
170,14.659101,14.58332,14.470316,14.332741,14.319957,14.262263
180,14.839619,14.741195,14.659441,14.631697,14.535311,14.517677
190,14.95688,14.87144,14.84119,14.813705,14.781413,14.706905
200,14.707131,14.63797,14.629931,14.537894,14.518694,14.509755
210,15.022115,14.920299,14.87281,14.824798,14.749813,14.718145
220,14.818056,14.693353,14.641753,14.638828,14.632313,14.588978
230,14.877413,14.780197,14.763575,14.669534,14.617076,14.546267
240,15.051419,14.933253,14.931021,14.89083,14.849857,14.788419
250,14.832268,14.751744,14.734132,14.695668,14.617591,14.554868
260,15.134182,15.059478,14.913955,14.907266,14.853626,14.822624
270,15.783155,15.74378,15.097026,15.048403,14.811922,14.802214
280,15.079515,15.024248,14.993527,14.948753,14.766372,14.748247
290,14.941055,14.854681,14.818967,14.72114,14.662198,14.629942
300,14.56562,14.521354,14.510131,14.501687,14.479773,14.429054
310,15.122626,14.921991,14.771282,14.690649,14.674792,14.655651
320,15.117947,15.057105,14.660217,14.629682,14.615242,14.579922
