MDTU,0,2,4,6,8,10
10,0.0012627502,0.0021716066,0.0029096514,0.0046062808,0.0050715626,0.0052340698
20,0.0015282653,0.0020589876,0.0023972757,0.002508878,0.0028071457,0.0047832146
30,0.0022778657,0.0025597843,0.0041321512,0.0051071392,0.00569453,0.006487302
40,0.0016941022,0.0024689628,0.0031768795,0.0034080428,0.0045704998,0.0059234832
50,0.0020151602,0.002176635,0.0025285671,0.0030100004,0.0040188956,0.0045804894
60,0.0022502021,0.0030639912,0.0034980808,0.0045059813,0.0050601926,0.0062130707
70,0.0018671457,0.0022950701,0.0033043931,0.0044569282,0.0045852488,0.0059166253
80,0.0016943124,0.0022267721,0.0027050224,0.0033569702,0.0046098176,0.0058264058
90,0.00091880797,0.0014209841,0.0019925768,0.003101595,0.0036572451,0.0039145705
100,0.0012144769,0.0013608801,0.0017468397,0.0018659111,0.0027461379,0.0033318838
110,0.001605764,0.0025146198,0.0029677118,0.0033182358,0.0042755203,0.0053929159
120,0.0015798776,0.0020795991,0.0029341128,0.0042144915,0.0049738098,0.0058755873
130,0.0013796745,0.0021681357,0.003119149,0.0039230497,0.0047424713,0.0052887321
140,0.0027167577,0.0030268497,0.0045039877,0.0047749243,0.0050894594,0.006725795
150,0.0023026783,0.0026543517,0.0039849506,0.0042263603,0.0045518104,0.0058212127
160,0.0029026655,0.0030712094,0.0042082737,0.0046070142,0.0050926154,0.006328518
170,0.0017895007,0.0024882639,0.003233749,0.0045520101,0.005447905,0.0056274344
180,0.0014323968,0.0024267396,0.0031407031,0.0036549892,0.0040848597,0.0045952034
190,0.0020786402,0.0037399983,0.0040372295,0.0050657692,0.0061560383,0.0066546822
200,0.0019045143,0.0028245228,0.0034735516,0.0045467907,0.0046251593,0.005418551
210,0.0019677958,0.0023614534,0.0039912719,0.0050279073,0.0051498674,0.0054566644
220,0.0015264523,0.0026058133,0.0029763276,0.0039796384,0.0045338904,0.0057459053
230,0.0025899733,0.0031517867,0.0038564792,0.0043355824,0.0047602786,0.00502589
240,0.0015117309,0.002004229,0.0028849075,0.0032191765,0.0052379999,0.0062954035
250,0.00080977129,0.0020624169,0.0030528676,0.0034450467,0.0040854995,0.0049856905
260,0.00090188147,0.0010358984,0.0020136292,0.0021728229,0.0042403936,0.0046939377
270,0.0013450768,0.0018053522,0.0023517994,0.0031174294,0.0033414699,0.0040508576
280,0.0017612685,0.0020117518,0.0034153074,0.0047528955,0.0049062124,0.0052757045
290,0.0015898279,0.0019628256,0.0025854291,0.0034805324,0.0041492395,0.0055703026
300,0.002618482,0.003210942,0.0043056344,0.004547844,0.0050142059,0.0061127528
310,0.0020288529,0.0026421465,0.0035142129,0.0044517527,0.0050850058,0.0059593771
320,0.0016076928,0.0028155662,0.0032207382,0.0037255277,0.004054995,0.0046329213
330,0.0015831297,0.0018876917,0.0023421529,0.0030672068,0.0036380036,0.0043347885
340,0.0011648543,0.0017666533,0.0023581382,0.0036252254,0.003931125,0.0051721463
350,0.0013331249,0.001817083,0.0023265531,0.0028224182,0.0037916815,0.0046425559
360,0.0020050572,0.0027028241,0.0036736725,0.0037946385,0.0057023746,0.0061146566
370,0.0020066191,0.0024150864,0.0032868316,0.0035431651,0.0045982264,0.0053597846
380,0.0020255751,0.002931287,0.003281023,0.0039682017,0.0050432252,0.0056655605
390,0.0016982307,0.0024613631,0.0033359381,0.003683259,0.0047973146,0.0050793207
400,0.0013731882,0.0018716116,0.0026716554,0.0029948418,0.0039617611,0.0042315306
410,0.0017419407,0.0022282732,0.0031407696,0.0037921914,0.0043174472,0.0051821418
420,0.00074237247,0.0014659442,0.0022315924,0.0026142731,0.0036574232,0.0063864531
430,0.00093232339,0.0017915018,0.0020368982,0.0032181949,0.0044983815,0.0053292339
