MDTU,S_F
1,0.983363
2,0.993563
3,1.00375
4,0.99958
5,1.00383
6,0.999941
7,0.996654
8,1.00296
9,0.999821
10,0.999031
11,1.00175
12,0.998721
13,0.997172
14,1.00337
15,0.998237
16,0.998246
17,0.996399
18,1.00116
19,0.996699
20,0.994166
21,0.995611
22,0.999839
23,0.998935
24,1.00613
25,0.99872
26,0.999169
27,0.99308
28,0.99776
29,0.993551
30,1.00506
31,0.99848
32,1.00334
33,0.998424
34,1.00193
35,0.998606
36,1.00158
37,0.999233
38,1.00228
39,0.997184
40,0.996309
41,1.0022
42,1.0017
43,0.996492
44,0.998609
45,1.00385
46,0.997934
47,0.998614
48,1.0009
49,0.998687
50,1.00097
51,0.998643
52,1.00133
53,0.9992
54,0.995572
55,0.997854
56,1.0006
57,0.996727
58,0.996537
59,0.993779
60,1.00362
61,1.00054
62,1.0042
63,0.998323
64,0.998065
65,0.999684
66,0.995786
67,0.999295
68,1.0025
69,1.00006
70,0.995408
71,1.00284
72,1.00339
73,1.0056
74,0.995738
75,1.00068
76,1.00526
77,1.00211
78,0.99998
79,0.999069
80,1.00313
81,1.00262
82,1.00025
83,0.9935
84,1.00203
85,1.00161
86,0.999983
87,0.993417
88,0.997865
89,0.998873
90,1.00129
91,0.997423
92,1.0028
93,0.999569
94,0.999795
95,1.0036
96,0.999495
97,1.00613
98,1.00023
99,0.999854
100,1.00014
101,1.00062
102,1.00084
103,1.00117
104,0.99705
105,0.999495
106,0.999517
107,1.00219
108,1.00071
109,0.999099
110,0.996941
111,0.996039
112,0.996735
113,0.998509
114,0.995226
115,1.00089
116,1.00346
117,0.999099
118,1.00263
119,1.00088
120,0.997898
121,1.00522
122,0.995719
123,1.00336
124,0.998393
125,0.999297
126,0.999123
127,0.999234
128,0.998433
129,0.999815
130,1.00025
131,1.0026
132,1.00146
133,1.00043
134,1.0007
135,0.996846
136,1.00739
137,1.00037
138,0.995195
139,1.0043
140,0.998176
141,1.00059
142,1.00155
143,0.998011
144,1.00084
145,0.998041
146,1.0003
147,1.00475
148,1.00246
149,1.00036
150,0.998614
151,0.999592
152,0.997406
153,1.00532
154,1.00215
155,1.00212
156,1.00123
157,0.997571
158,0.997363
159,0.999208
160,1.00192
161,1.00086
162,0.998509
163,0.995029
164,0.999241
165,0.998356
166,1.00158
167,1.004
168,0.999988
169,0.995549
170,1.00142
171,0.999303
172,1.00104
173,0.999233
174,1.00125
175,0.999765
176,0.995151
177,0.999473
178,0.994625
179,0.999793
180,0.999091
181,0.997415
182,0.999043
183,0.997729
184,0.998546
185,0.997336
186,1.00302
187,1.00175
188,0.998869
189,0.997452
190,0.998431
191,0.996991
192,1.00138
193,0.994269
194,0.998787
195,1.00045
196,1.00241
197,0.994584
198,0.999102
199,0.995066
200,1.00067
201,0.995971
202,0.994712
203,0.99734
204,1.00391
205,0.99732
206,0.999076
207,1.00144
208,0.997842
209,1.00074
210,0.995323
211,1.00309
212,1.00344
213,1.00175
214,1.00135
215,1.00172
216,1.0023
217,0.996071
218,0.998041
219,1.00252
220,1.00067
221,0.997464
222,1.00409
223,1.00084
224,1.00279
225,1.00535
226,1.00224
227,0.994405
228,0.9981
229,1.00039
230,1.00097
231,0.998483
232,1.00223
233,0.997205
234,1.00061
235,0.99791
236,0.997658
237,0.997099
238,1.00262
239,1.00411
240,0.999631
241,1.0007
242,1.00162
243,1.00064
244,0.997246
245,0.997723
246,0.994255
247,1.00371
248,1.00413
249,0.997782
250,0.997912
251,0.999791
252,1.00022
253,1.00146
254,1.00459
255,1.00079
256,0.999585
257,0.996088
258,0.996536
259,1.00043
260,1.00115
261,0.999397
262,0.998878
263,1.00338
264,0.996742
265,1.00121
266,0.994904
267,0.999197
268,0.994886
269,0.998242
270,1.00143
271,0.999973
272,0.998891
273,1.00161
274,0.997983
275,0.999326
276,0.997453
277,1.00743
278,1.00069
279,1.00243
280,0.998609
281,1.00061
282,1.00349
283,1.00233
284,1.00165
285,1.00034
286,1.0022
287,1.00219
288,1.00053
289,1.00062
290,1.00037
291,1.00088
292,1.00181
293,0.998495
294,1.00086
295,1.00409
296,1.00132
297,1.00128
298,0.994336
299,1.00116
300,0.999937
301,1.00202
302,0.999572
303,0.999408
304,1.00036
305,1.00072
306,0.996106
307,1.00598
308,0.998937
309,1.00251
310,1.00083
311,0.998401
312,1.00316
313,1.00135
314,1.00104
315,1.00023
316,1.00331
317,0.994099
318,1.00517
319,1.00594
320,1.00254
321,0.996659
322,1.00311
323,1.00198
324,1.00054
325,1.00033
326,0.996879
327,1.00039
328,0.998112
329,0.998894
330,1.00308
331,0.998569
332,0.998213
333,1.00133
334,0.997204
335,1.00726
336,1.0002
337,1.00174
338,0.995741
339,1.00525
340,1.00034
341,1.00535
342,0.995876
343,1.00289
344,1.00041
345,1.00495
346,0.994836
347,1.00607
348,1.00276
349,0.999556
350,1.00077
351,1.00281
352,0.998151
353,0.993978
354,1.00243
355,0.998378
356,1.00091
357,0.995506
358,1.00229
359,1.00004
360,0.997833
361,1.00508
362,0.999129
363,1.00209
364,0.997534
365,1.00073
366,1.00129
367,1.00094
368,0.998783
369,0.999343
370,1.00162
371,0.99263
372,1.00046
373,1.00203
374,0.99837
375,1.00152
376,1.00049
377,1.00036
378,1.00063
379,1.00014
380,1.00171
381,0.998892
382,1.00186
383,1.00166
384,0.999635
385,0.998395
386,1.00069
387,0.996271
388,1.00426
389,1.00247
390,1.00031
391,1.00029
392,0.998419
393,0.998588
394,0.999492
395,1.00148
396,0.998576
397,0.999497
398,1.00015
399,1.00258
400,1.00192
401,1.00613
402,0.999896
403,0.998621
404,0.998384
405,1.00248
406,0.999962
407,1.00288
408,1.00425
409,0.998613
410,0.99872
411,0.997974
412,0.998264
413,1.00174
414,0.997836
415,1.00428
416,1.0009
417,1.00149
418,1.00429
419,0.994192
420,1.00149
421,0.999918
422,1.00191
423,0.999054
424,1.00262
425,0.992615
426,1.00164
427,1.00507
428,0.99918
429,1.00313
430,1.00127
431,1.00137
432,1.00214
433,1.00212
434,1.00076
435,1.0025
436,0.994178
437,1.00021
438,0.999247
439,0.994986
440,1.00376
441,1.00305
442,1.00496
443,1.00592
444,0.997381
445,1.00174
446,0.996208
447,1.00411
448,0.998577
449,1.0024
450,0.996786
451,0.997647
452,0.997004
453,1.00306
454,1.00034
455,0.998494
456,0.999103
457,1.00512
458,1.00139
459,1.00083
460,1.00167
461,0.999319
462,1.00157
463,0.999328
464,0.998538
465,1.00454
466,1.00028
467,1.00012
468,1.00016
469,1.00126
470,1.00031
471,0.999666
472,0.996888
473,1.00293
474,0.998786
475,1.00271
476,0.99866
477,1.00359
478,0.999974
479,1.00058
480,1.00182
481,0.997502
482,1.00256
483,0.999641
484,0.999504
485,1.00064
486,0.996689
487,0.996065
488,0.999912
489,0.997893
490,1.00146
491,1.00151
492,1.00121
493,0.997645
494,1.00027
495,1.00535
496,1.00473
497,0.998904
498,0.996704
499,0.999587
500,1.0015
501,0.999605
502,1.00882
503,1.00157
504,0.997963
505,0.999871
506,1.00378
507,0.998158
508,1.0015
509,1.00293
510,0.999739
511,0.998065
512,0.995097
513,0.996847
514,1.0029
515,1.00463
516,1.00034
517,1.00194
518,0.99952
519,0.99705
520,1.00329
521,0.998258
522,0.999871
523,1.00599
524,0.999582
525,1.0022
526,1.00185
527,1.00203
528,1.00104
529,1.00621
530,0.998012
531,0.997985
532,1.00023
533,1.00014
534,0.997087
535,0.999763
536,0.995964
537,1.00007
538,1.00019
539,1.00539
540,0.998402
541,1.00132
542,1.0008
543,0.998699
544,1.00113
545,0.997541
546,0.995202
547,0.999608
548,1.00124
549,0.99792
550,1.00639
551,1.00167
552,0.997195
553,0.997979
554,0.998808
555,0.997702
556,1.00643
557,0.997146
558,1.00139
559,0.999794
560,0.998668
561,0.994699
562,0.999318
563,1.00337
564,0.994722
565,1.00003
566,1.00208
567,0.996923
568,1.00474
569,1.00008
570,1.00327
571,1.00103
572,0.998435
573,0.990676
574,1.00184
575,0.999901
576,0.994417
577,0.999915
578,0.998131
579,0.998414
580,0.999854
581,1.00217
582,1.00383
583,1.00152
584,1.00232
585,1.00137
586,1.0007
587,0.997801
588,0.999088
589,0.997192
590,1.00391
591,0.999392
592,0.997307
593,1.00489
594,1.00388
595,1.00469
596,1.00078
597,0.999392
598,0.999151
599,1.00141
600,1.0031
601,0.999154
602,0.998338
603,1.00029
604,0.995058
605,0.995615
