MDTU,plaq_ss,plaq_st
1,1.09228,1.09962
2,1.10863,1.1009
3,1.07849,1.05347
4,1.07006,1.04956
5,1.0521,1.03998
6,1.02431,1.01663
7,1.04311,1.03195
8,1.01585,1.01349
9,1.02684,1.0326
10,1.02706,1.00657
11,1.03388,1.03632
12,1.03388,1.03632
13,1.03388,1.03632
14,1.01305,1.01428
15,1.01305,1.01428
16,1.04642,1.01909
17,1.01445,0.998241
18,1.0326,1.00768
19,1.00782,1.00859
20,0.999509,1.00394
21,0.988705,1.02406
22,1.00632,1.02673
23,1.01376,1.01255
24,1.00536,1.01481
25,1.00791,1.01064
26,0.996416,1.01007
27,1.03063,1.00971
28,1.01507,1.0016
29,1.02126,1.01268
30,1.02175,1.0085
31,1.02175,1.0085
32,1.01201,1.00773
33,1.01003,1.01297
34,1.0162,0.999422
35,1.02195,1.01481
36,1.0268,1.00809
37,1.02057,1.00537
38,1.02258,1.0164
39,1.00744,1.01265
40,1.00237,1.00862
41,1.00371,1.01316
42,1.003,1.02309
43,0.9984,1.00238
44,1.01427,1.01869
45,1.02491,1.00718
46,1.00417,1.01406
47,1.02039,1.02141
48,1.00458,1.00223
49,1.02202,1.01482
50,0.990829,1.01327
51,1.02906,1.02038
52,1.00112,1.024
53,0.993292,1.01712
54,1.01503,1.01129
55,1.02311,1.01606
56,1.00439,0.993469
57,1.02315,1.0131
58,0.997036,0.994511
59,1.01744,1.01574
60,1.00081,1.02065
61,0.998567,1.01677
62,1.00067,1.01679
63,0.995173,1.01705
64,1.01701,1.01472
65,1.00605,1.01585
66,1.00999,1.01311
67,1.00788,1.01152
68,1.01789,1.01533
69,1.01614,1.01168
70,1.01363,1.01042
71,0.986951,1.02008
72,1.00971,1.00962
73,0.999386,1.00362
74,1.01956,1.00416
75,1.0122,1.00332
76,1.01815,1.00049
77,1.00862,1.02113
78,0.991475,1.00117
79,1.00242,1.01638
80,1.01714,1.01392
81,1.01714,1.01392
82,0.985563,1.00331
83,1.00672,1.02299
84,1.01209,1.01086
85,1.00408,1.01001
86,1.01703,1.00354
87,1.00656,0.997346
88,1.0292,1.02596
89,1.01046,1.00666
90,1.01652,1.01233
91,1.01733,1.00483
92,1.01789,0.999694
93,1.00526,1.0222
94,1.00851,1.01576
95,1.01656,1.00758
96,1.00734,1.00418
97,1.00989,1.00871
98,1.00695,1.00924
99,0.990214,1.00677
100,1.00725,1.01201
101,1.00725,1.01201
102,1.00409,1.00876
103,1.02194,1.00879
104,1.02194,1.00879
105,1.01926,0.997555
106,1.00894,1.00505
107,0.99897,1.01405
108,1.00043,1.00288
109,0.997269,1.00817
110,1.01724,0.995575
111,1.01975,1.00822
112,1.01106,1.01069
113,1.0117,1.00585
114,1.02839,1.00544
115,0.998419,1.02097
116,1.02083,0.998892
117,1.00317,1.01723
118,1.01858,1.01309
119,1.01858,1.01309
120,1.00736,1.00401
121,1.02683,1.02729
122,1.02683,1.02729
123,1.00661,0.998574
124,1.00247,1.00841
125,1.02068,0.998059
126,1.02115,1.00981
127,1.00953,1.00693
128,1.02422,1.00603
129,1.00935,1.00093
130,1.00972,1.01231
131,1.02002,1.01251
132,1.02531,0.999803
133,1.00549,1.00822
134,1.00599,1.0065
135,1.01665,1.01327
136,1.02185,1.01403
137,1.00137,1.00151
138,1.01995,1.02024
139,0.986803,1.01365
140,1.0017,1.0186
141,1.00121,1.01321
142,1.00284,1.00329
143,1.00614,1.01026
144,1.00293,1.01259
145,1.00653,1.00741
146,1.00306,1.01313
147,1.02068,1.01834
148,1.01199,1.01911
149,1.02782,1.0208
150,1.02782,1.0208
151,1.00406,1.00382
152,1.0066,1.01303
153,1.02218,1.01569
154,1.01321,1.01375
155,1.0195,1.01562
156,1.02401,1.02807
157,1.01454,1.01735
158,1.02555,1.01493
159,1.01177,1.02559
160,1.01082,1.01109
161,0.988538,1.02162
162,1.03044,1.01615
163,1.00224,1.01783
164,1.01205,1.0177
165,1.00805,1.01649
166,1.02551,1.0144
167,1.02454,1.00294
168,0.999807,1.01384
169,1.01703,0.997477
170,1.00589,0.990665
171,1.01999,0.992037
172,1.00514,1.00878
173,1.03684,0.986926
174,0.998884,1.00566
