t,e^(-dS)
1,1660.71
2,11.0452
3,1.60641
4,2.0281
5,1.64922
6,1.02371
7,1.53818
8,1.00209
9,1.07794
10,1.08998
11,1.45805
12,0.780984
13,0.845354
14,0.957184
15,0.837194
16,0.877306
17,0.770974
18,1.34286
19,0.850781
20,0.922876
21,1.13712
22,1.14271
23,0.850867
24,0.829942
25,1.27341
26,0.878974
27,1.09105
28,1.04288
29,1.1458
30,1.0427
31,0.699563
32,0.83152
33,0.873017
34,0.922766
35,0.963879
36,1.07492
37,1.07192
38,1.15859
39,0.953954
40,0.967916
41,0.875202
42,0.947063
43,1.30552
44,1.023
45,0.969068
46,1.11238
47,1.2343
48,0.697397
49,1.30382
50,0.775847
51,1.13213
52,1.02438
53,0.759496
54,1.18875
55,1.26655
56,0.786471
57,1.0357
58,0.61416
59,1.19256
60,0.880469
61,1.00846
62,0.930475
63,1.24583
64,0.759117
65,0.989545
66,0.921991
67,1.03461
68,0.783566
69,0.82572
70,0.979013
71,1.15963
72,0.907293
73,1.0187
74,1.20057
75,1.14511
76,0.951096
77,0.81996
78,0.884087
79,1.1458
80,0.798117
81,0.904566
82,1.24471
83,1.01133
84,0.763151
85,1.11472
86,0.780672
87,0.919578
88,1.02104
89,0.94987
90,1.06479
91,1.13974
92,0.823905
93,1.16114
94,0.935813
95,1.01892
96,1.02462
97,0.771437
98,1.23714
99,1.09079
100,1.0518
101,0.7781
102,0.967606
103,0.913301
104,0.763379
105,0.887364
106,0.855388
107,1.13258
108,0.693919
109,0.915917
110,1.02197
111,1.18792
112,1.34635
113,0.767129
114,0.897628
115,1.01733
116,0.798995
117,0.857272
118,0.925732
119,0.753897
120,0.854533
121,1.23011
122,0.69191
123,0.971319
124,1.29849
125,0.918127
126,1.05573
127,1.0351
128,1.00152
129,0.844762
130,0.919367
131,1.02742
132,1.07829
133,1.08362
134,0.940804
135,0.773832
136,0.893151
137,0.892347
138,1.02247
139,0.886388
140,1.14889
141,0.998537
142,0.869619
143,0.94416
144,0.776235
145,1.03284
146,0.794295
147,1.03859
148,0.876867
149,1.04298
150,0.743936
151,0.843327
152,0.790413
153,0.977634
154,0.947337
155,0.957031
156,1.05554
157,1.06689
158,0.882938
159,1.06939
160,0.779892
161,0.780282
162,1.10683
163,0.818976
164,1.23405
165,0.800515
166,0.997347
167,0.833518
168,1.29356
169,1.0932
170,1.15016
171,0.976217
172,0.993293
173,1.0421
174,1.02636
175,0.763379
176,1.06916
177,0.852485
178,0.778334
179,0.740078
180,0.734915
181,1.17821
182,0.799635
183,0.915047
184,1.05352
185,1.03068
186,0.976432
187,1.23479
188,1.10089
189,0.845607
190,1.1916
191,0.738304
192,0.762616
193,0.921235
194,1.02462
195,1.17527
196,1.03633
197,0.74297
198,1.16509
199,0.825637
200,1.14282
201,0.995661
202,1.19196
203,0.848233
204,0.774142
205,1.61397
206,1.20889
207,0.987775
208,0.77639
209,1.14328
210,0.968972
211,0.755935
