ReTr(L),ImTr(L)
1.44358,0.0800504
1.11213,-0.372208
0.894484,0.105295
0.792204,-0.0669154
0.819447,-0.150991
0.701096,0.317508
0.699441,0.372006
0.838901,0.298091
0.58966,0.448099
0.660323,0.241866
0.794154,0.539275
0.794154,0.539275
0.794154,0.539275
0.76571,0.263409
0.76571,0.263409
0.658311,0.255321
0.627588,0.115583
0.806288,0.146001
0.798793,0.0618869
0.828638,0.209291
0.897791,0.035199
0.761875,0.042665
0.48732,0.149097
0.735946,0.223227
0.469741,0.181336
0.828317,0.248433
0.548097,0.246664
0.538755,0.472891
0.619945,0.409727
0.528593,0.469866
0.528593,0.469866
0.43107,0.229401
0.544136,0.40642
0.560398,0.301773
0.643485,0.286084
0.496953,0.277772
0.634374,0.37017
0.542282,0.441672
0.732467,0.454967
0.534418,0.263805
0.512265,0.436858
0.425913,0.18008
0.444901,0.108159
0.653852,0.0506253
0.424354,0.372362
0.475765,0.387309
0.607988,0.406532
0.409838,0.415488
0.468936,0.393558
0.644468,0.32748
0.722374,0.255358
1.02868,0.27111
0.738323,0.273763
0.668069,0.19972
0.806885,0.27261
0.659629,0.29252
0.900138,0.124202
0.780048,0.248897
1.00145,0.00392234
0.943405,0.339639
0.903009,0.379503
0.87078,0.16488
1.02451,0.308474
1.02382,-0.0505902
0.937466,0.046803
0.809378,-0.00635766
0.904574,-0.368729
0.837185,-0.388083
0.663532,-0.474218
0.588361,-0.389044
0.613108,-0.434309
0.465065,-0.256227
0.42342,-0.503331
0.395808,-0.469269
0.563846,-0.326053
0.393279,-0.191401
0.554717,-0.60375
0.581808,-0.444037
0.602478,-0.540891
0.334288,-0.587767
0.334288,-0.587767
0.557054,-0.656981
0.593571,-0.581251
0.650325,-0.323089
0.564693,-0.289332
0.510217,-0.495616
0.571594,-0.299494
0.675228,-0.376405
0.486219,-0.354212
0.555889,-0.357683
0.510109,-0.45266
0.57948,-0.0696577
0.686769,-0.121509
0.766138,0.0368774
0.41768,-0.286019
0.352152,-0.0374541
0.58892,-0.298679
0.596418,-0.0890356
0.632322,-0.0824016
0.424641,-0.308483
0.424641,-0.308483
0.552642,-0.251505
0.601608,-0.160393
0.601608,-0.160393
0.384327,-0.313777
0.606589,-0.392754
0.534572,-0.546833
0.51753,-0.437232
0.854479,-0.380812
0.547606,-0.483298
0.706827,-0.621945
0.701819,-0.631291
0.83262,-0.434264
0.536238,-0.485272
0.692802,-0.589379
0.485601,-0.454903
0.385225,-0.657196
0.305565,-0.597898
0.305565,-0.597898
0.126468,-0.637856
0.24013,-0.715483
0.24013,-0.715483
0.203872,-0.614586
0.386947,-0.440894
0.149428,-0.337979
0.229565,-0.449628
0.516102,-0.529967
0.544616,-0.478969
0.44089,-0.283972
0.516816,-0.263867
0.635035,-0.0742684
0.494264,-0.102736
0.753608,-0.0896249
0.487344,-0.195871
0.558592,-0.305774
0.583086,-0.127146
0.49695,-0.150298
0.718512,0.0479105
0.962577,0.00531641
0.907617,0.457423
0.790981,0.451242
0.697631,0.17887
0.84024,0.109353
0.875898,0.134661
0.796967,0.207357
0.896382,0.35225
1.03255,0.334907
1.08225,0.651083
0.947963,0.54358
0.947963,0.54358
0.944212,0.551205
1.03443,0.541137
0.873425,0.411741
0.862347,0.260158
1.13705,-0.0408266
0.954162,-0.425897
0.961297,-0.116649
0.876583,-0.420971
1.22142,-0.407307
0.957129,-0.356911
1.0528,-0.359347
0.763608,-0.611724
0.778767,-0.40458
0.582518,-0.273005
0.302509,-0.402701
0.563615,-0.14763
0.482204,-0.156251
0.472785,-0.179753
0.436277,-0.0251329
0.443418,-0.250844
0.645959,0.124788
0.683913,-0.275197
0.471566,-0.0433349
0.808178,0.0358541
0.808178,0.0358541
0.790628,-0.0343127
0.790628,-0.0343127
0.790628,-0.0343127
0.61739,-0.0286444
0.540167,-0.0258166
0.613096,-0.152603
0.671073,-0.0594271
0.765032,-0.277135
0.778386,-0.0555331
0.791969,-0.235915
0.642724,-0.0682114
0.806694,0.0776893
0.788823,0.0625077
0.815316,0.203253
0.972049,0.129392
0.972049,0.129392
0.69787,0.19832
0.586216,0.199699
0.719774,0.217521
0.660403,0.46381
0.719176,0.479464
0.617678,0.80599
0.591911,0.428947
0.710414,0.558701
0.629348,0.384444
0.708019,0.451388
0.676405,0.518343
0.804769,0.401233
1.02565,0.479021
0.715104,0.377501
0.694497,0.282794
0.512066,0.352024
0.816969,0.208814
0.765743,0.37111
0.858318,0.374618
0.762099,0.435469
0.559764,0.46133
0.538144,0.411337
0.531229,0.579308
0.531229,0.579308
0.476544,0.334446
0.699171,0.412479
0.654284,0.482508
0.612071,0.343251
0.756019,0.344442
0.561275,0.442329
0.618808,0.173752
0.516209,0.341503
0.601001,0.192767
0.818387,0.25037
0.766014,0.458274
0.561129,0.390229
0.67491,0.230216
0.67491,0.230216
0.626299,0.565943
0.959747,0.296443
0.591144,0.373356
0.472217,0.417723
0.720947,0.488228
0.696058,0.337313
0.638718,0.497152
0.643432,0.365345
0.516743,0.199319
0.632678,0.252291
0.550541,0.504986
0.550541,0.504986
0.391653,0.285997
0.41635,0.147753
0.41635,0.147753
0.551048,0.393322
0.767394,0.478255
0.486078,0.196583
0.59653,0.324135
0.451137,0.305955
0.345346,0.188868
0.574259,0.461864
0.509026,0.416894
0.520341,0.395531
0.617554,0.533364
0.592581,0.336615
0.654043,0.495201
0.612207,0.607163
0.536457,0.289216
0.535311,0.514008
0.459929,0.295847
0.764037,0.201674
0.565219,0.221496
0.372602,0.0536612
0.556155,0.17932
0.278677,-0.0415262
0.613749,-0.0616213
0.547333,-0.0442005
0.646413,-0.057509
0.501622,0.0197883
0.50342,0.144051
0.675346,0.073955
0.701825,-0.00748569
0.401853,0.242903
0.672083,0.0588638
0.501801,0.0630297
0.577538,-0.0664449
0.577538,-0.0664449
0.598889,-0.23337
0.53906,-0.312745
0.660698,-0.406565
0.660698,-0.406565
0.700666,-0.398415
0.700666,-0.398415
0.452758,-0.423843
0.305405,-0.350975
0.308794,-0.357822
0.193902,-0.405565
0.498649,-0.55488
0.498649,-0.55488
0.472332,-0.388209
0.926228,-0.131045
0.639937,-0.426218
0.642818,-0.642228
0.526363,-0.654657
0.269978,-0.471961
0.119461,-0.62427
0.0999797,-0.820014
0.377763,-0.504871
0.22792,-0.734627
0.278815,-1.15347
0.278815,-1.15347
0.286746,-0.872794
0.348775,-0.665909
0.124128,-0.478254
0.0335392,-0.642269
0.121446,-0.489219
0.132548,-0.843217
-0.0244986,-0.810011
0.0112051,-0.757996
-0.171692,-0.614193
-0.0730791,-0.541878
0.179681,-0.648127
-0.0493153,-0.505972
0.0151318,-0.536406
-0.0418279,-0.585279
-0.0418279,-0.585279
-0.171674,-0.534725
-0.297973,-0.561605
-0.12512,-0.538663
-0.239955,-0.285826
-0.392193,-0.395858
-0.401586,-0.490376
-0.369213,-0.323907
-0.313104,-0.226637
-0.45036,-0.200101
-0.516937,-0.311796
-0.60211,-0.173099
-0.578331,-0.378782
-0.578331,-0.378782
-0.665627,-0.134819
-0.570237,-0.183111
-0.544764,-0.0365911
-0.537867,-0.370875
-0.670383,-0.268438
-0.719168,-0.136729
-0.478094,-0.00645239
-0.529766,-0.0866207
-0.529766,-0.0866207
-0.595575,-0.0283181
-0.468883,0.0675473
-0.712027,0.257648
-0.526003,0.106942
-0.464195,0.108082
-0.522486,0.062841
-0.765505,-0.105201
-0.762763,0.045735
-0.53463,-0.0177598
-0.582807,-0.0364954
-0.628981,-0.205529
-0.727508,-0.162267
-0.74248,0.14876
-0.740605,0.178455
-0.577593,-0.143139
-0.596563,-0.129557
-0.663405,-0.113137
-0.5519,0.117456
-0.706762,0.00223595
-0.771421,0.213587
-0.65808,0.0159593
-0.606906,-0.0687038
-0.560535,-0.0159131
-0.434528,0.212879
-0.478622,0.164619
-0.903442,0.107148
-0.490429,0.234809
-0.377974,0.23935
-0.649528,0.0676624
-0.639515,-0.0813554
-0.536383,-0.00665698
-0.493359,0.0705424
-0.252319,-0.186897
-0.248233,-0.0409142
-0.462465,0.0122036
-0.41168,-0.0133684
-0.5018,0.0655922
-0.563976,-0.131716
-0.521159,-0.0547307
-0.596982,-0.230535
-0.764916,0.114011
-0.329925,0.0575317
-0.432719,-0.0331657
-0.385211,-0.0323413
-0.225914,-0.176386
-0.266695,0.141678
-0.103142,-0.158305
-0.0892715,-0.213508
-0.0892715,-0.213508
-0.0646508,-0.211293
0.0503806,-0.238871
-0.118134,-0.21407
-0.0965146,-0.3253
-0.151775,-0.232104
-0.335328,-0.387677
-0.227087,-0.15638
-0.00430225,-0.183167
-0.158753,-0.0254204
-0.0271761,-0.0623922
-0.0271761,-0.0623922
0.103677,-0.08266
0.448246,-0.0276847
0.425954,-0.0432072
0.318337,0.0123364
0.318337,0.0123364
0.294301,-0.0560869
0.294301,-0.0560869
0.045076,-0.264291
0.271099,-0.211451
0.271099,-0.211451
0.0739569,-0.19158
-0.00267886,-0.273892
-0.00267885,-0.273892
0.0633136,-0.215102
-0.00305436,-0.312853
0.0742611,-0.41864
-0.141154,-0.450657
-0.0541909,-0.507828
-0.360814,-0.273994
-0.174374,-0.0286621
-0.0205227,-0.254976
-0.00553482,0.1699
-0.130357,-0.12285
-0.130357,-0.12285
-0.117454,-0.0744269
-0.047136,-0.0779627
0.0678293,-0.0970713
0.127041,-0.0673505
-0.164131,0.0931625
0.0497568,-0.242867
0.106676,-0.245087
-0.0334731,-0.166082
-0.00734405,-0.0758801
0.173765,-0.189138
0.041918,-0.340279
-0.0680924,-0.499547
-0.139036,-0.159025
-0.166308,-0.257348
-0.325411,-0.0697574
-0.377232,-0.12654
-0.533269,-0.246735
-0.581438,-0.303017
-0.243619,-0.327326
-0.0840138,-0.091465
-0.158281,-0.436421
-0.179313,-0.717737
-0.280099,-0.328166
-0.584002,-0.118711
-0.181532,-0.227676
-0.53017,-0.594169
-0.342324,-0.3524
-0.0865432,-0.554064
-0.152193,-0.493973
-0.237293,-0.411391
-0.273203,-0.538491
-0.442981,-0.245293
-0.207143,-0.234829
-0.169632,-0.510472
-0.108972,-0.321913
0.00584751,-0.139451
0.0338409,-0.167977
-0.228878,-0.295066
-0.0754618,-0.0848732
-0.0156006,-0.438987
-0.16191,-0.241075
-0.0187902,-0.559864
0.082297,-0.628074
-0.0416089,-0.176314
0.0947405,-0.267676
-0.159053,-0.255081
-0.338394,-0.364562
-0.190112,-0.332364
-0.357826,-0.193604
-0.235856,-0.165284
-0.416102,-0.0878889
-0.472736,-0.13846
-0.325744,-0.0124203
-0.478979,0.0440505
-0.478979,0.0440505
-0.334976,-0.0510873
-0.381349,0.111311
-0.480192,-0.0769481
-0.480192,-0.0769481
-0.361418,0.00858892
-0.605723,-0.0859892
-0.659459,-0.129369
-0.558154,-0.376551
-0.591024,-0.367872
-0.459106,-0.178556
-0.309975,-0.155987
-0.346918,-0.30518
-0.253484,-0.279899
-0.394531,-0.455946
-0.19378,-0.385975
-0.19378,-0.385975
-0.406024,-0.332348
-0.156116,-0.355496
-0.156041,-0.251211
-0.191444,-0.241916
-0.0789318,-0.250051
0.230622,-0.344153
0.152558,-0.135388
0.110983,0.141779
0.218391,0.333176
0.498483,0.0818212
0.580838,0.077848
0.456805,-0.0879079
0.614243,0.0570488
0.340749,-0.050653
0.40981,-0.107906
0.488356,0.00723758
0.595362,0.1794
0.532262,0.21164
0.393681,-0.108059
0.264175,-0.0962775
0.159129,-0.205003
0.374847,-0.455475
0.459016,-0.176663
0.667387,-0.0908812
0.828384,-0.194296
0.928814,-0.182936
0.668253,-0.0497369
0.733664,-0.133379
0.697212,0.184981
0.697212,0.184981
0.674565,0.357717
0.563917,0.22971
0.421332,0.301239
0.551873,0.41321
0.498853,0.285123
0.656134,0.448525
0.656134,0.448525
0.530781,0.385949
0.35189,0.172066
0.453589,0.219232
0.358966,0.0408093
0.358966,0.0408093
0.288265,-0.101229
0.274877,-0.0836512
0.23869,-0.186049
-0.00187078,-0.407353
0.0699859,-0.263998
0.135131,-0.203285
0.214237,-0.0890324
0.272524,0.00157367
0.195805,-0.132434
0.0952045,-0.029641
-0.143235,-0.0898381
-0.158338,-0.137413
-0.186726,-0.0457653
0.0955047,0.0105504
0.120408,-0.0686543
0.342725,-0.145451
0.123853,0.0149243
-0.00601763,-0.10926
0.146677,0.153785
0.389397,0.0430413
0.14486,0.0300146
0.14486,0.0300146
0.0879575,0.265236
0.0474937,0.142454
0.0965058,0.37623
0.152238,0.420417
-0.145257,0.513173
-0.097132,0.532329
-0.447083,0.486764
-0.454253,0.0740103
-0.721027,0.146676
-0.720388,0.375253
-0.848059,0.449981
-0.885861,0.391422
-0.706326,0.424059
-0.834096,0.359307
-0.658736,0.306057
-0.297259,0.364888
-0.139477,0.422457
-0.246066,0.547226
-0.287705,0.33476
-0.186821,0.573652
0.081977,0.518733
0.081977,0.518733
-0.256752,0.368479
-0.295476,0.114315
-0.318017,0.0520059
-0.360453,-0.143022
-0.261212,-0.320493
-0.185268,-0.148624
-0.459391,-0.252045
-0.230759,-0.299871
-0.460365,-0.379313
-0.178202,-0.414286
-0.178202,-0.414286
-0.329538,-0.530894
-0.389361,-0.329774
-0.293075,-0.220172
-0.203248,-0.0665188
-0.39981,-0.323574
-0.124565,-0.320813
-0.124565,-0.320813
-0.0776406,-0.334382
-0.20118,-0.218058
-0.201777,-0.180574
0.0531898,-0.357718
-0.00172222,-0.329521
-0.0628929,-0.384208
0.0963505,-0.593224
0.128568,-0.441679
-0.241381,-0.462524
0.0339581,-0.407355
0.0339581,-0.407355
0.0648624,-0.21599
0.061587,-0.238663
-0.00530774,-0.168541
0.0815977,-0.350329
-0.124235,-0.224938
0.0598865,-0.19633
0.0173508,-0.13263
0.119063,-0.117281
-0.0328131,-0.277056
-0.169369,-0.282953
-0.00567116,-0.0883524
-0.00567116,-0.0883524
-0.212764,-0.0599584
-0.174019,-0.106354
-0.10986,-0.270057
0.12012,-0.194189
-0.106346,-0.172825
-0.183521,-0.0679825
-0.0618189,-0.127007
-0.313177,-0.156703
0.000183889,-0.118671
