ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
-0.0741515,null,0.284622,null,null
0.143417,-0.247304,null,null,null
-0.0864925,null,0.338921,null,null
0.084924,-0.15202,null,null,null
-0.121637,null,0.312879,null,null
0.0765995,-0.154059,null,null,null
-0.151284,null,0.349452,null,null
0.0765995,-0.154059,null,null,null
-0.151284,null,0.349452,null,null
0.105085,-0.160948,null,null,null
-0.202958,null,0.311155,null,null
0.063506,-0.133737,null,null,null
-0.252402,null,0.266601,null,null
0.090081,-0.121354,null,null,null
-0.233798,null,0.282176,null,null
0.0361322,-0.115071,null,null,null
-0.182183,null,0.243972,null,null
0.0274606,-0.076101,null,null,null
-0.191511,null,0.19049,null,null
0.0158362,-0.161174,null,null,null
-0.138054,null,0.183949,null,null
0.0612185,-0.171379,null,null,null
-0.0849275,null,0.132669,null,null
0.0637225,-0.217504,null,null,null
-0.130242,null,0.125907,null,null
0.092902,-0.277807,null,null,null
-0.113403,null,0.149275,null,null
-0.0141008,-0.358437,null,null,null
-0.0683495,null,0.0672055,null,null
-0.0686935,-0.407506,null,null,null
-0.0277994,null,0.06328,null,null
-0.0686935,-0.407506,null,null,null
-0.0277994,null,0.06328,null,null
0.0226409,-0.36153,null,null,null
-0.07953,null,0.0445226,null,null
0.0461178,-0.394197,null,null,null
-0.0095595,null,0.149588,null,null
0.036923,-0.369491,null,null,null
-0.00760735,null,0.116691,null,null
0.105595,-0.345208,null,null,null
0.00753465,null,0.0124361,null,null
0.121339,-0.393493,null,null,null
0.0339583,null,-0.0397568,null,null
0.162693,-0.267921,null,null,null
0.0060398,null,-0.0410913,null,null
0.274655,-0.242997,null,null,null
0.00590005,null,-0.12241,null,null
0.253875,-0.268995,null,null,null
-0.00838065,null,-0.051892,null,null
0.247216,-0.269381,null,null,null
-0.0037414,null,-0.0819125,null,null
0.240667,-0.326207,null,null,null
-0.00372281,null,-0.124504,null,null
0.133485,-0.296579,null,null,null
-0.051098,null,-0.153899,null,null
0.204317,-0.26086,null,null,null
-0.0367825,null,-0.190248,null,null
0.223244,-0.272695,null,null,null
0.0096562,null,-0.279745,null,null
0.249196,-0.287911,null,null,null
-0.018489,null,-0.306837,null,null
0.249196,-0.287911,null,null,null
-0.018489,null,-0.306837,null,null
0.288583,-0.256424,null,null,null
0.0406434,null,-0.400736,null,null
0.366759,-0.166774,null,null,null
0.068251,null,-0.336477,null,null
0.339021,-0.136035,null,null,null
0.109574,null,-0.309899,null,null
0.320339,-0.147626,null,null,null
0.171305,null,-0.326846,null,null
0.307681,-0.20704,null,null,null
0.0840775,null,-0.323265,null,null
0.286714,-0.220339,null,null,null
0.0200478,null,-0.26242,null,null
0.420469,-0.168148,null,null,null
0.0517885,null,-0.299818,null,null
0.436304,-0.106285,null,null,null
0.0224161,null,-0.320842,null,null
0.399911,-0.174372,null,null,null
0.070664,null,-0.276402,null,null
0.399305,-0.188171,null,null,null
0.0870655,null,-0.350689,null,null
0.394734,-0.21342,null,null,null
0.0517015,null,-0.315157,null,null
0.344926,-0.234156,null,null,null
0.0234569,null,-0.384514,null,null
0.344926,-0.234156,null,null,null
0.0234569,null,-0.384514,null,null
0.303174,-0.211222,null,null,null
-0.0081431,null,-0.368883,null,null
0.268795,-0.278806,null,null,null
0.0801645,null,-0.323681,null,null
0.305212,-0.205184,null,null,null
0.129252,null,-0.310437,null,null
0.289192,-0.221965,null,null,null
0.112035,null,-0.325634,null,null
0.28784,-0.194216,null,null,null
0.0693075,null,-0.270574,null,null
0.281566,-0.189489,null,null,null
-0.0171824,null,-0.220524,null,null
0.1506,-0.110811,null,null,null
-0.0379778,null,-0.182381,null,null
0.184944,-0.121143,null,null,null
-0.0373887,null,-0.240326,null,null
0.184944,-0.121143,null,null,null
-0.0373887,null,-0.240326,null,null
0.12886,-0.113252,null,null,null
0.0328089,null,-0.274627,null,null
0.117485,-0.151579,null,null,null
0.0258918,null,-0.244694,null,null
0.192408,-0.194282,null,null,null
0.0282808,null,-0.271985,null,null
0.226611,-0.172092,null,null,null
0.0880135,null,-0.258824,null,null
0.257797,-0.182888,null,null,null
0.0794945,null,-0.34989,null,null
0.188655,-0.176129,null,null,null
0.0105445,null,-0.290919,null,null
0.197548,-0.152858,null,null,null
-0.0559275,null,-0.364816,null,null
0.19131,-0.224512,null,null,null
-0.0821955,null,-0.23987,null,null
0.100898,-0.204475,null,null,null
-0.096267,null,-0.193451,null,null
0.196676,-0.264169,null,null,null
-0.114608,null,-0.209947,null,null
0.170082,-0.315045,null,null,null
-0.125386,null,-0.283857,null,null
0.144702,-0.213067,null,null,null
-0.107778,null,-0.197871,null,null
0.159781,-0.200165,null,null,null
-0.107698,null,-0.184553,null,null
0.112041,-0.203524,null,null,null
-0.067084,null,-0.269969,null,null
0.134266,-0.205473,null,null,null
-0.0395708,null,-0.26952,null,null
0.0369104,-0.218614,null,null,null
-0.0416516,null,-0.163428,null,null
0.0716345,-0.278427,null,null,null
-0.0654,null,-0.288299,null,null
0.0263006,-0.332043,null,null,null
0.0227928,null,-0.28744,null,null
0.0699515,-0.297453,null,null,null
-0.00734645,null,-0.352338,null,null
0.094714,-0.296954,null,null,null
0.0480267,null,-0.270383,null,null
0.123179,-0.285826,null,null,null
-0.0061836,null,-0.254381,null,null
0.125304,-0.366453,null,null,null
0.00082816,null,-0.338587,null,null
0.182721,-0.302193,null,null,null
-0.0613775,null,-0.401107,null,null
0.121576,-0.236409,null,null,null
-0.010783,null,-0.265296,null,null
0.103101,-0.222656,null,null,null
-0.0242533,null,-0.35043,null,null
0.087717,-0.229312,null,null,null
0.0794195,null,-0.280614,null,null
0.10638,-0.268313,null,null,null
0.124862,null,-0.296295,null,null
0.0394514,-0.253358,null,null,null
0.0839585,null,-0.312796,null,null
7.081e-05,-0.227559,null,null,null
0.090922,null,-0.310223,null,null
0.0427357,-0.213792,null,null,null
0.0876775,null,-0.314568,null,null
0.095616,-0.214437,null,null,null
0.128442,null,-0.295967,null,null
0.0453291,-0.155968,null,null,null
0.094837,null,-0.297503,null,null
0.0164908,-0.185525,null,null,null
0.0197194,null,-0.349792,null,null
0.0215741,-0.259721,null,null,null
0.00322939,null,-0.300709,null,null
0.0199748,-0.283676,null,null,null
0.0317358,null,-0.218397,null,null
0.0230709,-0.26749,null,null,null
-0.000451599,null,-0.210478,null,null
0.00209391,-0.249319,null,null,null
0.063081,null,-0.37096,null,null
0.00928085,-0.196657,null,null,null
0.0180258,null,-0.272135,null,null
0.0125056,-0.14594,null,null,null
0.0124703,null,-0.219082,null,null
0.0355489,-0.167139,null,null,null
0.0087959,null,-0.21845,null,null
0.00672245,-0.171983,null,null,null
-0.054758,null,-0.136404,null,null
0.0294083,-0.188047,null,null,null
-0.0324823,null,-0.13579,null,null
0.0558595,-0.198246,null,null,null
-0.0175815,null,-0.10603,null,null
0.0690205,-0.136401,null,null,null
0.017874,null,-0.0334721,null,null
0.064558,-0.045228,null,null,null
-0.0072775,null,-0.046366,null,null
0.0279841,0.007692,null,null,null
-0.0077641,null,-0.0159036,null,null
-0.00430895,-0.0466526,null,null,null
-0.0186479,null,0.0363869,null,null
-0.064886,-0.0079618,null,null,null
0.0074956,null,0.0704005,null,null
-0.064886,-0.0079618,null,null,null
0.0074956,null,0.0704005,null,null
-0.113368,0.112352,null,null,null
0.0757195,null,0.147888,null,null
-0.140089,0.058671,null,null,null
0.0453674,null,0.163053,null,null
-0.0915025,0.058538,null,null,null
0.0843745,null,0.172794,null,null
-0.0605845,0.00234785,null,null,null
0.104579,null,0.218783,null,null
