t,walltime
10,23.9
20,24.57
30,22.31
40,23.43
50,24.16
60,22.46
70,23.74
80,26.21
90,31.31
100,34.06
110,34.82
120,27.13
130,28.58
140,29.18
150,25.3
160,26.11
170,28.41
180,26.12
190,27.08
200,26.48
210,26.58
220,28.51
230,30.18
240,28.89
250,29.41
260,28.95
270,37.54
280,30.86
290,30.64
300,28
310,27.61
320,30.55
330,28.3
340,32.58
350,32.91
360,32.52
370,32.87
380,29.8
390,29.35
400,30.78
410,28.7
420,29.69
430,32.32
440,30.74
450,31.45
460,29.41
470,28.1
480,26.34
490,26.31
500,28.28
510,31.6
520,29.84
530,25.01
540,28.86
550,30.8
560,29.04
570,27.44
580,29.24
590,32.84
600,30.67
610,31.04
620,30.8
630,31.14
640,27.73
650,29.07
660,29.23
670,25.76
680,25.59
690,27.78
700,30.07
710,27.85
720,31.81
730,36.79
740,29.83
750,25.79
760,26.09
770,29.73
780,27.48
790,26.67
800,25.97
810,26.1
820,26.05
830,26.32
840,27.47
850,26.75
860,24.99
870,26.68
880,26.27
890,25.67
900,28.18
910,25.86
920,31.25
930,30.82
940,27.22
950,26.68
960,25.51
970,35.63
980,26.66
990,29.71
1000,25.57
1010,25.83
1020,24.48
1030,24.97
1040,25.59
1050,29.4
1060,27.46
1070,23.61
1080,22.32
1090,26.1
1100,27.17
1110,23.11
1120,23.04
1130,23.91
1140,25.81
1150,24.86
1160,23.83
1170,25.4
1180,26.3
1190,25.56
1200,25.49
1210,26.37
1220,26.12
1230,24.08
1240,25.53
1250,23.18
1260,26.38
1270,25.31
1280,22.7
1290,22.95
1300,25.12
1310,24.28
1320,24.13
1330,23.43
1340,24.06
1350,25.03
1360,24.12
1370,24.21
1380,23.77
1390,26.87
1400,27.92
1410,27.28
1420,28.35
1430,31.74
1440,26.55
1450,27.64
1460,30.41
1470,28.49
1480,27.97
1490,26.13
1500,30.38
1510,37.15
1520,36.12
1530,33.8
1540,28.19
1550,32.96
1560,28.64
1570,26.89
1580,29.11
1590,30.46
1600,28.96
1610,25.43
1620,25.82
1630,27.28
1640,28.01
1650,27.26
1660,26.4
1670,27.57
1680,24.77
1690,30.07
1700,31.73
1710,33.34
1720,29.72
1730,24.83
1740,25.69
1750,23.75
1760,26.01
1770,25.77
1780,23.75
1790,26.04
1800,27.89
1810,30.21
1820,28.5
1830,26.36
1840,24.89
1850,23.72
1860,25.07
1870,23.62
1880,25.28
1890,26.76
1900,26.64
1910,31.12
1920,29.57
1930,33.03
1940,29.51
1950,29.81
1960,28.02
1970,27.87
1980,35.1
1990,27.72
2000,25.85
2010,24.71
2020,24.96
2030,26.51
2040,25.09
2050,25.88
2060,25.53
2070,24.92
2080,24.37
2090,26.97
2100,25.45
2110,25.79
2120,32.42
2130,33.84
2140,34.55
2160,29.81
2180,28.05
2200,27.34
2220,26.59
2240,27.4
2260,36.72
2280,30.6
2300,33.48
2320,36.14
2340,29.58
2360,29.27
2380,29.66
2400,28.62
2420,30.3
2440,31.09
2460,31.46
2480,35.85
2500,28.88
2520,30.32
2540,32.31
2560,35.87
2580,29.05
2600,30.62
2620,29.96
2640,30.23
2660,33.73
2680,30.3
2700,29.63
2720,32
2740,43.45
2760,33.19
2780,33.7
2800,28.86
2820,29.22
2840,28.61
2860,26.44
2880,27.15
2900,27.73
2920,31.91
2940,35.51
2960,31.5
2980,27.64
3000,24.41
3020,25.8
3040,26.15
3060,26.23
3080,28.27
3100,25.15
3120,25.71
3140,26.48
3160,27
3180,25.83
3200,26.11
3220,26.34
3240,27.39
3260,27.19
3280,26.43
3300,29.1
3320,31.56
3340,29.29
3360,25.31
3380,26.21
3400,27.1
3420,26.47
3440,26.44
3460,28.54
3480,27.49
3500,30.71
3520,36.98
3540,34.58
3560,35.8
3580,34.39
3600,35.66
3620,28.72
3640,31.13
3660,30.81
3680,30.08
3700,31.94
3710,26.54
3720,27.33
3730,30.44
3740,25.13
3750,27.24
3760,31.5
3770,29.24
3780,26.78
3790,26.96
3800,23.49
3810,28.29
3820,25.87
3830,23.59
