MDTU,S_B
1,0.502439
2,0.674842
3,0.776164
4,0.837201
5,0.887358
6,0.912718
7,0.94226
8,0.951062
9,0.961241
10,0.967241
11,0.97957
12,0.97957
13,0.97957
14,0.975581
15,0.975581
16,0.97684
17,0.975733
18,0.97905
19,0.976059
20,0.976245
21,0.977998
22,0.979139
23,0.972633
24,0.974636
25,0.981864
26,0.977947
27,0.980169
28,0.984445
29,0.987838
30,0.990389
31,0.990389
32,0.982306
33,0.978817
34,0.985015
35,0.979196
36,0.97544
37,0.977157
38,0.978613
39,0.976695
40,0.978849
41,0.985152
42,0.978728
43,0.978243
44,0.98116
45,0.983011
46,0.97644
47,0.983864
48,0.975553
49,0.977373
50,0.973077
51,0.977972
52,0.977818
53,0.978587
54,0.987063
55,0.99353
56,0.988512
57,0.991021
58,0.977956
59,0.98554
60,0.980611
61,0.986403
62,0.990469
63,0.989851
64,0.99081
65,0.986086
66,0.980978
67,0.984716
68,0.984149
69,0.986004
70,0.977173
71,0.987438
72,0.987833
73,0.984565
74,0.986837
75,0.982609
76,0.981254
77,0.984241
78,0.980627
79,0.985227
80,0.980817
81,0.980817
82,0.983399
83,0.982642
84,0.983393
85,0.990241
86,0.990426
87,0.983384
88,0.988969
89,0.979708
90,0.978912
91,0.983422
92,0.978364
93,0.982889
94,0.983841
95,0.984359
96,0.987653
97,0.981657
98,0.983035
99,0.991946
100,0.986228
101,0.986228
102,0.985353
103,0.98412
104,0.98412
105,0.985033
106,0.980964
107,0.986396
108,0.991136
109,0.982777
110,0.979966
111,0.986861
112,0.992105
113,0.97546
114,0.983882
115,0.988469
116,0.982007
117,0.980533
118,0.982676
119,0.982676
120,0.989994
121,0.988977
122,0.988977
123,0.980775
124,0.996224
125,0.992479
126,0.99194
127,0.986973
128,0.985148
129,0.978585
130,0.984312
131,0.97873
132,0.986937
133,0.98551
134,0.981602
135,0.97233
136,0.976252
137,0.972905
138,0.983801
139,0.987799
140,0.991038
141,0.989441
142,0.991281
143,0.992807
144,0.986238
145,0.991963
146,0.987654
147,0.983107
148,0.982186
149,0.992652
150,0.992652
151,0.984434
152,0.984079
153,0.982741
154,0.982962
155,0.976294
156,0.97716
157,0.978112
158,0.97727
159,0.978996
160,0.975691
161,0.981027
162,0.979193
163,0.972455
164,0.98034
165,0.977239
166,0.985578
167,0.979854
168,0.981886
169,0.984703
170,0.987289
171,0.981206
172,0.98124
173,0.985797
174,0.976985
175,0.976985
176,0.985998
177,0.985998
178,0.985998
179,0.986415
180,0.976513
181,0.986479
182,0.984279
183,0.985716
184,0.984947
185,0.99087
186,0.977813
187,0.988879
188,0.983444
189,0.976162
190,0.984352
191,0.984352
192,0.979155
193,0.980825
194,0.977782
195,0.984356
196,0.987706
197,0.979649
198,0.979213
199,0.975982
200,0.983963
201,0.976547
202,0.980127
203,0.977809
204,0.979205
205,0.982778
206,0.988227
207,0.983398
208,0.976871
209,0.984649
210,0.984102
211,0.980531
212,0.978728
213,0.980156
214,0.985739
215,0.985739
216,0.980515
217,0.973271
218,0.981003
219,0.97898
220,0.980956
221,0.985044
222,0.982893
223,0.975483
224,0.982449
225,0.981227
226,0.985048
227,0.986072
228,0.988466
229,0.988466
230,0.985051
231,0.988022
232,0.983466
233,0.988315
234,0.988034
235,0.978607
236,0.985893
237,0.981705
238,0.989268
239,0.983242
240,0.989643
241,0.989643
242,0.971399
243,0.978258
244,0.978258
245,0.97869
246,0.982807
247,0.977738
248,0.980358
249,0.982273
250,0.981716
251,0.984513
252,0.983805
253,0.988727
254,0.985312
255,0.98609
256,0.983648
257,0.978896
258,0.981101
259,0.9826
260,0.986388
261,0.984081
262,0.990724
263,0.982501
264,0.98532
265,0.98052
266,0.984449
267,0.98267
268,0.985569
269,0.982968
270,0.987857
271,0.992932
272,0.993833
273,0.988963
274,0.987538
275,0.98247
276,0.983088
277,0.983088
278,0.980875
279,0.986485
280,0.986644
281,0.986644
282,0.985486
283,0.985486
284,0.978747
285,0.981846
286,0.986969
287,0.987435
288,0.985952
289,0.985952
290,0.984634
291,0.988826
292,0.977472
293,0.977439
294,0.983188
295,0.979743
296,0.980563
297,0.987035
298,0.984853
299,0.978035
300,0.978488
301,0.978488
302,0.976308
303,0.983031
304,0.985549
305,0.988221
306,0.991018
307,0.979927
308,0.985043
309,0.98689
310,0.982044
311,0.978123
312,0.980429
313,0.981491
314,0.982593
315,0.986468
316,0.986468
317,0.97401
318,0.978332
319,0.97869
320,0.978153
321,0.973378
322,0.975314
323,0.975581
324,0.983077
325,0.980162
326,0.990517
327,0.988498
328,0.990911
329,0.990911
330,0.996264
331,0.985182
332,0.990556
333,0.991964
334,0.991317
335,0.988893
336,0.986719
337,0.989256
338,0.989256
339,0.990304
340,0.98726
341,0.988381
342,0.984904
343,0.98481
344,0.980377
345,0.982982
346,0.975739
347,0.983795
348,0.98079
349,0.96809
350,0.976987
351,0.970744
352,0.972417
353,0.969451
354,0.972018
355,0.98526
356,0.980075
357,0.985709
358,0.979805
359,0.989896
360,0.984915
361,0.984284
362,0.979245
363,0.981414
364,0.976747
365,0.983618
366,0.97994
367,0.973992
368,0.981239
369,0.985079
370,0.975891
371,0.988849
372,0.983189
373,0.978533
374,0.980642
375,0.985309
376,0.98427
377,0.97975
378,0.977905
379,0.988216
380,0.987841
381,0.980465
382,0.988459
383,0.986177
384,0.988256
385,0.986403
386,0.989373
387,0.989373
388,0.985133
389,0.987025
390,0.98455
391,0.97199
392,0.973377
393,0.972838
394,0.985517
395,0.988258
396,0.99338
397,0.982457
398,0.982457
399,0.990014
400,0.981154
401,0.984209
402,0.98328
403,0.98328
404,0.987671
405,0.987671
406,0.987421
407,0.999126
408,0.999126
409,0.989401
410,0.986834
411,0.986834
412,0.977155
413,0.981382
414,0.974248
415,0.984557
416,0.982966
417,0.989497
418,0.982559
419,0.987904
420,0.983475
421,0.990899
422,0.990899
423,0.984393
424,0.987368
425,0.984502
426,0.981945
427,0.984305
428,0.981145
429,0.983056
430,0.984251
431,0.983238
432,0.98689
433,0.987053
434,0.985893
435,0.983878
436,0.979896
437,0.98448
438,0.981125
439,0.982352
440,0.985416
441,0.986702
442,0.988904
443,0.992925
444,0.985605
445,0.976294
446,0.989454
447,0.983148
448,0.988782
449,0.982074
450,0.987619
451,0.984276
452,0.979785
453,0.980449
454,0.980853
455,0.98094
456,0.979477
457,0.978989
458,0.980284
459,0.982107
460,0.985565
461,0.973132
462,0.987557
463,0.986126
464,0.989868
465,0.988718
466,0.987279
467,0.977348
468,0.981588
469,0.978722
470,0.980534
471,0.982449
472,0.987024
473,0.976078
474,0.98363
475,0.970274
476,0.981919
477,0.981919
478,0.98191
479,0.976471
480,0.991796
481,0.991796
482,0.985794
483,0.987636
484,0.987495
485,0.982666
486,0.978236
487,0.982758
488,0.976511
489,0.981139
490,0.982461
491,0.980121
492,0.981277
493,0.981277
494,0.979429
495,0.97684
496,0.987719
497,0.975426
498,0.987247
499,0.984457
500,0.980233
501,0.976732
502,0.983177
503,0.975206
504,0.980338
505,0.98451
506,0.98927
507,0.984919
508,0.981746
509,0.973576
510,0.981808
511,0.97581
512,0.972599
513,0.979576
514,0.98214
515,0.988433
516,0.982826
