MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.202817,-0.12231,-0.000501654
2,0.28263,-0.12401,0.000181743
3,0.274362,-0.03406,-0.000734461
4,0.307144,-0.02541,-0.000132981
5,0.298685,0.005993,-0.00126958
6,0.291675,0.053385,-0.00152018
7,0.310115,0.030139,-0.00160474
8,0.296777,0.066715,-0.00155678
9,0.313452,0.035741,-0.000196624
10,0.306113,0.076262,-0.00108349
11,0.321488,0.038195,-0.00114909
12,0.321488,0.038195,-0.00114909
13,0.321488,0.038195,-0.00114909
14,0.308688,0.072708,-0.0022266
15,0.308688,0.072708,-0.0022266
16,0.319456,0.036099,0.000131688
17,0.305167,0.079743,0.000788991
18,0.310602,0.060872,-0.000272765
19,0.301843,0.077043,0.00215514
20,0.297846,0.083657,-0.00199373
21,0.302782,0.066364,0.00119671
22,0.308356,0.054395,-0.000872926
23,0.308848,0.06734,-0.00139358
24,0.31179,0.067627,0.00157473
25,0.317285,0.063845,-0.00101775
26,0.311459,0.075892,-0.000456012
27,0.312389,0.064915,-0.000815617
28,0.311935,0.077685,-0.00226626
29,0.31175,0.055259,-0.00108113
30,0.311042,0.068155,0.000581301
31,0.311042,0.068155,0.000581301
32,0.313407,0.067029,0.00156387
33,0.318286,0.056874,-0.00115187
34,0.308887,0.077127,-0.00178472
35,0.314404,0.055481,-0.000219096
36,0.316809,0.058621,-0.00287996
37,0.3117,0.063865,-0.00121796
38,0.317409,0.057859,-0.00153824
39,0.30569,0.062902,0.00131199
40,0.30796,0.074518,-0.00171504
41,0.311109,0.074571,0.00227431
42,0.314129,0.06273,-0.00110512
43,0.302348,0.087386,0.00049395
44,0.318678,0.059732,0.00174867
45,0.315319,0.058668,0.00184958
46,0.307817,0.073566,0.000756548
47,0.317166,0.049799,0.00395499
48,0.305186,0.082264,-0.00039081
49,0.326364,0.049065,0.000138942
50,0.302269,0.078381,0.000704936
51,0.316505,0.041117,-0.00152531
52,0.315607,0.061964,0.00149271
53,0.306859,0.080581,0.000276265
54,0.312003,0.077887,0.00131538
55,0.323127,0.061208,-0.000544077
56,0.311303,0.1005,0.000148687
57,0.317882,0.055164,-0.000543031
58,0.299055,0.099348,0.00221735
