MDTU,min_width,max_width
1,0.105343,0.0722687
2,0.122434,0.0824134
3,0.134393,0.0870765
4,0.141655,0.0898716
5,0.147354,0.0927083
6,0.151624,0.0934972
7,0.152418,0.0944669
8,0.157496,0.0942575
9,0.154407,0.0934842
10,0.158241,0.0940759
11,0.157307,0.0954873
12,0.157307,0.0954873
13,0.157307,0.0954873
14,0.157633,0.096573
15,0.157633,0.096573
16,0.157249,0.0955536
17,0.157326,0.0961805
18,0.157609,0.0955245
19,0.157138,0.0954831
20,0.157495,0.0937821
21,0.155956,0.09433
22,0.155228,0.0951889
23,0.156106,0.0954653
24,0.157227,0.0958854
25,0.155331,0.095228
26,0.158668,0.0959726
27,0.156223,0.0953166
28,0.157083,0.0957941
29,0.154664,0.0958113
30,0.157696,0.0958646
31,0.157696,0.0958646
32,0.158589,0.0964893
33,0.158189,0.0958798
34,0.160553,0.0980398
35,0.160367,0.0941229
36,0.155145,0.0968145
37,0.155483,0.0964153
38,0.1593,0.0967247
39,0.157606,0.0960693
40,0.157736,0.0956674
41,0.158786,0.096532
42,0.156408,0.0960224
43,0.156555,0.0959959
44,0.157209,0.095535
45,0.158292,0.095961
46,0.157141,0.0956671
47,0.156445,0.0960822
48,0.158063,0.0960817
49,0.157458,0.0967565
50,0.157488,0.0955427
51,0.156165,0.0945675
52,0.158507,0.0957534
53,0.1601,0.0965843
54,0.161612,0.0970596
55,0.160959,0.0959998
56,0.163826,0.0973702
57,0.157706,0.0960565
58,0.160865,0.0961329
59,0.156602,0.0953166
60,0.156814,0.0954977
61,0.159939,0.094826
62,0.159445,0.0959668
63,0.162578,0.097142
64,0.15947,0.0966614
65,0.161898,0.0960555
66,0.158233,0.0960855
67,0.157175,0.09712
68,0.155427,0.0942773
69,0.157524,0.0969679
70,0.158962,0.0970272
71,0.160436,0.0955686
72,0.159809,0.0954005
73,0.156178,0.0963082
74,0.157123,0.0961155
75,0.155886,0.0961658
76,0.156453,0.0959385
77,0.157161,0.094493
78,0.157755,0.0974595
79,0.156917,0.0950014
80,0.156132,0.0953693
81,0.156132,0.0953693
82,0.158778,0.0966583
83,0.154248,0.0960603
84,0.15822,0.0963576
85,0.159227,0.0954161
86,0.157303,0.0955268
87,0.158891,0.0963957
88,0.155155,0.0946962
89,0.155763,0.0958367
90,0.157607,0.0956059
91,0.156278,0.0954865
92,0.158352,0.0966923
93,0.160856,0.0964585
94,0.15626,0.0956635
95,0.158262,0.0957987
96,0.158529,0.0966917
97,0.156225,0.0952486
98,0.158532,0.0948567
99,0.158889,0.0964218
100,0.156908,0.0957296
101,0.156908,0.0957296
102,0.158009,0.0960341
103,0.158077,0.0962296
104,0.158077,0.0962296
105,0.157318,0.0969056
106,0.158805,0.0965208
107,0.157478,0.097349
108,0.156607,0.096595
109,0.162013,0.0970138
110,0.15958,0.0969709
111,0.155961,0.0964989
112,0.158979,0.0965002
113,0.159029,0.0956995
114,0.156831,0.0953171
115,0.160507,0.0972721
116,0.162982,0.0971416
117,0.158514,0.096931
118,0.156775,0.0957565
119,0.156775,0.0957565
120,0.158729,0.096666
121,0.158747,0.0948767
122,0.158747,0.0948767
123,0.158322,0.0968427
124,0.157938,0.0954484
125,0.160912,0.0973551
126,0.159832,0.0956163
127,0.157878,0.0967964
128,0.153841,0.095527
129,0.155911,0.0959545
130,0.155044,0.0960072
131,0.15492,0.094615
132,0.15929,0.0960121
133,0.158257,0.0962488
134,0.158413,0.0957422
135,0.154865,0.0953034
136,0.156136,0.0975227
137,0.161031,0.0963478
138,0.15883,0.0969761
139,0.161756,0.0974406
140,0.1609,0.0961625
141,0.159466,0.0966963
142,0.160156,0.0962371
143,0.156434,0.0959939
144,0.156734,0.0955475
145,0.15992,0.0960254
146,0.158204,0.0964516
147,0.155569,0.096512
148,0.16095,0.0965104
149,0.159115,0.095447
150,0.159115,0.095447
151,0.160102,0.0965067
152,0.162412,0.0966123
153,0.160865,0.0968511
154,0.160678,0.0969083
155,0.162074,0.0957415
156,0.157555,0.0943736
157,0.15944,0.0970536
158,0.156394,0.096007
159,0.157344,0.0955597
160,0.159457,0.0957854
161,0.158583,0.0967887
162,0.157909,0.0950992
163,0.154961,0.0946025
164,0.156142,0.0952172
165,0.154655,0.0952109
166,0.156424,0.0964485
167,0.155294,0.0945019
168,0.159785,0.0953342
169,0.158421,0.0965379
170,0.159427,0.0980082
171,0.157733,0.0969044
172,0.158849,0.0961849
173,0.16071,0.0974731
174,0.157214,0.0956758
175,0.157214,0.0956758
176,0.157536,0.0961847
177,0.157536,0.0961847
178,0.157536,0.0961847
179,0.160139,0.0967438
180,0.155101,0.0964694
181,0.15624,0.0969888
182,0.158816,0.0960739
183,0.156624,0.0956723
184,0.159446,0.0971087
185,0.156198,0.0961472
186,0.157005,0.0954168
187,0.157538,0.0967492
188,0.160237,0.0965493
189,0.160492,0.0975819
190,0.160008,0.0956918
191,0.160008,0.0956918
192,0.16093,0.0955928
193,0.15705,0.0963813
194,0.15619,0.095488
195,0.163099,0.0969201
196,0.159753,0.0964059
197,0.158201,0.0971763
198,0.156639,0.0964266
199,0.155846,0.0954592
200,0.157126,0.0968308
201,0.158055,0.0948299
202,0.158825,0.0956498
203,0.158093,0.095949
204,0.158005,0.0955451
205,0.155686,0.0949607
206,0.155805,0.096778
207,0.157146,0.0960449
208,0.157712,0.0950782
209,0.158682,0.0958553
210,0.157473,0.0966021
211,0.158281,0.0955344
212,0.157607,0.09595
213,0.154177,0.0950258
214,0.157527,0.0949724
215,0.157527,0.0949724
216,0.158564,0.0955041
217,0.156947,0.0940658
218,0.157711,0.0957815
219,0.157267,0.095641
220,0.156941,0.0965546
221,0.158154,0.0950631
222,0.155823,0.0959438
223,0.158138,0.095304
224,0.156473,0.0950471
225,0.156916,0.0959118
226,0.157143,0.097498
227,0.157817,0.0954181
228,0.158573,0.0949742
229,0.158573,0.0949742
230,0.156195,0.0951628
231,0.158686,0.0959383
232,0.156902,0.0971452
233,0.160946,0.0958135
234,0.160472,0.0960217
235,0.157861,0.0977905
236,0.158617,0.0962727
237,0.161552,0.0952071
238,0.156238,0.0974361
239,0.160097,0.0962912
240,0.157297,0.0956215
241,0.157297,0.0956215
242,0.155925,0.0956531
243,0.154472,0.0963879
244,0.154472,0.0963879
245,0.159213,0.0959866
246,0.153864,0.0957448
247,0.156099,0.0958873
248,0.156703,0.0960945
249,0.15625,0.0961355
250,0.159099,0.0971465
251,0.155665,0.0953419
252,0.15796,0.0983961
253,0.157843,0.0962916
254,0.159432,0.0967119
255,0.160463,0.0970473
256,0.15972,0.0954216
257,0.158834,0.0953781
258,0.157633,0.0957443
259,0.157573,0.0964066
260,0.158829,0.0969974
261,0.156233,0.0961614
262,0.159076,0.0962312
263,0.159347,0.0947093
264,0.156493,0.095934
265,0.157706,0.094979
266,0.156413,0.0957513
267,0.155781,0.0978499
268,0.156075,0.0963762
269,0.1565,0.0949743
270,0.161489,0.0966066
271,0.158113,0.09678
272,0.160497,0.0966843
273,0.158588,0.0979752
274,0.155842,0.0949561
275,0.157496,0.096772
276,0.157166,0.0958534
277,0.157166,0.0958534
278,0.158252,0.095551
279,0.155811,0.0961646
280,0.158343,0.0957458
281,0.158343,0.0957458
282,0.156287,0.0953551
283,0.156287,0.0953551
284,0.156354,0.0951462
285,0.156743,0.0966028
286,0.157092,0.0964954
287,0.156465,0.0972155
288,0.158229,0.0957278
289,0.158229,0.0957278
290,0.158337,0.0960654
291,0.159289,0.0980849
292,0.155278,0.0952568
293,0.156517,0.0975651
294,0.154717,0.0958665
295,0.157434,0.0962659
296,0.15684,0.0958329
297,0.158806,0.0959786
298,0.15595,0.0951347
299,0.155293,0.0956627
300,0.159102,0.0966965
301,0.159102,0.0966965
302,0.156953,0.0953536
303,0.157876,0.096428
304,0.155963,0.0974275
305,0.157667,0.0957941
306,0.156652,0.0971194
307,0.159376,0.0975637
308,0.155439,0.0961882
309,0.158985,0.0954587
310,0.159069,0.0961307
311,0.157534,0.0955068
312,0.158526,0.0967633
313,0.157511,0.096614
314,0.157168,0.0960743
315,0.157034,0.0965945
316,0.157034,0.0965945
317,0.156009,0.0947744
318,0.156778,0.0957334
319,0.156591,0.0955729
320,0.157569,0.0963333
321,0.156028,0.0967559
322,0.157363,0.0953664
323,0.15753,0.0963264
324,0.15823,0.0964531
325,0.159751,0.097022
326,0.162075,0.0967679
327,0.161255,0.0972808
328,0.159155,0.0963129
329,0.159155,0.0963129
330,0.159722,0.0976889
331,0.156347,0.0957559
332,0.15837,0.0960163
333,0.159024,0.0972929
334,0.159296,0.094421
335,0.158958,0.0955767
336,0.157868,0.0951252
337,0.157686,0.0963214
338,0.157686,0.0963214
339,0.158129,0.0965319
340,0.158024,0.0961382
341,0.160981,0.0963533
342,0.15681,0.0975446
343,0.15747,0.0957411
344,0.158544,0.0969046
345,0.15697,0.0949061
346,0.158792,0.0970558
347,0.158762,0.0964886
348,0.159656,0.0962276
349,0.156193,0.0948611
350,0.157202,0.0942738
351,0.154636,0.096411
352,0.157063,0.0952862
353,0.156038,0.09652
354,0.157303,0.0953614
355,0.157521,0.0952854
356,0.155702,0.0948356
357,0.159245,0.0942711
358,0.156033,0.0964022
359,0.15803,0.0958238
360,0.160212,0.0958857
361,0.157598,0.0957697
362,0.15515,0.0955994
363,0.158648,0.0961289
364,0.157364,0.0965148
365,0.156172,0.0961338
366,0.158282,0.0952417
367,0.157792,0.0946417
368,0.156744,0.0963877
369,0.15737,0.0953475
370,0.157343,0.096568
371,0.157996,0.0973583
372,0.157766,0.0967612
373,0.156624,0.0964572
374,0.157206,0.0962243
375,0.159756,0.0960057
376,0.157479,0.0963025
377,0.160899,0.0959078
378,0.158376,0.0966933
379,0.154741,0.0962504
380,0.156483,0.0955395
381,0.15735,0.0958505
382,0.160151,0.0959336
383,0.157931,0.0975332
384,0.158862,0.0968878
385,0.157166,0.0958987
386,0.160494,0.0963229
387,0.160494,0.0963229
388,0.15594,0.0962463
389,0.15822,0.0958655
390,0.156068,0.0968256
391,0.157565,0.0966155
392,0.155197,0.0964344
393,0.157258,0.0975178
394,0.158713,0.0952258
395,0.158419,0.0963407
396,0.157169,0.0960778
397,0.155821,0.0966076
398,0.155821,0.0966076
399,0.156657,0.0962885
400,0.155599,0.0975204
401,0.157261,0.0967825
402,0.155358,0.097057
403,0.155358,0.097057
404,0.154863,0.0960869
405,0.154863,0.0960869
406,0.158185,0.0963579
407,0.160382,0.0968911
408,0.160382,0.0968911
409,0.159308,0.0971697
410,0.159343,0.0965785
411,0.159343,0.0965785
412,0.156781,0.0966252
413,0.153767,0.096311
414,0.156948,0.0968582
415,0.155029,0.0951294
416,0.159732,0.0959995
417,0.15844,0.0940207
418,0.156749,0.0954009
419,0.156726,0.0954944
420,0.155037,0.0969351
421,0.156018,0.0959907
422,0.156018,0.0959907
423,0.16083,0.0954672
424,0.160185,0.0958182
425,0.158628,0.0961741
426,0.15416,0.0949368
427,0.159409,0.0969975
428,0.156867,0.0959481
429,0.156874,0.0959635
430,0.159313,0.0966833
431,0.15438,0.0971558
432,0.157339,0.0969158
433,0.159368,0.0968923
434,0.159102,0.0957691
435,0.156575,0.0964516
436,0.156554,0.0963367
437,0.155398,0.0966321
438,0.156578,0.0964007
439,0.158764,0.0959914
440,0.156402,0.0957972
441,0.158204,0.0966779
442,0.157753,0.0954817
443,0.158998,0.0971142
444,0.158174,0.0966479
445,0.158569,0.096487
446,0.156705,0.0952781
447,0.1573,0.0961047
448,0.159645,0.0957192
449,0.156917,0.0948925
450,0.156197,0.0954651
451,0.156879,0.0941622
452,0.15776,0.0953989
453,0.159844,0.0946209
454,0.156234,0.0954863
455,0.158671,0.0953703
456,0.157019,0.0956084
457,0.155747,0.095798
458,0.157921,0.0943003
459,0.157039,0.0954629
460,0.156527,0.0954936
461,0.156166,0.0952607
462,0.156845,0.095732
463,0.160047,0.0956981
464,0.157013,0.0962146
465,0.158258,0.0955863
466,0.158268,0.0961505
467,0.157724,0.0952197
468,0.158071,0.0970633
469,0.158226,0.0958944
470,0.158442,0.095555
471,0.161149,0.0958529
472,0.155385,0.095356
473,0.15751,0.0957711
474,0.159431,0.0955815
475,0.155991,0.0970768
476,0.157799,0.0960865
477,0.157799,0.0960865
478,0.158981,0.0942215
479,0.160083,0.0957969
480,0.158427,0.0973493
481,0.158427,0.0973493
482,0.160209,0.0970764
483,0.158518,0.0954949
484,0.156724,0.0955727
485,0.158488,0.0954125
486,0.157782,0.0953529
487,0.158311,0.0958465
488,0.158249,0.0945752
489,0.157976,0.0952102
490,0.157556,0.096974
491,0.155151,0.0949286
492,0.154416,0.0950679
493,0.154416,0.0950679
494,0.155518,0.096556
495,0.156172,0.095715
496,0.156768,0.09637
497,0.154962,0.0950044
498,0.156747,0.0952657
499,0.156762,0.0955088
500,0.153378,0.0948508
501,0.154307,0.0941357
502,0.152401,0.0964739
503,0.156664,0.0957132
504,0.155401,0.0960143
505,0.159798,0.0949736
506,0.157266,0.0968319
507,0.155996,0.0974313
508,0.155692,0.0953068
509,0.158872,0.0954601
510,0.157417,0.0967961
511,0.156917,0.0957779
512,0.156188,0.0949312
513,0.155807,0.0955566
514,0.155232,0.0961838
515,0.157915,0.0960076
516,0.155471,0.0947556
517,0.156205,0.0960877
518,0.159651,0.096157
519,0.15843,0.0968511
520,0.157308,0.0965131
521,0.158413,0.0973289
522,0.156087,0.0957375
523,0.156087,0.0957375
524,0.156702,0.0955644
525,0.155171,0.0956318
526,0.155816,0.0954839
527,0.156478,0.0952703
528,0.157475,0.0950979
529,0.158795,0.0959598
530,0.158795,0.0959598
531,0.156373,0.0962902
532,0.158346,0.095765
533,0.157751,0.0953786
534,0.15613,0.0967366
535,0.15613,0.0967366
536,0.162169,0.0965625
537,0.158283,0.0964716
538,0.155931,0.0965278
539,0.157242,0.0970136
540,0.154906,0.0967174
541,0.158913,0.096703
542,0.157935,0.0986965
543,0.158063,0.0957379
544,0.158227,0.0956547
545,0.156332,0.0941665
546,0.156311,0.0954409
547,0.155268,0.0946155
548,0.157501,0.0954588
549,0.158948,0.0960362
550,0.16002,0.0956167
551,0.158751,0.0958056
552,0.156794,0.0955077
553,0.154128,0.0953636
554,0.157947,0.0970876
555,0.158002,0.0960606
556,0.159934,0.0956272
557,0.159934,0.0956272
558,0.156893,0.0973318
559,0.159767,0.0964875
560,0.157275,0.0965269
561,0.157338,0.096621
562,0.158878,0.0958095
563,0.156202,0.0959445
564,0.158128,0.0957794
565,0.155051,0.0949442
566,0.159103,0.0956334
567,0.154946,0.0969506
568,0.156124,0.0973596
569,0.160123,0.0969847
570,0.157816,0.0973788
571,0.157251,0.0965842
572,0.159738,0.0946567
573,0.157751,0.0970239
574,0.156776,0.0966544
575,0.158484,0.0978185
576,0.157595,0.096432
577,0.156946,0.0964292
578,0.157548,0.0963043
579,0.157548,0.0963043
580,0.159001,0.0962521
581,0.156922,0.0946471
582,0.156932,0.0953292
583,0.158743,0.0962909
584,0.16057,0.0969639
585,0.160442,0.0957876
586,0.161819,0.096412
587,0.157336,0.0955621
588,0.158574,0.0958439
589,0.154863,0.0960948
590,0.154863,0.0960948
591,0.159373,0.0968613
592,0.156902,0.0962185
593,0.160378,0.0956059
594,0.157324,0.0967328
595,0.157934,0.0967284
596,0.158078,0.0955712
597,0.158078,0.0955712
598,0.160666,0.0957768
599,0.157381,0.0961147
600,0.157382,0.096669
601,0.15652,0.0951944
602,0.154186,0.0952556
603,0.157414,0.0954905
604,0.159423,0.0960378
605,0.155272,0.0956635
606,0.157225,0.0944866
607,0.155555,0.0951594
608,0.155555,0.0951594
609,0.157537,0.0955016
610,0.155692,0.0968038
611,0.160556,0.0949613
612,0.158222,0.0950991
613,0.156495,0.0954342
614,0.154675,0.0955748
615,0.155817,0.0959466
616,0.156149,0.0962806
617,0.160135,0.0963047
618,0.161058,0.0966932
619,0.158556,0.0964612
620,0.158556,0.0964612
621,0.156012,0.096569
622,0.159263,0.0943363
623,0.156844,0.0964029
624,0.158652,0.0960556
625,0.158728,0.0957993
626,0.15838,0.0960042
627,0.157155,0.0956331
628,0.157143,0.0961379
629,0.157338,0.0950184
630,0.160114,0.0960142
631,0.162204,0.0966626
632,0.15788,0.0968383
633,0.155263,0.0952948
634,0.155149,0.0971281
635,0.156922,0.0950278
636,0.157275,0.0969027
637,0.157841,0.0953481
638,0.157841,0.0953481
639,0.159401,0.0965526
640,0.157327,0.0960464
641,0.153476,0.0954994
642,0.156708,0.095014
643,0.158206,0.0948037
644,0.158206,0.0948037
645,0.158215,0.0961387
646,0.157536,0.0970102
647,0.15992,0.0965916
648,0.156439,0.0952089
649,0.158573,0.0969473
650,0.159015,0.0964546
651,0.16038,0.0972088
652,0.158309,0.095461
653,0.157638,0.0966056
654,0.156566,0.0966608
655,0.156566,0.0966608
656,0.157699,0.0960055
657,0.156582,0.0961509
658,0.157431,0.0973191
659,0.158735,0.0964964
660,0.154883,0.0947445
661,0.158029,0.0967274
662,0.158564,0.0979279
663,0.158394,0.0966842
664,0.158067,0.0961411
665,0.15913,0.0960281
666,0.156955,0.096223
667,0.158086,0.0959155
668,0.158086,0.0959155
669,0.157785,0.0979063
670,0.154124,0.0952913
671,0.156217,0.0961427
672,0.156924,0.0958213
673,0.158611,0.0959257
674,0.158611,0.0959257
675,0.156517,0.0967886
676,0.16039,0.0960035
677,0.159302,0.0958509
678,0.158725,0.0982674
679,0.160332,0.0949751
680,0.156525,0.0960891
681,0.158174,0.0956867
682,0.154947,0.0953975
683,0.154526,0.0949641
684,0.155328,0.094435
685,0.156794,0.0951319
686,0.154257,0.0952858
687,0.154992,0.0948258
688,0.154992,0.0948258
689,0.158919,0.0967748
690,0.157861,0.0959567
691,0.157861,0.0959567
692,0.156865,0.0958511
693,0.158591,0.0969429
694,0.159213,0.098268
695,0.157417,0.0953819
696,0.15712,0.0965637
697,0.158817,0.0951493
698,0.157334,0.0958262
699,0.15837,0.0951675
700,0.156684,0.0951625
701,0.154882,0.0954723
702,0.158152,0.0952034
703,0.156337,0.0961145
704,0.156058,0.0948259
705,0.156058,0.0948259
706,0.156568,0.09443
707,0.158521,0.0963451
708,0.156917,0.0966481
709,0.159955,0.095669
710,0.158276,0.0958272
711,0.158239,0.0950615
712,0.159903,0.0960131
713,0.158269,0.0951043
714,0.157632,0.0969437
715,0.156527,0.0959552
716,0.155978,0.0957335
717,0.16022,0.095636
718,0.156075,0.0957109
719,0.156513,0.0955902
720,0.155406,0.096496
721,0.15687,0.0954768
722,0.157061,0.0958741
723,0.157061,0.0958741
724,0.158517,0.0947162
725,0.153438,0.0939172
726,0.158922,0.0955159
727,0.154451,0.0975688
728,0.160374,0.0982105
729,0.158668,0.0966995
730,0.160127,0.0970928
731,0.159548,0.0963986
732,0.158341,0.0949219
733,0.159157,0.0971868
734,0.159197,0.094517
735,0.155683,0.0953304
736,0.158785,0.0957139
737,0.154604,0.0970004
738,0.158149,0.0962314
739,0.161587,0.0969502
740,0.15597,0.0959348
741,0.160558,0.0972175
742,0.155663,0.0954337
743,0.161245,0.0981343
744,0.158542,0.096048
745,0.158542,0.096048
746,0.158542,0.096048
747,0.158309,0.0977501
748,0.159146,0.0965259
749,0.159146,0.0965259
750,0.157876,0.0951311
751,0.156386,0.0956428
752,0.156912,0.0966349
753,0.158179,0.0975154
754,0.154967,0.0958605
755,0.155794,0.095408
756,0.157199,0.0952209
757,0.155889,0.0968454
758,0.156245,0.09453
759,0.156245,0.09453
760,0.1552,0.0951959
761,0.156665,0.096756
762,0.160091,0.0981359
763,0.159294,0.0974518
764,0.160877,0.0976003
765,0.157764,0.0961145
766,0.157907,0.0967235
767,0.157907,0.0967235
