MDTU,min_ave,max_ave
1,-0.118367,0.145329
2,-0.136034,0.162756
3,-0.156757,0.16274
4,-0.163154,0.165847
5,-0.173692,0.168969
6,-0.181489,0.164493
7,-0.181135,0.170826
8,-0.187971,0.167523
9,-0.182705,0.17041
10,-0.190984,0.167986
11,-0.184726,0.171917
12,-0.184726,0.171917
13,-0.184726,0.171917
14,-0.189283,0.166174
15,-0.189283,0.166174
16,-0.182096,0.168952
17,-0.189403,0.164797
18,-0.188051,0.168592
19,-0.190262,0.166544
20,-0.189337,0.164412
21,-0.186311,0.165994
22,-0.184438,0.167405
23,-0.186829,0.166397
24,-0.18712,0.166549
25,-0.186259,0.166425
26,-0.189185,0.16569
27,-0.187107,0.168103
28,-0.189329,0.165241
29,-0.18575,0.168054
30,-0.189188,0.168087
31,-0.189188,0.168087
32,-0.187673,0.166335
33,-0.184641,0.16525
34,-0.190027,0.165272
35,-0.18534,0.167473
36,-0.183383,0.165193
37,-0.186498,0.166267
38,-0.187761,0.168613
39,-0.185467,0.165205
40,-0.188772,0.165949
41,-0.189092,0.166374
42,-0.187778,0.168048
43,-0.189985,0.164177
44,-0.187764,0.168834
45,-0.186421,0.166864
46,-0.189129,0.166095
47,-0.184572,0.168077
48,-0.189161,0.164026
49,-0.18423,0.166837
50,-0.189179,0.164513
51,-0.183028,0.168001
52,-0.188199,0.167557
53,-0.191394,0.166198
54,-0.193121,0.168779
55,-0.188227,0.16902
56,-0.197032,0.165569
57,-0.185823,0.168075
58,-0.193337,0.163291
59,-0.184255,0.166964
60,-0.184799,0.165752
61,-0.187974,0.165774
62,-0.188697,0.166263
63,-0.189213,0.165529
64,-0.189578,0.168421
65,-0.188847,0.166668
66,-0.187491,0.165818
67,-0.187906,0.165597
68,-0.185613,0.167624
69,-0.186485,0.167044
70,-0.187853,0.166616
71,-0.190275,0.167591
72,-0.189011,0.166829
73,-0.187371,0.164205
74,-0.187708,0.16672
75,-0.185765,0.164302
76,-0.18604,0.16348
77,-0.185051,0.167332
78,-0.189946,0.163385
79,-0.187947,0.167363
80,-0.185845,0.16663
81,-0.185845,0.16663
82,-0.191488,0.163822
83,-0.184498,0.167269
84,-0.189491,0.166636
85,-0.188873,0.165587
86,-0.187388,0.165392
87,-0.190753,0.163213
88,-0.183041,0.169125
89,-0.188329,0.164629
90,-0.188044,0.166787
91,-0.187711,0.166073
92,-0.188729,0.165275
93,-0.187082,0.16702
94,-0.184656,0.166118
95,-0.1856,0.165163
96,-0.187144,0.164486
97,-0.190838,0.168147
98,-0.189467,0.165759
99,-0.191314,0.165358
100,-0.185244,0.165331
101,-0.185244,0.165331
102,-0.187275,0.164778
103,-0.186994,0.166408
104,-0.186994,0.166408
105,-0.189858,0.165505
106,-0.188255,0.165433
107,-0.1879,0.166401
108,-0.186827,0.164187
109,-0.189118,0.164904
110,-0.188748,0.164562
111,-0.186813,0.167465
112,-0.189766,0.168268
113,-0.189003,0.165937
114,-0.186174,0.166864
115,-0.189055,0.167906
116,-0.189905,0.165462
117,-0.187284,0.166321
118,-0.184247,0.166042
119,-0.184247,0.166042
120,-0.19023,0.166014
121,-0.1868,0.171195
122,-0.1868,0.171195
123,-0.192044,0.165699
124,-0.190567,0.167424
125,-0.190153,0.166392
126,-0.187067,0.167377
127,-0.188554,0.166938
128,-0.182071,0.165441
129,-0.185895,0.163619
130,-0.184728,0.165449
131,-0.183393,0.165663
132,-0.186796,0.16445
133,-0.18693,0.164844
134,-0.187326,0.164009
135,-0.180549,0.164067
136,-0.183271,0.165662
137,-0.189121,0.16265
138,-0.183493,0.167189
139,-0.191239,0.165353
140,-0.191234,0.168536
141,-0.188645,0.165899
142,-0.190994,0.165072
143,-0.18625,0.165847
144,-0.18846,0.166574
145,-0.189981,0.166313
146,-0.18826,0.166814
147,-0.185756,0.168212
148,-0.19188,0.169516
149,-0.187839,0.170852
150,-0.187839,0.170852
151,-0.192824,0.165396
152,-0.189488,0.16593
153,-0.189202,0.167708
154,-0.191128,0.167787
155,-0.191859,0.168858
156,-0.18354,0.168691
157,-0.189177,0.167846
158,-0.183361,0.166525
159,-0.182825,0.167202
160,-0.188563,0.167251
161,-0.189377,0.167214
162,-0.187226,0.169344
163,-0.188682,0.167221
164,-0.186113,0.167514
165,-0.185666,0.166588
166,-0.184603,0.167892
167,-0.187196,0.16567
168,-0.187157,0.165218
169,-0.188945,0.165351
170,-0.191266,0.16365
171,-0.18841,0.164824
172,-0.187864,0.166296
173,-0.191189,0.166605
174,-0.186258,0.163528
175,-0.186258,0.163528
176,-0.186262,0.16719
177,-0.186262,0.16719
178,-0.186262,0.16719
179,-0.189373,0.16612
180,-0.18945,0.165801
181,-0.186006,0.167759
182,-0.19092,0.16536
183,-0.191736,0.166211
184,-0.190828,0.165864
185,-0.187374,0.167663
186,-0.185761,0.164812
187,-0.189645,0.169454
188,-0.19045,0.168048
189,-0.193091,0.163624
190,-0.18683,0.167946
191,-0.18683,0.167946
192,-0.187973,0.165941
193,-0.187502,0.167885
194,-0.187028,0.168581
195,-0.189763,0.169316
196,-0.191027,0.166648
197,-0.18669,0.1668
198,-0.188825,0.166616
199,-0.183246,0.168334
200,-0.189262,0.165715
201,-0.187797,0.164851
202,-0.187035,0.167956
203,-0.187668,0.166399
204,-0.191626,0.166674
205,-0.185517,0.16662
206,-0.189261,0.167427
207,-0.187385,0.165745
208,-0.187432,0.166972
209,-0.187973,0.165392
210,-0.186073,0.165148
211,-0.184728,0.165466
212,-0.186923,0.165225
213,-0.180871,0.166521
214,-0.186574,0.165308
215,-0.186574,0.165308
216,-0.186278,0.165007
217,-0.186098,0.164578
218,-0.184518,0.1661
219,-0.185819,0.164693
220,-0.188937,0.165322
221,-0.189952,0.167284
222,-0.183796,0.166151
223,-0.187321,0.162829
224,-0.181008,0.165849
225,-0.185737,0.163817
226,-0.186217,0.165418
227,-0.186202,0.164681
228,-0.184568,0.165665
229,-0.184568,0.165665
230,-0.186864,0.165657
231,-0.185359,0.167782
232,-0.189195,0.164105
233,-0.190883,0.166835
234,-0.188611,0.167647
235,-0.192307,0.165782
236,-0.18583,0.167462
237,-0.191753,0.167425
238,-0.187414,0.168435
239,-0.19333,0.16508
240,-0.184583,0.169023
241,-0.184583,0.169023
242,-0.188442,0.163355
243,-0.18378,0.166016
244,-0.18378,0.166016
245,-0.191728,0.164294
246,-0.183751,0.166807
247,-0.186694,0.166452
248,-0.185616,0.164655
249,-0.185484,0.164436
250,-0.189105,0.165516
251,-0.186155,0.166085
252,-0.188813,0.163805
253,-0.186793,0.168039
254,-0.18838,0.165621
255,-0.189687,0.166269
256,-0.188177,0.167615
257,-0.19136,0.165526
258,-0.188706,0.167058
259,-0.187405,0.167024
260,-0.186944,0.166537
261,-0.188779,0.166408
262,-0.186858,0.164947
263,-0.188778,0.164757
264,-0.183824,0.165443
265,-0.187977,0.164835
266,-0.188265,0.167561
267,-0.187769,0.166006
268,-0.189053,0.165489
269,-0.184332,0.165585
270,-0.191836,0.166606
271,-0.187719,0.165533
272,-0.18552,0.166952
273,-0.190515,0.163621
274,-0.184768,0.16664
275,-0.190376,0.163211
276,-0.184321,0.168019
277,-0.184321,0.168019
278,-0.187218,0.166224
279,-0.185284,0.168162
280,-0.187542,0.167414
281,-0.187542,0.167414
282,-0.186405,0.17015
283,-0.186405,0.17015
284,-0.186153,0.166472
285,-0.18791,0.166465
286,-0.185978,0.165566
287,-0.189387,0.166197
288,-0.185902,0.167195
289,-0.185902,0.167195
290,-0.188583,0.165395
291,-0.190384,0.16763
292,-0.187456,0.166477
293,-0.186759,0.165474
294,-0.183871,0.1678
295,-0.18919,0.166274
296,-0.190752,0.165276
297,-0.186348,0.165058
298,-0.184998,0.166092
299,-0.184833,0.165516
300,-0.188154,0.165117
301,-0.188154,0.165117
302,-0.184095,0.163896
303,-0.187631,0.164693
304,-0.182253,0.165882
305,-0.190055,0.165894
306,-0.184928,0.166327
307,-0.188524,0.164775
308,-0.186205,0.168209
309,-0.190579,0.168485
310,-0.187195,0.165699
311,-0.185141,0.165925
312,-0.187257,0.168126
313,-0.185736,0.165796
314,-0.184462,0.167995
315,-0.188319,0.166397
316,-0.188319,0.166397
317,-0.187388,0.165941
318,-0.18602,0.167377
319,-0.187262,0.168795
320,-0.190415,0.168063
321,-0.185146,0.167072
322,-0.187813,0.167509
323,-0.188855,0.165809
324,-0.189387,0.168007
325,-0.193808,0.167047
326,-0.19066,0.167466
327,-0.189642,0.165533
328,-0.188345,0.167619
329,-0.188345,0.167619
330,-0.190062,0.168134
331,-0.191874,0.166956
332,-0.191637,0.168516
333,-0.19391,0.166941
334,-0.189451,0.1678
335,-0.189451,0.169401
336,-0.189727,0.165808
337,-0.187542,0.167092
338,-0.187542,0.167092
339,-0.188879,0.16822
340,-0.191072,0.167682
341,-0.193524,0.17004
342,-0.190487,0.169143
343,-0.188295,0.169451
344,-0.187643,0.165419
