MDTU,plaq,Re(det),Im(det),link
1,1.01956,0.543568,0.159384,0.136697
2,1.03124,0.55619,0.190111,0.158684
3,0.995824,0.518733,0.193458,0.167381
4,0.993863,0.521003,0.203252,0.176544
5,0.983561,0.506098,0.20236,0.181176
6,0.961079,0.485226,0.198443,0.181514
7,0.976867,0.497242,0.207471,0.183452
8,0.957589,0.479446,0.201849,0.183723
9,0.972445,0.495935,0.207262,0.18415
10,0.957235,0.477353,0.203505,0.184278
11,0.978011,0.495797,0.210851,0.186689
12,0.978011,0.495797,0.210851,0.186689
13,0.978011,0.495797,0.210851,0.186689
14,0.958818,0.480473,0.201837,0.189307
15,0.958818,0.480473,0.201837,0.189307
16,0.971283,0.497367,0.207809,0.18779
17,0.948634,0.476219,0.201746,0.187601
18,0.960158,0.485466,0.203971,0.18824
19,0.953043,0.476369,0.201824,0.186833
20,0.946705,0.472652,0.200468,0.183426
21,0.955802,0.480691,0.203719,0.184623
22,0.963278,0.4868,0.205961,0.184011
23,0.956763,0.480948,0.206525,0.186543
24,0.955913,0.481521,0.207024,0.187578
25,0.954766,0.484559,0.207861,0.186461
26,0.950933,0.478667,0.20475,0.186
27,0.960408,0.482346,0.208364,0.184964
28,0.951292,0.478522,0.203533,0.186201
29,0.959807,0.487213,0.206553,0.187024
30,0.957399,0.482191,0.204357,0.187281
31,0.957399,0.482191,0.204357,0.187281
32,0.954167,0.483365,0.204507,0.190384
33,0.957401,0.488791,0.205891,0.189829
34,0.951119,0.47827,0.202471,0.190856
35,0.961247,0.487665,0.207183,0.187484
36,0.958567,0.486861,0.207554,0.189166
37,0.95527,0.484131,0.204785,0.190023
38,0.962962,0.487936,0.206249,0.188802
39,0.955153,0.484003,0.201674,0.187896
40,0.951201,0.478657,0.203661,0.187476
41,0.954643,0.47883,0.20551,0.188471
42,0.960789,0.484807,0.206155,0.188192
43,0.946028,0.471253,0.203065,0.186346
44,0.961514,0.486505,0.208584,0.187775
45,0.95815,0.48746,0.205006,0.19002
46,0.955191,0.47896,0.203857,0.186852
47,0.964786,0.491138,0.206865,0.188498
48,0.94805,0.475032,0.201842,0.18812
49,0.962897,0.494064,0.20733,0.190416
50,0.951084,0.47712,0.198908,0.188521
51,0.967176,0.495523,0.204906,0.186033
52,0.961398,0.486266,0.204589,0.188438
53,0.954416,0.476644,0.201095,0.188287
54,0.957947,0.478345,0.203784,0.189273
55,0.962731,0.487023,0.20905,0.189047
56,0.944082,0.468992,0.200793,0.189415
57,0.960476,0.488821,0.207307,0.189271
58,0.940593,0.4665,0.198693,0.187974
59,0.960467,0.490038,0.2081,0.18726
60,0.958518,0.486061,0.207124,0.188121
61,0.955402,0.48189,0.204869,0.186797
62,0.955664,0.478506,0.205328,0.187576
63,0.956578,0.485116,0.207312,0.192316
64,0.960884,0.48454,0.205738,0.18888
65,0.958044,0.484958,0.203984,0.189721
66,0.956432,0.481552,0.204525,0.188625
67,0.955331,0.481404,0.204336,0.18957
68,0.96013,0.486405,0.207732,0.184725
69,0.95852,0.487699,0.2062,0.188172
70,0.957219,0.485168,0.205742,0.190865
71,0.95479,0.4825,0.203974,0.188513
72,0.954924,0.481316,0.206466,0.186911
73,0.947956,0.478658,0.205544,0.187749
74,0.954649,0.483647,0.205695,0.18759
75,0.952334,0.48491,0.203001,0.188948
76,0.952713,0.484062,0.203192,0.187428
77,0.961012,0.488728,0.206645,0.186866
78,0.944789,0.477344,0.202395,0.190282
79,0.956555,0.485152,0.204705,0.187032
80,0.959175,0.485166,0.206382,0.186722
81,0.959175,0.485166,0.206382,0.186722
82,0.943591,0.471736,0.198014,0.188555
83,0.962132,0.488917,0.206187,0.187788
84,0.956977,0.483116,0.203802,0.188728
85,0.954532,0.48416,0.208179,0.188445
86,0.953223,0.480998,0.206736,0.187647
87,0.946525,0.471485,0.202784,0.186737
88,0.969579,0.491888,0.210469,0.186589
89,0.952556,0.475731,0.204296,0.187133
90,0.958953,0.485127,0.202277,0.188776
91,0.954009,0.482086,0.204466,0.186444
92,0.951664,0.479423,0.205061,0.188954
93,0.961648,0.487643,0.205797,0.191325
