MDTU,S_B
1,0.498374
2,0.670038
3,0.771604
4,0.832872
5,0.883041
6,0.908757
7,0.938117
8,0.946969
9,0.957035
10,0.963536
11,0.974719
12,0.974719
13,0.973009
14,0.973469
15,0.973469
16,0.975053
17,0.973142
18,0.97499
19,0.974498
20,0.975662
21,0.979156
22,0.9775
23,0.974101
24,0.974203
25,0.968819
26,0.977328
27,0.970618
28,0.977472
29,0.974064
30,0.985863
31,0.985863
32,0.985863
33,0.984484
34,0.983772
35,0.981482
36,0.972484
37,0.977223
38,0.976779
39,0.978723
40,0.981554
41,0.980103
42,0.984949
43,0.976644
44,0.98208
45,0.980203
46,0.970103
47,0.972958
48,0.967116
49,0.976632
50,0.969022
51,0.977597
52,0.970221
53,0.977276
54,0.974675
55,0.974764
56,0.97679
57,0.975107
58,0.979308
59,0.977402
60,0.975606
61,0.985312
62,0.976651
63,0.980044
64,0.978657
65,0.984271
66,0.98282
67,0.981888
68,0.984551
69,0.976198
70,0.981507
71,0.981228
72,0.98391
73,0.969341
74,0.974689
75,0.978293
76,0.980683
77,0.983166
78,0.983924
79,0.988816
80,0.984658
81,0.984658
82,0.982234
83,0.971776
84,0.980523
85,0.983795
86,0.980467
87,0.97252
88,0.974069
89,0.966055
90,0.969993
91,0.969993
92,0.970634
93,0.968837
94,0.973133
95,0.968307
96,0.973668
97,0.981463
98,0.970055
99,0.974097
100,0.97278
101,0.971364
102,0.974597
103,0.979113
104,0.979113
105,0.978733
106,0.977821
107,0.980875
108,0.980335
109,0.983224
110,0.976006
111,0.973211
112,0.9707
113,0.976213
114,0.974543
115,0.97909
116,0.98041
117,0.984641
118,0.975263
119,0.975199
120,0.984075
121,0.98181
122,0.976707
123,0.980756
124,0.978417
125,0.981212
126,0.972473
127,0.975691
128,0.971413
129,0.977193
130,0.978426
131,0.978426
132,0.983983
133,0.979803
134,0.97439
135,0.975172
136,0.969666
137,0.97745
138,0.972818
139,0.980362
140,0.981518
141,0.980393
142,0.980433
143,0.979049
144,0.974669
145,0.981122
146,0.982169
147,0.980089
148,0.976281
149,0.972025
150,0.972548
151,0.974751
152,0.973803
153,0.976079
154,0.969655
155,0.973843
156,0.980731
157,0.981353
158,0.978902
159,0.978561
160,0.972572
161,0.974396
162,0.974396
163,0.979814
164,0.981815
165,0.974064
166,0.984275
167,0.973656
168,0.979265
169,0.977886
170,0.981711
171,0.978302
172,0.976154
173,0.976346
174,0.97452
175,0.97854
176,0.975053
177,0.974039
178,0.976516
179,0.981379
180,0.967906
181,0.975112
182,0.980586
183,0.991722
184,0.985818
185,0.982263
186,0.981251
187,0.987224
188,0.991311
189,0.985169
190,0.986306
191,0.986306
192,0.980426
193,0.972735
194,0.976526
195,0.977118
196,0.978622
197,0.974225
198,0.970095
199,0.970903
200,0.976138
201,0.976138
202,0.975949
203,0.974955
204,0.975611
205,0.979513
206,0.972309
207,0.983122
208,0.975604
209,0.976084
210,0.979652
211,0.984743
212,0.97974
213,0.984529
214,0.983876
215,0.984904
216,0.975033
217,0.971329
218,0.979604
219,0.980272
220,0.989742
221,0.980355
222,0.986793
223,0.974736
224,0.980472
225,0.980557
226,0.976809
227,0.976809
228,0.975441
229,0.980073
230,0.97804
231,0.97267
232,0.980942
233,0.979982
234,0.979659
235,0.974292
236,0.975961
237,0.968745
238,0.975134
239,0.983932
240,0.97888
241,0.982243
242,0.97657
243,0.981007
244,0.981007
245,0.977539
246,0.976396
247,0.976433
248,0.973976
249,0.980363
250,0.979481
251,0.983698
252,0.980792
253,0.979953
254,0.984586
255,0.981132
256,0.977487
257,0.977773
258,0.978295
259,0.975425
260,0.97464
261,0.976768
262,0.981555
263,0.981555
264,0.978001
265,0.980964
266,0.981151
267,0.978179
268,0.970404
269,0.971995
270,0.977651
271,0.977367
272,0.978983
273,0.98082
274,0.97574
275,0.983509
276,0.976575
277,0.978146
278,0.97007
279,0.981988
280,0.977924
281,0.977924
282,0.977924
283,0.986427
284,0.979368
285,0.976662
286,0.98131
287,0.978642
288,0.984877
289,0.984877
290,0.98363
291,0.982832
292,0.981172
293,0.971525
294,0.980896
295,0.971173
296,0.97654
297,0.978968
298,0.980643
299,0.973848
300,0.980843
301,0.981686
302,0.978521
303,0.982803
304,0.983796
305,0.980182
306,0.975492
307,0.983628
308,0.976168
309,0.982183
310,0.98207
311,0.983938
312,0.981515
313,0.981638
314,0.980653
315,0.976614
316,0.977161
317,0.967204
318,0.981231
319,0.979513
320,0.977739
321,0.9729
322,0.975448
323,0.973819
324,0.978142
325,0.979709
326,0.985388
327,0.983076
328,0.977659
329,0.977659
330,0.975459
331,0.976075
332,0.976743
333,0.972806
334,0.977864
335,0.978533
336,0.974927
337,0.975137
338,0.9757
339,0.984383
340,0.985445
341,0.990364
342,0.977273
343,0.986919
344,0.982158
345,0.987608
346,0.9744
347,0.988971
348,0.988971
349,0.983639
350,0.984955
351,0.982236
352,0.97464
353,0.978901
354,0.976448
355,0.976448
356,0.983247
357,0.981114
358,0.978508
359,0.987299
360,0.978232
361,0.98064
362,0.969428
363,0.974426
364,0.970117
365,0.974234
366,0.978985
367,0.983163
368,0.983163
369,0.978197
370,0.975075
371,0.9823
372,0.98109
373,0.978655
374,0.978688
375,0.973189
376,0.969059
377,0.976576
378,0.970902
379,0.974846
380,0.967019
381,0.974748
382,0.979053
383,0.973074
384,0.97674
385,0.975321
386,0.972896
387,0.972896
388,0.971877
389,0.971492
390,0.974473
391,0.975617
392,0.981452
393,0.982938
394,0.981293
395,0.978233
396,0.986178
397,0.980038
398,0.984604
399,0.982442
400,0.970051
401,0.978788
402,0.976624
403,0.974541
404,0.977328
405,0.985694
406,0.984145
407,0.986885
408,0.989529
409,0.978393
410,0.986465
411,0.977654
412,0.981956
413,0.979498
414,0.977863
