MDTU,0,2,4,6,8,10
10,0.00122325,0.00201084,0.00260955,0.0045299,0.00485164,0.0051991
20,0.00199639,0.00232746,0.0026655,0.00386098,0.00470414,0.00550657
30,0.00122151,0.0021973,0.00264924,0.00306818,0.0046334,0.00534833
40,0.00195935,0.00222985,0.00300067,0.0040021,0.00462516,0.00496958
50,0.00134193,0.00186194,0.00230695,0.00298349,0.00424353,0.00489841
60,0.000902203,0.00165663,0.00186706,0.00221101,0.00300622,0.00409649
70,0.00138114,0.00188025,0.00220165,0.00330854,0.0041548,0.00468867
80,0.0018141,0.00234813,0.00257866,0.00316504,0.00401332,0.00514619
90,0.00234322,0.00266207,0.00325864,0.00379481,0.00440797,0.00512914
100,0.00102271,0.00138796,0.00220264,0.00275389,0.00360024,0.00412105
110,0.00122594,0.00234993,0.00306104,0.00346888,0.00366638,0.00562379
120,0.00161716,0.00223393,0.00307391,0.00365381,0.00424684,0.00529764
130,0.00159571,0.00192307,0.00274509,0.00433088,0.00488514,0.00581787
140,0.00201887,0.00237862,0.00420681,0.00458845,0.00560915,0.00606482
150,0.00183495,0.00243024,0.00330473,0.00424271,0.00521616,0.00589494
160,0.00194625,0.00257573,0.00298866,0.00330841,0.00401509,0.00511309
170,0.00130594,0.00194018,0.00324933,0.00381213,0.00423512,0.00481057
180,0.00249647,0.0030887,0.00371403,0.0039533,0.0055283,0.00591061
190,0.00174767,0.00209394,0.00262839,0.00322145,0.00398031,0.00419196
200,0.00210802,0.00257424,0.00345364,0.00412605,0.00471911,0.00550596
210,0.00254879,0.00295337,0.00376771,0.00439001,0.00456931,0.00531827
220,0.00150584,0.00231945,0.00265814,0.00334045,0.00348113,0.00487047
230,0.00229636,0.0030962,0.00363814,0.00438586,0.00525141,0.0060389
240,0.0017567,0.00230938,0.00313736,0.00367311,0.00437783,0.00556646
250,0.00259161,0.00335938,0.00389537,0.00445653,0.00530475,0.00592107
260,0.00134069,0.00202651,0.00286318,0.00417266,0.00460361,0.00464939
270,0.0020378,0.00220326,0.00290793,0.0035204,0.00420838,0.00440217
280,0.00248616,0.00309402,0.0037268,0.00428657,0.00442395,0.00520336
290,0.00149974,0.00214935,0.00301939,0.00354451,0.00438474,0.00478095
300,0.00165019,0.00241479,0.00253803,0.00360996,0.00432939,0.00502133
310,0.00103929,0.00200664,0.00221521,0.00251168,0.00376832,0.00474632
320,0.00276963,0.00326709,0.00491468,0.00506902,0.00593569,0.00647627
330,0.0024465,0.00340453,0.00386557,0.00468831,0.00587979,0.00638027
340,0.00254004,0.00324435,0.00467531,0.00507263,0.0052665,0.00634148
350,0.00215589,0.0025733,0.00286537,0.00468339,0.00524261,0.00564787
360,0.00260382,0.00315282,0.00386329,0.00490815,0.00505054,0.00527583
370,0.00277677,0.00294478,0.00340806,0.004033,0.00521268,0.00597532
380,0.00202845,0.00276213,0.00369919,0.00455479,0.00507714,0.00609524
390,0.00202156,0.00258047,0.00338197,0.00428515,0.00472819,0.00635987
400,0.00219331,0.00283582,0.0032606,0.00402898,0.00508887,0.00533095
410,0.00156007,0.00231856,0.00344352,0.00361108,0.00453884,0.00480847
420,0.00161605,0.00203021,0.00270156,0.00371458,0.00393872,0.00529639
430,0.0028516,0.00318096,0.00455725,0.00510297,0.00544686,0.00614851
440,0.00237,0.00257674,0.00317858,0.00440005,0.0048693,0.00509822
450,0.00170945,0.00209942,0.00244444,0.00279424,0.00420107,0.00464579
460,0.00255722,0.00294369,0.00385654,0.00426163,0.00531691,0.00655167
470,0.00169686,0.00235914,0.00248646,0.00263064,0.0035231,0.00460669
480,0.00205836,0.00277233,0.00330332,0.00369579,0.00424556,0.00545204
490,0.00189676,0.00204518,0.00260349,0.00322096,0.00339464,0.0042486
500,0.00192052,0.00271103,0.00332158,0.00382752,0.00409647,0.0043755
510,0.00125246,0.00188632,0.00265272,0.00343553,0.00404929,0.00431324
520,0.00201682,0.00225972,0.00294435,0.00337329,0.00485351,0.00531278
530,0.00291228,0.00374049,0.00420442,0.00441319,0.00468276,0.00697882
540,0.00168173,0.00235519,0.00296008,0.0036738,0.00515989,0.00541949
550,0.00357632,0.00412544,0.004366,0.00453998,0.00614924,0.00675885
560,0.00231142,0.00247642,0.00360098,0.00457576,0.0051341,0.00562073
570,0.00317641,0.00389614,0.00480511,0.00556786,0.00649291,0.00671089
580,0.00286051,0.00323599,0.00355378,0.00445849,0.00535083,0.00684364
590,0.00253914,0.00304139,0.00405685,0.00475376,0.0068993,0.00707105
600,0.00263351,0.00344993,0.00407188,0.00534649,0.00625721,0.00706675
610,0.00306992,0.00357381,0.00411853,0.00544563,0.00585461,0.00679873
620,0.00227023,0.00282372,0.00339578,0.00393531,0.00457068,0.00486133
630,0.0018469,0.00321237,0.0036139,0.00465225,0.00502077,0.00542474
640,0.00212404,0.0030245,0.00337483,0.00414211,0.0048264,0.00565399
650,0.00271319,0.0032039,0.00377797,0.00457963,0.00487215,0.00557345
660,0.00179196,0.00305807,0.00422426,0.00489519,0.0055517,0.00635664
670,0.00255813,0.00337423,0.00364939,0.00484894,0.00622179,0.00673291
680,0.00169392,0.00229492,0.00265616,0.00356287,0.0039673,0.00536313
690,0.00179327,0.0026141,0.00329718,0.00355579,0.00439604,0.00518114
700,0.00102211,0.00194919,0.00275177,0.00290897,0.00330926,0.00487119
710,0.00172931,0.00201953,0.00336219,0.00416288,0.00466654,0.00617218
720,0.00122592,0.00195451,0.0030022,0.00351456,0.00441259,0.00481569
730,0.00180904,0.00298633,0.00359876,0.00453092,0.00483385,0.00571063
740,0.00191793,0.00253453,0.00385821,0.00404469,0.00442965,0.00531773
750,0.0022127,0.00245869,0.00368421,0.00454101,0.00502205,0.00563773
760,0.00210287,0.00245117,0.00318239,0.00366734,0.00434592,0.00514119
770,0.00107029,0.00159551,0.00203662,0.00266015,0.00379972,0.00493759
780,0.00258819,0.0029523,0.00343825,0.00458363,0.00495024,0.00555622
790,0.00229751,0.00248874,0.0032081,0.00373771,0.00474567,0.0052904
800,0.00171582,0.00329048,0.00388025,0.00410384,0.00560423,0.00578622
810,0.000893738,0.00131271,0.0023772,0.00309899,0.00440628,0.00528451
820,0.000636048,0.00096821,0.00161332,0.00221303,0.00387746,0.0049728
830,0.00243173,0.00291737,0.00365959,0.00425779,0.00464732,0.00546169
840,0.00236421,0.00325684,0.0039398,0.00426693,0.00469368,0.00604922
850,0.00201245,0.00305273,0.00355447,0.00471439,0.00519521,0.00618481
860,0.00217743,0.0025839,0.00341487,0.00417816,0.00513538,0.00577753
870,0.000703139,0.000876958,0.00208044,0.00253366,0.00312315,0.00374106
880,0.000568774,0.00142778,0.00179363,0.00222919,0.00341126,0.00358857
890,0.000493999,0.00179121,0.00296606,0.00354608,0.00441539,0.00514535
900,0.00051062,0.00101603,0.00150448,0.00178892,0.00282201,0.00304216
910,0.0006842,0.00107286,0.00133868,0.00155404,0.0027988,0.00322853
920,0.000660672,0.00144034,0.00204518,0.00275474,0.00342557,0.00370921
930,0.000746156,0.000914949,0.00201281,0.00226466,0.00281897,0.0030649
940,0.00158427,0.0023833,0.00269016,0.00334606,0.00379756,0.00502566
950,0.00217885,0.00230014,0.00365858,0.00397958,0.00506663,0.00574533
960,0.0021561,0.0033665,0.00408779,0.00419349,0.00471818,0.00591114
970,0.00152668,0.00234411,0.00375522,0.00470683,0.00560531,0.00601641
980,0.00203853,0.00292863,0.00385905,0.00484543,0.00508095,0.00593528
990,0.000460663,0.000869425,0.00170837,0.00231512,0.00435828,0.00567117
1000,0.00134361,0.00154645,0.00227301,0.00248183,0.00306807,0.00358674
1010,0.00139246,0.00204042,0.00334491,0.00373514,0.00411852,0.00516242
1020,0.00118342,0.00166153,0.00242307,0.00394173,0.00427704,0.00497005
1030,0.00169851,0.00178927,0.00256845,0.00321463,0.00437698,0.00550627
1040,0.00156971,0.00218642,0.003075,0.00375406,0.0046426,0.00560695
1050,0.00234085,0.00276828,0.00353145,0.00393598,0.00497821,0.00568034
1060,0.0021753,0.00279493,0.00331144,0.00462569,0.00535155,0.0060483
1070,0.00210801,0.00251082,0.00434067,0.0045784,0.00515587,0.00556974
1080,0.00165124,0.00193404,0.00241468,0.00260787,0.00337868,0.0047276
1090,0.00294655,0.00320504,0.00364263,0.00439076,0.00598888,0.00649067
1100,0.00300238,0.00357877,0.00481791,0.00591267,0.00628734,0.00700434
1110,0.00306997,0.00350285,0.00420852,0.00537164,0.00601139,0.00670403
1120,0.00213516,0.00252192,0.00343278,0.0039565,0.00477214,0.00566062
1130,0.00261818,0.00410137,0.00425047,0.00494118,0.00605027,0.00697852
1140,0.00206679,0.00287186,0.00312484,0.00375375,0.00462375,0.00555693
1150,0.00284076,0.00317603,0.00431928,0.00507958,0.00580006,0.00656874
1160,0.002663,0.003972,0.00424973,0.00524494,0.00687441,0.00709823
