ReTr(L),ImTr(L)
0.65552,-0.0056597
0.50064,-0.0772195
0.402052,-0.0163317
0.40795,-0.050542
0.388937,-0.0604075
0.382783,0.055698
0.367366,0.0699625
0.35861,0.123859
0.353081,0.0801785
0.364806,0.0784435
0.409505,0.079964
0.409505,0.079964
0.40877,0.017911
0.352627,0.0079374
0.352627,0.0079374
0.42468,-0.0389139
0.40214,0.0414419
0.405842,0.0106897
0.403859,-0.0007122
0.368182,0.0306451
0.392713,0.0206226
0.347889,-0.00186027
0.323311,-0.0198917
0.320011,0.0106515
0.292061,-0.0057046
0.301623,0.1058
0.310598,0.117111
0.278248,0.12535
0.300951,0.135574
0.308394,0.130308
0.308394,0.130308
0.308394,0.130308
0.29554,0.14627
0.309381,0.149556
0.274861,0.172522
0.24129,0.106574
0.183674,0.069798
0.21466,0.093577
0.216451,0.117935
0.266088,0.084324
0.329255,0.142072
0.221916,0.05681
0.278456,0.130713
0.221558,0.094509
0.315775,0.0205028
0.325577,-0.0144154
0.280436,-0.0475023
0.266399,-0.0603685
0.33201,-0.096692
0.296336,-0.0186141
0.22844,-0.0457172
0.283438,-0.0476789
0.261263,0.0298839
0.243447,0.0446324
0.203392,0.0122159
0.180817,0.0349026
0.211888,0.0426247
0.278312,0.0572185
0.175038,0.0270488
0.183436,0.061359
0.244945,0.128191
0.254225,0.081782
0.250897,0.1148
0.225781,0.132452
0.321794,0.146116
0.300683,0.112556
0.315534,0.087515
0.30702,0.0935915
0.365506,0.0556785
0.258296,0.074299
0.149696,0.059851
0.238854,0.091319
0.332027,0.0476589
0.203045,0.000429208
0.216324,0.037513
0.165032,0.092629
0.175918,0.0455019
0.268531,0.10182
0.142337,0.0473972
0.085245,0.0369465
0.085245,0.0369465
0.150132,0.0418878
0.129946,0.0940915
0.186253,0.07533
0.271816,0.102657
0.235797,0.100202
0.20172,0.085666
0.175005,0.0951555
0.277859,0.163781
0.307634,0.163843
0.307634,0.163843
0.279438,0.195722
0.24525,0.1642
0.3053,0.130975
0.320829,0.0818575
0.314767,0.0471358
0.297772,0.0174719
0.32767,0.0794305
0.26741,0.080187
0.262008,0.13632
0.304943,0.230297
0.230545,0.227977
0.235685,0.206549
0.235685,0.206549
0.278485,0.233288
0.260344,0.178124
0.241996,0.176344
0.324189,0.204723
0.29764,0.13983
0.293505,0.204258
0.29386,0.182992
0.216678,0.238059
0.221989,0.195998
0.202581,0.238378
0.18151,0.277006
0.133298,0.241442
0.220437,0.196861
0.256259,0.203296
0.196126,0.146929
0.197819,0.10106
0.147297,0.217418
0.121067,0.151813
0.145396,0.220041
0.126693,0.241555
0.164383,0.223154
0.126691,0.275373
0.17526,0.319336
0.102536,0.291155
0.0118822,0.16864
-0.0077967,0.252314
-0.0077967,0.252314
-0.0381864,0.239926
-0.0193411,0.228252
-0.0560945,0.297243
-0.0336675,0.173713
-0.0626565,0.228662
-0.0171745,0.245985
0.021059,0.374223
0.0168039,0.389939
