MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.189919,-0.10654,-0.000540248
2,0.264016,-0.10468,0.000117632
3,0.260763,-0.01686,-0.000571389
4,0.290438,-0.00714,-0.000111759
5,0.283526,0.022787,-0.00112594
6,0.27962,0.068902,-0.00136204
7,0.295765,0.047611,-0.00139131
8,0.284761,0.08284,-0.00158197
9,0.299943,0.053493,-0.000141012
10,0.294669,0.09045,-0.00107199
11,0.30562,0.05674,-0.000948281
12,0.30562,0.05674,-0.000948281
13,0.305058,0.07656,0.00259829
14,0.299346,0.074428,-0.00010856
15,0.299346,0.074428,-0.00010856
16,0.305574,0.065345,0.000888622
17,0.296262,0.090469,0.00116357
18,0.294234,0.066162,0.00123438
19,0.291632,0.101091,0.00111682
20,0.290161,0.099658,0.00117741
21,0.299551,0.083276,0.000554162
22,0.307854,0.069019,0.00116285
23,0.305436,0.091012,0.00238977
24,0.298096,0.058069,-0.00138072
25,0.290816,0.096846,-0.000252157
26,0.306675,0.051047,-0.00088884
27,0.291343,0.101847,9.44222e-05
28,0.303372,0.078281,0.000127377
29,0.299362,0.089311,-0.000525053
30,0.309419,0.070742,-0.000588325
31,0.309419,0.070742,-0.000588326
32,0.309419,0.070742,-0.000588326
33,0.302008,0.086285,0.00137659
34,0.295708,0.090962,0.000970778
35,0.30501,0.070199,0.000627281
36,0.298395,0.085531,-0.000600057
37,0.302662,0.071736,0.000257003
38,0.285317,0.08636,-0.000394121
39,0.306165,0.07505,-0.000398241
40,0.294657,0.094521,-2.17443e-05
41,0.303084,0.079759,0.0012065
42,0.294909,0.088502,0.00152131
43,0.295656,0.084818,0.000659703
44,0.305045,0.068362,0.000800306
45,0.304153,0.074695,-0.000814047
46,0.294162,0.102673,0.000340718
47,0.295804,0.077878,-0.00014285
48,0.286369,0.088798,0.00113015
49,0.291822,0.070037,-0.00127304
50,0.297546,0.084699,0.00102939
51,0.294667,0.064385,-0.000652156
52,0.292431,0.08119,-0.0013621
53,0.284511,0.09387,0.00172698
54,0.294377,0.080972,0.000617979
55,0.290516,0.082257,0.000401944
56,0.298797,0.097556,-0.000128012
57,0.299118,0.061911,-0.00106937
58,0.298454,0.103769,-0.000618093
59,0.306603,0.071643,-0.00222354
60,0.300833,0.084977,-0.00254027
61,0.296741,0.08864,0.0014492
62,0.291679,0.088066,0.00101574
63,0.294896,0.099701,-0.000557969
64,0.295825,0.075657,0.00114079
65,0.30195,0.082427,0.000741015
66,0.3032,0.090907,-0.00054043
67,0.303852,0.107426,-0.00158291
68,0.301136,0.078588,0.00044586
69,0.295673,0.078587,-0.000701375
70,0.295109,0.087334,0.000159919
71,0.295948,0.085037,-0.000435549
72,0.301994,0.083315,0.000782482
73,0.298805,0.078677,0.00201582
74,0.305529,0.076798,0.0016532
75,0.290426,0.084799,0.000716582
76,0.301085,0.078451,0.00129981
77,0.303805,0.069345,0.000615536
78,0.288165,0.104387,0.000104633
79,0.295294,0.089642,-0.000355501
80,0.306455,0.076433,-9.00178e-05
81,0.306455,0.076433,-9.00177e-05
82,0.289778,0.09388,-0.00133743
83,0.295869,0.078372,0.000246424
84,0.297698,0.079967,0.000665745
85,0.303966,0.085873,-0.000136674
86,0.301489,0.095898,-0.000867777
87,0.290264,0.085506,0.00127576
88,0.298859,0.088368,-0.000537217
89,0.298667,0.075385,0.0013665
90,0.294184,0.079226,3.44713e-05
91,0.294184,0.079226,3.44715e-05
92,0.301827,0.071994,-0.00069581
93,0.302889,0.074189,-0.000442181
94,0.300103,0.065735,-0.00208003
95,0.297141,0.064146,-0.00345677
96,0.300661,0.083677,-0.00189739
97,0.297699,0.081533,-0.000977404
98,0.288067,0.092964,-0.00162028
99,0.291348,0.08411,-0.000415604
100,0.297982,0.087978,0.00154982
101,0.297499,0.067718,-0.000658219
102,0.29292,0.095923,0.000782435
103,0.298982,0.06941,0.000791642
104,0.298982,0.06941,0.000791642
105,0.293991,0.075797,-0.000409608
106,0.301182,0.075788,0.00134557
107,0.29704,0.076925,1.24059e-05
108,0.294005,0.102928,-0.000807622
109,0.305701,0.078491,-0.00129392
110,0.303198,0.091744,-0.00127207
111,0.302359,0.072712,-0.00185301
112,0.301308,0.087738,-0.000458045
113,0.297405,0.076046,-0.00132511
114,0.288104,0.106244,0.000438675
115,0.299128,0.069886,0.00115465
116,0.294856,0.092167,-0.00106556
117,0.302185,0.073387,-0.0019956
118,0.301004,0.097739,0.000960961
