MDTU,S_F
1,0.984271
2,0.99376
3,1.0037
4,0.999645
5,1.00377
6,0.999894
7,0.996725
8,1.00286
9,0.999841
10,0.998839
11,1.002
12,0.998721
13,0.998525
14,0.998743
15,0.998237
16,0.999905
17,0.99549
18,1.00235
19,0.99835
20,0.993331
21,0.995503
22,0.999458
23,0.999407
24,1.00382
25,1.00116
26,0.995195
27,0.998814
28,0.994312
29,0.995758
30,1.00227
31,0.99848
32,1.00299
33,0.999474
34,1.00077
35,0.998022
36,1.00206
37,0.999201
38,1.00328
39,0.995954
40,0.996987
41,1.00178
42,1.00281
43,0.995274
44,1.00008
45,1.00277
46,0.999741
47,0.998602
48,0.999943
49,0.998486
50,1.00029
51,0.999564
52,1.00129
53,0.999614
54,0.99594
55,0.999083
56,0.999028
57,0.996958
58,0.995384
59,0.994174
60,1.00243
61,0.99952
62,1.00356
63,0.99831
64,0.997011
65,0.998542
66,0.997706
67,1.00111
68,1.00084
69,1.00004
70,0.995814
71,1.00326
72,1.00306
73,1.00492
74,0.995848
75,1.00139
76,1.0043
77,1.00209
78,0.999509
79,0.999784
80,1.00161
81,1.00262
82,0.999032
83,0.995335
84,1.00081
85,1.00078
86,1.00183
87,0.991778
88,1.00034
89,0.995977
90,1.0017
91,0.996252
92,1.00079
93,1.00061
94,0.999575
95,1.0029
96,1.00104
97,1.0047
98,1.00101
99,0.998655
100,1.0011
101,1.00026
102,1.00232
103,1.00123
104,0.99705
105,0.999493
106,0.999783
107,1.00261
108,1.00175
109,0.997677
110,0.998441
111,0.996772
112,0.997128
113,0.997067
114,0.997854
115,0.998041
116,1.0037
117,0.997963
118,1.00466
119,1.00015
120,0.996232
121,1.00588
122,0.998284
123,0.998408
124,0.999801
125,0.997445
126,1.00083
127,0.998882
128,0.997734
129,0.998701
130,1.00059
131,1.00313
132,1.00145
133,0.999045
134,1.00145
135,0.994486
136,1.01021
137,0.996134
138,0.999913
139,1.00191
140,1.00037
141,1.00098
142,1.0009
143,1.00014
144,0.999885
145,0.998225
146,1.00178
147,1.00342
148,1.00403
149,1.00001
150,0.999388
151,0.996961
152,0.997738
153,1.00463
154,1.00351
155,1.00158
156,1.00248
157,0.99843
158,0.996889
159,1.00076
160,1.00018
161,1.00181
162,0.999395
163,0.994687
164,0.997652
165,0.999857
166,0.999956
167,1.00234
168,1.00049
169,0.997772
170,0.999684
171,1.00155
172,1.00218
173,0.99931
174,0.999926
175,1.0005
176,0.996785
177,0.999654
178,0.992904
179,0.999905
180,0.999074
181,0.997547
182,0.997859
183,0.996536
184,0.99852
185,1.00032
186,1.00096
187,1.00203
188,0.998445
189,0.997413
190,0.999484
191,0.996991
192,1.0004
193,0.996491
194,0.99765
195,1.00082
196,1.00005
197,0.995864
198,0.999342
199,0.994703
200,0.998194
201,0.996624
202,0.996694
203,0.998171
204,1.00369
205,0.998502
206,1.00044
207,1.00022
208,0.999512
209,0.99934
210,0.995648
211,1.00234
212,1.00415
213,1.00211
214,1.00066
215,1.00169
216,1.0019
217,0.998521
218,0.996564
219,1.00136
220,0.998494
221,0.999283
222,1.00286
223,1.00062
224,1.00218
225,1.00397
