MDTU,plaq_ss,plaq_st
1,1.08568,1.09094
2,1.09997,1.09077
3,1.06618,1.04576
4,1.05637,1.04199
5,1.04073,1.03244
6,1.01427,1.00896
7,1.03109,1.02316
8,1.0053,1.00542
9,1.01696,1.02315
10,1.01884,0.998704
11,1.022,1.02706
12,1.022,1.02706
13,1.00949,1.00647
14,1.00928,1.01414
15,1.00928,1.01414
16,1.01929,1.01172
17,1.00229,1.00052
18,1.02821,1.00119
19,0.990929,0.989099
20,0.997458,0.99258
21,0.997923,1.00696
22,1.00221,1.01794
23,1.00904,0.99371
24,1.01391,1.01192
25,1.00296,0.991228
26,1.01364,1.02297
27,0.988123,0.992434
28,0.995592,1.00541
29,0.991226,0.99649
30,1.00894,1.00516
31,1.00894,1.00516
32,1.00894,1.00516
33,0.976428,1.00705
34,0.995981,0.998718
35,1.0146,1.00694
36,1.01373,1.00166
37,1.02102,1.00163
38,0.98912,1.00148
39,1.0109,1.00166
40,1.00131,0.991957
41,1.00518,1.00374
42,0.987287,1.00748
43,1.00266,1.00013
44,1.00341,1.01024
45,0.998895,1.00911
46,0.9888,0.98652
47,0.983417,1.01139
48,0.991435,0.995474
49,1.01079,1.0034
50,0.988721,1.00406
51,1.01344,1.01087
52,0.990802,1.00561
53,0.994693,0.99697
54,0.996762,1.00501
55,1.00346,0.998527
56,0.998223,0.994949
57,1.01027,1.00831
58,0.998805,0.981906
59,1.00316,1.00708
60,0.988351,1.00488
61,1.00648,0.99626
62,0.988645,1.00709
63,0.998839,0.989186
64,1.0073,1.0046
65,1.00562,0.999812
66,1.00408,0.991853
67,0.987805,0.991228
68,1.01502,1.00103
69,0.997904,1.00323
70,0.992848,1.00469
71,0.990983,1.00856
72,1.0083,0.999517
73,1.00861,1.00213
74,0.997851,1.01723
75,1.01255,0.999232
76,0.996287,1.01119
77,1.02643,0.999776
78,0.982678,0.993724
79,0.998135,0.992587
80,0.998398,1.00898
81,0.998398,1.00898
82,0.982131,1.00242
83,1.00583,0.999196
84,1.00428,1.00195
85,1.01318,0.996092
86,1.00516,0.992181
87,1.00077,0.996303
88,1.0017,1.00035
89,1.01307,1.00104
90,1.00123,1.00665
91,1.00123,1.00665
92,1.00977,1.00478
93,0.990511,1.00825
94,1.01229,1.00557
95,1.0083,1.01516
96,0.993512,1.00466
97,1.00419,1.00047
98,0.984224,1.00519
99,1.00318,1.00274
100,0.99387,1.00942
101,0.994972,1.01762
102,0.997051,0.997689
103,1.01936,1.00599
104,1.01936,1.00599
105,1.0041,1.00587
106,1.01477,1.00803
107,1.00713,1.01203
108,0.991512,0.995513
109,1.0099,1.00986
110,1.01128,0.996458
111,1.02391,1.00338
112,1.00031,1.00176
113,1.01007,1.00637
114,0.982108,0.990984
115,0.998945,1.01613
116,0.996147,0.994265
117,1.00238,1.0038
118,0.99773,0.989247
119,1.00676,0.999816
