MDTU,min_ave,max_ave
1,-0.119473,0.143348
2,-0.137585,0.160523
3,-0.158106,0.160457
4,-0.164644,0.163533
5,-0.174948,0.166809
6,-0.182823,0.162443
7,-0.182615,0.168493
8,-0.189309,0.165336
9,-0.184404,0.16819
10,-0.192112,0.166076
11,-0.186332,0.16969
12,-0.186332,0.16969
13,-0.187581,0.164618
14,-0.189146,0.16671
15,-0.189146,0.16671
16,-0.187815,0.167689
17,-0.191483,0.164894
18,-0.18594,0.166067
19,-0.192057,0.162244
20,-0.192647,0.163105
21,-0.189297,0.164381
22,-0.186333,0.165835
23,-0.189868,0.162979
24,-0.182331,0.16495
25,-0.190336,0.162306
26,-0.182388,0.167352
27,-0.192083,0.161742
28,-0.188215,0.16356
29,-0.187784,0.161101
30,-0.187658,0.16548
31,-0.187658,0.16548
32,-0.187658,0.16548
33,-0.189987,0.163584
34,-0.19073,0.163473
35,-0.187551,0.166447
36,-0.191088,0.165467
37,-0.189183,0.166894
38,-0.189117,0.164019
39,-0.187108,0.164647
40,-0.191196,0.163748
41,-0.189868,0.165779
42,-0.192321,0.166229
43,-0.190749,0.165817
44,-0.186525,0.165643
45,-0.188392,0.164887
46,-0.192626,0.160693
47,-0.187677,0.164381
48,-0.187957,0.162304
49,-0.184021,0.164421
50,-0.187637,0.162735
51,-0.185688,0.167126
52,-0.188841,0.165269
53,-0.190965,0.164089
54,-0.188195,0.163715
55,-0.187549,0.16387
56,-0.193173,0.164131
57,-0.18295,0.164494
58,-0.193197,0.161912
59,-0.188963,0.166259
60,-0.190695,0.164573
61,-0.190296,0.16435
62,-0.190907,0.164415
63,-0.190204,0.16141
64,-0.185793,0.163694
65,-0.19016,0.165147
66,-0.189033,0.162523
67,-0.194177,0.162063
68,-0.1901,0.166002
69,-0.187373,0.164556
70,-0.191577,0.165655
71,-0.19095,0.165585
72,-0.191329,0.166113
73,-0.188559,0.164809
74,-0.190536,0.166686
75,-0.19028,0.166117
76,-0.188727,0.165276
77,-0.186421,0.16587
78,-0.193875,0.16347
79,-0.188633,0.162584
80,-0.188646,0.16512
81,-0.188646,0.16512
82,-0.190802,0.16383
83,-0.186628,0.163299
84,-0.187758,0.164044
85,-0.190953,0.165363
86,-0.192597,0.163775
87,-0.188543,0.163101
88,-0.191128,0.164135
89,-0.186288,0.163905
90,-0.187418,0.164595
91,-0.187418,0.164595
92,-0.185929,0.164672
93,-0.185668,0.162793
94,-0.185496,0.165144
95,-0.185696,0.165955
96,-0.190065,0.163639
97,-0.188187,0.164245
98,-0.189395,0.162397
99,-0.189368,0.164882
100,-0.193356,0.166159
101,-0.185454,0.164968
102,-0.192897,0.164173
103,-0.185482,0.164985
104,-0.185482,0.164985
105,-0.187662,0.164291
106,-0.188959,0.166329
107,-0.188841,0.166391
