MDTU,plaq,Re(det),Im(det),link
1,1.01158,0.534754,0.157281,0.132941
2,1.02156,0.545173,0.187003,0.154899
3,0.98651,0.50896,0.190379,0.163877
4,0.983989,0.51011,0.199787,0.172622
5,0.974282,0.49579,0.19908,0.176557
6,0.952259,0.475708,0.195503,0.177582
7,0.96676,0.486744,0.203984,0.179753
8,0.948308,0.469565,0.198813,0.179663
9,0.962658,0.485454,0.203943,0.180331
10,0.948842,0.468459,0.200553,0.180512
11,0.967443,0.484374,0.207238,0.182301
12,0.967443,0.484374,0.207238,0.182301
13,0.95131,0.476661,0.20403,0.185455
14,0.956483,0.477188,0.200841,0.184954
15,0.956483,0.477188,0.200841,0.184954
16,0.95798,0.482312,0.203022,0.185444
17,0.945614,0.469421,0.199471,0.183724
18,0.953167,0.478939,0.201756,0.181511
19,0.934891,0.462997,0.199361,0.182506
20,0.93929,0.464063,0.19734,0.183686
21,0.948354,0.472618,0.202232,0.184592
22,0.956576,0.48009,0.206042,0.185083
23,0.944042,0.470591,0.202987,0.184838
24,0.954722,0.482818,0.204018,0.181958
25,0.939659,0.464969,0.198819,0.182253
26,0.962308,0.486948,0.20787,0.182512
27,0.936449,0.463526,0.197071,0.183958
28,0.947509,0.476784,0.200647,0.185089
29,0.940112,0.470212,0.201199,0.183858
30,0.951747,0.480478,0.204461,0.186358
31,0.951747,0.480478,0.204461,0.186358
32,0.951747,0.480478,0.204461,0.186358
33,0.942006,0.47271,0.200593,0.185214
34,0.94299,0.469407,0.198548,0.184227
35,0.953436,0.479736,0.203541,0.184392
36,0.950252,0.47177,0.200923,0.184529
37,0.952283,0.479243,0.201328,0.184696
38,0.940873,0.468541,0.197793,0.181783
39,0.949045,0.476532,0.206734,0.184637
40,0.939794,0.466396,0.200919,0.184215
41,0.948816,0.475222,0.202529,0.183143
42,0.945535,0.469477,0.20047,0.184076
43,0.945162,0.470744,0.202054,0.182651
44,0.952015,0.480501,0.203714,0.186347
45,0.951111,0.478787,0.200337,0.185972
46,0.933837,0.465236,0.19425,0.185631
47,0.946235,0.474511,0.200812,0.182482
48,0.938509,0.467279,0.198886,0.182529
49,0.94873,0.475998,0.20277,0.182312
50,0.943332,0.471991,0.200672,0.183819
51,0.954397,0.47953,0.202574,0.180689
52,0.944382,0.47234,0.199827,0.181414
53,0.939992,0.464777,0.19778,0.181419
54,0.946596,0.473158,0.19959,0.180515
55,0.943568,0.470856,0.200731,0.180173
56,0.941162,0.466366,0.200779,0.184739
57,0.952319,0.482033,0.202563,0.181986
58,0.934178,0.46489,0.197133,0.185368
59,0.951049,0.481231,0.199612,0.18465
60,0.944496,0.473483,0.199306,0.186445
61,0.944314,0.469989,0.20049,0.18344
62,0.945581,0.46926,0.199031,0.184801
63,0.937328,0.464182,0.200586,0.184509
64,0.949039,0.474521,0.20319,0.183161
65,0.946698,0.473706,0.202377,0.184501
66,0.941192,0.46983,0.203212,0.183956
67,0.936582,0.46381,0.199696,0.185427
68,0.950314,0.475532,0.20161,0.184117
69,0.945088,0.473702,0.201855,0.183173
70,0.945189,0.470244,0.200092,0.180668
71,0.947122,0.471225,0.20091,0.183724
72,0.946946,0.473616,0.201666,0.183563
73,0.948402,0.474718,0.2017,0.185187
74,0.955555,0.477587,0.201948,0.184701
75,0.94718,0.469602,0.200846,0.180655
76,0.950635,0.475073,0.202801,0.182687
77,0.952351,0.479316,0.204549,0.182761
78,0.934793,0.46159,0.196369,0.181113
79,0.939194,0.46841,0.202009,0.182823
80,0.950258,0.47735,0.203582,0.185522
81,0.950258,0.47735,0.203582,0.185522
82,0.939832,0.465884,0.199156,0.184086
83,0.945163,0.474537,0.200265,0.18222
84,0.947037,0.473801,0.201645,0.183964
