MDTU,0,2,4,6,8,10
10,14.996,14.9792,14.9597,14.9435,14.9078,14.8551
20,14.7569,14.7168,14.7146,14.6757,14.6497,14.6061
30,14.7567,14.6637,14.6198,14.5987,14.5274,14.4425
40,14.8491,14.6299,14.5972,14.5495,14.5458,14.4779
50,14.8488,14.6882,14.6801,14.5737,14.5302,14.4869
60,14.7319,14.6331,14.4625,14.4545,14.4378,14.422
70,14.7262,14.7128,14.6637,14.5929,14.5357,14.4824
80,14.7568,14.6984,14.6366,14.6209,14.6146,14.5755
90,14.9545,14.8524,14.8156,14.7457,14.7322,14.6886
100,15.4204,15.3653,15.363,15.225,15.1992,15.1426
110,15.1454,15.0661,15.0424,14.9866,14.9642,14.9052
120,15.066,14.9685,14.821,14.7627,14.749,14.6374
130,15.1158,15.075,14.9288,14.841,14.8013,14.7489
140,14.996,14.9088,14.6663,14.5631,14.501,14.4311
150,14.6375,14.5975,14.5883,14.4908,14.4807,14.4711
160,14.9464,14.7169,14.6189,14.6046,14.6026,14.5966
170,14.6844,14.5274,14.4898,14.4434,14.4154,14.3421
180,14.5828,14.557,14.5174,14.462,14.4398,14.4176
190,14.8217,14.7658,14.6143,14.6125,14.5628,14.5353
200,15.3306,15.2422,15.0301,14.9053,14.8352,14.7948
210,15.2708,15.1112,14.7556,14.7328,14.696,14.6092
220,14.7651,14.7065,14.5982,14.5659,14.5294,14.4708
230,14.7382,14.635,14.6223,14.6125,14.5626,14.5567
240,14.624,14.6011,14.5104,14.5035,14.4713,14.4495
250,15.0123,14.9319,14.8492,14.7936,14.7102,14.7046
260,14.9578,14.7345,14.7263,14.648,14.6002,14.5755
270,14.724,14.5622,14.5558,14.4694,14.4331,14.4105
280,14.7753,14.668,14.5824,14.4417,14.3896,14.3614
290,14.9238,14.8427,14.4902,14.3941,14.3681,14.3569
300,15.0257,14.8555,14.8416,14.7449,14.5389,14.4974
310,14.6915,14.6677,14.6366,14.5819,14.4661,14.4511
320,14.602,14.5276,14.5254,14.4683,14.4301,14.4158
330,14.8847,14.8642,14.6414,14.6023,14.585,14.5769
340,15.3893,15.3524,14.826,14.7456,14.6796,14.6411
350,15.0479,14.9873,14.9072,14.8851,14.8408,14.8225
360,15.5677,15.5008,14.9964,14.8913,14.8794,14.7315
370,14.9684,14.8878,14.7399,14.594,14.5789,14.5409
380,14.8439,14.776,14.6189,14.5953,14.5538,14.5145
390,14.5528,14.5409,14.4967,14.4764,14.4161,14.3938
400,14.5652,14.5382,14.533,14.531,14.5216,14.4965
410,14.7413,14.6043,14.5977,14.5778,14.5375,14.5248
420,15.1807,15.0842,14.7951,14.7669,14.74,14.6795
430,15.0162,14.8546,14.81,14.7744,14.7464,14.7021
440,15.2046,14.9951,14.7705,14.7359,14.583,14.5093
450,14.8346,14.72,14.5962,14.5465,14.5285,14.4902
460,14.3776,14.3679,14.3333,14.319,14.3106,14.2833
470,15.3922,15.3197,14.8418,14.7608,14.7284,14.7205
480,15.1395,14.9988,14.7733,14.7038,14.6118,14.5821
490,15.0418,15.0009,14.8551,14.8062,14.7881,14.6619
500,15.3733,15.307,15.2693,15.2282,14.9364,14.887
510,15.224,15.1553,15.0373,14.9449,14.8987,14.8484
520,15.1778,15.1106,14.7566,14.6611,14.6575,14.611
530,14.6727,14.6055,14.5732,14.5637,14.5179,14.4259
540,14.9576,14.8833,14.6147,14.5873,14.5446,14.5295
550,14.6217,14.5354,14.5209,14.4762,14.4627,14.4428
560,14.4394,14.4038,14.3984,14.3622,14.3456,14.3004
570,14.8456,14.802,14.6794,14.5753,14.556,14.5104
580,15.3662,15.2378,14.9004,14.8997,14.7464,14.6664
590,14.9505,14.9325,14.8767,14.8556,14.8001,14.7504
600,14.7213,14.6851,14.5867,14.5509,14.5019,14.47
610,14.4778,14.4577,14.4529,14.388,14.3758,14.3592
620,14.9051,14.8208,14.7823,14.7269,14.714,14.6753
630,14.9576,14.8309,14.7579,14.7364,14.708,14.6892
640,14.813,14.7151,14.6922,14.6409,14.6057,14.584
650,15.0474,14.8401,14.7496,14.6996,14.5195,14.4507
660,15.23,15.1832,15.103,14.9892,14.9175,14.879
670,15.0211,14.9297,14.5107,14.5044,14.4811,14.418
680,14.4601,14.3666,14.2777,14.2664,14.1855,14.1799
690,14.4709,14.4166,14.3582,14.3097,14.2958,14.2853
700,14.9433,14.6319,14.6108,14.5722,14.4897,14.4316
710,14.7051,14.666,14.6255,14.5863,14.5739,14.5549
720,14.9922,14.8825,14.7909,14.7141,14.6878,14.6581
730,14.6301,14.5675,14.5474,14.5372,14.5017,14.4781
740,14.876,14.7842,14.7764,14.7271,14.674,14.6447
750,15.3117,15.0154,15.0121,14.9137,14.8822,14.7223
760,14.9676,14.8926,14.8623,14.8536,14.7259,14.635
770,14.8581,14.8451,14.756,14.6285,14.6005,14.5545
780,14.6388,14.5797,14.5598,14.5146,14.4535,14.4314
790,14.6022,14.5571,14.5001,14.4742,14.4613,14.4195
800,14.6915,14.6866,14.6005,14.5473,14.5058,14.5002
810,15.5402,15.4495,15.1398,15.0095,14.8985,14.8647
820,14.9051,14.8094,14.7323,14.4537,14.3898,14.3873
830,14.5285,14.4698,14.4252,14.4134,14.403,14.3432
840,14.7631,14.7102,14.6124,14.5762,14.5318,14.5225
850,14.9343,14.8897,14.8089,14.7896,14.7637,14.7326
860,14.9536,14.8259,14.7092,14.6212,14.6198,14.5935
870,15.0928,14.9015,14.887,14.8467,14.8408,14.6234
880,14.8258,14.7686,14.7444,14.6786,14.6002,14.5579
890,14.674,14.6513,14.636,14.6174,14.6143,14.5926
900,14.4728,14.3947,14.3694,14.3527,14.3122,14.302
910,14.5524,14.4856,14.4791,14.4567,14.4383,14.4319
920,14.521,14.4306,14.4172,14.3391,14.2997,14.275
930,15.4216,15.0275,14.9676,14.9307,14.8587,14.7358
940,15.0232,14.9368,14.7045,14.6408,14.6019,14.5483
950,14.7557,14.66,14.6488,14.5894,14.5873,14.5672
960,14.7567,14.7181,14.4889,14.3882,14.3766,14.2644
970,14.9534,14.9295,14.8922,14.8812,14.8637,14.8505
980,15.21,15.0882,14.7212,14.6381,14.5911,14.5464
990,14.9125,14.8318,14.7401,14.6781,14.6759,14.5554
1000,14.3327,14.3242,14.3132,14.3038,14.2756,14.2696
1010,14.6851,14.5958,14.5498,14.5186,14.4728,14.4321
1020,14.5527,14.4237,14.4058,14.3728,14.3543,14.3235
1030,14.6089,14.5785,14.5451,14.4856,14.4521,14.4121
1040,14.7181,14.7121,14.6587,14.6483,14.5939,14.5335
1050,15.1125,15.0679,14.8105,14.7716,14.6565,14.6513
1060,14.588,14.5522,14.5023,14.4453,14.4234,14.4071
1070,14.7947,14.742,14.6036,14.5776,14.54,14.5184
1080,14.4507,14.3831,14.3627,14.3564,14.312,14.2888
1090,15.106,14.8276,14.6799,14.6216,14.5544,14.472
1100,14.7953,14.6669,14.5976,14.5477,14.3767,14.3719
1110,15.2768,15.048,15.0019,14.9297,14.9051,14.8551
1120,14.4608,14.4075,14.3102,14.2856,14.2765,14.2737
1130,14.7596,14.708,14.5847,14.5264,14.4471,14.411
1140,15.0627,14.9786,14.7285,14.6773,14.6144,14.5932
1150,14.8579,14.7273,14.6431,14.6273,14.5785,14.572
1160,15.0105,14.9418,14.9188,14.7711,14.665,14.5443
1170,15.2186,15.0081,14.8161,14.7403,14.5986,14.5622
1180,15.0319,14.9814,14.739,14.6738,14.5771,14.4926
1190,15.0649,14.9101,14.8803,14.7696,14.7484,14.6872
1200,15.1233,14.9775,14.7089,14.6848,14.6072,14.5975
1210,15.1465,15.0456,14.8474,14.7975,14.76,14.7468
1220,15.0696,14.9225,14.7136,14.6747,14.629,14.5233
1230,15.0946,15.0147,14.789,14.6567,14.5864,14.5555
1240,15.0017,14.9591,14.6151,14.6034,14.5165,14.5071
1250,14.6809,14.5709,14.5384,14.4245,14.3738,14.3224
1260,14.8052,14.7503,14.74,14.6832,14.6518,14.6473
1270,14.5549,14.5507,14.5067,14.4783,14.4706,14.4567
1280,14.7041,14.5893,14.5681,14.485,14.4409,14.3891
1290,15.0308,14.992,14.9244,14.9186,14.7532,14.7251
1300,14.551,14.4926,14.4744,14.4427,14.428,14.4137
1310,14.7496,14.6898,14.6519,14.564,14.5141,14.4724
1320,14.6703,14.5953,14.5525,14.545,14.5065,14.4916
1330,14.4275,14.4231,14.3871,14.3828,14.2477,14.2368
1340,14.721,14.6684,14.5982,14.5662,14.5359,14.5303
1350,14.8695,14.7581,14.3993,14.3621,14.3458,14.328
1360,14.7219,14.6848,14.5192,14.456,14.4394,14.3947
1370,14.6002,14.5907,14.5836,14.5019,14.5005,14.4461
1380,14.7294,14.6366,14.6234,14.5278,14.5177,14.4772
1390,14.5621,14.5102,14.3289,14.2914,14.2756,14.2651
1400,14.8214,14.723,14.5233,14.489,14.4514,14.4308
1410,15.1208,14.9335,14.8406,14.8235,14.7847,14.7289
1420,14.8001,14.7309,14.6718,14.6483,14.5884,14.5775
1430,14.9167,14.8508,14.6487,14.6324,14.6244,14.5836
1440,15.1616,15.0091,14.9619,14.8872,14.809,14.7249
1450,14.7136,14.6905,14.6062,14.4712,14.4172,14.3912
1460,14.7289,14.6652,14.6068,14.5617,14.4655,14.3639
1470,14.8285,14.7154,14.65,14.5297,14.4338,14.337
1480,15.033,14.8655,14.686,14.6404,14.6156,14.5346
1490,14.7765,14.717,14.6591,14.5959,14.5497,14.5069
1500,14.7275,14.7016,14.5419,14.5302,14.4939,14.472
1510,14.6725,14.6298,14.586,14.4606,14.4414,14.4177
1520,14.7369,14.7072,14.6153,14.5807,14.5119,14.5049
1530,14.8771,14.8202,14.607,14.6016,14.5808,14.5253
1540,14.9206,14.7657,14.7635,14.6788,14.6532,14.5729
1550,15.0141,14.9699,14.5775,14.5496,14.5004,14.4502
1560,14.8674,14.7965,14.7569,14.7202,14.6172,14.5392
1570,14.8354,14.78,14.6629,14.5911,14.5551,14.5225
1580,14.76,14.7578,14.6359,14.4909,14.476,14.4692
1590,14.8037,14.7416,14.7068,14.7002,14.676,14.6412
1600,15.073,15.0543,14.7958,14.7503,14.7084,14.6821
1610,14.9574,14.7932,14.7048,14.6013,14.5618,14.5372
1620,14.6026,14.5779,14.4604,14.4448,14.4041,14.3492
1630,15.1403,14.8562,14.8237,14.6109,14.5753,14.5586
1640,14.581,14.5703,14.5442,14.4907,14.4318,14.3681
1650,14.4536,14.3742,14.3562,14.3323,14.3012,14.2865
1660,15.0501,14.8656,14.6695,14.6168,14.5801,14.5529
1670,14.6609,14.5753,14.5656,14.5227,14.5208,14.4996
1680,15.2562,14.8246,14.5795,14.5166,14.4123,14.3893
1690,14.6873,14.615,14.6132,14.6048,14.5966,14.5596
1700,14.3787,14.3485,14.3169,14.3114,14.2904,14.265
1710,14.6461,14.637,14.6038,14.5579,14.5324,14.5168
1720,14.8103,14.7479,14.7188,14.6192,14.5884,14.5543
1730,14.6969,14.5973,14.588,14.5753,14.5583,14.5302
1740,14.9579,14.8437,14.784,14.744,14.65,14.5138
1750,15.0812,15.048,14.9844,14.8813,14.7037,14.5471
1760,14.8693,14.7758,14.7483,14.7311,14.6669,14.6536
1770,14.8233,14.7528,14.6402,14.6275,14.6145,14.5792
1780,14.7081,14.703,14.6725,14.6383,14.5234,14.494
1790,15.0657,15.0109,14.7702,14.7296,14.726,14.6693
1800,14.7333,14.6819,14.6485,14.6212,14.6025,14.5375
1810,15.4643,15.3931,14.9044,14.8518,14.5152,14.507
1820,15.0177,14.9923,14.9304,14.9068,14.8983,14.8893
1830,15.0284,14.9992,14.9903,14.9338,14.7648,14.7542
1840,14.9729,14.8495,14.8341,14.8206,14.7822,14.7208
1850,14.8958,14.7429,14.6247,14.4722,14.4679,14.4578
1860,14.6355,14.535,14.4981,14.4469,14.4219,14.373
1870,14.7566,14.7126,14.5928,14.5664,14.4185,14.3597
1880,14.6813,14.5807,14.5371,14.4492,14.4374,14.4111
1890,15.0823,14.9923,14.9676,14.8918,14.705,14.6705
1900,14.8223,14.7368,14.6924,14.6765,14.6232,14.5952
1910,14.7545,14.7472,14.7266,14.6634,14.6166,14.4177
1920,14.7575,14.6912,14.6132,14.5039,14.3432,14.3012
1930,14.9123,14.8387,14.6772,14.6488,14.5894,14.5441
1940,14.4815,14.472,14.4552,14.4251,14.407,14.3953
1950,14.7947,14.7546,14.6593,14.6143,14.5746,14.5648
1960,14.5304,14.4987,14.4716,14.4043,14.3796,14.3654
1970,14.771,14.7227,14.7089,14.6837,14.6133,14.5823
1980,14.7524,14.6865,14.4702,14.4513,14.3817,14.374
1990,14.9189,14.8578,14.7763,14.5918,14.5395,14.5265
2000,nan,nan,nan,nan,nan,nan
