MDTU,susyTrans,Im(bilin)
1780,-0.362545,-0.00506732
1790,-0.344601,-0.0072845
1800,-0.362569,0.00632256
1810,-0.45664,-0.00165151
1820,-0.347184,-0.00346978
1830,-0.334494,-0.00302912
1840,-0.342606,-0.000269571
1850,-0.440891,-0.00144816
1860,-0.375032,0.00263805
1870,-0.26514,0.000433483
1880,-0.366959,-0.00225715
1890,-0.272062,0.00267567
1900,-0.313971,-0.000152358
1910,-0.397769,-0.000601193
1920,-0.418906,-0.00295351
1930,-0.337375,-0.000368941
1940,-0.440891,0.00288167
1950,-0.340475,0.00230953
1960,-0.327262,0.0011029
1970,-0.375677,0.000328816
1980,-0.408587,0.0018247
1990,-0.329556,0.00143412
2000,-0.39405,0.00186454
2010,-0.353229,0.00338085
2020,-0.370802,-0.00263456
2030,-0.389668,0.000892589
2040,-0.38043,-0.00230154
2050,-0.339601,0.000288062
2060,-0.373744,0.000834622
2070,-0.440635,0.00051047
2080,-0.406016,0.00217449
2090,-0.401399,0.00187982
2100,-0.23888,-0.00112257
2110,-0.440803,0.00294184
2120,-0.349552,0.00118966
2130,-0.37952,-0.00292721
2140,-0.438199,0.00281192
2150,-0.358741,2.45679e-05
2160,-0.377123,-0.00148722
2170,-0.358379,0.00207793
2180,-0.370214,0.00376113
2190,-0.479955,0.0017188
2200,-0.388523,-0.00187969
2210,-0.359265,0.000173849
2220,-0.340339,-0.00117296
2230,-0.3885,-0.00393973
2240,-0.451683,0.00533596
2250,-0.538015,-2.45421e-05
2260,-0.395609,0.00473716
2270,-0.413693,0.000709147
2280,-0.502773,-0.00111434
2290,-0.376049,0.000269231
2300,-0.514069,-0.000504443
2310,-0.366569,-0.00274555
2320,-0.486011,-0.000817361
2330,-0.408211,-0.00240641
2340,-0.343495,-0.00172257
2350,-0.340161,-0.000382965
2360,-0.371068,0.00245132
2370,-0.36078,-0.00203056
2380,-0.387163,0.000291555
2390,-0.543183,-0.00143089
2400,-0.469217,-0.000498108
2410,-0.351446,0.00350837
2420,-0.217271,-0.000231708
2430,-0.3466,0.00143414
2440,-0.406255,0.000691518
2450,-0.34534,0.00117447
2460,-0.439169,-0.00104236
2470,-0.390221,0.00424386
2480,-0.352574,0.00253673
2490,-0.338605,-0.0016675
2500,-0.343294,-0.00151231
2510,-0.266083,-0.000959009
2520,-0.356709,0.00100591
2530,-0.37341,0.000682629
2540,-0.377571,0.0012924
2550,-0.377652,0.000449857
2560,-0.333688,0.000460386
2570,-0.410812,0.00217847
2580,-0.381737,-0.004183
2590,-0.399313,-0.000309867
2600,-0.393565,-0.00328127
2610,-0.414103,-0.00187045
2620,-0.290954,-0.000490216
2630,-0.386386,-0.000591165
2640,-0.419286,0.00103496
2650,-0.438555,0.00226719
2660,-0.434728,0.00207856
2670,-0.340479,0.00247017
2680,-0.347568,-0.00214237
2690,-0.374558,-0.000258781
2700,-0.487855,-0.00301063
2710,-0.369365,0.000480457
2720,-0.400258,0.00188602
2730,-0.384351,-0.0023256
2740,-0.399723,0.000857441
2750,-0.402148,-0.00211086
2760,-0.357986,0.00103897
2770,-0.370284,0.00412868
2780,-0.334848,-0.00269087
2790,-0.309578,0.00351929
2800,-0.39206,0.00134036
2810,-0.372052,0.000290134
2820,-0.389695,-0.000179418
2830,-0.474005,0.00112039
2840,-0.426358,0.00104608
2850,-0.407084,0.00132445
2860,-0.278093,0.00582495
2870,-0.363792,-0.000342977
2880,-0.364564,0.00577689
2890,-0.328385,0.00326314
2900,-0.339846,0.00124257
2910,-0.333373,-0.00422515
2920,-0.350115,0.000626303
2930,-0.298601,0.0013618
2940,-0.420546,0.0045557
2950,-0.354615,-0.00126591
2960,-0.27293,0.000924738
2970,-0.392257,0.00153984
2980,-0.350728,0.00098802
2990,-0.329712,-0.000234168
3000,-0.331365,0.000523838
3010,-0.434018,0.00167641
3020,-0.374171,0.00166436
3030,-0.332435,0.00188397
3040,-0.368964,6.19717e-05
3050,-0.368971,0.00254386
3060,-0.400561,0.00336514
3070,-0.460417,-0.00201219
3080,-0.432005,0.00221808
3090,-0.386236,-0.000436497
3100,-0.291855,-0.00141173
3110,-0.377501,0.00115755
3120,-0.388456,0.00135585
3130,-0.23049,-0.00344406
3140,-0.393344,-0.00189894
3150,-0.362198,0.00261745
3160,-0.361849,0.00583107
3170,-0.332228,0.000613805
3180,-0.310676,-0.00589174
3190,-0.353488,-0.00101458
3200,-0.366784,-0.000230539
3210,-0.375456,0.000490683
3220,-0.499242,-0.00034502
3230,-0.406829,0.00149751
3240,-0.39314,-0.00250537
3250,-0.355005,0.00626783
3260,-0.410455,-0.00202599
3270,-0.460068,-5.02356e-05
3280,-0.346968,-0.000625182
3290,-0.324691,0.000554758
3300,-0.319907,0.00263413
3310,-0.373654,-0.00203142
3320,-0.321882,-0.000954999
3330,-0.309503,-0.00363215
3340,-0.366648,-0.000318376
3350,-0.505728,0.00177544
3360,-0.39042,0.000581665
3370,-0.395599,-0.000486886
3380,-0.395095,-0.000360384
3390,-0.442446,-0.00179254
3400,-0.375506,0.00618486
3410,-0.361682,0.00225195
3420,-0.353017,-0.00162277
3430,-0.335569,-0.00064569
3440,-0.39775,0.00176745
3450,-0.403115,0.000229518
3460,-0.384102,-0.00350643
3470,-0.39164,-0.000487254
3480,-0.444265,0.00193026
3490,-0.38862,-9.17336e-05
3500,-0.312374,-0.000145676
3510,-0.381876,-0.00114183
3520,-0.411343,0.00106132
3530,-0.339104,0.00116415
3540,-0.351446,0.00199679
3550,-0.366497,0.000490489
3560,-0.438763,9.53016e-05
3570,-0.380808,0.00457532
3580,-0.301308,0.000664228
3590,-0.45264,0.00238678
3600,-0.393295,0.00045896
3610,-0.333556,-0.00324088
3620,-0.403017,0.00237619
3630,-0.247836,0.000272549
3640,-0.415775,0.000499217
3650,-0.412143,0.000666532
3660,-0.354939,-0.000558376
3670,-0.340952,-0.00533557
3680,-0.273271,-0.000306448
3690,-0.445487,-7.07015e-05
3700,-0.429997,-0.00191506
3710,-0.31482,-0.00172869
3720,-0.419568,-0.00122904
3730,-0.398836,-0.000770594
3740,-0.342461,-0.00239933
3750,-0.402589,-0.000267982
3760,-0.454482,-0.00176625
3770,-0.422434,0.00328343
3780,-0.370852,0.000506858
3790,-0.414978,0.00072784
3800,-0.421653,0.0029726
3810,-0.368279,0.00540691
3820,-0.404817,0.00138915
3830,-0.409921,-0.00463219
3840,-0.339721,0.00214246
3850,-0.463574,0.00362309
3860,-0.510861,0.000208382
3870,-0.478267,0.00297642
3880,-0.34542,-0.00353688
3890,-0.372734,0.0034779
3900,-0.460696,0.00179199
3910,-0.421198,-0.000188624
3920,-0.497144,0.00175151
3930,-0.428689,-0.00262963
3940,-0.382358,-0.00212656
3950,-0.420051,-0.000909901
