MDTU,min_min,min_max,max_min,max_max5
1,-0.670451,0.181228,-0.132705,0.377222
2,-0.856685,0.180633,-0.235626,0.427066
3,-0.98943,0.219957,-0.207936,0.447869
4,-1.11495,0.195788,-0.206203,0.461906
5,-1.30542,0.203743,-0.24825,0.457373
6,-1.42576,0.200517,-0.308857,0.499479
7,-0.985936,0.245324,-0.292983,0.532831
8,-1.72605,0.254607,-0.27035,0.477997
9,-1.19013,0.204579,-0.243092,0.480684
10,-1.27914,0.200216,-0.277243,0.487261
11,-1.02789,0.238037,-0.320764,0.481722
12,-1.02789,0.238037,-0.320764,0.481722
13,-1.35033,0.191782,-0.290442,0.466025
14,-1.41735,0.257805,-0.274894,0.455372
15,-1.41735,0.257805,-0.274894,0.455372
16,-1.17433,0.234081,-0.301264,0.489555
17,-1.12521,0.251345,-0.276276,0.478392
18,-1.51016,0.224312,-0.275911,0.46283
19,-1.21541,0.273747,-0.230787,0.485304
20,-1.6795,0.221891,-0.374881,0.47108
21,-1.56646,0.234895,-0.28489,0.471012
22,-1.14207,0.234996,-0.270786,0.490233
23,-1.21804,0.232706,-0.268063,0.463115
24,-1.05413,0.217184,-0.350157,0.486711
25,-1.06522,0.226693,-0.272266,0.469152
26,-1.07525,0.241274,-0.345324,0.519633
27,-1.19702,0.21633,-0.373824,0.475143
28,-1.23302,0.245254,-0.249509,0.476728
29,-1.18897,0.22447,-0.367632,0.489595
30,-1.46616,0.220406,-0.244852,0.465408
31,-1.46616,0.220406,-0.244852,0.465408
32,-1.46616,0.220406,-0.244852,0.465408
33,-1.16295,0.247973,-0.368682,0.476429
34,-1.21232,0.188553,-0.374788,0.461616
35,-1.47928,0.219151,-0.211494,0.52225
36,-2.26823,0.215578,-0.218748,0.46264
37,-2.79662,0.211812,-0.237342,0.461528
38,-1.26321,0.224019,-0.402453,0.522028
39,-2.68035,0.222494,-0.277444,0.481582
40,-1.30587,0.183295,-0.435631,0.467093
41,-1.27635,0.231195,-0.275237,0.499625
42,-1.27955,0.214366,-0.292685,0.483127
43,-1.32025,0.203565,-0.350278,0.46049
44,-1.50265,0.192979,-0.346579,0.514424
45,-1.19611,0.267067,-0.28981,0.494931
46,-1.36271,0.25191,-0.368075,0.476323
47,-1.25953,0.203025,-0.25829,0.466289
48,-1.31272,0.235478,-0.291724,0.462417
49,-1.196,0.20542,-0.375278,0.46441
50,-1.28818,0.293101,-0.233066,0.474523
51,-1.18042,0.240436,-0.325465,0.487456
52,-1.19802,0.243126,-0.331397,0.471045
53,-1.29098,0.194327,-0.318745,0.464811
54,-1.15699,0.240668,-0.255268,0.450367
55,-1.2349,0.202481,-0.45553,0.470374
56,-1.23744,0.211162,-0.237132,0.488918
57,-1.62194,0.219448,-0.280514,0.478638
58,-1.21751,0.195612,-0.258393,0.462237
59,-1.28117,0.227252,-0.280817,0.476659
60,-1.51107,0.227399,-0.27352,0.496056
61,-1.97529,0.230386,-0.412812,0.466666
62,-1.64399,0.244628,-0.263017,0.459935
63,-1.20906,0.232476,-0.323085,0.49833
64,-1.25805,0.253328,-0.312486,0.48201
65,-1.52318,0.282301,-0.289147,0.462188
66,-2.35204,0.230498,-0.320384,0.464553
67,-1.26724,0.207834,-0.273564,0.45715
68,-1.30746,0.2785,-0.298852,0.477404
69,-1.35013,0.258571,-0.299459,0.469026
70,-1.19871,0.235156,-0.255334,0.458991
71,-1.69727,0.254421,-0.258841,0.507813
72,-1.25504,0.219969,-0.303067,0.544528
73,-1.35485,0.221047,-0.286811,0.509857
74,-1.35885,0.211903,-0.245159,0.472369
75,-1.14705,0.2519,-0.25097,0.452736
76,-1.56192,0.194469,-0.233611,0.462632
77,-1.15612,0.240239,-0.22572,0.452402
78,-1.38419,0.227956,-0.254821,0.468678
79,-1.22713,0.213213,-0.352368,0.462658
80,-1.14707,0.24588,-0.29404,0.478643
81,-1.14707,0.24588,-0.29404,0.478643
82,-1.37428,0.205351,-0.349802,0.472671
83,-1.19044,0.239995,-0.306418,0.47046
84,-1.34213,0.209099,-0.23086,0.489696
85,-1.16802,0.245517,-0.237563,0.464124
86,-1.36389,0.212887,-0.347034,0.484165
87,-1.2961,0.23358,-0.319247,0.50324
88,-1.18653,0.226334,-0.247923,0.438209
89,-1.51523,0.208058,-0.26528,0.471727
90,-1.15977,0.202191,-0.260184,0.468763
91,-1.15977,0.202191,-0.260184,0.468763
92,-1.25312,0.231477,-0.259951,0.483963
93,-1.14191,0.239895,-0.301634,0.503983
94,-1.21224,0.217404,-0.370023,0.513309
95,-1.17091,0.217582,-0.22946,0.464675
96,-1.3298,0.195919,-0.243218,0.496416
97,-1.20831,0.226259,-0.207032,0.461828
98,-1.28311,0.209646,-0.337702,0.513515
99,-0.99138,0.239422,-0.263539,0.475107
100,-1.72026,0.226265,-0.236868,0.524843
101,-1.21181,0.236798,-0.22266,0.503699
102,-1.38087,0.24396,-0.23363,0.482051
103,-2.03095,0.223626,-0.246865,0.465605
104,-2.03095,0.223626,-0.246865,0.465605
105,-1.07876,0.228781,-0.264171,0.463252
106,-1.37852,0.232277,-0.259547,0.502488
107,-1.25725,0.190165,-0.283675,0.48443
108,-1.1844,0.244611,-0.255922,0.461792
109,-1.55861,0.219561,-0.30042,0.474344
110,-1.08221,0.249057,-0.275903,0.468513
111,-1.25432,0.227903,-0.30702,0.489358
112,-1.37699,0.239454,-0.313611,0.451341
113,-1.70661,0.24258,-0.255297,0.48563
114,-1.56926,0.2195,-0.274311,0.46737
115,-1.6049,0.235375,-0.273043,0.485777
116,-1.34239,0.232685,-0.238389,0.482679
117,-0.974138,0.216559,-0.29774,0.471162
118,-1.09782,0.250097,-0.312505,0.482771
119,-1.44397,0.218169,-0.249245,0.471917
