MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.998552,0.999276,1.06502e-06
2,0.999053,0.999526,1.3431e-06
3,0.999053,0.999526,1.3431e-06
4,0.999053,0.999526,1.3431e-06
5,0.999053,0.999526,1.3431e-06
6,0.999053,0.999526,1.3431e-06
7,0.999039,0.999519,6.1496e-07
8,0.998948,0.999474,-3.4211e-07
9,0.998948,0.999474,-3.4211e-07
10,0.998835,0.999417,-2.18679e-07
11,0.998808,0.999404,1.66488e-07
12,0.998808,0.999404,1.66488e-07
13,0.998808,0.999404,1.66488e-07
14,0.998808,0.999404,1.66488e-07
15,0.998699,0.999349,-1.78881e-06
16,0.998699,0.999349,-1.78881e-06
17,0.998699,0.999349,-1.78881e-06
18,0.998699,0.999349,-1.78881e-06
19,0.998699,0.999349,-1.78881e-06
20,0.998699,0.999349,-1.78881e-06
21,0.998612,0.999306,8.10277e-07
22,0.998612,0.999306,8.10277e-07
23,0.998597,0.999298,-4.13007e-07
24,0.998597,0.999298,-4.13007e-07
25,0.998444,0.999222,3.17064e-06
26,0.998444,0.999222,3.17064e-06
27,0.998444,0.999222,3.17064e-06
28,0.998444,0.999222,3.17064e-06
29,0.998444,0.999222,3.17064e-06
30,0.998328,0.999164,-1.82598e-06
31,0.998328,0.999164,-1.82598e-06
32,0.998328,0.999164,-1.82598e-06
33,0.998328,0.999164,-1.82598e-06
34,0.998157,0.999078,-1.9018e-06
35,0.998157,0.999078,-1.9018e-06
36,0.998157,0.999078,-1.9018e-06
37,0.998157,0.999078,-1.9018e-06
38,0.998157,0.999078,-1.9018e-06
39,0.998132,0.999065,1.20742e-06
40,0.997891,0.998945,-2.64633e-06
41,0.997891,0.998945,-2.64633e-06
42,0.997854,0.998926,-8.65679e-07
43,0.997501,0.998749,5.13311e-07
44,0.997501,0.998749,5.13311e-07
45,0.997254,0.998625,5.96954e-06
46,0.997254,0.998625,5.96954e-06
47,0.996914,0.998455,-4.34836e-06
48,0.996914,0.998455,-4.34836e-06
49,0.996596,0.998296,-7.41741e-07
50,0.996596,0.998296,-7.41741e-07
51,0.996596,0.998296,-7.41741e-07
52,0.99651,0.998252,-1.75004e-06
53,0.99651,0.998252,-1.75004e-06
54,0.996309,0.998151,-3.06204e-06
55,0.996309,0.998151,-3.06204e-06
56,0.996309,0.998151,-3.06204e-06
57,0.996309,0.998151,-3.06204e-06
58,0.996309,0.998151,-3.06204e-06
59,0.995566,0.997778,-1.14723e-06
60,0.994923,0.997455,3.83632e-06
61,0.995134,0.997561,1.30641e-05
62,0.995134,0.997561,1.30641e-05
63,0.995134,0.997561,1.30641e-05
64,0.995134,0.997561,1.30641e-05
65,0.995134,0.997561,1.30641e-05
66,0.995134,0.997561,1.30641e-05
67,0.995134,0.997561,1.30641e-05
68,0.994864,0.997426,-1.53598e-06
69,0.994864,0.997426,-1.53598e-06
70,0.994864,0.997426,-1.53598e-06
71,0.994864,0.997426,-1.53599e-06
72,0.994864,0.997426,-1.53599e-06
73,0.994233,0.997109,5.05021e-06
74,0.994233,0.997109,5.05021e-06
75,0.994233,0.997109,5.05021e-06
76,0.994233,0.997109,5.05021e-06
77,0.994233,0.997109,5.05021e-06
78,0.994233,0.997109,5.05021e-06
79,0.994233,0.997109,5.05021e-06
80,0.994233,0.997109,5.05021e-06
81,0.994233,0.997109,5.05021e-06
82,0.993312,0.996646,-3.93913e-06
83,0.992651,0.996313,1.70223e-06
84,0.992132,0.996052,6.17083e-06
85,0.992022,0.995996,-1.2505e-06
86,0.992022,0.995996,-1.2505e-06
87,0.992022,0.995996,-1.2505e-06
88,0.992022,0.995996,-1.2505e-06
89,0.992022,0.995996,-1.2505e-06
90,0.992022,0.995996,-1.2505e-06
91,0.992022,0.995996,-1.2505e-06
92,0.991252,0.995608,-1.6819e-06
93,0.990601,0.995279,5.85183e-06
94,0.989871,0.994912,2.62118e-06
95,0.989871,0.994912,2.62118e-06
96,0.989978,0.994965,6.31357e-06
97,0.989978,0.994965,6.31357e-06
98,0.989978,0.994965,6.31357e-06
99,0.989978,0.994965,6.31357e-06
100,0.989978,0.994965,6.31357e-06
101,0.989978,0.994965,6.31357e-06
102,0.989978,0.994965,6.31357e-06
103,0.989978,0.994965,6.31357e-06
104,0.989978,0.994965,6.31357e-06
105,0.989978,0.994965,6.31357e-06
106,0.989978,0.994965,6.31357e-06
107,0.988573,0.994255,-4.34387e-06
108,0.988573,0.994255,-4.34387e-06
109,0.988573,0.994255,-4.34387e-06
110,0.987803,0.993863,-1.96219e-06
111,0.987803,0.993863,-1.96218e-06
112,0.987803,0.993863,-1.96218e-06
113,0.987803,0.993863,-1.96218e-06
114,0.987803,0.993863,-1.96218e-06
