t,e^(-dS)
1,1.03636e+21
2,5.40865
3,0.135471
4,0.0899951
5,0.166627
6,0.109481
7,0.556215
8,0.322066
9,0.286505
10,0.591555
11,0.993255
12,0.24099
13,0.103312
14,0.189191
15,0.326606
16,0.0729486
17,0.169314
18,0.160253
19,0.114635
20,0.416237
21,0.372023
22,0.263949
23,0.806783
24,0.240508
25,0.885502
26,0.0573834
27,0.398878
28,0.0955601
29,0.401881
30,0.494257
31,0.188059
32,0.121968
33,0.073241
34,0.341981
35,0.349938
36,0.354517
37,0.150469
38,0.178173
39,0.973264
40,0.191475
41,0.343352
42,0.657113
43,0.570866
44,0.083827
45,0.724771
46,0.914525
47,0.279152
48,0.0492424
49,0.267135
50,0.171187
51,0.0983719
52,0.528454
53,0.845523
54,1.40467
55,0.0568693
56,0.0409256
57,0.0421298
58,0.0469816
59,0.341981
60,0.580712
61,0.946693
62,0.245367
63,0.112253
64,0.260019
65,0.0535039
66,0.0341156
67,0.0624119
68,0.344039
69,0.113268
70,0.138346
71,0.350989
72,0.0481228
73,0.477878
74,0.187308
75,0.138484
76,0.320459
77,0.39141
78,0.190901
79,0.0519746
80,0.466359
81,0.236928
82,0.168133
83,0.693988
84,0.35134
85,0.677599
86,0.174645
87,0.293171
88,0.618722
89,0.147785
90,0.113949
91,0.0652845
92,0.714194
93,2.70554
94,0.607745
95,0.316004
96,0.848233
97,0.185816
98,0.0970043
99,0.231772
100,0.0996591
101,0.21481
102,0.223353
103,0.0234473
104,0.287366
105,0.236928
106,0.166294
107,0.498426
108,0.274172
109,0.0783946
110,0.627194
111,0.149569
112,0.0612372
113,0.359515
114,0.083827
115,0.544112
116,0.404663
117,0.202099
118,0.215025
119,0.769126
120,0.523143
121,0.107636
122,0.0505395
123,0.892258
124,0.179245
125,0.344039
126,0.896282
127,0.691771
128,0.229008
129,0.639032
130,0.925742
131,1.11271
132,0.813182
133,0.479458
134,0.205153
135,0.658823
136,1.40889
137,0.451852
138,0.125306
139,0.225373
140,3.63279
141,0.682427
142,0.415821
143,0.46255
144,0.0563598
145,1.26731
146,1.26782
147,0.837194
148,0.199289
149,0.328901
150,0.281675
151,0.217839
152,0.16563
153,0.328572
154,0.0633551
155,0.524033
156,0.241231
157,0.145293
158,0.0797387
159,0.327915
160,0.212248
161,0.570239
162,0.330549
163,0.334874
164,1.06264
165,0.128349
166,0.568019
167,0.477973
168,0.148823
169,0.465194
170,0.74193
171,0.044601
172,0.766822
173,0.124681
174,0.413996
175,1.04362
176,0.624502
177,0.291709
178,0.369243
179,0.327588
180,0.453799
181,0.199488
182,0.0580181
183,0.194758
184,1.21774
185,0.826876
186,0.30331
187,0.74193
