MDTU ,delta_S
1863,0.8742
1864,0.2227
1865,0.8485
1866,0.2799
1867,1.367
1868,-0.09838
1869,-0.951
1870,0.3311
1871,0.2097
1872,0.0607
1873,-0.8266
1874,0.3419
1875,-0.3177
1876,-0.0415
1877,1.065
1878,0.1585
1879,-1.021
1880,-0.3729
1881,0.1604
1882,0.5307
1883,0.901
1884,-0.1552
1885,-0.03974
1886,1.115
1887,0.1539
1888,-0.01986
1889,1.025
1890,0.3859
1891,0.6935
1892,0.5736
1893,0.338
1894,0.001151
1895,0.7346
1896,0.7008
1897,0.436
1898,0.4074
1899,0.755
1900,0.1984
1901,0.4271
1902,-0.08194
1903,-0.3259
1904,0.9566
1905,0.7386
1906,-1.407
1907,0.4428
1908,-0.1881
1909,-0.1639
1910,-0.14
1911,0.3036
1912,-0.5489
1913,-0.5624
1914,0.6449
1915,0.7717
1916,0.5267
1917,0.7754
1918,-0.2065
1919,0.1479
1920,0.1089
1921,1.158
1922,-1.314
1923,-0.03293
1924,-0.2594
1925,-0.271
1926,0.5129
1927,1.383
1928,-0.7574
1929,1.271
1930,-0.6695
1931,0.9756
1932,0.08088
1933,0.03997
1934,-0.2415
1935,0.1653
1936,-0.01659
1937,0.5173
1938,1.501
1939,-0.6039
1940,0.6927
1941,0.58
1942,0.8084
1943,0.6116
1944,0.5958
1945,0.8108
1946,0.2987
1947,0.9253
1948,0.3443
1949,0.7318
1950,0.0862
1951,0.1973
1952,1.454
1953,-0.8321
1954,-0.6922
1955,0.4208
1956,-0.9369
1957,-0.3629
1958,-0.2702
1959,0.04149
1960,-0.2259
1961,0.1157
1962,-0.2194
1963,0.7524
1964,0.0499
1965,0.4973
1966,-0.4172
1967,-0.5207
1968,-0.4322
1969,-1.621
1970,1.277
1971,0.5665
1972,0.1068
1973,0.7645
1974,0.2943
1975,-0.7851
1976,-0.08497
1977,1.268
1978,0.5154
1979,1.33
1980,1.129
1981,-0.1401
1982,-0.8605
1983,-0.2119
1984,-0.06773
1985,0.1367
1986,-0.7215
1987,0.4748
1988,-0.9431
1989,-0.2101
1990,0.67
1991,-0.2558
1992,0.3718
1993,0.6028
1994,1.348
1995,-0.555
1996,-1.716
1997,0.5562
1998,0.06351
1999,-0.00483
2000,0.08176
2001,-0.2853
2002,0.539
2003,-0.04103
2004,0.3619
2005,-0.3155
2006,1.556
2007,0.7032
2008,0.2983
2009,0.7491
2010,0.1681
2011,0.1775
2012,0.4058
2013,-1.19
2014,0.3122
2015,0.4005
2016,0.9384
2017,-0.7302
2018,-0.1615
2019,0.2382
2020,0.3077
2021,0.5118
2022,0.7877
2023,1.627
2024,0.07824
2025,0.8241
2026,0.8157
2027,-0.7843
2028,-0.1121
2029,0.1089
2030,-0.3279
2031,0.3919
2032,0.02906
2033,0.2968
2034,-0.444
2035,0.2947
2036,-1.497
2037,-0.506
2038,0.02425
2039,0.404
2040,-0.8032
2041,-0.2106
2042,-0.354
2043,-0.01404
2044,0.5731
2045,-0.1316
2046,-0.06165
2047,0.07732
2048,0.8359
2049,0.8142
2050,-0.279
2051,-0.1609
2052,0.04955
2053,0.9511
2054,-0.4966
2055,0.3131
2056,-0.3998
2057,-0.8797
2058,1.654
2059,0.6825
2060,0.0006604
2061,-0.3878
2062,-0.1613
2063,0.8829
2064,0.5561
2065,-0.8761
2066,0.7307
2067,0.6292
2068,0.04042
2069,1.014
2070,-0.9913
2071,0.4075
2072,0.4003
2073,0.207
2074,0.8872
2075,-0.2838
2076,-0.3566
2077,0.4563
2078,-1.837
2079,1.257
2080,0.00194
2081,0.2405
2082,0.9849
2083,-0.5122
2084,0.4855
2085,-0.3997
2086,1.593
2087,-0.8485
2088,0.4321
2089,-0.4341
2090,0.6397
2091,-0.7313
2092,-0.1051
2093,1.784
2094,0.7174
2095,1.373
2096,-0.6578
2097,0.7017
2098,0.3289
2099,0.388
2100,0.3785
2101,0.3264
2102,0.2319
2103,0.4592
2104,1.543
2105,-0.01775
2106,0.9623
2107,0.09298
2108,0.2422
2109,-0.09051
2110,0.07436
2111,1.083
2112,0.6154
2113,-0.4934
2114,-0.03139
2115,-0.7179
2116,0.163
2117,-0.06557
2118,0.1499
2119,0.571
2120,0.04597
2121,-0.2007
2122,0.005842
2123,-1.424
2124,1.134
2125,0.0565
2126,-1.65
2127,0.272
2128,1.692
2129,1.438
2130,-0.02005
2131,0.4737
2132,-0.8434
2133,0.7921
2134,0.7997
2135,-0.2749
2136,0.7994
2137,0.8902
2138,0.4598
2139,1.074
2140,0.4131
2141,0.8001
2142,0.6875
2143,-0.004286
2144,-0.7656
2145,-0.3015
2146,0.4383
2147,0.5951
2148,-0.3635
2149,0.4034
2150,0.001427
2151,0.1264
2152,-0.1379
2153,1.167
2154,0.6691
2155,0.1242
2156,0.807
2157,-1.095
2158,0.1923
2159,-0.2295
2160,0.2449
2161,1.842
2162,1.117
2163,-0.6283
2164,-0.6296
2165,-0.6486
2166,0.6809
2167,0.5491
2168,0.5694
2169,0.4296
2170,-0.2905
2171,0.5459
2172,0.5811
2173,0.6633
2174,0.3323
2175,-0.9073
2176,0.3571
2177,1.248
2178,-0.5565
2179,0.3235
2180,0.4526
2181,0.0654
2182,-0.1536
2183,0.561
2184,0.06177
2185,-0.5791
2186,-0.4931
2187,0.4426
2188,0.4246
2189,0.5364
2190,-0.1593
2191,0.9471
2192,1.264
2193,-0.7322
2194,0.3812
2195,0.5012
2196,1.829
2197,-0.5081
2198,-0.1324
2199,-1.015
2200,0.06703
2201,1.253
2202,0.04291
2203,-0.5296
2204,-0.2495
2205,0.6362
2206,-0.2539
2207,0.5245
2208,0.2639
2209,-0.001325
2210,0.1414
2211,-0.3999
2212,0.4431
2213,-0.9265
2214,-0.7113
2215,1.141
2216,0.7269
2217,-0.5731
2218,0.9769
2219,0.8068
2220,-0.5522
2221,-0.6691
2222,0.277
2223,0.2354
2224,0.4563
2225,1.72
2226,-1.964
2227,1.189
2228,-0.3474
2229,-0.9262
2230,-0.353
2231,2.212
2232,0.428
2233,0.1216
2234,0.3448
2235,0.1263
2236,0.5691
2237,0.982
2238,0.1371
2239,1.788
2240,-0.6733
2241,-0.1848
2242,0.5438
2243,0.3737
2244,-0.5015
2245,-0.162
2246,0.4365
2247,-0.2245
2248,-0.06122
2249,-0.01439
2250,-0.1839
2251,0.8724
2252,0.351
2253,0.2239
2254,0.0259
2255,0.4924
2256,0.8664
2257,0.03447
2258,-0.7243
2259,-0.04529
2260,0.7046
2261,0.6246
2262,0.9885
2263,0.5819
2264,-0.1559
2265,-0.5284
2266,-0.5602
2267,0.5591
2268,0.4019
2269,1.084
2270,-0.1174
2271,1.361
2272,0.5084
2273,0.5192
2274,1.092
2275,0.01737
2276,-0.02846
2277,-1.172
2278,-0.6172
2279,-0.5661
2280,-0.8844
2281,-1.333
2282,0.6307
2283,-0.3185
2284,1.503
2285,0.6983
2286,0.3223
2287,0.8525
2288,1.225
2289,0.6565
2290,0.3052
2291,0.3032
2292,0.4955
2293,0.8172
2294,0.9216
2295,0.4544
2296,-0.03166
2297,0.7501
2298,-0.6396
2299,-0.5473
2300,-0.1683
2301,0.3932
2302,-0.04099
2303,0.06384
2304,0.8102
2305,0.7357
2306,1.053
2307,-0.08233
2308,0.7629
2309,0.512
2310,0.2351
2311,-0.06666
2312,-0.8587
2313,1.1
2314,0.6396
2315,1.074
2316,0.4769
2317,1.034
2318,-1.025
2319,0.1633
2320,0.01668
2321,0.1858
2322,1.217
2323,-0.3165
2324,0.6751
2325,-0.476
2326,0.6293
2327,-1.02
2328,1.111
2329,-0.2425
2330,2.039
2331,1.205
2332,-0.1093
2333,-0.4963
2334,0.4963
2335,0.5738
2336,0.2098
2337,0.4481
2338,0.6369
2339,0.5603
2340,-0.6532
2341,0.3701
2342,0.4209
2343,0.02245
2344,-0.2651
2345,0.2249
2346,-1.201
2347,0.4887
2348,0.7292
2349,-0.2339
2350,1.487
2351,0.7346
2352,0.1894
2353,0.9277
2354,1.069
2355,0.7236
2356,0.5563
2357,0.01693
2358,0.2888
2359,0.7847
2360,0.6944
2361,-0.4492
2362,-0.2487
2363,0.2417
2364,-0.5596
2365,0.243
2366,-0.07757
2367,-0.2594
2368,2.098
2369,0.6092
2370,0.87
2371,-0.8217
2372,1.42
2373,-0.7526
2374,-0.9283
2375,0.4022
2376,0.7764
2377,-0.8275
2378,0.1698
2379,0.1351
2380,-0.2758
2381,0.3007
2382,0.8752
2383,0.544
2384,1.022
2385,0.7073
2386,-0.5973
2387,-0.05655
2388,0.2916
2389,0.3984
2390,0.3651
2391,0.6845
2392,0.3537
2393,1.313
2394,1.102
2395,1.013
2396,1.317
2397,2.135
2398,0.5635
2399,-0.2501
2400,0.07972
2401,1.123
2402,-0.7486
2403,-0.1059
2404,0.8814
2405,0.6905
2406,0.5091
2407,0.05969
2408,-0.08758
2409,-0.1113
2410,0.05435
2411,1.336
2412,1.706
2413,0.3385
2414,0.2325
2415,-0.6114
2416,-0.9722
2417,-0.8897
2418,1.126
2419,1.544
2420,1.213
2421,-1.438
2422,-0.8858
2423,0.5975
2424,0.4545
2425,0.4648
2426,0.5371
2427,0.7609
2428,0.4698
2429,0.5875
2430,0.5863
2431,-0.6949
2432,1.428
2433,-0.3518
2434,0.5734
2435,-0.3362
2436,0.9679
2437,-0.03451
2438,1.288
2439,0.5163
2440,-0.2456
2441,0.2281
2442,-0.669
2443,0.2438
2444,0.4681
2445,0.3868
2446,0.1407
2447,0.2219
2448,1.112
2449,0.2822
2450,-0.03414
2451,-0.4769
2452,-0.2558
2453,0.9751
2454,0.3292
2455,-0.6123
2456,1.539
2457,-1.272
2458,0.4954
2459,1.121
2460,0.8959
2461,0.03349
2462,0.1737
2463,-0.2425
2464,-0.7452
2465,0.1554
2466,0.2837
2467,1.14
2468,0.1659
2469,1.322
2470,1.207
2471,0.5045
2472,-0.2493
2473,0.1306
2474,-0.2427
2475,0.6953
2476,0.4367
2477,0.8995
2478,-0.3146
2479,-0.2177
2480,0.6674
2481,0.5575
2482,0.2237
2483,0.6194
2484,1.127
2485,0.02852
2486,-0.3918
2487,0.1526
2488,0.646
2489,0.1934
2490,-1.086
2491,-0.3359
2492,1.244
2493,0.2772
2494,0.1703
2495,0.783
2496,0.1215
2497,0.2448
2498,-0.2441
2499,1.06
2500,0.726
2501,0.6725
2502,-0.4104
2503,0.2254
2504,0.8611
2505,-0.2685
2506,-0.1123
2507,1.078
2508,0.4665
2509,0.7523
2510,-0.2182
2511,0.2306
2512,0.1101
2513,0.9393
2514,-0.02285
2515,0.5459
2516,-0.09708
2517,0.05765
2518,0.1707
2519,-0.4664
2520,1.565
2521,-0.7789
2522,0.1988
2523,-0.1563
2524,1.5
2525,0.384
2526,0.5674
2527,0.5156
2528,-0.7776
2529,0.4522
2530,1.541
2531,0.8715
2532,1.015
2533,-0.9308
2534,0.5658
2535,0.5556
2536,0.1345
2537,0.2081
2538,0.3784
2539,-0.5496
2540,0.5708
2541,1.093
2542,0.3309
2543,-0.9513
2544,-0.257
2545,0.3553
2546,-1.066
2547,-0.06413
2548,-0.2845
2549,-1.253
2550,0.6191
2551,0.1645
2552,-0.2399
2553,-0.8352
2554,-0.09956
2555,1.378
2556,0.2167
2557,-0.1196
2558,0.5024
2559,-0.1831
2560,2.05
2561,0.8736
2562,0.5463
2563,-0.5881
2564,0.5556
2565,0.3549
2566,-0.004591
2567,0.2783
2568,-0.0316
2569,-0.4582
2570,0.2517
2571,1.054
2572,0.6368
2573,-0.4637
2574,0.5639
2575,-0.1231
2576,-0.2113
2577,-0.1838
2578,-1.209
2579,0.003785
2580,0.9358
2581,-0.07975
2582,0.6573
2583,1.054
2584,0.5076
2585,0.2364
2586,1.221
2587,-0.1724
2588,0.4131
2589,-0.06263
2590,-0.7118
2591,-0.7763
2592,1.08
2593,-0.2757
2594,0.2711
2595,0.5507
2596,-0.9145
2597,1.144
2598,0.273
2599,-0.7018
2600,0.693
2601,1.213
2602,0.8322
2603,0.8403
2604,0.05924
2605,-0.3522
2606,-0.07653
2607,0.8592
2608,-0.4054
2609,0.4203
2610,0.8081
2611,-0.1887
2612,1.263
2613,0.411
2614,1.217
2615,0.07575
2616,0.8248
2617,-0.3744
2618,0.3994
2619,-0.3024
2620,-0.8128
2621,-0.05016
2622,-0.1316
2623,0.1278
2624,0.4824
2625,0.7236
2626,2.365
2627,1.078
2628,0.546
2629,-0.506
2630,0.9278
2631,-0.7502
2632,1.155
2633,-0.3016
2634,-0.2385
2635,-1.396
2636,-0.2805
2637,-0.6471
2638,0.4452
2639,0.2905
2640,1.248
2641,0.9262
2642,1.465
2643,0.02017
2644,0.4182
2645,0.1369
2646,0.7063
2647,0.1456
2648,0.7612
2649,0.316
2650,-0.1227
2651,0.2649
2652,0.03239
2653,0.321
2654,0.769
2655,-0.6701
2656,0.4611
2657,0.9883
2658,0.1183
2659,0.1737
2660,0.07681
2661,0.8851
2662,-0.04211
2663,0.8744
2664,0.9485
2665,1.793
2666,0.04851
2667,1.033
2668,1.412
2669,-1.092
2670,-0.4602
2671,-0.08046
2672,0.5844
2673,-0.7181
2674,0.5467
2675,-0.4735
2676,0.07547
2677,0.2424
2678,-0.6812
2679,0.3291
2680,1.613
2681,1.085
2682,-0.7109
2683,0.3717
2684,0.2351
2685,0.6216
2686,0.7114
2687,1.053
2688,0.5607
2689,1.452
2690,0.1265
2691,0.03293
2692,0.6557
2693,0.4758
2694,0.395
2695,0.4916
2696,0.5502
2697,0.9629
2698,1.48
2699,-0.1576
2700,0.2406
2701,-0.05061
2702,-0.4111
2703,0.09533
2704,0.9716
2705,0.1646
2706,0.07554
2707,0.4172
2708,-0.09682
2709,0.9174
2710,2.357
2711,0.2604
2712,-0.814
2713,0.6088
2714,-0.204
2715,-0.2528
2716,0.3164
2717,-0.142
2718,-1.458
2719,0.3879
2720,-0.09122
2721,0.5367
2722,-1.011
2723,0.3905
2724,-0.4698
2725,-0.1544
2726,0.1297
2727,0.6813
2728,0.6713
2729,0.04728
2730,0.2122
2731,-0.1843
2732,-0.2841
2733,-0.9078
2734,0.3671
2735,0.03726
2736,0.02693
2737,0.08816
2738,0.6776
2739,0.8175
2740,0.8485
2741,-0.09264
2742,-1.121
2743,-1.511
2744,0.5135
2745,-0.4312
2746,-0.8756
2747,0.3376
2748,-0.1942
2749,0.7417
2750,0.6538
2751,-0.05562
2752,-0.4042
2753,0.8964
2754,0.131
2755,-0.2446
2756,-0.1268
2757,1.154
2758,-0.5353
2759,0.5922
2760,-0.8376
2761,-0.2519
2762,-0.2879
2763,0.55
2764,0.07524
2765,0.03297
2766,-0.6817
2767,0.2134
2768,-0.5701
2769,0.4336
2770,0.04705
2771,0.6438
2772,-1.253
2773,0.3749
2774,0.09591
2775,-0.527
2776,-0.2283
2777,0.1862
2778,-0.9779
2779,-0.2787
2780,-0.9664
2781,-1.101
2782,-0.3378
2783,1.701
2784,-0.03799
2785,-0.4046
2786,0.3416
2787,0.2406
2788,0.3448
2789,1.227
2790,-0.5888
2791,1.609
2792,0.01129
2793,0.7143
2794,0.9017
2795,0.0009135
2796,0.6078
2797,0.3487
2798,1.139
2799,-0.9185
2800,0.5776
2801,0.4845
2802,-0.3654
2803,-0.2831
2804,1.526
2805,1.073
2806,-0.2681
2807,-0.1345
2808,0.05255
2809,0.9535
2810,-1.168
2811,-1.234
2812,-0.6916
2813,0.9096
2814,1.077
2815,1.782
2816,0.407
2817,1.087
2818,-1.35
2819,0.6267
2820,0.2825
2821,0.03654
2822,1.031
2823,2.67
2824,-0.1115
2825,-0.1191
2826,0.303
2827,0.201
2828,-0.5071
2829,0.4113
2830,0.2262
2831,0.001781
2832,-0.03039
2833,-0.2862
2834,-0.3383
2835,0.8276
2836,0.7645
2837,0.8022
2838,0.00485
2839,-0.2448
2840,0.1108
2841,0.6006
2842,1.104
2843,0.5049
2844,0.2324
2845,0.5332
2846,0.8141
2847,0.9051
2848,0.9711
2849,0.09662
2850,-0.01924
2851,-0.4347
2852,-0.1429
2853,0.5654
2854,-0.03318
2855,1.891
2856,-1.084
2857,0.01118
2858,-0.7171
2859,1.18
2860,0.83
2861,-0.9747
2862,-0.6366
2863,-0.8566
2864,-1.225
2865,-0.4528
2866,0.3946
2867,-0.7739
2868,-0.124
2869,-0.2647
2870,-0.3075
2871,-0.4374
2872,0.6941
2873,0.1101
2874,1.053
2875,1.609
2876,0.9786
2877,-0.9978
2878,0.2338
2879,0.6203
2880,-0.04411
2881,-0.5381
2882,0.07475
2883,0.8097
2884,-0.8377
2885,-0.2162
2886,0.3268
2887,1.034
2888,-0.2152
2889,1.173
2890,0.404
2891,1.067
2892,1.438
2893,-0.3673
2894,0.6067
2895,0.2668
2896,0.5293
2897,0.1066
2898,0.3824
2899,0.4102
2900,1.223
2901,0.2917
2902,-0.03967
2903,1.198
2904,-0.2644
2905,0.4243
2906,-0.6641
2907,0.3155
2908,0.5339
2909,0.5581
2910,0.2538
2911,0.4782
2912,-0.4811
2913,-0.206
2914,-0.08697
2915,0.3329
2916,0.9049
2917,0.4573
2918,0.3582
2919,-0.8517
2920,0.001211
2921,-1.043
2922,-0.3663
2923,0.4168
2924,-0.1528
2925,-0.1389
2926,0.7341
2927,-0.4157
2928,0.2704
2929,-0.1115
2930,-1.479
2931,-0.09364
2932,-0.4501
2933,0.5057
2934,-0.6513
2935,0.5528
2936,-0.4386
2937,0.2735
2938,0.2933
2939,0.2006
2940,0.1699
2941,-0.2286
2942,-0.03895
2943,-0.5922
2944,0.5226
2945,-0.1255
2946,-0.3181
2947,-0.2408
2948,0.7575
2949,0.3315
2950,0.07147
2951,0.1682
2952,-0.4687
2953,1.682
2954,-0.4547
2955,-0.308
2956,-0.2734
2957,-0.0312
2958,0.5628
2959,1.489
2960,-0.03919
2961,0.2869
2962,0.29
2963,-0.6213
2964,0.304
2965,0.3811
2966,1.033
2967,0.1226
2968,1.028
2969,0.1308
2970,0.7347
2971,-0.07687
2972,0.6702
2973,-0.03694
2974,0.5081
2975,0.8051
2976,-0.5309
2977,-0.3058
2978,1.351
2979,1.614
2980,-0.2597
2981,-0.3238
2982,-0.03779
2983,-0.2815
2984,-0.0665
2985,-0.3097
2986,0.7546
2987,0.5223
2988,-0.3949
2989,0.3235
2990,0.04897
2991,1.384
2992,1.044
2993,0.7814
2994,0.213
2995,-0.05265
2996,0.4195
2997,-0.6561
2998,-0.1038
2999,0.3324
3000,0.8554
