MDTU,plaq,Re(det),Im(det),link
1,1.84418,0.00255892,0.00088233,0.128902
2,1.8345,0.00252695,0.000869123,0.140298
3,1.8345,0.00252695,0.000869123,0.140298
4,1.8345,0.00252695,0.000869123,0.140298
5,1.8345,0.00252695,0.000869123,0.140298
6,1.8345,0.00252695,0.000869123,0.140298
7,1.8345,0.00252695,0.000869123,0.140298
8,1.8345,0.00252695,0.000869123,0.140298
9,1.8345,0.00252695,0.000869123,0.140298
10,1.8345,0.00252695,0.000869123,0.140298
11,1.84041,0.00285333,0.00104002,0.146166
12,1.84041,0.00285333,0.00104002,0.146166
13,1.84041,0.00285333,0.00104002,0.146166
14,1.84819,0.00293193,0.000998,0.154329
15,1.84596,0.00293884,0.00103385,0.158906
16,1.84596,0.00293884,0.00103385,0.158906
17,1.84596,0.00293884,0.00103385,0.158906
18,1.84596,0.00293884,0.00103385,0.158906
19,1.84596,0.00293884,0.00103385,0.158906
20,1.84596,0.00293884,0.00103385,0.158906
21,1.84596,0.00293884,0.00103385,0.158906
22,1.82698,0.00280257,0.000966845,0.16236
23,1.82698,0.00280257,0.000966845,0.16236
24,1.8437,0.0029355,0.001048,0.16923
25,1.8437,0.0029355,0.001048,0.16923
26,1.8437,0.0029355,0.001048,0.16923
27,1.85401,0.00317034,0.00109497,0.178795
28,1.87376,0.00336904,0.00119004,0.186176
29,1.87376,0.00336904,0.00119004,0.186176
30,1.87918,0.00351264,0.00120274,0.189023
31,1.87918,0.00351264,0.00120274,0.189023
32,1.87918,0.00351264,0.00120274,0.189023
33,1.89934,0.00390522,0.00137973,0.192378
34,1.90764,0.00391701,0.00138339,0.19202
35,1.91315,0.00395839,0.00133861,0.192001
36,1.91315,0.00395839,0.00133861,0.192001
37,1.91315,0.00395839,0.00133861,0.192001
38,1.92914,0.00449664,0.00158147,0.206995
39,1.9305,0.00450806,0.00157391,0.212385
40,1.9305,0.00450806,0.00157391,0.212385
41,1.9305,0.00450806,0.00157391,0.212385
42,1.9305,0.00450806,0.00157391,0.212385
