ReTr(Lx),ImTr(Lx)
-0.0654935,0.0161002
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.115465,0.0121273
-0.0499667,0.02981
-0.0499667,0.02981
-0.0499667,0.02981
-0.0844705,0.00558769
0.0207909,0.0606236
0.0207909,0.0606236
0.0207909,0.0606236
0.0207909,0.0606236
0.0207909,0.0606236
0.0207909,0.0606236
0.0207909,0.0606236
0.0136996,0.00584117
0.0136996,0.00584117
0.0506191,0.00174705
0.0506191,0.00174705
0.0506191,0.00174705
0.0277573,0.0626875
0.059502,0.0144466
0.059502,0.0144466
-0.000782791,0.000691983
-0.000782794,0.000691983
-0.000782794,0.000691983
-0.0966896,0.0227033
-0.0551295,0.0333388
-0.0913214,0.0237665
-0.0913214,0.0237665
-0.0913214,0.0237665
-0.0652746,0.0755207
-0.113104,0.0615308
-0.113104,0.0615308
-0.113104,0.0615308
-0.113104,0.0615308
-0.0957239,0.0926055
-0.0957239,0.0926055
-0.0957239,0.0926055
-0.111604,0.029453
-0.0790306,-0.0134925
-0.15952,0.0417269
-0.15952,0.0417269
-0.15952,0.0417269
-0.15952,0.0417269
-0.15952,0.0417269
-0.163141,0.0346
-0.106911,0.0273844
-0.148078,0.0474246
-0.104398,0.0317601
-0.0874775,0.0130936
-0.0874775,0.0130936
-0.0777239,0.00107623
-0.031486,0.0165434
-0.0157336,-0.00569591
-0.0157336,-0.00569591
-0.0157336,-0.00569591
-0.0157336,-0.00569591
0.00619306,-0.0359134
0.00619306,-0.0359134
-0.0313831,-0.0318084
-0.0313831,-0.0318084
-0.00462258,-0.0217561
-0.00462258,-0.0217561
0.0253183,-0.00776983
-0.0273387,-0.0153544
-0.025148,-0.0882245
-0.0197469,-0.0733904
-0.0197469,-0.0733904
-0.0197469,-0.0733904
-0.0197469,-0.0733904
-0.0137209,-0.0554945
-0.00822637,-0.0769995
-0.0563982,-0.0266731
-0.0389955,-0.0533643
-0.0918217,-0.056057
-0.045783,-0.0373835
-0.045783,-0.0373835
-0.0559625,-0.0238711
-0.0151724,-0.0175464
-0.0660159,-0.0181777
-0.0487206,-0.0529698
-0.0330839,-0.011071
-0.0720227,-0.0014244
-0.0800249,0.0643274
-0.0443694,0.0818347
-0.0607255,0.080056
-0.0710979,0.0367819
-0.0710979,0.0367819
-0.0227975,0.0399491
-0.0227975,0.0399491
-0.0496336,0.0825027
-0.0513743,0.0526596
-0.0513743,0.0526596
-0.0513743,0.0526596
-0.0513743,0.0526596
-0.0513743,0.0526596
-0.0513743,0.0526596
-0.0398987,0.0585644
-0.0398987,0.0585644
-0.0203527,0.0538783
0.0367707,0.0458786
0.0367707,0.0458786
0.0517077,0.0499928
0.0840083,0.0628056
0.0474854,0.0384613
0.0474854,0.0384613
0.0474854,0.0384613
0.0474854,0.0384613
0.0333403,-0.00734863
-0.0209304,-0.00548229
