t,e^(-dS)
1,18563988559203136
2,0.6812
3,0.250574
4,0.402685
5,0.58737
6,0.480417
7,0.17308
8,0.884352
9,0.381517
10,0.143704
11,1.1378
12,0.14356
13,0.447625
14,0.340275
15,0.786943
16,0.495791
17,0.125556
18,0.278873
19,0.157552
20,0.742079
21,0.163654
22,1.57617
23,0.465474
24,0.473975
25,0.0378926
26,0.311299
27,1.63738
28,0.424943
29,0.164969
30,1.03643
31,0.349239
32,0.229008
33,0.353101
34,0.575222
35,0.449779
36,0.433528
37,0.119314
38,0.904973
39,0.848827
40,0.0807821
41,0.0913552
42,0.282522
43,1.82339
44,0.410245
45,0.223577
46,1.20901
47,0.320139
48,0.5052
49,0.0895463
50,0.147047
51,0.434787
52,0.217186
53,0.376702
54,0.311923
55,0.659087
56,0.366777
57,0.347844
58,0.364583
59,1.30996
60,0.530307
61,0.186747
62,0.257689
63,0.0852643
64,0.33088
65,1.79284
66,0.201493
67,1.14763
68,0.350288
69,0.159773
70,0.621388
71,1.6346
72,0.222239
73,0.914571
74,0.641915
75,0.331211
76,0.575912
77,0.246597
78,0.690527
79,0.191475
80,0.981965
81,1.18388
82,1.49227
83,0.300893
84,0.291417
85,0.441976
86,1.5174
87,0.566035
88,0.695517
89,2.41621
90,1.32485
91,0.857015
92,0.690182
93,0.281957
94,0.986413
95,0.412962
96,0.406976
97,0.515458
98,1.27864
99,0.915953
100,0.373439
101,0.384928
102,0.322066
103,0.89682
104,0.144424
105,1.23726
106,0.180685
107,4.79225
108,0.472272
109,0.538321
110,0.274721
111,0.334205
112,1.71515
113,0.318861
114,0.435918
115,0.671528
116,1.03914
117,1.29823
118,0.658691
119,3.57155
120,2.1387
121,1.15062
122,3.29366
123,0.765443
124,0.408608
125,1.98397
126,1.45136
127,2.69231
128,3.59664
129,0.481572
130,0.514943
131,1.44745
132,2.12485
133,0.237877
134,0.548592
135,0.328572
136,0.489486
137,1.55085
138,0.619774
139,0.588075
140,1.03345
141,1.35717
142,2.63031
143,1.45965
144,4.51317
145,0.734989
146,0.486704
147,0.253346
148,0.998671
149,0.935654
150,0.550901
151,1.68708
152,1.33656
153,1.74246
154,1.93828
155,0.570011
156,0.556939
157,0.361678
158,0.493763
159,0.671662
160,1.38085
161,3.05567
162,5.92393
163,1.01106
164,2.14384
165,1.44788
166,8.89954
167,4.41497
168,1.70694
169,6.15953
170,3.60024
171,1.31917
172,9.04308
173,14.9992
174,12.7178
175,11.1786
176,60.0393
177,5.58453
178,9.55438
179,0.415946
180,0.310367
181,0.154741
182,0.517938
183,0.30851
184,0.0492424
185,0.0902655
186,0.0360445
187,0.484906
188,0.0117606
189,0.0299568
190,0.0320326
191,0.032161
192,0.013447
193,0.0388907
194,0.044735
195,0.0163914
196,0.022126
197,0.169653
198,0.028297
199,0.0306231
200,0.015592
201,0.0188546
202,0.143992
203,0.0596059
204,0.0192547
205,0.0102344
206,0.132523
207,0.0320647
208,0.0986675
209,0.0259392
210,0.0329093
211,0.0274882
212,0.0146693
213,0.0135009
214,0.0208584
215,0.0517671
