MDTU,abs_delta_S
827,0.6441
828,0.3397
829,0.1964
830,0.8627
831,0.1471
832,0.2744
833,2.151
834,0.3755
835,0.8794
836,0.5305
837,0.4944
838,1.052
839,1.847
840,0.6233
841,0.9588
842,0.2341
843,0.4265
844,0.1335
845,1.483
846,0.5256
847,0.171
848,1.114
849,0.349
850,0.5214
851,0.8433
852,1.878
853,0.3149
854,1.033
855,0.5557
856,1.31
857,0.4141
858,0.5016
859,0.0878
860,0.08607
861,0.1432
862,0.4236
863,2.24
864,1.332
865,0.8474
866,0.04952
867,1.648
868,0.7134
869,0.5652
870,0.5267
871,0.5363
872,0.3663
873,0.1372
874,0.2057
875,0.3084
876,0.3719
877,0.1749
878,0.4542
879,0.5795
880,0.2689
881,0.0345
882,0.4073
883,0.3574
884,0.6771
885,0.5809
886,0.1528
887,0.2384
888,0.4301
889,0.4108
890,0.8872
891,0.04625
892,1.225
893,0.6118
894,1.854
895,0.4579
896,0.5035
897,0.0191
898,0.7151
899,0.1219
900,0.2978
901,1.008
902,0.4341
903,0.6333
904,0.4679
905,0.09453
906,0.2562
907,0.6458
908,0.6942
909,0.1933
910,0.2608
911,1.239
912,0.5961
913,1.394
914,0.01404
915,0.3825
916,2.136
917,0.8322
918,0.4665
919,0.3933
920,0.06604
921,0.8426
922,0.8589
923,0.7204
924,0.2853
925,0.02109
926,0.183
927,0.1534
928,0.03946
929,0.7666
930,0.1543
931,0.315
932,0.5924
933,0.2122
934,0.4297
935,1.55
936,0.5039
937,1.266
938,2.009
939,0.8365
940,0.7397
941,0.5158
942,1.527
943,1.007
944,0.2374
945,0.6789
946,0.06805
947,0.09409
948,0.7505
949,0.1321
950,0.2236
951,0.9448
952,0.8427
953,0.2134
954,0.2622
955,0.06327
956,0.58
957,0.9385
958,0.4713
959,0.1643
960,0.005286
961,0.4324
962,0.402
963,0.1244
964,0.4433
965,0.349
966,0.569
967,1.299
968,0.4563
969,0.3435
970,0.6146
971,0.5183
972,1.054
973,0.03566
974,0.3649
975,1.626
976,0.4395
977,0.1907
978,0.3865
979,0.4913
980,0.4322
981,0.868
982,0.03249
983,0.07265
984,0.03752
985,0.2184
986,0.07591
987,0.2078
988,1.065
989,0.4017
990,0.6823
991,0.1309
992,1.078
993,1.893
994,0.752
995,0.8838
996,0.3284
997,0.2978
998,0.7836
999,0.5295
1000,0.6015
1001,0.6411
1002,0.3706
1003,0.6782
1004,0.4706
1005,1.197
1006,0.5619
1007,0.1143
1008,1.202
1009,0.3635
1010,0.5107
1011,0.37
1012,1.71
1013,0.1881
1014,0.7727
1015,0.1344
1016,0.7544
1017,0.5168
1018,0.4102
1019,0.06057
1020,0.0888
1021,0.6753
1022,0.9819
1023,1.021
1024,0.4892
1025,1.478
1026,0.597
1027,0.9583
1028,0.8758
1029,0.02722
1030,0.07749
1031,1.371
1032,0.4792
1033,0.436
1034,0.346
1035,0.4218
1036,0.06917
1037,0.7024
1038,0.2933
1039,1.273
1040,0.3438
1041,0.5247
1042,0.5721
1043,0.6948
1044,0.2051
1045,0.5514
1046,0.3832
1047,1.074
1048,0.2601
1049,1.014
1050,0.7704
1051,0.3402
1052,0.9737
1053,0.2527
1054,0.286
1055,0.00674
1056,0.6567
1057,0.6327
1058,0.4361
1059,0.21
1060,0.1557
1061,0.6461
1062,0.1674
1063,0.4703
1064,0.4026
1065,0.2254
1066,0.1624
1067,0.1146
1068,0.9081
1069,0.292
1070,0.6754
1071,0.3458
1072,0.7637
1073,1.465
1074,0.4618
1075,1.408
1076,1.629
1077,0.4508
1078,0.006169
1079,0.6325
1080,0.4923
1081,0.2363
1082,0.9128
1083,1.182
1084,0.1486
1085,0.7514
1086,0.37
1087,1.477
1088,0.5778
1089,1.091
1090,0.104
1091,0.5591
1092,1.099
1093,0.6612
1094,0.528
1095,0.4172
1096,0.5722
1097,1.11
1098,0.756
1099,0.2999
1100,0.623
1101,1.796
1102,0.7521
1103,0.6259
1104,0.9482
1105,0.5667
1106,0.3142
1107,0.7515
1108,1.734
1109,0.5139
1110,0.2405
1111,0.2181
1112,0.697
1113,0.5691
1114,0.08487
1115,0.4716
1116,0.4044
1117,0.5449
1118,0.3031
1119,0.3223
1120,1.344
1121,1.619
1122,1.198
1123,0.4761
1124,0.4173
1125,1.059
1126,0.3635
1127,1.111
1128,0.9985
1129,0.342
1130,0.9392
1131,0.758
1132,0.9391
1133,0.4829
1134,1.397
1135,0.3526
1136,0.06869
1137,1.419
1138,0.8316
1139,0.6753
1140,0.08078
1141,0.1887
1142,0.08585
1143,0.7072
1144,0.5522
1145,0.2496
1146,0.02884
1147,1.19
1148,0.4973
1149,0.2343
1150,0.4245
1151,0.8021
1152,0.07971
1153,0.7232
1154,0.5308
1155,0.7133
1156,0.6094
1157,0.312
1158,0.0484
1159,0.3038
1160,0.5356
1161,0.7253
1162,0.584
1163,0.3104
1164,0.8649
1165,0.6776
1166,0.5142
1167,1.256
1168,0.8793
1169,0.1562
1170,0.7521
1171,0.8959
1172,0.22
1173,1.871
1174,0.05129
1175,0.2453
1176,0.3357
1177,0.5097
1178,0.7569
1179,0.4865
1180,0.5657
1181,0.5757
1182,0.1765
1183,0.6193
1184,0.2564
1185,0.05656
1186,0.4857
1187,0.6429
1188,0.184
1189,0.3039
1190,0.08606
1191,1.658
1192,0.4266
1193,0.3343
1194,0.4999
1195,0.9883
1196,0.2734
1197,0.4855
1198,0.03
1199,0.1136
1200,0.6215
1201,0.2419
1202,1.075
1203,0.2271
1204,0.6953
1205,0.3844
1206,1.116
1207,0.6083
1208,0.4415
1209,1.015
1210,0.8281
1211,0.08429
1212,0.7022
1213,1.106
1214,0.07562
1215,0.9994
1216,0.4851
1217,0.2922
1218,0.8925
1219,0.0325
1220,1.5
1221,0.1686
1222,0.4388
1223,0.3823
1224,0.7568
1225,1.307
1226,0.5137
1227,0.3662
1228,0.9882
1229,1.79
1230,1.003
1231,0.2133
1232,0.6738
1233,0.6578
1234,0.1624
1235,0.5482
1236,0.1699
1237,1.023
1238,0.8408
1239,0.6716
1240,0.6108
1241,0.2708
1242,0.4315
1243,0.7239
1244,0.1508
1245,0.06715
1246,0.2339
1247,0.2783
1248,0.3997
1249,1.077
1250,0.8324
1251,0.07972
1252,0.4864
1253,0.02811
1254,0.9659
1255,0.2862
1256,0.4819
1257,2.02
1258,0.5546
1259,0.7771
1260,0.1547
1261,0.1224
1262,1.303
1263,0.4383
1264,1.065
1265,0.2895
1266,0.04318
1267,0.3232
1268,0.5468
1269,0.1229
1270,0.6393
1271,0.06864
1272,0.194
1273,0.764
1274,1.711
1275,0.2222
1276,0.6173
1277,0.1089
1278,0.9427
1279,0.7957
1280,1.155
1281,0.3231
1282,0.6389
1283,0.9413
1284,0.1729
1285,0.3456
1286,0.1699
1287,0.1336
1288,1.308
1289,0.1969
1290,0.08332
1291,0.726
1292,0.1008
1293,0.2676
1294,0.1978
1295,0.001357
1296,0.2697
1297,0.2637
1298,1.498
1299,0.545
1300,0.04008
1301,0.1719
1302,1.636
1303,0.00466
1304,1.81
1305,1.228
1306,0.6479
1307,0.02322
1308,0.4498
1309,0.1771
1310,0.07324
1311,0.568
1312,0.1015
1313,0.6074
1314,0.4128
1315,0.8586
1316,0.2498
1317,0.6189
1318,1.147
1319,0.9969
1320,1.963
1321,0.4924
1322,0.5835
1323,1.348
1324,0.7267
1325,1.696
1326,0.3202
1327,0.1052
1328,0.09498
1329,0.1057
1330,0.9267
1331,0.1938
1332,0.2341
1333,1.5
1334,1.597
1335,1.044
1336,0.1989
1337,0.8769
1338,0.2063
1339,0.7962
1340,0.8103
1341,0.2759
1342,1.436
1343,0.6844
1344,1.937
1345,0.8783
1346,0.3835
1347,0.4751
1348,0.6878
1349,0.1403
1350,0.09708
1351,0.1981
1352,1.95
1353,0.5824
1354,0.905
1355,1.847
1356,0.7394
1357,0.5513
1358,0.4201
1359,1.42
1360,1.118
1361,0.2052
1362,0.03626
1363,0.7204
1364,0.7277
1365,1.3
1366,0.8373
1367,0.2577
1368,0.1258
1369,1.433
1370,0.8066
1371,0.1248
1372,2.004
1373,0.1719
1374,0.7897
1375,0.3729
1376,0.1647
1377,0.1598
1378,0.03326
1379,0.1206
1380,0.1374
1381,0.4272
1382,0.1522
1383,1.215
1384,0.1358
1385,0.9311
1386,0.884
1387,0.4988
1388,1.184
1389,0.02046
1390,0.3586
1391,0.1039
1392,0.5846
1393,0.196
1394,0.02852
1395,0.0292
1396,2.278
1397,1.704
1398,0.2209
1399,0.03847
1400,0.03871
1401,0.3806
1402,1.05
1403,0.2747
1404,0.5077
1405,0.5446
1406,1.713
1407,0.6967
1408,1.343
1409,0.5717
1410,0.3148
1411,1.689
1412,0.03348
1413,0.6732
1414,0.4411
1415,1.134
1416,0.1803
1417,1.372
1418,0.7793
1419,0.7929
1420,0.09265
1421,0.6523
1422,0.4061
1423,0.4027
1424,0.848
1425,0.5301
1426,1.039
1427,0.2864
1428,0.3752
1429,0.9344
1430,0.9066
1431,1.922
1432,2.36
1433,1.517
1434,0.2419
1435,0.02142
1436,0.8842
1437,0.1297
1438,0.5928
1439,0.1257
1440,0.9835
1441,0.2567
1442,0.5894
1443,0.1067
1444,0.1017
1445,1.111
1446,0.04058
1447,0.6008
1448,0.01407
1449,0.01057
1450,2.22
1451,0.8465
1452,1.293
1453,0.8604
1454,0.9183
1455,0.2545
1456,0.1611
1457,0.1452
1458,0.3168
1459,0.8573
1460,0.9012
1461,0.075
1462,0.6483
1463,0.5018
1464,0.7938
1465,1.456
1466,0.5552
1467,0.2383
1468,0.6747
1469,0.6285
1470,1.572
1471,0.3459
1472,0.9106
1473,0.9069
1474,0.9882
1475,0.5726
1476,0.7701
1477,0.8795
1478,0.7135
1479,0.4886
1480,1.01
1481,0.3544
1482,0.327
1483,0.3024
1484,0.325
1485,1.168
1486,0.1158
1487,0.5083
1488,0.1586
1489,0.09473
1490,0.2853
1491,0.3161
1492,1.21
1493,0.3609
1494,1.101
1495,0.2667
1496,0.3276
1497,0.6096
1498,1.01
1499,0.02293
1500,0.6702
1501,0.801
1502,0.6082
1503,0.1849
1504,0.1238
1505,1.488
1506,0.0104
1507,0.1453
1508,0.9698
1509,1.148
1510,0.1235
1511,0.249
1512,1.813
1513,1.037
1514,0.1545
1515,1.15
1516,0.3898
1517,1.147
1518,1.467
1519,0.7505
1520,0.7251
1521,0.5329
1522,0.0571
1523,0.02644
1524,1.581
1525,0.6368
1526,1.15
1527,0.5462
1528,0.4995
1529,0.2356
1530,0.5901
1531,0.1063
1532,2.041
1533,1.264
1534,1.539
1535,0.7866
1536,0.847
1537,0.2269
1538,0.5741
1539,0.2747
1540,0.595
1541,0.4282
1542,0.7762
1543,0.4797
1544,0.3434
1545,1.866
1546,0.3931
1547,0.5718
1548,1.982
1549,0.7769
1550,1.307
1551,0.6048
1552,0.1087
1553,1.323
1554,1.032
1555,0.1979
1556,1.529
1557,0.7621
1558,0.5407
1559,0.1716
1560,0.7672
1561,0.004514
1562,1.293
1563,0.2934
1564,0.4895
1565,0.2483
1566,0.2455
1567,0.3035
1568,0.295
1569,0.5291
1570,0.2416
1571,0.01253
1572,0.6009
1573,0.7312
1574,0.06117
1575,0.2349
1576,0.119
1577,1.214
1578,0.6515
1579,0.5315
1580,0.08556
1581,0.5095
1582,0.1178
1583,0.8118
1584,0.1098
1585,1.128
1586,1.244
1587,1.327
1588,0.09956
1589,0.5056
1590,0.3743
1591,0.3236
1592,0.03851
1593,0.4005
1594,0.1276
1595,1.213
1596,0.3147
1597,0.7368
1598,0.6126
1599,0.3859
1600,0.4151
1601,0.3491
1602,0.4722
1603,0.2899
1604,0.01893
1605,0.5659
1606,0.2052
1607,0.6814
1608,0.8426
1609,0.3837
1610,0.7011
1611,0.0935
1612,0.5433
1613,0.0595
1614,0.2089
1615,0.647
1616,0.1932
1617,0.288
1618,0.7142
1619,0.8672
1620,0.08715
1621,0.4938
1622,0.247
1623,0.2428
1624,0.2875
1625,0.2177
1626,0.1305
1627,0.3816
1628,0.3759
1629,0.3673
1630,0.4244
1631,1.262
1632,0.2342
1633,0.4528
1634,0.9015
1635,0.6474
1636,1.203
1637,0.01051
1638,0.269
1639,0.1709
1640,0.8589
1641,0.893
1642,0.7024
1643,0.4128
1644,0.005536
1645,0.4346
1646,0.1278
1647,0.9809
1648,0.3056
1649,1.39
1650,0.2954
1651,0.2133
1652,0.08773
1653,0.3795
1654,0.6863
1655,0.07141
1656,0.1075
1657,0.505
1658,0.7935
1659,1.262
1660,0.03108
1661,1.06
1662,1.69
1663,0.7478
1664,0.4385
1665,0.3228
1666,2.034
1667,0.1791
1668,0.8733
1669,0.0926
1670,1.021
1671,0.7091
1672,0.4461
1673,0.9241
1674,0.5972
1675,0.8937
1676,1.239
1677,0.8851
1678,0.4365
1679,0.3586
1680,0.05456
1681,0.3548
1682,0.06027
1683,0.6591
1684,0.7943
1685,1.439
1686,1.118
1687,1.119
1688,0.5035
1689,1.272
1690,0.2932
1691,0.4948
1692,0.8342
1693,0.05774
1694,0.1336
1695,0.2654
1696,0.3693
1697,0.114
1698,0.1891
1699,0.4728
1700,0.3595
1701,0.308
1702,0.2079
1703,0.9759
1704,0.7555
1705,0.691
1706,0.4301
1707,1.204
1708,0.4089
1709,0.7384
1710,0.5909
1711,1.091
1712,0.6563
1713,0.3028
1714,0.01086
1715,0.1445
1716,0.7418
1717,0.09742
1718,0.4106
1719,0.5425
1720,0.313
1721,0.1759
1722,1.187
1723,0.1415
1724,0.555
1725,0.1663
1726,0.2675
1727,1.477
1728,1.081
1729,0.43
1730,0.2091
1731,0.2211
1732,0.8434
1733,0.3675
1734,0.2746
1735,0.8944
1736,0.4786
1737,0.09909
1738,0.3304
1739,0.1355
1740,0.2786
1741,0.724
1742,0.4794
1743,0.1928
1744,0.6826
1745,0.3761
1746,0.4469
1747,0.2027
1748,0.4861
1749,0.1258
1750,0.8869
1751,0.1267
1752,0.6034
1753,0.3093
1754,0.3174
1755,0.06155
1756,0.01796
1757,1.67
1758,0.4527
1759,0.1629
1760,1.189
1761,0.5577
1762,0.6971
1763,0.3803
1764,0.2951
1765,0.7641
1766,0.1504
1767,0.9955
1768,0.5296
1769,0.9935
1770,0.8001
1771,0.4952
1772,1.115
1773,0.7488
1774,0.606
1775,0.2725
1776,0.2625
1777,1.099
1778,0.1554
1779,1.082
1780,0.3462
1781,0.4518
1782,1.148
1783,0.2009
1784,0.376
1785,0.3979
1786,0.6744
1787,1.706
1788,0.8985
1789,0.4154
1790,0.001116
1791,0.5288
1792,0.7426
1793,0.04342
1794,0.7779
1795,0.124
1796,1.144
1797,0.6145
1798,0.1261
1799,0.5092
1800,0.652
1801,0.7106
1802,0.1096
1803,0.4158
1804,0.3246
1805,0.5275
1806,0.3821
1807,0.3583
1808,0.1939
1809,0.262
1810,0.944
1811,0.5187
1812,0.6121
1813,1.251
1814,0.4152
1815,0.08575
1816,0.9091
1817,0.03821
1818,0.9299
1819,1.569
1820,0.8344
1821,0.05942
1822,0.5106
1823,0.4287
1824,1.416
1825,0.9914
1826,1.014
1827,0.5
1828,0.2916
1829,0.2267
1830,1.121
1831,0.4036
1832,0.5856
1833,0.4418
1834,0.702
1835,0.6899
1836,0.2517
1837,0.04604
1838,0.04686
1839,0.07531
1840,1.382
1841,0.3597
1842,1.358
1843,0.8638
1844,0.9352
1845,0.2287
1846,0.8991
1847,0.1754
1848,0.8058
1849,0.2839
1850,0.3585
1851,1.132
1852,0.965
1853,0.5653
1854,0.6505
1855,0.8464
1856,0.5902
1857,0.7146
1858,0.007006
1859,0.8513
1860,0.1043
1861,1.622
1862,0.4556
1863,0.185
1864,0.7933
1865,0.1779
1866,0.1234
1867,0.255
1868,0.4115
1869,0.003317
1870,1.488
1871,0.4813
1872,0.2404
1873,0.4091
1874,0.2078
1875,1.6
1876,1.166
1877,0.05294
1878,0.05044
1879,0.5248
1880,0.9475
1881,0.4727
1882,1.223
1883,0.5874
1884,0.1481
1885,0.2636
1886,0.9652
1887,0.3622
1888,0.4013
1889,0.3339
1890,0.2957
1891,0.7073
1892,0.5896
1893,0.3121
1894,0.6638
1895,0.151
1896,1.121
1897,0.4013
1898,0.7852
1899,0.7683
1900,0.2333
1901,1.139
1902,1.038
1903,0.7926
1904,0.1876
1905,1.203
1906,0.746
1907,0.06895
1908,1.298
1909,0.05382
1910,1.03
1911,0.4944
1912,0.6606
1913,0.7581
1914,0.2707
1915,0.4083
1916,1.531
1917,0.2176
1918,1.085
1919,0.721
1920,0.1123
1921,0.1323
1922,0.2205
1923,0.6253
1924,0.1369
1925,0.8478
1926,0.3285
1927,0.01766
1928,0.8007
1929,0.6091
1930,0.3981
1931,0.1424
1932,0.6728
1933,1.234
1934,0.8512
1935,0.6601
1936,0.07521
1937,0.6304
1938,0.2457
1939,0.1406
1940,0.6207
1941,0.2559
1942,0.6358
1943,0.5383
1944,0.2378
1945,0.2382
1946,0.1384
1947,0.1191
1948,1.024
1949,1.118
1950,0.1615
1951,0.06638
1952,0.1522
1953,0.6496
1954,0.01509
1955,0.06524
1956,0.2162
1957,0.3358
1958,0.08924
