ReTr(Lx),ImTr(Lx)
-0.00179319,0.00047391
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00314004,0.000948235
-0.00355251,-0.000711698
-0.00355251,-0.000711698
-0.00355251,-0.000711698
-0.00425951,-0.00159303
0.000198649,0.00135524
0.000198649,0.00135524
0.000198649,0.00135524
0.000198649,0.00135524
0.000198649,0.00135524
0.000198649,0.00135524
0.000198649,0.00135524
0.000581941,0.000302781
0.000581941,0.000302781
0.000733937,0.00153019
0.000733937,0.00153019
0.000733937,0.00153019
0.00172616,0.00324662
0.000857024,0.000336718
0.000857024,0.000336718
-0.000213089,-0.00263175
-0.000213089,-0.00263175
-0.000213089,-0.00263175
-0.00190165,-0.000674424
-0.000429289,0.000245567
-0.00116892,-0.0010053
-0.00116892,-0.0010053
-0.00116892,-0.0010053
-0.000315839,-7.85005e-05
-0.00387386,-0.00119027
-0.00387386,-0.00119027
-0.00387386,-0.00119027
-0.00387386,-0.00119027
-0.00215523,0.000841759
-0.00215523,0.000841759
-0.00215523,0.000841759
-0.00233887,0.00362604
-0.000844759,0.00014007
-0.00392335,0.00127569
-0.00392335,0.00127569
-0.00392335,0.00127569
-0.00392335,0.00127569
-0.00392335,0.00127569
-0.00413106,0.00121993
-0.00133153,0.000964551
-0.00345516,0.00332795
-0.00296272,0.00257695
-0.00430404,0.00164326
-0.00430404,0.00164326
-0.00134383,0.00195199
-0.00159296,0.00289326
-0.00121799,0.000312576
-0.00121799,0.000312576
-0.00121799,0.000312576
-0.00121799,0.000312576
-0.000753905,0.000159651
-0.000753905,0.000159651
-0.00169085,-0.00110722
-0.00169085,-0.00110722
0.000155271,0.000637307
0.000155271,0.000637307
0.000443366,0.000977407
-0.00202619,9.45207e-05
-0.000956851,-0.00346581
-0.00101735,-0.00282629
-0.00101735,-0.00282629
-0.00101735,-0.00282629
-0.00101735,-0.00282629
-0.00264821,-0.00332272
-0.00171347,-0.0032463
-0.00214346,-0.00143
-0.00193804,0.000526407
-0.00194464,-0.00153696
0.00014232,-0.00151253
0.00014232,-0.00151253
-0.000132011,-0.00158426
0.000587595,-0.00175231
-0.00217984,-0.00184619
-0.000814064,-0.00185017
0.000204786,-0.000449724
-0.00205231,-0.000780344
-0.00177943,0.00249887
-0.00046995,0.00453194
-0.00125337,0.00416148
-0.0025933,0.00047718
-0.0025933,0.00047718
-0.00135351,0.00152673
-0.00135351,0.00152673
-0.00113733,0.00296037
-0.00161131,0.00281799
-0.00161131,0.00281799
-0.00161131,0.00281799
-0.00161131,0.00281799
-0.00161131,0.00281799
-0.00161131,0.00281799
-0.000771825,0.00205314
-0.000771825,0.00205314
0.000442909,0.000453516
0.00080133,0.000258754
0.00080133,0.000258754
0.00100712,0.000110764
0.000410647,0.000892818
0.000348693,0.000736896
0.000348693,0.000736896
0.000348693,0.000736896
0.000348693,0.000736896
0.000752591,-0.000466911
5.31402e-05,-0.00164711
5.31402e-05,-0.00164711
0.000976235,-0.00027847
-0.000174964,5.90209e-05
-0.000665949,-0.00107541
-0.000188221,-0.00152918
-0.000188221,-0.00152918
-0.000375825,-0.000954594
-0.000271584,0.000130678
-0.000500094,-0.000209382
-0.000253978,-0.000173669
0.000126525,-0.000376072
0.000180886,-0.000496439
-0.000354478,-0.000554335
-0.000609857,-0.000128941
-0.000135926,-2.49665e-05
-0.000135926,-2.49665e-05
0.000150545,-0.000414271
0.00036345,-0.000380885
-4.10485e-05,-8.16504e-05
0.000154351,-0.000271971
0.000154351,-0.000271971
0.000154351,-0.000271971
3.46739e-05,-0.000171829
0.000632525,-0.000157581
0.000343893,3.37576e-05
0.000300578,-9.09673e-05
-0.000128524,-0.000137776
-0.000128524,-0.000137776
-0.000128524,-0.000137776
-3.87855e-05,2.53387e-05
-0.000117778,-0.000278045
-0.000117778,-0.000278045
-0.000121339,-7.88752e-05
-0.00020408,-6.88594e-05
-8.61495e-05,6.45345e-05
0.000184342,-0.000123298
3.70185e-05,0.000200148
-2.23456e-05,0.000138366
-2.23456e-05,0.000138366
-2.23456e-05,0.000138366
-2.23456e-05,0.000138366
8.99906e-06,4.99491e-05
9.86232e-05,0.000340713
7.3243e-06,6.80408e-05
0.0001736,0.000161445
9.71805e-05,-6.21192e-05
2.20118e-05,-7.89781e-06
-3.72901e-05,0.00015755
-0.000102798,1.44399e-05
8.84474e-06,1.73044e-05
-2.41821e-05,-3.00222e-06
3.94878e-05,5.85079e-05
2.04885e-05,6.26736e-06
-2.81737e-06,2.6465e-05
-1.07991e-05,1.06036e-06
9.38424e-06,-1.35517e-06
1.29546e-07,-6.23896e-06
6.42317e-06,2.44373e-06
2.4006e-06,6.25528e-06
3.0163e-07,4.72527e-07
-4.15797e-07,9.42625e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
-1.9891e-07,-3.64739e-07
2.29072e-07,-1.29463e-07
2.29072e-07,-1.29463e-07
2.29072e-07,-1.29463e-07
2.29072e-07,-1.29463e-07
2.29072e-07,-1.29463e-07
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
1.93835e-07,6.5007e-08
-9.0077e-09,6.25723e-08
-9.0077e-09,6.25723e-08
-9.0077e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
-9.00771e-09,6.25723e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
3.09911e-08,-1.00425e-08
