MDTU,|Tr(Lx)|,|Tr(Ly)|
1,0.00185475,0.0117551
2,0.00328009,0.0109184
3,0.00328009,0.0109184
4,0.00328009,0.0109184
5,0.00328009,0.0109184
6,0.00328009,0.0109184
7,0.00328009,0.0109184
8,0.00328009,0.0109184
9,0.00328009,0.0109184
10,0.00328009,0.0109184
11,0.0036231,0.0112032
12,0.0036231,0.0112032
13,0.0036231,0.0112032
14,0.00454766,0.00938911
15,0.00136972,0.00556094
16,0.00136972,0.00556094
17,0.00136972,0.00556094
18,0.00136972,0.00556094
19,0.00136972,0.00556094
20,0.00136972,0.00556094
21,0.00136972,0.00556094
22,0.000655997,0.00260611
23,0.000655997,0.00260611
24,0.0016971,0.00499044
25,0.0016971,0.00499044
26,0.0016971,0.00499044
27,0.00367698,0.00196458
28,0.000920798,0.00206543
29,0.000920798,0.00206543
30,0.00264036,0.00475107
31,0.00264036,0.00475107
32,0.00264036,0.00475107
33,0.0020177,0.00673683
34,0.000494563,0.00603189
35,0.00154175,0.00879955
36,0.00154175,0.00879955
37,0.00154175,0.00879955
38,0.000325448,0.0099468
39,0.0040526,0.00805561
40,0.0040526,0.00805561
41,0.0040526,0.00805561
42,0.0040526,0.00805561
43,0.00231377,0.00691224
44,0.00231377,0.00691224
45,0.00231377,0.00691224
46,0.00431491,0.00518989
47,0.000856293,0.00756857
48,0.00412554,0.00676815
49,0.00412554,0.00676815
50,0.00412554,0.00676815
51,0.00412554,0.00676815
52,0.00412554,0.00676815
53,0.00430743,0.00573183
54,0.00164418,0.00376679
55,0.00479723,0.00237243
56,0.00392663,0.00226007
57,0.00460707,0.00139189
58,0.00460707,0.00139189
59,0.00236984,0.00105568
60,0.0033028,0.00354936
61,0.00125746,0.00385156
62,0.00125746,0.00385156
63,0.00125746,0.00385156
64,0.00125746,0.00385156
65,0.000770624,0.00347484
66,0.000770624,0.00347484
67,0.00202111,0.00271787
68,0.00202111,0.00271787
69,0.00065595,0.00343436
70,0.00065595,0.00343436
71,0.00107327,0.000958723
72,0.00202839,0.00304911
73,0.00359547,0.00250391
74,0.00300381,0.000451542
75,0.00300381,0.000451542
76,0.00300381,0.000451542
77,0.00300381,0.000451542
78,0.00424894,0.000593984
79,0.00367076,0.00219131
80,0.00257669,0.00091401
81,0.00200826,0.000410439
82,0.00247868,0.000438941
83,0.00151921,0.000726439
84,0.00151921,0.000726439
85,0.00158975,3.33354e-05
86,0.00184821,0.000905463
87,0.00285659,0.00108626
88,0.00202135,0.0013168
89,0.000494155,0.000263212
90,0.00219566,0.000722096
91,0.00306769,0.000426908
92,0.00455624,0.00105144
93,0.00434613,0.00144407
94,0.00263684,0.00099563
95,0.00263684,0.00099563
96,0.00204032,0.00245285
97,0.00204032,0.00245285
98,0.00317133,0.00189846
99,0.00324613,0.000605269
100,0.00324613,0.000605269
101,0.00324613,0.000605269
102,0.00324613,0.000605269
103,0.00324613,0.000605269
104,0.00324613,0.000605269
105,0.00219342,0.000554403
106,0.00219342,0.000554403
107,0.000633913,0.000153106
108,0.000842071,0.000566824
109,0.000842071,0.000566824
110,0.00101319,0.00029762
111,0.000982728,0.000951097
112,0.000815232,0.000895227
113,0.000815232,0.000895227
114,0.000815232,0.000895227
115,0.000815232,0.000895227
116,0.000885663,0.00159136
117,0.00164797,0.000915961
118,0.00164797,0.000915961
119,0.00101518,0.000789804
120,0.00018465,0.000910157
121,0.00126491,0.00197056
122,0.00154072,0.0013284
123,0.00154072,0.0013284
124,0.00102591,7.2855e-05
125,0.000301387,0.000621362
126,0.000542158,0.00169671
127,0.000307677,0.000823157
128,0.000396786,0.00104154
129,0.000528367,0.00116685
130,0.000657983,0.000872608
131,0.000623339,0.000672853
132,0.0001382,0.000474334
133,0.0001382,0.000474334
134,0.000440777,0.000903807
135,0.000526469,0.000494522
136,9.1388e-05,0.000208268
137,0.000312718,0.000428184
138,0.000312718,0.000428184
139,0.000312718,0.000428184
140,0.000175292,9.17244e-05
141,0.000651859,0.000122288
142,0.000345545,0.000146081
143,0.000314041,0.00039787
144,0.000188416,4.61174e-05
145,0.000188416,4.61174e-05
146,0.000188416,4.61174e-05
147,4.63289e-05,0.000132494
148,0.000301961,7.56114e-05
149,0.000301961,7.56114e-05
150,0.000144722,0.000247867
151,0.000215384,0.000456873
152,0.00010764,0.000118259
153,0.000221776,0.000189171
154,0.000203542,3.77704e-05
155,0.000140159,0.000203382
156,0.000140159,0.000203382
157,0.000140159,0.000203382
158,0.000140159,0.000203382
159,5.07533e-05,0.000279471
160,0.000354699,0.000213745
161,6.84338e-05,7.37117e-05
162,0.000237068,0.000130939
163,0.000115338,0.000217821
164,2.33857e-05,2.34571e-05
165,0.000161903,5.68622e-05
166,0.000103808,0.000122237
167,1.94338e-05,2.56821e-05
168,2.43678e-05,4.05834e-05
169,7.05865e-05,1.71714e-05
170,2.14256e-05,1.40026e-05
171,2.66145e-05,5.99267e-06
172,1.0851e-05,1.05962e-05
173,9.48158e-06,2.09823e-06
174,6.24031e-06,3.52039e-06
175,6.87233e-06,4.94657e-06
176,6.7001e-06,6.126e-07
177,5.60592e-07,6.55594e-07
178,1.03026e-06,1.41272e-07
179,4.15451e-07,4.47496e-08
180,4.15451e-07,4.47496e-08
181,4.15451e-07,4.47496e-08
182,4.15451e-07,4.47496e-08
183,4.15451e-07,4.47496e-08
184,4.15451e-07,4.47496e-08
185,4.15451e-07,4.47496e-08
186,4.15451e-07,4.47496e-08
187,2.63125e-07,1.5696e-08
188,2.63125e-07,1.5696e-08
189,2.63125e-07,1.5696e-08
190,2.63125e-07,1.5696e-08
191,2.63125e-07,1.5696e-08
192,2.04445e-07,4.1875e-08
193,2.04445e-07,4.1875e-08
194,2.04445e-07,4.1875e-08
195,2.04445e-07,4.1875e-08
196,2.04445e-07,4.1875e-08
197,2.04445e-07,4.1875e-08
198,2.04445e-07,4.1875e-08
199,2.04445e-07,4.1875e-08
200,2.04445e-07,4.1875e-08
201,2.04445e-07,4.1875e-08
202,2.04445e-07,4.1875e-08
203,2.04445e-07,4.1875e-08
204,2.04445e-07,4.1875e-08
205,2.04445e-07,4.1875e-08
206,2.04445e-07,4.1875e-08
207,2.04445e-07,4.1875e-08
208,2.04445e-07,4.1875e-08
209,2.04445e-07,4.1875e-08
210,2.04445e-07,4.1875e-08
211,2.04445e-07,4.1875e-08
212,2.04445e-07,4.1875e-08
213,2.04445e-07,4.1875e-08
214,2.04445e-07,4.1875e-08
215,2.04445e-07,4.1875e-08
216,2.04445e-07,4.1875e-08
217,2.04445e-07,4.1875e-08
218,2.04445e-07,4.1875e-08
219,2.04445e-07,4.1875e-08
220,2.04445e-07,4.1875e-08
221,2.04445e-07,4.1875e-08
222,2.04445e-07,4.1875e-08
223,2.04445e-07,4.1875e-08
224,2.04445e-07,4.1875e-08
225,2.04445e-07,4.1875e-08
226,2.04445e-07,4.1875e-08
227,2.04445e-07,4.1875e-08
228,2.04445e-07,4.1875e-08
229,2.04445e-07,4.1875e-08
230,2.04445e-07,4.1875e-08
231,2.04445e-07,4.1875e-08
232,2.04445e-07,4.1875e-08
233,2.04445e-07,4.1875e-08
234,2.04445e-07,4.1875e-08
235,2.04445e-07,4.1875e-08
236,2.04445e-07,4.1875e-08
237,2.04445e-07,4.1875e-08
238,2.04445e-07,4.1875e-08
239,2.04445e-07,4.1875e-08
240,2.04445e-07,4.1875e-08
241,2.04445e-07,4.1875e-08
242,2.04445e-07,4.1875e-08
243,2.04445e-07,4.1875e-08
244,2.04445e-07,4.1875e-08
245,2.04445e-07,4.1875e-08
246,2.04445e-07,4.1875e-08
247,2.04445e-07,4.1875e-08
248,2.04445e-07,4.1875e-08
249,2.04445e-07,4.1875e-08
250,2.04445e-07,4.1875e-08
251,2.04445e-07,4.1875e-08
252,2.04445e-07,4.1875e-08
253,2.04445e-07,4.1875e-08
254,2.04445e-07,4.1875e-08
255,2.04445e-07,4.1875e-08
256,2.04445e-07,4.1875e-08
257,2.04445e-07,4.1875e-08
258,2.04445e-07,4.1875e-08
259,2.04445e-07,4.1875e-08
260,2.04445e-07,4.1875e-08
261,2.04445e-07,4.1875e-08
262,2.04445e-07,4.1875e-08
263,2.04445e-07,4.1875e-08
264,2.04445e-07,4.1875e-08
265,2.04445e-07,4.1875e-08
266,2.04445e-07,4.1875e-08
267,2.04445e-07,4.1875e-08
268,2.04445e-07,4.1875e-08
269,2.04445e-07,4.1875e-08
270,2.04445e-07,4.1875e-08
271,2.04445e-07,4.1875e-08
272,2.04445e-07,4.1875e-08
273,2.04445e-07,4.1875e-08
274,2.04445e-07,4.1875e-08
275,2.04445e-07,4.1875e-08
276,2.04445e-07,4.1875e-08
277,2.04445e-07,4.1875e-08
278,6.32173e-08,1.28935e-08
279,6.32173e-08,1.28935e-08
280,6.32173e-08,1.28935e-08
281,6.32173e-08,1.28935e-08
282,6.32173e-08,1.28935e-08
283,6.32173e-08,1.28935e-08
284,6.32173e-08,1.28935e-08
285,6.32173e-08,1.28935e-08
286,6.32173e-08,1.28935e-08
287,6.32173e-08,1.28935e-08
288,6.32173e-08,1.28935e-08
289,6.32173e-08,1.28935e-08
290,6.32173e-08,1.28935e-08
291,6.32173e-08,1.28935e-08
292,3.25776e-08,1.94735e-08
293,3.25776e-08,1.94735e-08
294,3.25776e-08,1.94735e-08
295,3.25776e-08,1.94735e-08
296,3.25776e-08,1.94735e-08
297,3.25776e-08,1.94735e-08
298,3.25776e-08,1.94735e-08
299,3.25776e-08,1.94735e-08
300,3.25776e-08,1.94735e-08
301,3.25776e-08,1.94735e-08
302,3.25776e-08,1.94735e-08
303,3.25776e-08,1.94735e-08
304,3.25776e-08,1.94735e-08
305,3.25776e-08,1.94735e-08
306,3.25776e-08,1.94735e-08
307,3.25776e-08,1.94735e-08
308,3.25776e-08,1.94735e-08
309,3.25776e-08,1.94735e-08
310,2.61593e-08,4.02941e-08
311,2.61593e-08,4.02941e-08
312,2.61593e-08,4.02941e-08
313,2.61593e-08,4.02941e-08
314,2.61593e-08,4.02941e-08
315,2.61593e-08,4.02941e-08
316,2.61593e-08,4.02941e-08
317,2.61593e-08,4.02941e-08
318,2.61593e-08,4.02941e-08
319,2.61593e-08,4.02941e-08
320,2.61593e-08,4.02941e-08
321,3.93083e-08,1.98059e-08
322,3.93083e-08,1.98059e-08
323,3.93083e-08,1.98059e-08
324,3.93083e-08,1.98059e-08
325,3.93083e-08,1.98059e-08
326,4.05805e-08,2.78983e-08
327,4.05805e-08,2.78983e-08
328,4.05805e-08,2.78983e-08
329,4.05805e-08,2.78983e-08
330,4.05805e-08,2.78983e-08
331,4.05805e-08,2.78983e-08
332,4.05805e-08,2.78983e-08
333,4.05805e-08,2.78983e-08
334,4.05805e-08,2.78983e-08
335,4.05805e-08,2.78983e-08
336,4.05805e-08,2.78983e-08
337,4.05805e-08,2.78983e-08
338,4.05805e-08,2.78983e-08
339,4.05805e-08,2.78983e-08
340,4.05805e-08,2.78983e-08
341,4.05301e-08,2.50792e-08
342,4.05301e-08,2.50792e-08
343,4.05301e-08,2.50792e-08
344,4.05301e-08,2.50792e-08
345,4.05301e-08,2.50792e-08
346,4.05301e-08,2.50792e-08
347,4.05301e-08,2.50792e-08
348,4.05301e-08,2.50792e-08
349,4.05301e-08,2.50792e-08
350,4.05301e-08,2.50792e-08
351,4.05301e-08,2.50792e-08
352,4.05301e-08,2.50792e-08
353,4.05301e-08,2.50792e-08
354,4.05301e-08,2.50792e-08
355,2.32822e-09,1.94284e-08
356,2.32822e-09,1.94284e-08
357,4.6338e-09,2.98107e-08
358,4.6338e-09,2.98107e-08
359,4.6338e-09,2.98107e-08
360,4.6338e-09,2.98107e-08
361,4.6338e-09,2.98107e-08
362,4.6338e-09,2.98107e-08
363,4.6338e-09,2.98107e-08
364,4.6338e-09,2.98107e-08
365,4.6338e-09,2.98107e-08
366,4.6338e-09,2.98107e-08
367,4.6338e-09,2.98107e-08
368,4.6338e-09,2.98107e-08
369,4.6338e-09,2.98107e-08
370,4.6338e-09,2.98107e-08
371,4.6338e-09,2.98107e-08
372,4.6338e-09,2.98107e-08
373,4.6338e-09,2.98107e-08
374,4.6338e-09,2.98107e-08
375,4.6338e-09,2.98107e-08
376,2.91844e-08,2.24425e-08
377,2.31297e-08,3.27736e-08
378,2.31297e-08,3.27736e-08
