MDTU,link
1,0.743384
2,0.740983
3,0.740983
4,0.740983
5,0.740983
6,0.740983
7,0.740983
8,0.740983
9,0.740983
10,0.740983
11,0.741734
12,0.741734
13,0.741734
14,0.744041
15,0.743188
16,0.743188
17,0.743188
18,0.743188
19,0.743188
20,0.743188
21,0.743188
22,0.739809
23,0.739809
24,0.74314
25,0.74314
26,0.74314
27,0.745287
28,0.748315
29,0.748315
30,0.749571
31,0.749571
32,0.749571
33,0.752891
34,0.754846
35,0.755869
36,0.755869
37,0.755869
38,0.75952
39,0.760217
40,0.760217
41,0.760217
42,0.760217
43,0.761011
44,0.761011
45,0.761011
46,0.762117
47,0.764577
48,0.765897
49,0.765897
50,0.765897
51,0.765897
52,0.765897
53,0.768953
54,0.774778
55,0.775789
56,0.778337
57,0.781766
58,0.781766
59,0.780808
60,0.781719
61,0.787069
62,0.787069
63,0.787069
64,0.787069
65,0.788974
66,0.788974
67,0.788491
68,0.788491
69,0.796297
70,0.796297
71,0.791442
72,0.800176
73,0.800561
74,0.803486
75,0.803486
76,0.803486
77,0.803486
78,0.805679
79,0.8103
80,0.813153
81,0.811387
82,0.811113
83,0.816074
84,0.816074
85,0.820211
86,0.82157
87,0.824179
88,0.828065
89,0.828067
90,0.827309
91,0.826536
92,0.828498
93,0.829749
94,0.829978
95,0.829978
96,0.83396
97,0.83396
98,0.838004
99,0.841343
100,0.841343
101,0.841343
102,0.841343
103,0.841343
104,0.841343
105,0.841948
106,0.841948
107,0.835773
108,0.83941
109,0.83941
110,0.840015
111,0.844256
112,0.839208
113,0.839208
114,0.839208
115,0.839208
116,0.840104
117,0.839797
118,0.839797
119,0.838157
120,0.837524
121,0.839377
122,0.838135
123,0.838135
124,0.841562
125,0.839159
126,0.838158
127,0.835487
128,0.835248
129,0.837376
130,0.84129
131,0.841657
132,0.83917
133,0.83917
134,0.840765
135,0.845297
136,0.842325
137,0.84173
138,0.84173
139,0.84173
140,0.844224
141,0.844753
142,0.846289
143,0.846761
144,0.843026
145,0.843026
146,0.843026
147,0.84805
148,0.848242
149,0.848242
150,0.850589
151,0.848628
152,0.849139
153,0.851344
154,0.850167
155,0.852707
156,0.852707
157,0.852707
158,0.852707
159,0.85524
160,0.854455
161,0.854009
162,0.851655
163,0.851251
164,0.854235
165,0.854875
166,0.849606
167,0.851515
168,0.856125
169,0.850305
170,0.851653
171,0.856218
172,0.856806
173,0.856079
174,0.859278
175,0.867189
176,0.869053
177,0.879859
178,0.895862
179,0.922133
180,0.922133
181,0.922133
182,0.922133
183,0.922133
184,0.922133
185,0.922133
186,0.922133
187,0.939808
188,0.939808
189,0.939808
190,0.939808
191,0.939808
192,0.970287
193,0.970287
194,0.970287
195,0.970287
196,0.970287
197,0.970287
198,0.970287
199,0.970287
200,0.970287
201,0.970287
202,0.970287
203,0.970287
204,0.970287
205,0.970287
206,0.970287
207,0.970287
208,0.970287
209,0.970287
210,0.970287
211,0.970287
212,0.970287
213,0.970287
214,0.970287
215,0.970287
216,0.970287
217,0.970287
218,0.970287
219,0.970287
220,0.970287
221,0.970287
222,0.970287
223,0.970287
224,0.970287
225,0.970287
226,0.970287
227,0.970287
228,0.970287
229,0.970287
230,0.970287
231,0.970287
232,0.970287
233,0.970287
234,0.970287
235,0.970287
236,0.970287
237,0.970287
238,0.970287
239,0.970287
240,0.970287
241,0.970287
242,0.970287
243,0.970287
244,0.970287
245,0.970287
246,0.970287
247,0.970287
248,0.970287
249,0.970287
250,0.970287
251,0.970287
252,0.970287
253,0.970287
254,0.970287
255,0.970287
256,0.970287
257,0.970287
258,0.970287
259,0.970287
260,0.970287
261,0.970287
262,0.970287
263,0.970287
264,0.970287
265,0.970287
266,0.970287
267,0.970287
268,0.970287
269,0.970287
270,0.970287
271,0.970287
272,0.970287
273,0.970287
274,0.970287
275,0.970287
276,0.970287
277,0.970287
278,0.988558
279,0.988558
280,0.988558
281,0.988558
282,0.988558
283,0.988558
284,0.988558
285,0.988558
286,0.988558
287,0.988558
288,0.988558
289,0.988558
290,0.988558
291,0.988558
292,1.01156
293,1.01156
294,1.01156
295,1.01156
296,1.01156
297,1.01156
298,1.01156
299,1.01156
300,1.01156
301,1.01156
302,1.01156
303,1.01156
304,1.01156
305,1.01156
306,1.01156
307,1.01156
308,1.01156
309,1.01156
310,1.03277
311,1.03277
312,1.03277
313,1.03277
314,1.03277
315,1.03277
316,1.03277
317,1.03277
318,1.03277
319,1.03277
320,1.03277
321,1.05958
322,1.05958
323,1.05958
324,1.05958
325,1.05958
326,1.07174
327,1.07174
328,1.07174
329,1.07174
330,1.07174
331,1.07174
332,1.07174
333,1.07174
334,1.07174
335,1.07174
336,1.07174
337,1.07174
338,1.07174
339,1.07174
340,1.07174
341,1.09241
342,1.09241
343,1.09241
344,1.09241
345,1.09241
346,1.09241
347,1.09241
348,1.09241
349,1.09241
350,1.09241
351,1.09241
352,1.09241
353,1.09241
354,1.09241
355,1.11125
356,1.11125
357,1.12682
358,1.12682
359,1.12682
360,1.12682
361,1.12682
362,1.12682
363,1.12682
364,1.12682
365,1.12682
366,1.12682
367,1.12682
368,1.12682
369,1.12682
370,1.12682
371,1.12682
372,1.12682
373,1.12682
374,1.12682
375,1.12682
376,1.14206
377,1.16235
378,1.16235
379,1.17613
380,1.17613
381,1.17613
382,1.17613
383,1.17613
384,1.17613
385,1.17613
386,1.18832
387,1.18832
388,1.18832
389,1.18832
390,1.18832
391,1.19491
392,1.19491
393,1.19491
394,1.19491
395,1.19491
396,1.19491
397,1.19491
398,1.19491
399,1.19491
400,1.21191
401,1.22144
402,1.22144
403,1.22144
404,1.22144
405,1.22144
406,1.22144
407,1.22144
408,1.22144
409,1.22144
410,1.22144
411,1.22144
412,1.22144
413,1.22144
414,1.23486
415,1.23486
416,1.23486
417,1.23486
418,1.24503
419,1.24503
420,1.25129
421,1.2592
422,1.27877
423,1.27908
424,1.27908
425,1.27908
426,1.27908
427,1.27908
428,1.29579
429,1.29579
430,1.30236
431,1.31248
432,1.31248
433,1.31072
434,1.31072
435,1.3208
436,1.3208
437,1.32662
438,1.33362
439,1.33851
440,1.33923
441,1.34169
442,1.34169
443,1.34169
444,1.33822
445,1.33822
446,1.33822
447,1.3457
448,1.3457
449,1.34916
450,1.34878
451,1.34878
452,1.34878
453,1.35027
454,1.35027
455,1.35027
456,1.35681
457,1.35681
458,1.35074
459,1.35074
460,1.35074
461,1.35243
462,1.35427
463,1.35427
464,1.35427
465,1.35427
466,1.35196
467,1.35196
468,1.36134
469,1.36536
470,1.36629
471,1.37547
472,1.37547
473,1.37621
474,1.37621
475,1.37014
476,1.36968
477,1.3738
478,1.3738
479,1.37171
480,1.36895
481,1.36895
482,1.36895
483,1.36895
484,1.36845
485,1.36845
486,1.36976
487,1.36976
488,1.37671
489,1.37406
490,1.36892
491,1.37742
492,1.37648
