MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.713946,-0.660743,0.27044
2,0.737067,-0.68269,0.277854
3,0.737067,-0.68269,0.277854
4,0.737067,-0.68269,0.277854
5,0.737067,-0.68269,0.277854
6,0.737067,-0.68269,0.277854
7,0.737067,-0.68269,0.277854
8,0.737067,-0.68269,0.277854
9,0.737067,-0.68269,0.277854
10,0.737067,-0.68269,0.277854
11,0.750211,-0.717356,0.219581
12,0.750211,-0.717356,0.219581
13,0.750211,-0.717356,0.219581
14,0.747174,-0.717122,0.209773
15,0.736648,-0.708746,0.200822
16,0.736648,-0.708746,0.200822
17,0.736648,-0.708746,0.200822
18,0.736648,-0.708746,0.200822
19,0.736648,-0.708746,0.200822
20,0.736648,-0.708746,0.200822
21,0.736648,-0.708746,0.200822
22,0.727689,-0.699516,0.20052
23,0.727689,-0.699516,0.20052
24,0.746035,-0.699831,0.258466
25,0.746035,-0.699831,0.258466
26,0.746035,-0.699831,0.258466
27,0.748932,-0.714079,0.22581
28,0.751612,-0.734556,0.159208
29,0.751612,-0.734556,0.159208
30,0.745665,-0.735829,0.120714
31,0.745665,-0.735829,0.120714
32,0.745665,-0.735829,0.120714
33,0.754066,-0.744546,0.119441
34,0.760912,-0.749756,0.129816
35,0.755945,-0.750664,0.0892015
36,0.755945,-0.750664,0.0892015
37,0.755945,-0.750664,0.0892015
38,0.75686,-0.735463,0.178696
39,0.758562,-0.727017,0.216477
40,0.758562,-0.727017,0.216477
41,0.758562,-0.727017,0.216477
42,0.758562,-0.727017,0.216477
43,0.760942,-0.73266,0.20553
44,0.760942,-0.73266,0.20553
45,0.760942,-0.73266,0.20553
46,0.758358,-0.718775,0.241805
47,0.751453,-0.711015,0.243185
48,0.765065,-0.722518,0.251581
49,0.765065,-0.722518,0.251581
50,0.765065,-0.722518,0.251581
51,0.765065,-0.722518,0.251581
52,0.765065,-0.722518,0.251581
53,0.76968,-0.730956,0.24106
54,0.767028,-0.724411,0.252111
55,0.770871,-0.736685,0.227019
56,0.764241,-0.73736,0.200909
57,0.767639,-0.736515,0.21637
58,0.767639,-0.736515,0.21637
59,0.775565,-0.746861,0.209044
60,0.777235,-0.75928,0.166095
61,0.781193,-0.764702,0.159663
62,0.781193,-0.764702,0.159663
63,0.781193,-0.764702,0.159663
64,0.781193,-0.764702,0.159663
65,0.776255,-0.761611,0.150065
66,0.776255,-0.761611,0.150065
67,0.76835,-0.754016,0.147723
68,0.76835,-0.754016,0.147723
69,0.772039,-0.759602,0.138014
70,0.772039,-0.759602,0.138014
71,0.769963,-0.761003,0.117125
72,0.788023,-0.782857,0.0900777
73,0.780274,-0.776599,0.0756454
74,0.780056,-0.775174,0.0871391
75,0.780056,-0.775174,0.0871391
76,0.780056,-0.775174,0.0871391
77,0.780056,-0.775174,0.0871391
78,0.792171,-0.791989,0.0169841
79,0.786169,-0.786144,-0.00633708
80,0.785794,-0.78493,-0.0368299
81,0.793578,-0.789901,-0.0763008
82,0.797631,-0.795176,-0.0625256
83,0.793933,-0.791529,-0.0617398
84,0.793933,-0.791529,-0.0617398
85,0.79543,-0.794875,-0.0296969
86,0.790619,-0.790613,-0.00331444
87,0.793079,-0.792268,-0.0358609
88,0.800097,-0.795918,-0.0816744
89,0.803811,-0.79996,-0.0785844
90,0.79502,-0.791443,-0.07534
91,0.797167,-0.790191,-0.105229
92,0.791852,-0.786805,-0.0892635
93,0.798165,-0.79742,-0.0344835
94,0.798605,-0.798551,-0.00930242
95,0.798605,-0.798551,-0.00930242
96,0.804078,-0.804074,0.0026869
97,0.804078,-0.804074,0.0026869
98,0.805232,-0.804392,-0.0367548
99,0.807393,-0.80655,-0.0368916
100,0.807393,-0.80655,-0.0368916
101,0.807393,-0.80655,-0.0368916
102,0.807393,-0.80655,-0.0368916
103,0.807393,-0.80655,-0.0368916
104,0.807393,-0.80655,-0.0368916
105,0.803425,-0.80022,-0.0716938
106,0.803425,-0.80022,-0.0716938
107,0.80639,-0.803957,-0.0625845
108,0.806178,-0.802406,-0.0778921
109,0.806178,-0.802406,-0.0778921
110,0.809835,-0.80599,-0.0788237
111,0.807564,-0.80585,-0.052592
112,0.807652,-0.805715,-0.055903
113,0.807652,-0.805715,-0.055903
114,0.807652,-0.805715,-0.055903
115,0.807652,-0.805715,-0.055903
116,0.804348,-0.803319,-0.040687
117,0.803821,-0.798331,-0.0937806
118,0.803821,-0.798331,-0.0937806
119,0.805858,-0.80149,-0.0837887
120,0.804832,-0.803928,-0.0381512
121,0.806948,-0.806881,0.0103722
