MDTU,plaq,Re(det),Im(det),link
1,1.35711,0.00019548,5.00928e-05,0.0811136
2,1.07699,3.34374e-05,9.24022e-06,0.0802001
3,1.02996,2.44641e-05,6.78152e-06,0.0849915
4,1.02759,2.47527e-05,6.83882e-06,0.0923837
5,1.03593,2.81808e-05,7.56728e-06,0.104207
6,1.03593,2.81808e-05,7.56728e-06,0.104207
7,1.03257,2.85559e-05,7.83212e-06,0.115242
8,1.03257,2.85559e-05,7.83212e-06,0.115242
9,1.03257,2.85559e-05,7.83212e-06,0.115242
10,1.03819,3.08146e-05,8.34976e-06,0.123948
11,1.05561,3.66094e-05,9.97413e-06,0.131883
12,1.05561,3.66094e-05,9.97413e-06,0.131883
13,1.06761,4.1241e-05,1.09582e-05,0.140701
14,1.07543,4.42031e-05,1.19027e-05,0.150317
15,1.07543,4.42031e-05,1.19027e-05,0.150317
16,1.08184,4.84824e-05,1.28174e-05,0.155818
17,1.08184,4.84824e-05,1.28174e-05,0.155818
18,1.08184,4.84824e-05,1.28174e-05,0.155818
19,1.08184,4.84824e-05,1.28174e-05,0.155818
20,1.08184,4.84824e-05,1.28174e-05,0.155818
21,1.08184,4.84824e-05,1.28174e-05,0.155818
22,1.09631,5.52707e-05,1.43789e-05,0.167584
23,1.09631,5.52707e-05,1.43789e-05,0.167584
24,1.09118,5.42288e-05,1.4417e-05,0.175974
25,1.09118,5.42288e-05,1.4417e-05,0.175974
26,1.10156,5.98555e-05,1.57073e-05,0.187775
27,1.10156,5.98555e-05,1.57073e-05,0.187775
28,1.10156,5.98555e-05,1.57073e-05,0.187775
29,1.10156,5.98555e-05,1.57073e-05,0.187775
30,1.11741,6.87303e-05,1.81122e-05,0.198953
31,1.11741,6.87303e-05,1.81122e-05,0.198953
32,1.11741,6.87303e-05,1.81122e-05,0.198953
33,1.11741,6.87303e-05,1.81122e-05,0.198953
34,1.11741,6.87303e-05,1.81122e-05,0.198953
35,1.11741,6.87303e-05,1.81122e-05,0.198953
36,1.12513,7.28647e-05,1.9257e-05,0.200147
37,1.12513,7.28647e-05,1.9257e-05,0.200147
38,1.12839,7.48233e-05,1.97004e-05,0.206336
39,1.12839,7.48233e-05,1.97004e-05,0.206336
40,1.12839,7.48233e-05,1.97004e-05,0.206336
41,1.12839,7.48233e-05,1.97004e-05,0.206336
42,1.1262,7.57176e-05,1.95404e-05,0.217165
43,1.1262,7.57176e-05,1.95404e-05,0.217165
44,1.1262,7.57176e-05,1.95404e-05,0.217165
45,1.1262,7.57176e-05,1.95404e-05,0.217165
46,1.1262,7.57176e-05,1.95404e-05,0.217165
47,1.14172,8.47808e-05,2.15467e-05,0.222017
48,1.15758,9.65858e-05,2.40465e-05,0.225698
49,1.15732,9.88544e-05,2.4803e-05,0.235842
50,1.15732,9.88544e-05,2.4803e-05,0.235842
51,1.17712,0.000115869,2.95759e-05,0.241685
52,1.17712,0.000115869,2.95759e-05,0.241685
53,1.18667,0.00011925,3.04569e-05,0.251063
54,1.18667,0.00011925,3.04569e-05,0.251063
55,1.19312,0.000129119,3.27388e-05,0.255458
56,1.18928,0.00012481,3.18569e-05,0.261795
57,1.18908,0.000123666,3.22096e-05,0.270145
58,1.18908,0.000123666,3.22096e-05,0.270145
59,1.18908,0.000123666,3.22096e-05,0.270145
60,1.18908,0.000123666,3.22096e-05,0.270145
61,1.18908,0.000123666,3.22096e-05,0.270145
62,1.18613,0.00012539,3.12615e-05,0.275989
63,1.18613,0.00012539,3.12615e-05,0.275989
64,1.18613,0.00012539,3.12615e-05,0.275989
65,1.20245,0.000136329,3.40586e-05,0.284736
66,1.20245,0.000136329,3.40586e-05,0.284736
67,1.20841,0.000149034,3.71933e-05,0.295332
68,1.20841,0.000149034,3.71933e-05,0.295332
69,1.20841,0.000149034,3.71933e-05,0.295332
70,1.20841,0.000149034,3.71933e-05,0.295332
71,1.20841,0.000149034,3.71933e-05,0.295332
72,1.21719,0.000156265,3.82827e-05,0.302015
73,1.21719,0.000156265,3.82827e-05,0.302015
74,1.22393,0.000169156,4.25227e-05,0.312441
75,1.22393,0.000169156,4.25227e-05,0.312441
76,1.22393,0.000169156,4.25227e-05,0.312441
77,1.22393,0.000169156,4.25227e-05,0.312441
78,1.22393,0.000169156,4.25227e-05,0.312441
79,1.23281,0.000185786,4.62781e-05,0.317438
80,1.23536,0.000182704,4.59327e-05,0.33055
81,1.23536,0.000182704,4.59327e-05,0.33055
82,1.24822,0.000229389,5.74355e-05,0.339157
83,1.24822,0.000229389,5.74355e-05,0.339157
84,1.24822,0.000229389,5.74355e-05,0.339157
85,1.25317,0.000232066,5.69396e-05,0.352346
86,1.24782,0.00023163,5.56396e-05,0.36423
87,1.24782,0.00023163,5.56396e-05,0.36423
88,1.2555,0.000259574,6.05997e-05,0.372242
89,1.2555,0.000259574,6.05997e-05,0.372242
90,1.2555,0.000259574,6.05997e-05,0.372242
91,1.26694,0.000322856,7.63172e-05,0.390135
92,1.26694,0.000322856,7.63172e-05,0.390135
93,1.2649,0.00031602,7.498e-05,0.405823
94,1.26478,0.000357793,8.67598e-05,0.41967
95,1.26881,0.000364783,8.55899e-05,0.434144
96,1.2708,0.000351442,8.12623e-05,0.441869
97,1.25899,0.000403295,9.39506e-05,0.464618
98,1.25899,0.000403295,9.39506e-05,0.464618
99,1.25899,0.000403295,9.39506e-05,0.464618
100,1.25559,0.000410826,9.89237e-05,0.480725
101,1.24386,0.000382361,9.1087e-05,0.502587
102,1.24913,0.000434151,9.82305e-05,0.519125
103,1.2442,0.00047315,0.000109703,0.542843
