1,0.0376266,0.0191873
2,0.0356277,0.0316125
3,0.0356277,0.0316125
4,0.0356277,0.0316125
5,0.0356277,0.0316125
6,0.0356277,0.0316125
7,0.0356277,0.0316125
8,0.0356277,0.0316125
9,0.0356277,0.0316125
10,0.0143227,0.0118995
11,0.00570191,0.0159296
12,0.00570191,0.0159296
13,0.00570191,0.0159296
14,0.0260602,0.0160913
15,0.0381462,0.00853705
16,0.0381462,0.00853705
17,0.0214355,0.0188016
18,0.00170598,0.0261757
19,0.0131603,0.0179186
20,0.0349653,0.0219792
21,0.0349653,0.0219792
22,0.0231608,0.0229439
23,0.0231608,0.0229439
24,0.00908752,0.0225389
25,0.00908752,0.0225389
26,0.00908752,0.0225389
27,0.0127543,0.0227104
28,0.0150475,0.0345432
29,0.024209,0.0294457
30,0.024209,0.0294457
31,0.0303311,0.0472358
32,0.0447166,0.0418438
33,0.0447166,0.0418438
34,0.0447166,0.0418438
35,0.0447166,0.0418438
36,0.0559482,0.0462106
37,0.0559482,0.0462106
38,0.0559482,0.0462106
39,0.0559482,0.0462106
40,0.00295742,0.066458
41,0.00295742,0.066458
42,0.00295742,0.066458
43,0.0243437,0.0180112
44,0.0243437,0.0180112
45,0.0243437,0.0180112
46,0.0374692,0.0257564
47,0.0156993,0.0252761
48,0.0387073,0.0222342
49,0.0144461,0.0476531
50,0.0144461,0.0476531
51,0.0144461,0.0476531
52,0.0516941,0.0169403
53,0.0516941,0.0169403
54,0.0478659,0.0134705
55,0.0478659,0.0134705
56,0.0530096,0.0373033
57,0.0745963,0.0536193
58,0.0745963,0.0536193
59,0.0534169,0.0494981
60,0.0534169,0.0494981
61,0.0423366,0.0326922
62,0.0783582,0.0658872
63,0.0783582,0.0658872
64,0.0765785,0.0536483
65,0.0158836,0.0347875
66,0.0158836,0.0347875
67,0.0229544,0.0114085
68,0.0353699,0.049954
69,0.0353699,0.049954
70,0.0383235,0.0736461
71,0.074969,0.0442606
72,0.0683609,0.0427511
73,0.0569426,0.0226882
74,0.0504263,0.0665947
75,0.0504263,0.0665947
76,0.0504263,0.0665947
77,0.00680153,0.0936882
78,0.00680153,0.0936882
79,0.0184712,0.0679433
80,0.0516455,0.0561486
