t,cg_iters
1,4502
2,7801
3,9128
4,10369
5,11111
6,10667
7,11795
8,11154
9,10271
10,11241
11,12072
12,11857
13,11371
14,11123
15,11256
16,10289
17,10620
18,10667
19,9528
20,10146
21,9804
22,10924
23,10565
24,9173
25,9276
26,9048
27,10145
28,10282
29,10138
30,9063
31,9330
32,9599
33,9298
34,8863
35,9496
36,9640
37,10018
38,10376
39,10276
40,9957
41,10838
42,10312
43,9575
44,9743
45,9605
46,8942
47,8739
48,8301
49,9075
50,9920
51,9768
52,10519
53,10866
54,10386
55,9461
56,8765
57,8471
58,8828
59,9620
60,10096
61,9968
62,9355
63,9627
64,9463
65,9621
66,9110
67,8260
68,7815
69,7864
70,8057
71,8046
72,7833
73,8255
74,8236
75,8046
76,8314
77,7804
78,8079
79,8454
80,7906
81,7535
82,7984
83,8099
84,7888
85,7398
86,7881
87,8426
88,9359
89,9501
90,9248
91,8203
92,7897
93,8534
94,8672
95,8603
96,8638
97,8652
98,9153
99,8523
100,8663
101,9038
102,9236
103,8441
104,8243
105,8271
106,7883
107,8445
108,8164
109,8697
110,9494
111,8807
112,8069
113,8279
114,8478
115,8315
116,8032
117,7163
118,7311
119,7564
120,7375
121,7686
122,7094
123,7158
124,7301
125,7295
126,7783
127,8098
128,8508
129,8500
130,8052
131,7833
132,8085
133,7743
134,8124
135,8236
136,7660
137,8185
138,8636
139,8590
140,8779
141,9101
142,9393
143,8951
144,9132
145,9383
146,9223
147,8518
148,8699
149,8586
150,7949
151,7919
152,7825
153,8510
154,8963
155,9460
156,8770
157,8056
158,8213
159,8553
160,8731
161,8029
162,7781
163,7817
164,8252
165,9267
166,8218
167,7632
168,7596
169,8136
170,7994
171,8037
172,8763
173,8713
174,9336
175,9434
176,8532
177,8008
178,8456
179,8309
180,8002
181,7520
182,7770
183,7997
184,7901
185,7246
186,6898
187,7731
188,7929
189,7939
190,8353
191,8558
192,8199
193,7948
194,9388
195,9686
196,8788
197,8781
198,9418
199,10395
200,10783
201,9146
202,9292
203,10046
204,10077
205,10004
206,10233
207,9601
208,9569
209,9665
210,9528
211,10115
212,10144
213,9966
214,9825
215,9396
216,8285
217,8856
218,9258
219,9238
220,9658
221,10636
222,10342
223,10790
224,11491
225,11377
226,11796
227,13241
228,12599
229,10571
230,10881
231,11422
232,13508
233,13833
234,12541
235,13106
236,13998
237,13538
238,12681
239,11284
240,11334
241,12724
242,12393
243,12495
244,13996
245,13465
246,13409
247,13972
248,13572
249,13421
250,13760
251,12995
252,12826
253,13988
254,13829
255,12403
256,11560
257,11556
258,12023
259,12930
260,13759
261,13512
262,14333
263,14506
264,14041
265,14019
266,11823
267,11316
268,12504
269,14107
270,14321
271,14380
272,15242
273,15261
274,14097
275,13189
276,12329
277,12249
278,14364
279,14692
280,13314
281,12796
282,12514
283,11357
284,12296
285,13007
286,13482
287,12681
288,12912
289,11612
290,12938
291,13074
292,12821
293,11916
294,12492
295,13721
296,13451
297,13541
298,13624
299,14201
300,14982
301,15410
302,13283
303,11596
304,11965
305,12718
306,13723
307,13604
308,12185
309,12159
310,12586
311,11657
312,12138
313,13842
314,12148
315,10692
316,10700
317,10520
318,9912
319,9842
320,9524
321,10489
322,12096
323,12322
324,12840
325,11885
326,11332
327,10381
328,11297
329,13999
330,12114
331,11090
332,10708
333,11488
334,12143
335,12061
336,10156
337,10153
338,11035
339,11132
340,11151
341,11615
342,10627
343,10972
344,10705
345,11179
346,12141
347,13380
348,12959
349,12488
350,15114
351,14603
352,12363
353,12804
354,13125
355,12321
356,12824
357,12618
358,11493
359,11240
360,11133
361,10934
362,10408
363,10190
364,10062
365,9500
366,9366
367,8991
368,9304
369,9914
370,10733
371,10849
372,10233
373,9813
374,10016
375,9682
376,9539
377,9986
378,10024
379,10076
380,11443
381,10912
382,10279
383,9298
384,10428
385,10374
386,10041
387,9903
388,10005
389,10885
390,11188
391,10595
392,10245
393,10261
394,11796
395,12194
396,11259
397,10041
398,10170
399,11654
400,10312
401,9236
402,8516
403,8806
404,9634
405,9208
406,10093
407,10869
408,10789
409,9844
410,8905
411,9119
412,9348
413,9128
414,9481
415,10391
416,10267
417,9176
418,10105
419,9838
420,9258
421,8959
422,9044
423,8900
424,8576
425,9020
426,8476
427,9154
428,8674
429,8548
430,8575
431,8693
432,8759
433,7993
434,8494
435,8770
436,8900
437,8778
438,8324
439,7764
440,7846
441,7790
442,7506
443,7729
444,7883
445,7262
446,7186
447,7725
448,8066
449,7899
450,7858
451,8074
452,8293
453,7804
454,8193
455,8062
456,8225
457,8101
458,8715
459,8558
460,7865
461,7953
462,7783
463,7807
464,8221
465,8312
466,7894
467,7358
468,7015
469,6759
470,7064
471,7912
472,7458
473,7543
474,7828
475,7708
476,7466
477,7131
478,7055
479,7652
480,7667
481,7627
482,7559
483,7430
484,7349
485,7480
486,7521
487,7395
488,7581
489,6971
490,6991
491,7118
492,6589
493,7001
494,7432
495,6886
496,7026
497,7514
498,7648
499,7560
500,7605
501,8115
502,8687
503,8740
504,8177
505,8201
506,8585
507,8645
508,8500
509,9331
510,9037
511,9137
512,9351
513,8933
514,9369
515,10381
516,10724
517,11125
518,11165
519,11307
520,9974
521,9341
522,9258
523,9827
524,10096
525,9609
526,8787
527,8805
528,8632
529,8661
530,9080
531,9541
532,9282
533,9299
534,9635
535,9871
536,9557
537,9619
538,9935
539,10248
540,11038
541,11518
542,10629
543,10962
544,11523
545,11669
546,11872
547,12176
548,11386
549,11202
550,10557
551,9961
552,10149
553,10245
554,8981
555,9133
556,8949
557,8494
558,8375
559,8445
560,7953
561,8184
562,8124
563,7833
564,7549
565,7505
566,8172
567,8826
568,8857
569,8210
570,8210
571,8523
572,9061
573,8545
574,8462
575,8125
576,8713
577,8473
578,7738
579,7705
580,7741
581,8148
582,7488
583,7335
584,7415
585,7210
586,7784
587,7728
588,7420
589,7117
590,7159
591,7658
592,7893
593,7674
594,8217
595,7873
596,8253
597,8029
598,8028
599,7909
600,8859
601,8561
602,8013
603,9377
604,9621
605,9259
606,8906
607,8683
608,8468
609,9160
610,8366
611,8528
612,8709
613,8804
614,9151
615,9222
616,8664
617,8435
618,9530
619,9477
620,9048
621,9221
622,9407
623,9357
624,9179
625,9292
626,9824
627,9860
628,9875
629,8782
630,8838
631,9405
632,9073
633,8871
634,9031
635,9024
636,9252
637,8892
638,8517
639,9942
640,9531
641,10603
642,10558
643,10575
644,9974
645,9659
646,9541
647,10444
648,10265
649,9887
650,8629
651,8184
652,8082
653,7934
654,8093
655,7898
656,8423
657,8409
658,8452
659,8762
660,7970
661,7667
662,7946
663,8159
664,8846
665,8964
666,8749
667,8861
668,9207
669,7874
670,8007
671,7801
672,7076
673,7206
674,6783
675,7321
676,7649
677,7593
678,8082
679,8014
680,7774
681,7651
682,7598
683,7711
684,8181
685,8335
686,8172
687,8704
688,8116
689,8622
690,8859
691,8805
692,9099
693,9353
694,9134
695,9102
696,9337
697,9694
698,9162
699,9644
700,10119
701,10414
702,9630
703,9494
704,9199
705,9490
706,9847
707,8801
708,8558
709,8948
710,9913
711,10583
712,9213
713,7988
714,8197
715,8619
716,8362
717,7732
718,7387
719,7768
720,8058
721,7758
722,8359
723,9177
724,9999
725,10584
726,10562
727,10637
728,9990
729,10960
730,10807
731,9049
732,8748
733,9371
734,9324
735,9582
736,10968
737,10439
738,9687
739,12402
740,10384
741,9929
742,10049
743,11347
744,9999
745,9531
746,9298
747,9621
748,8938
749,8653
750,8666
751,7573
752,7653
753,7675
754,8011
755,7980
756,7766
757,8003
758,8048
759,7594
760,7220
761,7362
762,7359
763,7496
764,7820
765,7282
766,7736
767,7760
768,7761
769,7932
770,8228
771,8818
772,9395
773,9049
774,10334
775,9645
776,9058
777,9352
778,9862
779,9443
780,9520
781,9583
782,9275
783,8655
784,8826
785,9062
786,8458
787,7976
788,8195
789,7828
790,8285
791,8120
792,7639
793,7474
794,7936
795,8057
796,7634
797,8193
798,8422
799,7359
800,7292
801,7162
802,7235
803,7611
804,7969
805,8135
806,8391
807,8710
808,8346
809,8194
810,7970
811,8019
812,8252
813,7993
814,7759
815,8002
816,8504
817,8374
818,8423
819,8861
820,9717
821,10204
822,10531
823,10307
824,9639
825,9856
826,10201
827,9288
828,9615
829,9832
830,11862
831,13352
832,13573
833,13258
834,13917
835,12516
836,12772
837,14561
838,16734
839,17089
840,17791
841,16379
842,15187
843,14434
844,14341
845,14326
846,13076
847,12039
848,12446
849,13782
850,13741
851,12160
852,11753
853,12385
854,13452
855,14289
856,14197
857,13871
858,11049
859,10226
860,10450
861,12159
862,13686
863,13693
864,14846
865,14291
866,12932
867,13811
868,12540
869,11159
870,10968
871,11111
872,12872
873,11511
874,10779
875,10654
876,11922
877,13156
878,13702
879,13409
880,14169
881,13549
882,12084
883,12172
884,11732
885,10568
886,11544
887,10875
888,11664
889,11774
890,12562
891,12254
892,13066
893,12568
894,10912
895,9870
896,10096
897,10651
898,11423
899,11063
900,12305
901,11142
902,11004
903,10778
904,10562
905,10375
906,10380
907,11856
908,12513
909,12204
910,12617
911,12409
912,10620
913,11665
914,13953
915,14289
916,13748
917,13585
918,13926
919,13861
920,13809
921,13274
922,11463
923,11256
924,11285
925,10818
926,11682
927,12719
928,14444
929,16438
930,16424
931,14442
932,11490
933,11345
934,12283
935,13256
936,12310
937,11453
938,10922
939,13295
940,13465
941,13553
942,13954
943,12659
944,11740
945,11530
946,11881
947,11970
948,10605
949,10996
950,11583
951,13258
952,13560
953,13769
954,13250
955,15586
956,15356
957,14624
958,13679
959,13984
960,14380
961,14741
962,15268
963,16013
964,17565
965,16462
966,14474
967,14415
968,15054
969,16412
970,16586
971,16415
972,17478
973,17459
974,19875
975,19152
976,15531
977,16038
978,16269
979,13803
980,13626
981,13585
982,14081
983,16537
984,18599
985,18174
986,16617
987,15652
988,15469
989,14196
990,14708
991,15335
992,15431
993,13963
994,14748
995,13015
996,12904
997,12626
998,12204
999,13393
1000,14394
1001,13735
1002,12734
1003,13882
1004,13372
1005,12595
1006,13124
1007,12204
1008,12162
1009,12509
1010,12603
1011,14243
1012,13870
1013,11714
1014,10584
1015,11330
1016,11129
1017,10497
1018,11251
1019,12669
1020,12175
1021,11936
1022,12381
1023,12138
1024,12003
1025,12705
1026,14002
1027,13258
1028,13304
1029,12824
1030,12236
1031,11407
1032,10926
1033,11550
1034,11567
1035,11915
1036,11203
1037,11658
1038,12598
1039,12526
1040,11972
1041,11534
1042,12121
1043,12140
1044,12787
1045,12388
1046,11270
1047,11499
1048,11370
1049,10784
1050,11051
1051,12288
1052,13098
1053,13086
1054,12483
1055,13342
1056,13605
1057,14130
1058,13429
1059,13636
1060,13066
1061,13914
1062,13621
1063,12534
1064,12936
1065,15855
1066,16301
1067,16203
1068,17181
1069,16082
1070,16429
1071,16981
1072,15904
1073,13758
1074,14938
1075,14611
1076,14065
1077,12808
1078,13188
1079,12378
1080,11805
1081,11969
1082,12122
1083,13078
1084,13009
1085,13375
1086,13173
1087,13162
1088,13906
1089,14000
1090,12728
1091,13054
1092,13384
1093,11808
1094,10857
1095,10123
1096,10315
1097,11768
1098,10762
1099,9143
1100,9493
1101,9789
1102,9412
1103,8714
1104,10242
1105,11334
1106,10773
1107,9988
1108,9875
1109,9794
1110,10395
1111,9888
1112,10794
1113,10986
1114,10408
1115,10576
1116,11501
1117,13558
1118,13077
1119,11148
1120,10436
1121,11334
1122,11474
1123,9506
1124,8733
1125,8873
1126,9029
1127,8768
1128,9442
1129,10355
1130,11217
1131,11756
1132,12873
1133,12675
1134,10616
1135,10018
1136,10509
1137,10476
1138,12440
1139,13999
1140,12690
1141,13118
1142,12105
1143,11396
1144,11613
1145,12197
1146,12406
1147,12947
1148,13352
1149,13484
1150,13994
1151,13249
1152,11935
1153,11949
1154,12022
1155,12909
1156,12746
1157,11621
1158,10647
1159,9744
1160,9773
1161,10599
1162,10319
1163,10904
1164,9815
1165,9422
1166,11672
1167,13342
1168,13670
1169,13224
1170,13179
1171,13411
1172,13657
1173,13856
1174,15629
1175,15575
1176,15868
1177,15335
1178,14463
1179,13856
1180,14216
1181,14286
1182,13220
1183,10979
1184,11888
1185,12034
1186,13179
1187,13611
1188,14700
1189,15106
1190,15920
1191,14580
1192,12414
1193,12554
1194,12710
1195,11726
1196,12406
1197,13501
1198,13964
1199,13708
1200,13975
1201,14680
1202,17529
1203,16040
1204,14261
1205,15399
1206,16173
1207,16970
1208,17621
1209,19532
1210,20485
1211,19499
1212,18979
1213,19192
1214,18883
1215,20128
1216,17779
1217,17181
1218,18007
1219,18038
1220,15125
1221,16874
1222,15279
1223,16105
1224,18261
1225,18238
1226,17266
1227,16130
1228,13576
1229,12516
1230,13428
1231,12745
1232,12548
1233,12895
1234,13752
1235,14182
1236,14193
1237,14376
1238,13350
1239,12473
1240,13076
1241,15082
1242,13704
1243,12042
1244,11476
1245,10320
1246,9454
1247,10120
1248,11617
1249,12088
1250,12426
1251,12699
1252,13136
1253,13193
1254,12999
1255,12486
1256,11046
1257,9710
1258,11377
1259,10920
1260,10512
1261,9616
1262,9366
1263,9120
1264,9271
1265,9385
1266,9075
1267,8845
1268,8864
1269,8865
1270,10059
1271,10299
1272,10075
1273,10696
1274,9695
1275,8899
1276,8189
1277,8606
1278,9323
1279,9298
1280,10789
1281,10649
1282,10701
1283,11241
1284,9924
1285,9448
1286,9816
1287,10950
1288,11164
1289,12415
1290,12263
1291,11551
1292,10717
1293,10297
1294,9606
1295,9503
1296,9597
1297,8970
1298,8548
1299,8762
1300,9266
1301,9146
1302,10373
1303,9079
1304,8567
1305,9504
1306,8972
1307,9925
1308,8640
1309,8017
1310,8312
1311,8274
1312,7761
1313,7947
1314,8072
1315,8288
1316,7708
1317,7765
1318,8213
1319,8451
1320,8309
1321,8555
1322,8597
1323,9340
1324,9685
1325,9501
1326,9618
1327,9412
1328,9001
1329,8413
1330,7775
1331,7805
1332,7772
1333,7998
1334,8104
1335,8145
1336,8380
1337,8603
1338,9720
1339,10919
1340,12408
1341,9895
1342,9822
1343,10002
1344,9418
1345,9572
1346,9058
1347,9201
1348,9362
1349,9200
1350,8957
1351,9675
1352,10608
1353,10874
1354,11285
1355,11976
1356,11957
1357,9426
1358,8426
1359,8045
1360,8429
1361,10000
1362,10857
1363,10218
1364,9862
1365,9629
1366,8418
1367,8738
1368,8910
1369,9133
1370,9354
1371,9608
1372,10379
1373,10345
1374,10982
1375,10545
1376,10323
1377,10591
1378,9953
1379,10768
1380,13374
1381,13738
1382,12434
1383,13850
1384,14210
1385,14931
1386,16561
1387,16350
1388,14989
1389,12685
1390,12241
1391,12120
1392,10708
1393,11788
1394,11132
1395,14092
1396,13250
1397,12212
1398,12626
1399,15386
1400,14255
1401,12895
1402,11504
1403,11389
1404,11790
1405,12028
1406,11631
1407,10834
1408,9592
1409,9321
1410,9791
1411,9112
1412,8452
1413,8916
1414,9453
1415,10331
1416,9993
1417,9151
1418,9839
1419,10933
1420,11110
1421,10063
1422,10707
1423,11241
1424,12396
1425,11379
1426,12149
1427,14500
1428,13053
1429,12450
1430,11576
1431,11120
1432,10861
1433,11970
1434,10956
1435,10322
1436,10569
1437,10278
1438,9833
1439,9965
1440,10086
1441,9361
1442,10027
1443,10564
1444,11115
1445,10832
1446,9840
1447,9778
1448,10757
1449,12415
1450,12427
1451,12662
1452,13319
1453,14564
1454,13646
1455,13225
1456,13212
1457,12593
1458,13591
1459,13044
1460,13943
1461,12725
1462,12340
1463,11926
1464,10813
1465,10658
1466,11775
1467,12755
1468,12327
1469,13211
1470,13071
1471,14079
1472,13629
1473,14119
1474,13347
1475,13929
1476,16198
1477,15632
1478,13238
1479,11100
1480,10588
1481,11767
1482,11440
1483,11246
1484,11513
1485,11905
1486,11965
1487,12193
1488,14377
1489,14880
1490,13581
1491,13848
1492,14593
1493,15931
1494,15663
1495,14240
1496,13429
1497,12783
1498,13172
1499,10592
1500,9696
1501,10355
1502,10561
1503,11260
1504,11591
1505,10880
1506,10782
1507,9773
1508,9134
1509,9122
1510,10010
1511,10311
1512,11071
1513,10640
1514,10546
1515,10383
1516,10324
1517,11063
1518,12172
1519,11614
1520,11392
1521,12389
1522,11613
1523,10732
1524,10103
1525,9783
1526,9592
1527,9652
1528,10086
1529,11666
1530,11295
1531,10036
1532,11027
1533,10965
1534,10799
1535,10191
1536,9421
1537,9981
1538,11089
1539,11618
1540,10616
1541,10986
1542,10258
1543,9329
1544,8751
1545,9868
1546,10839
1547,9568
1548,8910
1549,9871
1550,9787
1551,10669
1552,10982
1553,12398
1554,11615
1555,10278
1556,10198
1557,10958
1558,12440
1559,13165
1560,11362
1561,9882
1562,9042
1563,9442
1564,10194
1565,10358
1566,11033
1567,11115
1568,9904
1569,9351
1570,8925
1571,9304
1572,8907
1573,10384
1574,11272
1575,11031
1576,10086
1577,9664
1578,10111
1579,10220
1580,11184
1581,11002
1582,10080
1583,9989
1584,9797
1585,9444
1586,10069
1587,10396
1588,9699
1589,8638
1590,8507
1591,8651
1592,8630
1593,8109
1594,7708
1595,8308
1596,8053
1597,7970
1598,8339
1599,7805
1600,7748
1601,7490
