t,deltaS
161,0.1944
162,0.02409
163,0.03161
164,0.1506
165,0.1214
166,0.0808
167,0.2082
168,0.004487
169,-0.1201
170,-0.0733
171,-0.02818
172,0.1912
173,-0.04755
174,-0.113
175,0.02495
176,0.199
177,-0.0176
178,0.05245
179,-0.005982
180,0.1787
181,0.2029
182,-0.09179
183,0.1069
184,0.2784
185,-0.1928
186,-0.3015
187,-0.006924
188,-0.2858
189,0.3304
190,0.0007823
191,-0.05383
192,0.315
193,-0.207
194,-0.2087
195,0.1493
196,-0.05136
197,0.02929
198,-0.1615
199,-0.1323
200,0.4639
201,-0.01658
202,-0.06759
203,-0.05034
204,-0.01023
205,-0.0765
206,-0.05676
207,0.07525
208,-0.2162
209,-0.1849
210,0.04549
211,-0.1616
212,0.0862
213,0.1821
214,-0.1259
215,-0.04337
216,-0.329
217,-0.03207
218,0.03478
219,0.3606
220,-0.09507
221,0.1424
222,0.0149
223,-0.1161
224,-0.1104
225,0.01462
226,-0.1278
227,-0.3037
228,-0.04863
229,0.1946
230,-0.02887
231,0.1974
232,0.04217
233,0.04837
234,0.07018
235,-0.04028
236,0.001915
237,0.0133
238,-0.257
239,0.225
240,-0.0911
241,0.004525
242,-0.2482
243,-0.02191
244,-0.07581
245,0.02121
246,-0.1341
247,-0.08627
248,0.1059
249,0.05474
250,0.1399
251,0.02325
252,-0.08046
253,0.09742
254,-0.05837
255,0.1521
256,-0.1095
257,0.0757
258,-0.1901
259,0.09409
260,0.2687
261,-0.1258
262,0.1403
263,-0.2986
264,-0.1207
265,0.09813
266,0.1276
267,0.06881
268,-0.08037
269,0.2121
270,-0.2795
271,0.3416
272,0.1113
273,0.04779
274,-0.1683
275,-0.05825
276,-0.1972
277,0.01683
278,0.09126
279,0.0981
280,-0.09212
281,0.2208
282,-0.1085
283,0.1551
284,0.02552
285,0.1156
286,0.06805
287,-0.02202
288,-0.118
289,0.2339
290,0.3771
291,0.006061
292,-0.05183
293,0.1621
294,-0.399
295,0.1078
296,-0.1138
297,0.146
298,0.006741
299,-0.2292
300,-0.102
301,0.1327
302,0.09541
303,-0.0741
304,-0.06245
305,0.01612
306,-0.1858
307,0.09832
308,-0.009987
309,0.279
310,0.04099
311,0.2882
312,-0.02156
313,-0.1493
314,0.2186
315,-0.06039
316,0.121
317,-0.09722
318,-0.1145
319,0.0968
320,-0.03157
321,0.01305
322,-0.141
323,0.3137
324,-0.02623
325,-0.0821
326,0.3339
327,-0.1298
328,0.07306
329,0.2341
330,-0.09175
331,0.3255
332,-0.1843
333,0.3762
334,-0.1906
335,0.04687
336,-0.2002
337,0.2252
338,-0.02193
339,0.1426
340,0.006155
341,0.07861
342,0.0766
343,0.1756
344,0.4064
345,-0.2038
346,-0.06957
347,0.0829
348,-0.04682
349,0.01478
350,-0.294
351,0.08518
352,0.1459
353,-0.1138
354,0.1221
355,-0.2262
356,0.2189
357,-0.1278
358,0.2008
359,-0.02018
360,-0.2249
361,-0.04155
362,0.04737
363,0.2286
364,-0.2386
365,-0.1529
366,-0.07379
367,-0.1659
368,-0.08242
369,-0.04803
370,-0.3691
371,-0.0367
372,0.08457
373,0.1089
374,0.1246
375,0.05464
376,-0.2114
377,0.04868
378,-0.1366
379,-0.2519
380,-0.0611
381,0.08275
382,0.08339
383,-0.06772
384,0.0611
385,-0.1933
386,-0.2205
387,0.1597
388,-0.08054
389,-0.1248
390,-0.08664
391,0.009893
392,0.03634
393,-0.1733
394,0.1631
395,-0.05198
396,0.06006
397,0.01728
398,-0.2299
399,-0.3469
400,0.1264
401,-0.01999
402,0.1666
403,0.0184
404,-0.1909
405,0.2639
406,-0.0221
407,-0.1506
408,0.2155
409,0.00771
410,0.199
411,0.04645
412,-0.05256
413,0.115
414,0.05427
415,0.06254
416,-0.05084
417,0.1839
418,0.2059
419,-0.05625
420,0.2427
421,-0.1313
422,0.002576
423,-0.05596
424,0.2553
425,-0.02538
426,0.09164
427,0.08367
428,0.01573
429,-0.004607
430,-0.1326
431,-0.06418
432,-0.0472
433,0.4603
434,0.1628
435,-0.2723
436,0.06173
437,-0.179
438,-0.06676
439,0.04292
440,0.1613
441,0.08055
442,-0.1881
443,-0.03056
444,-0.1084
445,0.1705
446,0.01921
447,-0.1092
448,0.07223
449,-0.08602
450,0.1137
451,0.03124
452,-0.1332
453,0.01567
454,-0.1475
455,-0.1071
456,0.09953
457,-0.1757
458,0.00532
459,0.1233
460,0.1573
461,0.3016
462,-0.1905
463,-0.1106
464,0.01014
465,0.1633
466,0.06827
467,-0.01309
468,-0.09483
469,0.05042
470,-0.072
471,-0.06612
472,-0.0817
473,0.1954
474,0.06224
475,-0.04714
476,-0.002702
477,0.05326
478,-0.2514
479,-0.1786
480,-0.226
481,0.1714
482,0.2858
483,0.07542
484,0.01625
485,0.04753
486,0.3028
487,0.0879
488,0.1965
489,-0.0633
490,-0.07104
491,-0.1393
492,0.1551
493,-0.1735
494,0.128
495,0.1215
496,-0.2028
497,-0.04861
498,0.1056
499,-0.3128
500,-0.123
501,-0.04526
502,0.02516
503,0.1537
504,0.05283
505,-0.01293
506,-0.3393
507,-0.2192
508,0.1309
509,-0.1149
510,-0.06245
511,0.1616
512,0.0001855
513,0.09498
514,-0.3882
515,0.06501
516,-0.396
517,-0.01375
518,0.02075
519,-0.1184
520,0.2973
521,0.1121
522,0.2052
523,-0.0175
524,-0.01286
525,0.2289
526,-0.1975
527,0.1635
528,0.03462
529,-0.2563
530,-0.02763
531,-0.02913
532,0.08734
533,0.0328
534,-0.1705
535,0.05952
536,-0.001791
537,-0.2762
538,-0.2031
539,0.4144
540,0.006428
541,0.02067
542,-0.0874
543,0.01939
544,-0.1476
545,0.05998
546,-0.1772
547,-0.06816
548,-0.09894
549,0.2281
550,0.05205
551,0.1338
552,0.3467
553,0.1108
554,-0.01071
555,-0.1382
556,0.1538
557,0.09614
558,0.21
559,0.02204
560,0.08641
561,0.1552
562,0.1291
563,-0.02005
564,-0.2832
565,-0.09929
566,0.06748
567,-0.09128
568,-0.1932
569,0.02557
570,0.08072
571,-0.1026
572,-0.05093
573,-0.08542
574,0.01214
575,0.2325
576,0.001632
577,-0.1094
578,0.2262
579,0.188
580,0.326
581,-0.03796
582,-0.1791
583,-0.0766
584,0.1042
585,-0.211
586,-0.05728
587,-0.1782
588,0.1296
589,-0.3602
590,0.2996
591,0.1105
592,-0.1157
593,-0.01463
594,-0.05929
595,0.1466
596,0.07371
597,0.07167
598,-0.004824
599,0.1409
600,0.02199
601,0.1986
602,0.05054
603,-0.03638
604,0.09462
605,0.09304
606,-0.1037
607,-0.2074
608,-0.002372
609,0.02877
610,-0.1921
611,-0.05115
612,0.1868
613,0.1719
614,0.2225
615,0.1423
616,-0.1273
617,0.03848
618,-0.04543
619,-0.1688
620,-0.02731
621,-0.06113
622,-0.2277
623,-0.1196
624,0.1144
625,-0.0913
626,0.09466
627,-0.3291
628,0.04147
629,-0.1442
630,0.05401
631,-0.1866
632,0.2013
633,0.1212
634,0.1107
635,-0.2474
636,0.4329
637,-0.1114
638,0.04196
639,0.03984
640,0.04362
641,-0.1888
642,-0.02313
643,-0.192
644,0.01996
645,0.1207
646,-0.1516
647,0.4509
648,-0.009666
649,-0.07352
650,0.1713
651,-0.1126
652,-0.03128
653,0.08389
654,0.1104
655,0.1085
656,-0.0902
657,-0.1152
658,0.4686
659,0.1056
660,0.03801
661,-0.07501
662,-0.08693
663,0.03185
664,0.1065
665,0.1162
666,-0.2322
667,0.3339
668,-0.03485
669,0.3513
670,0.2937
671,0.0765
672,-0.2308
673,0.02701
674,0.1863
675,0.1484
676,0.04402
677,0.05981
678,0.03222
679,0.1075
680,-0.003868
681,0.1535
682,-0.04003
683,0.003864
684,-0.09462
685,0.2984
686,-0.0879
687,-0.0856
688,0.2501
689,0.3832
690,-0.2192
691,-0.04502
692,-0.1727
693,-0.01514
694,-0.09793
695,-0.2383
696,0.06253
697,-0.08195
698,0.1295
699,0.03491
700,0.1126
701,0.0009366
702,-0.1805
703,0.05794
704,-0.1827
705,-0.07705
706,0.1809
707,0.1292
708,0.08407
709,-0.07753
710,-0.2298
711,0.1371
712,0.00976
713,-0.1594
714,0.2494
715,-0.1015
716,-0.01281
717,-0.01802
718,0.3604
719,-0.1361
720,0.004581
721,0.06549
722,-0.02663
723,-0.07042
724,0.1023
725,-0.08281
726,0.03136
727,0.2733
728,-0.1848
729,-0.1094
730,0.08855
731,0.002565
732,-0.2747
733,-0.1145
734,-0.04206
735,-0.07637
736,0.04423
737,0.0118
738,-0.1456
739,0.0008279
740,0.08403
741,-0.06307
742,-0.1304
743,0.05149
744,-0.04717
745,0.01257
746,-0.02257
747,-0.04581
748,-0.05225
749,0.1847
750,0.1995
751,0.3223
752,-0.06846
753,0.1009
754,0.2245
755,-0.09822
756,-0.08467
757,-0.06021
758,-0.01279
759,-0.05642
760,0.234
761,0.03343
762,0.1426
763,-0.192
764,0.0587
765,-0.2677
766,-0.07316
767,-0.2841
768,0.01386
769,0.2704
770,-0.2322
771,-0.2307
772,0.02122
773,0.1305
774,-0.08049
775,-0.4071
776,0.1535
777,0.1347
778,0.06415
779,0.1024
780,0.1341
781,-0.07795
782,-0.1694
783,-0.04652
784,-0.1158
785,-0.01038
786,-0.114
787,-0.1552
788,-0.002498
789,-0.4286
790,0.1937
791,-0.1539
792,0.1274
793,0.2299
794,-0.01697
795,-0.0968
796,0.09992
797,0.3287
798,0.00776
799,0.2194
800,-0.009079
801,-0.0276
802,-0.06178
803,-0.06007
804,-0.1736
805,0.1529
806,0.0406
807,-0.1083
808,-0.1581
809,0.0214
810,0.09881
811,-0.04718
812,0.158
813,-0.2619
814,0.06524
815,-0.1122
816,-0.1117
817,-0.07645
818,0.07019
819,-0.2434
820,-0.1528
821,-0.2091
822,-0.3188
823,-0.008379
824,0.21
825,0.08907
826,0.4251
827,-0.02283
828,-0.1044
829,0.2333
830,0.254
831,0.04168
832,0.07695
833,0.1711
834,0.2294
835,-0.1441
836,-0.0728
837,0.09446
838,-0.1637
839,0.09025
840,0.2765
841,0.04817
842,0.1541
843,0.147
844,-0.02127
845,-0.2005
846,-0.06033
847,-0.1333
848,-0.01236
849,-0.2605
850,0.04864
851,0.1731
852,-0.1391
853,-0.1974
854,0.1747
855,0.05843
856,0.1376
857,-0.3963
858,-0.02588
859,0.01611
860,0.2249
861,-0.005748
862,0.1644
863,0.1396
864,-0.07818
865,0.1559
866,-0.07697
867,0.105
868,0.1762
869,-0.1646
870,-0.135
871,-0.04023
872,-0.09271
873,0.1526
874,-0.1855
875,-0.1938
876,-0.03399
877,0.1291
878,-0.008626
879,0.06862
880,-0.03981
881,-0.3511
882,-0.266
883,-0.1397
884,-0.02099
885,-0.09846
886,0.009588
887,-0.1103
888,-0.3178
889,-0.2305
890,-0.03605
891,0.3004
892,0.1141
893,0.02169
894,-0.03244
895,0.02251
896,0.01648
897,-0.04516
898,0.0993
899,-0.2406
900,0.2339
901,-0.1444
902,-0.08214
903,0.11
904,0.2093
905,-0.2313
906,-0.0659
907,-0.139
908,-0.1084
909,-0.1917
910,0.1916
911,0.04657
912,-0.04402
913,0.03461
914,-0.04025
915,-0.2011
916,0.2781
917,0.1404
918,0.05599
919,0.1097
920,-0.1132
921,0.07092
922,-0.2341
923,0.214
924,0.07262
925,0.01162
926,-0.109
927,-0.009512
928,0.0236
929,0.2216
930,0.08382
931,0.1864
932,0.1561
933,-0.01662
934,0.03656
935,-0.007764
936,0.01806
937,0.1264
938,0.01894
939,-0.2877
940,0.19
941,0.04487
942,-0.04939
943,-0.1996
944,0.08754
945,0.1718
946,0.006349
947,-0.08384
948,0.01337
949,0.08588
950,-0.07424
951,-0.08498
952,0.1968
953,-0.06209
954,0.2378
955,0.06935
956,0.2303
957,-0.3873
958,0.1256
959,0.3433
960,0.3199
961,0.2143
962,0.0139
963,0.3019
964,-0.4957
965,-0.06909
966,-0.03265
967,0.0486
968,0.07086
969,-0.1147
970,-0.1251
971,-0.06573
972,0.1975
973,0.02689
974,-0.3666
975,0.2057
976,0.1258
977,0.04707
978,0.03275
979,0.01172
980,0.2401
981,0.268
982,0.1589
983,0.1214
984,-0.4462
985,0.1723
986,-0.3943
987,-0.06043
988,-0.1599
989,0.2801
990,0.1125
991,0.0135
992,-0.003107
993,0.336
994,0.2026
995,-0.2466
996,-0.02723
997,-0.01625
998,0.01041
999,-0.1932
1000,0.3225
1001,-0.07914
1002,0.2665
1003,-0.0137
1004,-0.1577
1005,0.06701
1006,0.04702
1007,-0.1211
1008,0.3574
1009,0.09512
1010,0.1583
1011,-0.1587
1012,0.1141
1013,-0.2598
1014,0.05199
1015,0.06245
1016,0.1449
1017,-0.03914
1018,-0.09045
1019,-0.01029
1020,-0.05417
1021,-0.02802
1022,0.006671
1023,0.1361
1024,-0.03875
1025,-0.1327
1026,0.1092
1027,0.1227
1028,-0.369
1029,0.2301
1030,-0.0191
1031,-0.1827
1032,-0.03917
1033,-0.06723
1034,0.08102
1035,0.02536
1036,-0.1854
1037,-0.2343
1038,-0.0157
1039,-0.1291
1040,-0.2488
1041,-0.01623
1042,0.03312
1043,0.1512
1044,0.06435
1045,0.06411
1046,0.2995
1047,0.2004
1048,-0.237
1049,-0.229
1050,0.1496
1051,-0.05868
1052,0.06609
1053,0.3179
1054,-0.2267
1055,0.003487
1056,-0.08955
1057,0.09162
1058,0.06714
1059,0.2287
1060,-0.2376
1061,0.147
1062,-0.1543
1063,0.1024
1064,-0.09362
1065,-0.01085
1066,-0.1236
1067,-0.1143
1068,0.06172
1069,0.2396
1070,0.1209
1071,0.06272
1072,-0.1005
1073,-0.299
1074,-0.3809
1075,-0.01791
1076,0.04629
1077,0.2066
1078,-0.02787
1079,0.0008709
1080,0.06594
1081,-0.09229
1082,-0.05119
1083,-0.06206
1084,0.08741
1085,-0.1041
1086,-0.01434
1087,-0.1176
1088,-0.1977
1089,-0.00303
1090,0.2826
1091,0.01221
1092,-0.09424
1093,0.07873
1094,-0.1385
1095,-0.1822
1096,0.03218
1097,0.2316
1098,0.1899
1099,-0.2111
1100,-0.1785
1101,-0.07495
1102,-0.05662
1103,0.2139
1104,-0.185
1105,-0.1185
1106,-0.01069
1107,0.2055
1108,0.233
1109,-0.2707
1110,-0.2795
1111,0.06158
1112,-0.1511
1113,-0.1816
1114,0.1639
1115,0.1533
1116,0.002647
1117,-0.04236
1118,-0.0293
1119,-0.1884
1120,0.07338
1121,0.02849
1122,0.09109
1123,0.03697
1124,0.01742
1125,0.1737
1126,0.04425
1127,0.2786
1128,0.1504
1129,0.1684
1130,-0.252
1131,-0.1158
1132,-0.09997
1133,-0.133
1134,0.1089
1135,0.2094
1136,0.01822
1137,-0.09503
1138,-0.06302
1139,-0.3749
1140,0.2127
1141,-0.07941
1142,0.4848
1143,0.08007
1144,0.2638
1145,-0.1247
1146,0.3133
1147,0.1787
1148,-0.04515
1149,0.1491
1150,0.04058
1151,-0.02881
1152,0.08427
1153,-0.1162
1154,0.02436
1155,0.2527
1156,0.08643
1157,0.02852
1158,0.2224
1159,0.2524
1160,0.1814
1161,-0.2462
1162,0.2274
1163,-0.1064
1164,0.1212
1165,0.06393
1166,-0.03635
1167,0.02046
1168,-0.1196
1169,0.3711
1170,0.09782
1171,-0.04505
1172,-0.04675
1173,0.003927
1174,-0.05799
1175,0.2695
1176,-0.1782
1177,-0.06331
1178,-0.03064
1179,0.07991
1180,0.009673
1181,0.07363
1182,0.3743
1183,0.0275
1184,0.2409
1185,-0.05168
1186,-0.2312
1187,-0.02777
1188,-0.05472
1189,-0.111
1190,-0.2199
1191,0.2627
1192,-0.1506
1193,-0.006827
1194,-0.009738
1195,0.2869
1196,-0.1066
1197,-0.2726
1198,-0.02107
1199,-0.04855
1200,0.03757
1201,0.0007338
1202,-0.0819
1203,-0.07354
1204,-0.09419
1205,-0.01063
1206,-0.3075
1207,-0.09416
1208,-0.1539
1209,0.02517
1210,0.1609
1211,-0.13
1212,-0.2673
1213,0.04247
1214,0.2488
1215,0.1241
1216,0.1632
1217,-0.05381
1218,-0.06781
1219,-0.2084
1220,0.399
1221,-0.09808
1222,0.1176
1223,-0.1726
1224,0.01918
1225,-0.1476
1226,0.212
1227,-0.1137
1228,0.0351
1229,-0.02053
1230,0.1612
1231,0.1521
1232,-0.1069
1233,0.03613
1234,-0.1232
1235,-0.02963
1236,-0.1589
1237,0.0005377
1238,-0.05291
1239,-0.1471
1240,-0.008229
1241,0.2288
1242,0.03867
1243,-0.0103
1244,-0.1893
1245,-0.002885
1246,0.129
1247,-0.004851
1248,-0.007234
1249,0.2679
1250,0.2217
1251,0.09494
1252,0.2566
1253,0.1638
1254,-0.07496
1255,-0.2609
1256,0.3257
1257,0.04873
1258,0.1171
1259,-0.109
1260,-0.02582
1261,0.1437
1262,0.2374
1263,-0.004097
1264,-0.07462
1265,0.1101
1266,-0.2143
1267,0.2654
1268,0.06074
1269,-0.2708
1270,-0.2741
1271,0.1731
1272,0.1193
1273,0.02051
1274,0.09542
1275,0.1201
1276,0.06393
1277,0.001662
1278,-0.06971
1279,0.1227
1280,-0.1245
1281,-0.02009
1282,0.2038
1283,-0.1562
1284,0.003155
1285,-0.3195
1286,0.1345
1287,0.1716
1288,0.04305
1289,0.0793
1290,0.2485
1291,0.3155
1292,-0.1364
1293,0.4046
1294,-0.05077
1295,-0.05194
1296,0.07335
1297,-0.07782
1298,-0.1456
1299,-0.2178
1300,0.2025
1301,-0.04162
1302,-0.01415
1303,-0.1527
1304,0.2446
1305,0.04966
1306,0.1106
1307,0.07682
1308,0.08598
1309,-0.1395
1310,-0.2878
1311,0.03102
1312,0.02184
1313,-0.1498
1314,0.04996
1315,-0.001904
1316,0.2481
1317,-0.03969
1318,0.01507
1319,0.1808
1320,0.07786
1321,-0.004223
1322,0.1781
1323,-0.003618
1324,-0.04636
1325,0.2828
1326,0.1042
1327,-0.2373
1328,0.01987
1329,-0.005631
1330,-0.0474
1331,0.04904
1332,-0.04404
1333,-0.0708
1334,0.04681
1335,0.1108
1336,0.2102
1337,-0.148
1338,0.1322
1339,-0.2365
1340,0.1163
1341,-0.0376
1342,-0.2065
1343,0.1202
1344,0.2138
1345,0.2678
1346,0.394
1347,0.07522
1348,-0.333
1349,0.3113
1350,-0.1528
1351,-0.07228
1352,0.1766
1353,-0.1366
1354,0.02059
1355,-0.07376
1356,0.1898
1357,0.1361
1358,0.1107
1359,-0.07986
1360,0.2157
1361,0.1125
1362,0.1097
1363,-0.07694
1364,-0.09295
1365,0.2361
1366,0.05598
1367,-0.1893
1368,0.1033
1369,-0.09336
1370,-0.1225
1371,0.1404
1372,-0.09556
1373,0.1102
1374,0.03093
1375,0.02776
1376,0.1241
1377,0.01358
1378,-0.1077
1379,0.1007
1380,-0.02942
1381,-0.1327
1382,0.02835
1383,-0.09161
1384,0.05946
1385,-0.1959
1386,0.04018
1387,0.1087
1388,-0.2556
1389,0.01524
1390,-0.1089
1391,0.01105
1392,0.3178
1393,-0.2442
1394,-0.282
1395,-0.03042
1396,-0.1293
1397,0.08361
1398,-0.1597
1399,-0.2075
1400,0.02504
1401,-0.1198
1402,0.06056
1403,0.02836
1404,-0.005704
1405,0.03807
1406,-0.01235
1407,-0.2413
1408,0.3286
1409,0.14
1410,-0.02402
1411,-0.1388
1412,-0.0231
1413,-0.1557
1414,0.2151
1415,-0.1806
1416,0.1686
1417,0.0879
1418,-0.1974
1419,-0.06194
1420,-0.05781
1421,0.08684
1422,0.08562
1423,-0.02371
1424,0.1653
1425,0.4358
1426,-0.02517
1427,-0.09937
1428,0.2049
1429,0.1134
1430,0.02197
1431,0.4031
1432,-0.01872
1433,-0.05668
1434,0.05552
1435,-0.05933
1436,0.1215
1437,0.2725
1438,0.1443
1439,-0.1522
1440,0.1296
1441,-0.07903
1442,0.341
1443,-0.1195
1444,0.006208
1445,0.05234
1446,-0.2069
1447,0.0119
1448,0.09084
1449,0.1354
1450,0.07853
1451,0.01073
1452,-0.03819
1453,-0.1629
1454,0.07063
1455,-0.03272
1456,0.1618
1457,-0.1526
1458,0.1511
1459,0.2587
1460,-0.1004
1461,0.2618
1462,-0.1593
1463,-0.1778
1464,0.0321
1465,-0.08146
1466,0.133
1467,0.01633
1468,-0.3002
1469,-0.03903
1470,0.1012
1471,-0.01806
1472,0.1145
1473,0.03021
1474,0.1159
1475,-0.02021
1476,0.2146
1477,-0.1748
1478,-0.09037
1479,0.269
1480,0.002236
1481,0.1221
1482,0.02925
1483,-0.1885
1484,-0.1569
1485,0.06953
1486,-0.09889
1487,-0.06966
1488,0.3112
1489,-0.04781
1490,-0.09748
1491,0.07092
1492,-0.1978
1493,-0.05523
1494,0.1229
1495,0.3645
1496,-0.006099
1497,0.2618
1498,-0.09258
1499,-0.1659
1500,-0.2412
1501,0.1604
1502,0.0004815
1503,-0.07978
1504,-0.259
1505,0.05724
1506,0.07307
1507,-0.06896
1508,-0.09685
1509,-0.227
1510,-0.002616
1511,0.4307
1512,-0.06556
1513,0.16
1514,-0.2721
1515,0.04195
1516,-0.02548
1517,-0.2998
1518,0.3195
1519,-0.1208
1520,-0.0869
1521,-0.119
1522,0.1538
1523,-0.1593
1524,-0.03878
1525,0.02467
1526,-0.001529
1527,0.01409
1528,0.1134
1529,0.05182
1530,0.1018
1531,-0.1632
1532,-0.1085
1533,0.19
1534,0.1746
1535,-0.1948
1536,0.1748
1537,-0.1847
1538,0.03122
1539,0.2245
1540,0.1017
1541,0.2344
1542,0.04306
1543,-0.0922
1544,0.04543
1545,-0.039
1546,0.3509
1547,0.1794
1548,0.2044
1549,-0.1558
1550,0.3299
1551,-0.08497
1552,0.08853
1553,-0.1815
1554,0.01269
1555,0.1015
1556,0.07159
1557,0.1639
1558,-0.1661
1559,-0.0848
1560,0.08954
1561,0.237
1562,-0.04146
1563,0.1853
1564,0.07828
1565,-0.04753
1566,0.2855
1567,0.1472
1568,0.008126
1569,0.02331
1570,0.1768
1571,-0.1452
1572,-0.006571
1573,0.2281
1574,0.1289
1575,0.1295
1576,0.1558
1577,-0.2188
1578,-0.1466
1579,0.09913
1580,0.08505
1581,0.212
1582,-0.1157
1583,-0.1114
1584,-0.02371
1585,-0.2034
1586,-0.03213
1587,-0.1157
1588,-0.2539
1589,-0.1265
1590,0.2175
1591,0.1637
1592,0.2241
1593,0.0342
1594,-0.1437
1595,-0.07334
1596,0.1503
1597,-0.2925
1598,-0.1815
1599,-0.01328
1600,0.04815
1601,0.08714
1602,0.1486
1603,0.2147
1604,-0.1183
1605,-0.1695
1606,-0.1472
1607,0.08279
1608,0.2145
1609,-0.07201
1610,-0.3231
1611,-0.2703
1612,0.103
1613,-0.09737
1614,0.08567
1615,0.08296
1616,0.08219
1617,-0.07893
1618,-0.02949
1619,-0.02507
1620,-0.1337
1621,-0.1556
1622,0.001693
1623,-0.06961
1624,0.1916
1625,0.04444
1626,-0.001848
1627,-0.3044
1628,-0.02354
1629,0.287
1630,0.2102
1631,-0.192
1632,0.1645
1633,-0.1516
1634,-0.1273
1635,-0.221
1636,0.04991
1637,0.02521
1638,-0.02881
1639,0.2487
1640,0.006723
1641,-0.08874
1642,-0.218
1643,0.1339
1644,0.06646
1645,0.04926
1646,-0.105
1647,0.02819
1648,0.07536
1649,0.1186
1650,-0.03727
1651,0.1467
1652,-0.2649
1653,-0.2209
1654,0.1984
1655,-0.08068
1656,0.2256
1657,0.364
1658,0.1553
1659,0.09074
1660,-0.00938
1661,-0.1235
1662,0.1376
1663,-0.1118
1664,-0.2552
1665,-0.1674
1666,-0.01707
1667,0.1683
1668,0.1399
1669,-0.07617
1670,0.06902
1671,0.2235
1672,-0.2018
1673,0.09902
1674,0.06686
1675,-0.08489
1676,-0.07463
1677,0.1449
1678,-0.03357
1679,0.1426
1680,0.09837
1681,-0.08846
1682,0.08732
1683,-0.002219
1684,0.2588
1685,0.1627
1686,-0.1491
1687,0.2031
1688,0.3439
1689,0.1785
1690,-0.07284
1691,0.2565
1692,-0.2449
1693,0.02426
1694,0.02201
1695,-0.1678
1696,-0.1568
1697,0.001303
1698,0.2549
1699,0.0394
1700,0.3736
1701,-0.3995
1702,-0.175
1703,-0.06075
1704,-0.2657
1705,0.02215
1706,-0.03675
1707,-0.04617
1708,-0.0924
1709,0.226
1710,-0.05813
1711,0.2069
1712,0.00942
1713,0.2234
1714,-0.1424
1715,0.06385
1716,-0.2097
1717,-0.2819
1718,0.07607
1719,0.08761
1720,0.12
1721,-0.3405
1722,-0.07917
1723,-0.1324
1724,0.1389
1725,0.02381
1726,0.04255
1727,0.03269
1728,-0.0158
1729,0.08101
1730,-0.04878
1731,-0.05804
1732,-0.182
1733,-0.1213
1734,-0.3455
1735,0.412
1736,0.1532
1737,0.4171
1738,-0.1008
1739,0.05006
1740,0.2509
1741,0.1282
1742,-0.03346
1743,0.05312
1744,0.004061
1745,0.2454
1746,-0.1633
1747,0.07352
1748,-0.1044
1749,0.1528
1750,0.3005
1751,0.04212
1752,0.189
1753,-0.06202
1754,0.01766
1755,-0.3308
1756,-0.05419
1757,0.09435
1758,-0.1732
1759,-0.03942
1760,0.002246
1761,0.1647
1762,-0.03021
1763,0.1388
1764,0.09602
1765,-0.04502
1766,0.1594
1767,-0.1676
1768,0.09805
1769,-0.04488
1770,0.04179
1771,0.08582
1772,-0.0484
1773,0.08841
1774,0.00299
1775,0.001322
1776,0.1161
1777,-0.08381
1778,0.04251
