MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,3.20806,3.19749,0.260205
2,1.75377,1.73563,-0.251583
3,1.18486,1.18336,-0.0595574
4,1.28535,1.28121,0.103066
5,0.738018,0.735386,-0.0622776
6,0.233749,0.205912,0.110628
7,0.924882,0.920958,0.0851079
8,0.950339,0.866793,0.389632
9,0.77677,0.511448,0.58463
10,0.324759,0.204475,-0.252306
11,0.975944,0.966534,0.135198
12,0.293373,0.256805,-0.141842
13,0.53614,0.366925,0.390912
14,0.253563,0.234869,0.0955552
15,0.597834,0.522496,0.290523
16,0.555752,0.449894,0.326276
17,0.649786,0.648547,0.0400996
18,1.34763,0.987443,0.917093
19,1.65406,1.57721,0.498332
20,1.15509,1.11731,0.292983
21,0.452557,0.399148,0.213282
22,0.690603,0.599368,0.34306
23,0.847558,0.837339,-0.131216
24,0.752802,0.737833,0.149378
25,1.0271,1.0271,-0.00142052
26,0.893745,0.856302,-0.255983
27,0.893745,0.856302,-0.255983
28,0.707679,0.59464,-0.383682
29,1.20476,1.2043,0.033363
30,1.62399,1.58297,-0.362719
31,1.62399,1.58297,-0.362719
32,1.62399,1.58297,-0.362719
33,1.68699,1.34799,-1.01434
34,1.74533,1.7261,-0.258352
35,1.64739,1.63285,0.21837
36,1.68514,1.56122,0.63426
37,1.16523,1.12205,0.314257
38,1.1254,0.994868,-0.526092
39,1.13998,1.03529,-0.477209
40,0.799072,0.708151,-0.370188
41,1.11141,1.09915,-0.164581
42,1.78987,1.59479,-0.812585
43,1.28003,1.09135,-0.668909
44,1.33121,1.33033,0.0484846
45,0.408192,0.226251,-0.339752
46,0.242314,0.0604341,-0.234657
47,0.297014,0.255671,0.151161
48,0.827345,0.802777,0.20012
49,0.70366,0.677009,-0.191824
50,0.636896,0.635286,-0.045258
51,0.334186,0.154895,-0.296121
52,0.745719,0.709257,-0.230326
53,0.839182,0.830064,-0.123369
54,1.42568,1.4061,0.235472
55,0.708214,0.5636,0.428861
56,1.06639,0.893134,0.58266
57,1.14697,0.955116,-0.635052
58,0.377529,0.349357,-0.143101
59,0.807863,0.763531,0.263939
60,0.33545,0.243003,-0.231249
61,1.22478,1.09028,-0.558007
62,0.796127,0.749057,0.269686
63,1.00979,0.970522,0.278864
64,0.726202,0.65285,-0.318051
65,0.630806,0.604316,-0.180883
66,0.450569,0.402983,0.201537
67,0.927645,0.921802,-0.103953
68,1.50303,1.43519,-0.446465
69,1.24863,1.21225,0.299206
70,1.24339,1.22959,0.184717
71,2.00073,2.00004,0.0523217
72,1.43572,1.38872,-0.364343
73,1.28152,1.21804,-0.398338
74,1.30365,1.18695,-0.539128
75,1.08385,1.0793,0.0991956
76,1.04436,1.02755,-0.18663
77,1.39311,1.29366,0.516904
78,1.07387,1.0157,0.348623
79,2.23523,2.22683,0.19352
80,1.30292,1.2783,-0.252092
81,2.09127,1.78233,-1.09393
82,2.12155,2.11852,-0.113393
83,1.89832,1.77461,0.674064
84,2.55039,2.47644,-0.60971
85,2.12495,1.63794,-1.35372
86,1.4971,1.34217,-0.663246
87,1.18546,0.558052,-1.0459
88,0.707162,0.702863,-0.0778521
89,0.520394,0.324728,-0.406646
90,1.39759,0.0165732,-1.39749
91,1.13835,0.736698,-0.867822
92,1.66016,1.26721,-1.07252
93,1.36492,0.899895,-1.02626
94,0.873541,0.873271,-0.0217338
95,1.33884,0.730877,-1.12174
96,1.78635,1.27806,-1.24804
97,1.57513,0.648717,-1.43534
98,0.870198,0.800983,-0.340102
99,1.23204,0.937562,0.799315
100,0.989788,0.989788,0.000692769
101,0.989788,0.989788,0.000692789
102,1.30063,1.30038,-0.0254199
103,1.74737,1.74678,0.0456069
104,1.29519,1.29517,0.00654531
105,1.45557,1.43452,-0.246628
106,2.08205,1.7647,-1.10488
107,1.7127,1.60225,-0.605087
108,1.08818,0.874247,-0.647947
109,1.16711,1.03323,-0.542749
110,1.4302,1.19584,-0.784496
111,1.76256,1.54266,-0.852531
112,1.70158,1.69682,-0.127155
113,0.821807,0.8093,0.14283
114,1.23953,1.12082,0.529337
115,0.649915,0.5668,0.318005
116,0.638877,0.418476,-0.482744
117,1.38236,1.21689,-0.655818
118,2.14695,1.62176,-1.40688
119,2.14695,1.62176,-1.40688
120,1.33809,1.00024,-0.888829
121,1.13925,1.00718,-0.532422
122,1.2176,1.20601,-0.167603
123,0.241144,0.214439,0.110301
124,0.758221,0.63493,-0.414444
125,1.34086,1.16596,-0.662163
126,0.728517,0.619568,-0.383239
127,0.807833,0.616983,-0.521466
128,0.75382,0.659124,0.365787
129,0.626511,0.594236,0.198496
130,0.797674,0.791352,-0.10023
131,0.700953,0.635302,0.296187
132,0.75664,0.644412,0.396532
133,0.635946,0.590162,0.236932
134,1.12933,0.79028,0.806753
135,1.30457,1.27713,-0.266186
136,1.02354,1.00339,-0.202128
137,0.628752,0.270523,-0.56758
138,1.17474,1.15694,0.203671
139,1.05239,0.992566,0.349764
140,0.307615,0.293842,-0.0910174
141,0.596026,0.45936,0.379783
