MDTU,|Tr(Lx)|,|Tr(Ly)|
1,2.5841,2.5629
2,1.73119,2.21858
3,1.52908,1.95294
4,1.56768,2.10021
5,1.23677,1.83948
6,1.04663,1.47338
7,1.81222,1.35832
8,1.33613,1.92453
9,1.51651,1.95043
10,1.33344,1.42041
11,1.27127,1.29646
12,1.41373,2.36802
13,1.36683,1.58134
14,1.74077,1.63491
15,1.4205,2.02259
16,0.96658,1.04566
17,1.15885,1.86595
18,1.15925,1.95704
19,0.994551,1.47406
20,0.492132,1.66661
21,1.09213,2.27505
22,1.16518,1.64506
23,1.24127,1.61719
24,1.76004,0.734877
25,0.849381,1.15267
26,1.3766,1.10965
27,1.3766,1.10965
28,1.18138,1.42861
29,1.14594,1.0945
30,1.14678,0.926687
31,1.14678,0.926687
32,1.14678,0.926687
33,1.98658,0.845652
34,1.7582,0.839974
35,1.70741,0.84087
36,1.51676,0.495938
37,1.45299,0.64307
38,1.19134,1.19362
39,2.10916,0.897006
40,1.70164,1.50044
41,1.9095,1.09649
42,2.59106,1.15814
43,1.14573,0.681864
44,1.62497,0.873844
45,2.72787,0.819868
46,2.0062,0.765856
47,2.1355,0.869995
48,2.15918,0.581548
49,2.14904,0.896827
50,2.42046,0.471234
51,3.60012,0.925818
52,2.74083,0.715578
53,2.94503,0.714321
54,2.85718,0.354392
55,5.73057,1.08875
56,3.13036,1.11577
57,3.3959,0.664619
58,3.81988,0.80619
59,2.66864,1.08433
60,2.82123,1.21345
61,1.93506,0.910676
62,2.07812,1.17401
63,1.23752,0.809536
64,2.55841,0.901996
65,2.84482,1.31768
66,1.74823,0.988418
67,1.96134,1.10019
68,1.47841,1.43835
69,2.62656,2.27357
70,1.92675,1.49828
71,2.14027,1.88682
72,1.22443,2.19928
73,1.12521,2.63077
74,1.51824,2.17564
75,1.38719,1.28388
76,0.770796,1.1438
77,2.14248,1.10953
78,1.28013,1.29976
79,1.33752,1.27726
80,1.53863,1.45587
81,1.17143,1.44976
82,1.43889,2.36014
83,1.47675,1.81442
84,1.77871,2.93844
85,1.38805,2.11303
86,1.83439,1.60769
87,1.94455,1.78078
88,1.96803,1.78045
89,2.49137,1.63159
90,2.8082,1.49899
91,1.71841,2.00008
92,1.49719,1.43907
93,1.77189,1.67175
94,2.37229,1.0736
95,2.85672,3.26623
96,2.13511,1.31906
97,2.30117,1.83448
98,2.54811,1.31063
99,2.30593,1.40291
100,2.50299,0.463026
101,2.50299,0.463026
102,1.87428,0.563288
103,1.93673,0.801569
104,1.41295,0.532695
105,2.07815,0.105143
106,1.36503,0.455806
107,1.44557,0.171924
108,2.1547,0.128544
109,1.84371,0.577693
110,1.93208,0.539011
111,1.72184,0.439318
112,3.4204,1.05371
113,2.72356,0.947843
114,3.6341,1.0851
115,3.36162,0.678529
116,6.12934,0.830427
117,5.25548,0.421215
118,5.78688,0.740592
119,5.78688,0.740592
120,5.29596,1.47509
121,4.72943,0.845009
122,4.87385,0.863469
123,6.13325,0.462461
124,4.75969,0.351063
125,4.88264,0.688181
126,4.78284,0.841552
127,3.60138,0.985503
128,4.96617,1.25481
129,5.9887,0.681809
130,6.23706,1.13881
131,6.63583,0.935947
132,3.99315,0.787445
133,4.67124,1.1925
134,5.28994,1.51737
135,3.97839,0.896216
136,3.49743,1.01298
137,2.98242,0.59099
138,2.76769,0.601523
139,2.85828,0.410037
140,2.60902,0.901803
141,2.90703,0.841444
142,2.19896,0.858251
143,2.90415,0.795329
144,3.322,1.33622
145,3.24351,1.41474
146,3.39373,1.59156
147,4.17241,1.1548
148,3.84955,1.12873
149,3.0713,0.778632
