MDTU,link
1,1.21248
2,1.17893
3,1.19401
4,1.182
5,1.17473
6,1.16907
7,1.17716
8,1.1726
9,1.1785
10,1.16627
11,1.18046
12,1.16661
13,1.16733
14,1.17106
15,1.16584
16,1.17273
17,1.17085
18,1.18006
19,1.17177
20,1.17624
21,1.16934
22,1.16894
23,1.17158
24,1.1705
25,1.17105
26,1.16496
27,1.16496
28,1.17045
29,1.16941
30,1.17505
31,1.17505
32,1.17505
33,1.17552
34,1.17442
35,1.17328
36,1.17104
37,1.17026
38,1.17618
39,1.17228
40,1.17032
41,1.17432
42,1.1796
43,1.17075
44,1.18005
45,1.17374
46,1.16884
47,1.16915
48,1.18061
49,1.17682
50,1.18033
51,1.17308
52,1.17744
53,1.17372
54,1.17251
55,1.18313
56,1.17446
57,1.18364
58,1.16793
59,1.17915
60,1.17911
61,1.18199
62,1.18269
63,1.16695
64,1.17467
65,1.17753
66,1.17231
67,1.17298
68,1.17664
69,1.17931
70,1.17084
71,1.18095
72,1.17479
73,1.17668
74,1.17467
75,1.17371
76,1.17076
77,1.17612
78,1.16892
79,1.17837
80,1.17246
81,1.17801
82,1.17459
83,1.17912
84,1.17502
85,1.17554
86,1.17443
87,1.17243
88,1.17522
89,1.17625
90,1.1857
91,1.17012
92,1.17869
93,1.1802
94,1.1751
95,1.18282
96,1.17791
97,1.1772
98,1.17976
99,1.17733
100,1.1749
101,1.1749
102,1.17433
103,1.1719
104,1.16792
105,1.17658
106,1.17919
107,1.17692
108,1.17363
109,1.18025
110,1.18307
111,1.17005
112,1.18153
113,1.17484
114,1.17627
115,1.17392
116,1.17972
117,1.18472
118,1.18522
119,1.18522
120,1.17362
121,1.18796
122,1.17975
123,1.18166
124,1.16633
125,1.18395
126,1.1773
127,1.17487
128,1.17385
129,1.17829
130,1.18092
131,1.18043
132,1.18331
133,1.17662
134,1.18428
135,1.1745
136,1.18392
137,1.17167
138,1.17743
139,1.17426
140,1.17058
141,1.17572
142,1.17494
143,1.17772
144,1.17759
145,1.17569
146,1.17545
147,1.1844
148,1.17602
149,1.18067
150,1.18067
151,1.17823
152,1.17564
153,1.17798
154,1.17946
155,1.17739
156,1.1781
157,1.17781
158,1.17801
159,1.17998
160,1.17377
161,1.17571
162,1.17735
163,1.17601
164,1.17971
165,1.17875
166,1.1786
167,1.18356
168,1.17721
169,1.17478
170,1.18029
171,1.1818
172,1.1853
173,1.17792
174,1.18149
175,1.18061
176,1.17829
177,1.18192
178,1.17988
179,1.17998
180,1.18592
181,1.18499
182,1.17778
183,1.18268
184,1.18878
185,1.18872
186,1.18024
187,1.17515
188,1.17435
189,1.17777
190,1.17326
191,1.18286
192,1.17995
193,1.17928
194,1.17827
195,1.17892
196,1.16982
197,1.16981
198,1.17768
199,1.16907
200,1.18228
201,1.17082
202,1.17273
203,1.16792
204,1.17686
205,1.16731
206,1.16954
207,1.17315
208,1.17176
209,1.17111
210,1.17086
211,1.17136
212,1.17268
213,1.17768
214,1.17785
215,1.17328
216,1.17623
217,1.17355
218,1.17398
219,1.1728
220,1.16909
221,1.17151
222,1.17457
223,1.17877
224,1.17602
225,1.17239
226,1.16995
227,1.16828
228,1.16304
229,1.16304
230,1.16842
231,1.16747
232,1.1788
233,1.17201
234,1.17991
235,1.16907
236,1.17061
237,1.17036
238,1.17382
239,1.16842
240,1.17675
241,1.18007
242,1.17234
243,1.17271
244,1.16326
245,1.17129
246,1.16607
247,1.17707
248,1.17122
249,1.1696
250,1.16949
251,1.1756
252,1.17186
253,1.1718
254,1.17417
255,1.16856
256,1.1722
257,1.16829
258,1.17285
259,1.16609
260,1.16972
261,1.16269
262,1.17243
263,1.17263
264,1.16681
265,1.16522
266,1.16796
267,1.17335
268,1.16678
269,1.17264
270,1.16146
271,1.16146
272,1.17141
273,1.17312
274,1.16859
275,1.16879
276,1.16999
277,1.17343
278,1.16995
279,1.16825
280,1.16908
281,1.16908
282,1.17083
283,1.17083
284,1.16459
285,1.17081
286,1.17316
287,1.17003
288,1.16854
289,1.16854
290,1.17104
291,1.16811
292,1.17078
293,1.17328
294,1.16945
295,1.17307
296,1.17227
297,1.17514
298,1.16424
299,1.17041
300,1.16992
301,1.16992
302,1.17323
303,1.17066
304,1.17527
305,1.16835
306,1.17042
307,1.17764
308,1.16757
309,1.17838
310,1.17292
311,1.17292
312,1.17741
313,1.17007
314,1.17552
315,1.17434
316,1.17434
317,1.16575
318,1.17664
319,1.17313
320,1.18073
321,1.1709
322,1.1773
323,1.17281
324,1.17428
325,1.17649
326,1.17649
327,1.17393
328,1.17598
329,1.17598
330,1.17815
331,1.17652
332,1.17315
333,1.17768
334,1.17421
335,1.16875
336,1.1754
337,1.17614
338,1.16742
339,1.1796
340,1.17716
341,1.17434
342,1.17105
343,1.17689
344,1.17607
345,1.18165
346,1.17032
347,1.17466
348,1.17594
349,1.17447
350,1.17472
351,1.1713
352,1.17598
353,1.17516
354,1.1769
355,1.17809
356,1.1778
357,1.17342
358,1.1806
359,1.17599
360,1.17263
361,1.18084
362,1.17224
363,1.17596
364,1.17513
365,1.17162
366,1.17056
367,1.174
368,1.16865
369,1.17566
370,1.16548
371,1.16858
372,1.17011
373,1.16888
374,1.16888
375,1.18027
376,1.17196
377,1.17104
378,1.17384
379,1.17271
380,1.17769
381,1.1699
382,1.17747
383,1.17454
384,1.17221
385,1.1803
386,1.17074
387,1.17074
388,1.17858
389,1.17518
390,1.17953
391,1.17489
392,1.17611
393,1.1708
394,1.17647
395,1.1725
396,1.17511
397,1.17031
398,1.17091
399,1.16657
400,1.17422
401,1.18129
402,1.17507
403,1.17773
404,1.17318
405,1.17318
406,1.17254
407,1.17729
408,1.17041
409,1.17215
410,1.17564
411,1.17437
412,1.17085
413,1.17085
414,1.17379
415,1.17032
416,1.17398
417,1.17207
418,1.17478
419,1.1722
420,1.18355
421,1.17164
422,1.17165
423,1.16997
424,1.16997
425,1.16978
426,1.1841
427,1.17917
428,1.17906
429,1.18238
430,1.17697
431,1.17563
432,1.18011
433,1.18011
434,1.18011
435,1.17423
436,1.17423
437,1.17753
438,1.17322
439,1.17648
440,1.17886
441,1.18284
442,1.18189
443,1.17729
444,1.17787
445,1.18617
446,1.17864
447,1.18207
448,1.17649
449,1.18692
450,1.17514
451,1.17875
452,1.18017
453,1.18149
454,1.18795
455,1.17395
456,1.17831
