MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.934089,-0.47221,-2.47837e-05
2,0.799954,-0.18355,0.000963654
3,0.907449,-0.17061,-0.0021852
4,0.902243,-0.09568,-0.00093548
5,0.898211,-0.03684,-0.00548595
6,0.897217,-0.00133,-0.00104091
7,0.908528,-0.01898,0.00284262
8,0.859177,0.007468,0.00261275
9,0.880751,-0.01504,0.00328457
10,0.866814,0.029283,0.0019711
11,0.934756,-0.02128,0.00289572
12,0.85433,0.047471,-0.00199436
13,0.922071,0.03375,0.0045141
14,0.869259,0.017017,-0.00530123
15,0.852935,0.043405,0.000609441
16,0.882419,0.007459,0.00369903
17,0.880758,0.032924,-0.0031164
18,0.952737,-0.02202,-0.00515591
19,0.863016,0.028882,-0.00620802
20,0.922251,-0.01225,-0.00255475
21,0.890974,0.024626,0.00293616
22,0.919488,0.027676,-0.00190406
23,0.935869,0.01675,-0.00399746
24,0.893286,0.019333,0.00156737
25,0.914474,0.014114,-0.000693424
26,0.915725,0.027724,-0.00317706
27,0.915725,0.027724,-0.00317706
28,0.911649,0.004065,-0.00132681
29,0.931824,0.00645,-0.00131331
30,0.926781,0.015249,0.00295411
31,0.926781,0.015249,0.00295411
32,0.926781,0.015249,0.00295411
33,0.937064,-0.00359,0.00195433
34,0.948283,0.003997,-0.00361849
35,0.96773,0.001372,0.000779218
36,0.928571,0.008284,-0.00213161
37,0.860076,0.024176,0.00389003
38,0.918891,0.003533,-0.00265702
39,0.887764,0.016058,0.00188658
40,0.93749,0.018164,-0.00323399
41,0.909715,0.023482,0.00108015
42,0.980251,-0.00903,0.00351246
43,0.924235,0.026201,0.00024483
44,0.967639,-0.02177,0.00095456
45,0.893753,0.01675,-0.00502718
46,0.922355,0.007174,0.0014317
47,0.852777,0.017859,-0.000198374
48,0.926973,-0.00894,0.00323723
49,0.910832,0.010105,0.000800231
50,0.9508,-0.00195,-0.00520615
51,0.860508,0.029492,-0.00122795
52,0.942698,-0.02331,-0.000573765
53,0.874596,0.016725,0.000882558
54,0.91772,0.030311,-6.0323e-05
55,0.91893,0.013588,-0.000776435
56,0.876245,0.039205,-0.00166396
57,0.945298,-0.00825,0.000409001
58,0.840864,0.068066,-0.00077409
59,0.933059,0.0221,0.000861799
60,0.939076,0.012426,0.000619227
61,0.936505,-0.00935,-0.000947751
