MDTU,min_ave,max_ave
1,-0.138698,0.234774
2,-0.197833,0.232424
3,-0.214255,0.244729
4,-0.230262,0.240981
5,-0.24975,0.240876
6,-0.260969,0.239685
7,-0.258525,0.243479
8,-0.263266,0.242791
9,-0.25684,0.245245
10,-0.267922,0.240314
11,-0.26342,0.246318
12,-0.271096,0.241391
13,-0.2712,0.240411
14,-0.264152,0.242356
15,-0.271845,0.24079
16,-0.263638,0.242724
17,-0.271387,0.243748
18,-0.258782,0.244832
19,-0.267998,0.243101
20,-0.257658,0.243139
21,-0.26997,0.241815
22,-0.269601,0.240906
23,-0.26754,0.241709
24,-0.266923,0.241845
25,-0.268401,0.242418
26,-0.269946,0.238321
27,-0.269946,0.238321
28,-0.261759,0.240109
29,-0.265033,0.239415
30,-0.269864,0.244858
31,-0.269864,0.244858
32,-0.269864,0.244858
33,-0.266663,0.243866
34,-0.268489,0.243563
35,-0.264288,0.241002
36,-0.263496,0.240607
37,-0.267466,0.241942
38,-0.263588,0.244692
39,-0.265553,0.242872
40,-0.27204,0.241827
41,-0.2739,0.244833
42,-0.263737,0.245169
43,-0.271561,0.242152
44,-0.259808,0.245103
45,-0.267391,0.243429
46,-0.265134,0.239084
47,-0.26133,0.240639
48,-0.262334,0.247036
49,-0.267088,0.245435
50,-0.266993,0.246066
51,-0.273142,0.24494
52,-0.259394,0.243971
53,-0.270438,0.244574
54,-0.274251,0.243463
55,-0.278836,0.250855
56,-0.280497,0.247495
57,-0.270192,0.249204
58,-0.283422,0.244847
59,-0.275415,0.2483
60,-0.27258,0.24793
61,-0.265968,0.247251
62,-0.265506,0.248432
63,-0.27877,0.241778
64,-0.270409,0.243411
65,-0.269555,0.244481
66,-0.273667,0.24259
67,-0.276951,0.243442
68,-0.272874,0.244598
69,-0.272416,0.246641
70,-0.284573,0.245246
71,-0.276275,0.248193
72,-0.279975,0.245986
73,-0.276051,0.245196
74,-0.279672,0.244296
75,-0.275303,0.243334
76,-0.27891,0.242162
77,-0.277201,0.24572
78,-0.280351,0.242311
79,-0.281707,0.247903
80,-0.281124,0.24417
81,-0.275106,0.245313
82,-0.283594,0.244301
83,-0.283142,0.247198
84,-0.2805,0.245206
85,-0.274931,0.244345
86,-0.278661,0.245067
87,-0.274812,0.243634
88,-0.270263,0.244256
89,-0.276508,0.246408
90,-0.267136,0.249472
91,-0.278254,0.243167
92,-0.272063,0.247275
93,-0.270011,0.247838
94,-0.272268,0.24606
95,-0.274746,0.249346
96,-0.274942,0.24782
97,-0.276084,0.24674
98,-0.274764,0.248562
99,-0.271819,0.245598
100,-0.27525,0.244493
101,-0.27525,0.244493
102,-0.271912,0.243135
103,-0.283079,0.245005
104,-0.282542,0.241635
105,-0.277188,0.244706
106,-0.273006,0.245135
107,-0.271677,0.244886
108,-0.272681,0.243504
109,-0.272508,0.246574
110,-0.270326,0.248265
111,-0.269443,0.240904
112,-0.265874,0.247287
113,-0.273448,0.244992
114,-0.263982,0.243707
115,-0.262903,0.241775
116,-0.271194,0.247283
117,-0.271262,0.25095
118,-0.271374,0.25154
119,-0.271374,0.25154
120,-0.283771,0.247177
121,-0.271602,0.253399
122,-0.274114,0.249149
123,-0.271512,0.248994
124,-0.272575,0.239642
125,-0.265092,0.248477
126,-0.264184,0.245084
127,-0.268726,0.244543
128,-0.27198,0.244448
129,-0.274908,0.247798
130,-0.266523,0.246894
131,-0.266349,0.246749
132,-0.271855,0.250291
133,-0.270276,0.246362
134,-0.265193,0.249111
135,-0.267587,0.24436
136,-0.259219,0.247843
137,-0.270518,0.244199
138,-0.26702,0.245447
139,-0.267925,0.243588
140,-0.271834,0.24306
141,-0.267809,0.244841
