MDTU,susyTrans,Im(bilin)
10,-0.0604996,-0.000579327
20,0.030257,-0.00444306
30,-0.0221254,-0.00448723
40,-0.0270689,-0.00492626
50,0.00275009,0.00504271
60,-0.0495566,-0.00264105
70,-0.111011,0.00823909
80,-0.0836298,-0.00443944
90,0.0410774,-0.00328442
100,-0.043921,-0.00353027
110,0.0195663,-0.0023335
120,-0.079724,-0.00628228
130,-0.0128466,0.00946475
140,-0.0685707,-0.00255112
150,0.0188106,0.000109543
160,-0.0789769,-0.00173221
170,-0.0414072,-0.00123163
180,-0.00284308,0.00841494
190,-0.0974048,0.00297173
200,0.0189649,-0.00292941
210,-0.0301817,0.00637858
220,-0.0867058,0.00579789
230,-0.0376422,0.00570686
240,-0.0147272,-0.00567907
250,-0.0491632,-0.016007
260,-0.0361003,-0.00159097
270,-0.0995667,0.00152782
280,-0.0202694,-0.00416421
290,-0.0536455,-0.00294279
300,-0.0164124,-0.00299887
310,-0.0159683,-0.00119879
320,0.0309204,-0.0051744
330,0.0451261,0.00150161
340,0.00646037,-0.000626128
350,-0.0189329,-0.00368781
360,-0.0425099,-0.00167065
370,-0.0878096,-0.00107241
380,0.0151167,-0.00640363
390,0.0109831,0.00146466
400,-0.0221747,0.00656661
410,-0.0109792,-0.00199558
420,0.0452841,0.00268835
430,-0.0396348,0.00724044
440,-0.00688032,0.00547019
450,-0.0818931,0.00443017
460,-0.042102,-0.0011715
470,-0.0144763,0.00240051
480,-0.0149456,0.00164074
490,-0.0310839,0.00649595
500,0.00629334,-0.00425445
510,-0.0311774,0.0103769
520,-0.0747656,0.0133332
530,0.0146575,0.00904399
540,-0.0033312,0.000693588
550,-0.0269195,-0.0012963
560,0.0200274,-0.00252478
570,-0.0311926,-0.00299815
580,-0.0565119,0.00426938
590,-0.0425503,0.00375245
600,0.0260508,-0.00133651
610,-0.0237395,0.0066567
620,-0.0398728,0.000573579
630,-0.0465499,-0.00657315
640,0.000985578,0.00106852
650,-0.0513697,0.00309538
660,0.000180601,0.00788293
670,-0.00962141,-0.00202326
680,-0.0404081,-0.00428242
690,-0.0165491,0.00208946
700,0.0154006,0.00446966
710,-0.0195096,0.000765521
720,-0.00875656,0.00780079
730,-0.0434259,-0.00400223
740,-0.0592546,0.00134041
750,-0.000551608,-0.004612
760,-0.0374076,-0.00608746
770,0.0115407,0.00165695
780,-0.0592779,0.00479007
790,0.0217527,-0.00856476
800,0.0160969,-0.00247255
810,-0.0155757,-0.00234822
820,0.000949935,0.00255319
830,-0.0148243,0.00652007
840,-0.114043,0.00622938
850,0.00962738,0.00373348
860,-0.0217607,-0.00231494
870,-0.0677625,-0.00475631
880,-0.0322156,-0.00401239
890,-0.0854561,0.00997082
900,-0.0897759,0.000543069
910,0.0051277,-0.004489
920,-0.0661939,0.00329394
930,-0.0429166,0.00285875
940,-0.0196407,0.000936243
950,-0.00909741,0.000188088
960,0.0279452,-0.000124579
970,0.000295222,0.0130067
980,0.0368749,0.00758357
990,0.0112341,-0.00594377
1000,-0.0001208,-0.00704572
1010,-0.0700301,-0.00119006
1020,-0.0213147,0.0134396
1030,-0.0930983,0.00842455
1040,-0.0174045,0.00297246
1050,-0.0132541,0.00193086
1060,0.0284868,0.000181963
1070,0.00874131,-1.18563e-05
1080,-0.000412265,-0.00261813
1090,0.0441197,-0.00963786
1100,-0.0576456,-0.00446325
1110,-0.0435556,0.00654086
1120,-0.000885815,0.00947938
1130,0.0172269,-0.0104129
1140,-0.0448161,-0.00465631
1150,-0.030493,0.00712978
1160,0.00501282,-0.00388673
1170,-0.0199655,-0.00417129
1180,0.0324853,-0.00337121
1190,-0.0769426,-0.00601562
1200,-0.0304885,-0.00607535
1210,-0.000853711,0.0114128
1220,-0.0145797,0.00252268
1230,-0.0101245,-0.00734727
1240,0.015098,-0.00171734
1250,-0.0788238,0.000966186
1260,-0.0128623,-0.00743522
1270,-0.0466596,-0.00360553
1280,-0.0211942,-0.00100959
1290,-0.00210333,0.00530517
1300,-0.0562887,0.00486661
1310,-0.00293127,0.0015499
1320,-0.0385944,-0.00224712
1330,-0.00478909,0.00507325
1340,-0.073243,0.000243415
1350,-0.0200686,-0.00418764
1360,0.0210958,-0.00252533
1370,-0.0112718,0.000114328
1380,-0.0377616,-0.00193882
1390,-0.0103658,-0.000215431
1400,-0.0248895,0.00510703
1410,-0.0434282,0.00915554
1420,-0.0225413,0.00304805
1430,0.0107539,0.00856443
1440,-0.0220788,-0.00350796
1450,-0.017924,-0.0015986
1460,-0.0409456,-0.00520321
1470,-0.0017898,0.00445467
1480,0.0473982,0.00070768
1490,-0.0309562,-0.00161686
1500,-0.0352454,-0.00258452
1510,-0.00648348,-0.00174696
1520,-0.0261662,0.0028171
1530,-0.0122045,0.00729723
1540,-0.0332537,0.00270725
1550,-0.0328776,0.0062376
1560,-0.10381,0.00181584
1570,0.000340819,-0.00144892
1580,-0.0560155,-0.00318016
1590,0.00579112,-0.00937122
1600,-0.0922926,0.00342406
1610,-0.0286416,-0.00800104
1620,-0.0439917,0.000707566
1630,0.0141964,0.00082462
1640,-0.0961939,-0.00616267
1650,-0.0021456,0.00776552
1660,-0.0378648,-0.00160773
1670,-0.0433169,0.00397595
1680,0.00752996,0.00527401
1690,-0.0946215,0.00415136
1700,-0.0625164,-0.00285223
