MDTU,0,2,4,6,8,10
10,17.7966,17.5784,17.4714,17.4112,17.2759,17.2225
20,17.7793,17.7151,17.5051,17.4721,17.3985,17.3419
30,18.4587,18.1702,18.0414,18.0317,18.0223,17.9361
40,17.9992,17.6326,17.3861,17.3302,17.098,17.0833
50,18.2935,18.2004,18.0741,17.9555,17.8799,17.8498
60,18.9121,18.6797,18.0292,17.781,17.7177,17.691
70,18.6596,18.5407,17.863,17.7591,17.5315,17.3346
80,18.43,18.1475,18.1296,17.9776,17.6508,17.4432
90,18.3966,18.1248,18.0099,17.871,17.8167,17.6668
100,17.5114,17.2894,17.2036,17.1387,17.1269,17.1206
110,18.3743,18.1946,17.34,17.2478,17.2356,17.1791
120,18.8471,18.7165,18.2265,18.1148,17.7728,17.6586
130,18.2147,18.0094,17.7252,17.7123,17.6456,17.5726
140,17.6589,17.6481,17.5089,17.252,17.121,17.0718
150,18.2951,17.8804,17.8199,17.3212,17.2668,17.244
160,17.9644,17.7726,17.6942,17.6261,17.4875,17.3798
170,17.9316,17.6928,17.6493,17.3923,17.3226,17.2063
180,18.0289,17.8131,17.3458,17.2134,17.1519,17.1117
190,17.4168,17.3771,17.3474,17.191,17.1839,17.1009
200,17.4979,17.4588,17.4501,17.354,17.3028,17.2746
210,17.5076,17.4202,17.062,16.9249,16.8522,16.7981
220,18.0348,17.9618,17.8662,17.8471,17.7789,17.6061
230,17.9024,17.4397,17.3139,17.2601,17.1627,17.114
240,17.6764,17.5096,17.3524,17.3355,17.3327,17.2801
250,18.2187,18.025,17.5208,17.3009,17.2351,17.0798
260,17.1441,17.0582,16.9168,16.8794,16.8357,16.8053
270,17.4401,17.4146,17.2353,17.2111,17.1993,17.043
280,18.0573,17.6246,17.4546,17.2654,17.2301,17.2076
290,17.6518,17.593,17.5154,17.4813,17.398,17.3825
300,18.1649,17.9268,17.5968,17.4544,17.3389,17.336
310,18.1066,17.7063,17.6216,17.618,17.585,17.4325
320,18.0872,17.8784,17.5429,17.4217,17.3562,17.2438
330,18.3772,18.2738,18.0118,17.9635,17.9224,17.8871
340,18.272,18.0485,17.8387,17.6361,17.629,17.6064
350,18.6553,17.9947,17.8122,17.4183,17.3105,17.2787
360,18.3193,17.9533,17.9531,17.799,17.6504,17.4976
370,17.2802,17.1182,17.0493,17.012,16.931,16.9227
380,17.9353,17.796,17.6625,17.489,17.4775,17.3166
390,17.1176,17.0982,17.0192,16.9828,16.8957,16.8796
400,17.4757,17.4657,17.4313,17.4068,17.3359,17.2498
410,17.4986,17.3819,17.3675,17.2351,17.2091,17.191
420,17.5828,17.5063,17.4275,17.4129,17.3729,17.3551
430,17.6747,17.6382,17.6158,17.4759,17.41,17.3756
440,17.8733,17.7085,17.3573,17.347,17.2617,17.1373
450,nan,nan,nan,nan,nan,nan
