MDTU,S_B
1,0.640275
2,0.784063
3,0.894458
4,0.930408
5,0.959515
6,0.975485
7,0.98902
8,0.995303
9,0.993987
10,0.990563
11,1.00461
12,1.0024
13,1.00413
14,1.00385
15,0.997301
16,0.998366
17,0.99965
18,1.00046
19,0.998826
20,0.997036
21,1.00099
22,1
23,1.00319
24,0.997118
25,0.998678
26,0.993003
27,0.993003
28,0.98987
29,0.994978
30,0.998471
31,0.998471
32,0.998471
33,0.98689
34,0.991198
35,0.998216
36,0.989814
37,0.992536
38,1.00566
39,0.996571
40,0.996558
41,0.99959
42,1.00743
43,1.00209
44,1.00086
45,1.00439
46,0.992938
47,0.992504
48,1.00212
49,0.998413
50,1.00221
51,0.991796
52,0.986904
53,0.992873
54,0.992621
55,1.00822
56,0.99404
57,1.00099
58,0.997552
59,1.00479
60,0.992874
61,0.995533
62,1.00117
63,0.993934
64,0.992042
65,0.994259
66,0.992322
67,0.998761
68,1.00026
69,0.998474
70,0.992563
71,1.00825
72,0.996988
73,1.00317
74,0.996784
75,1.00644
76,1.00331
77,1.00669
78,1.00343
79,1.01004
80,1.0048
81,1.00544
82,0.999335
83,1.00295
84,0.997081
85,0.998975
86,1.00187
87,0.991507
88,0.999893
89,0.992354
90,1.0007
91,0.990224
92,1.0012
93,1.00223
94,1.00321
95,0.995786
96,0.997078
97,1.00322
98,1.00003
99,1.00554
100,0.9981
101,0.9981
102,0.997055
103,1.00092
104,0.997223
105,0.994718
106,0.994419
107,0.994273
108,0.991513
109,0.997421
110,1.0032
111,0.986375
112,0.998498
113,0.995192
114,0.996232
115,0.985599
116,0.996379
117,0.999603
118,0.998486
119,0.998486
120,0.998456
121,1.0022
122,0.999375
123,1.00245
124,0.992732
125,0.998323
126,0.993349
127,0.996049
128,0.993945
129,1.00239
130,0.999832
131,0.989717
132,0.997144
133,0.994942
134,0.991776
135,0.982263
136,0.988754
137,0.984459
138,0.987696
139,0.990451
140,0.993528
141,0.993231
142,0.992767
143,0.99634
144,0.993907
145,0.998018
146,0.996434
147,1.00332
148,0.996319
149,1.00064
150,1.00064
151,1.00949
152,1.00217
153,0.996419
154,0.997766
155,0.992385
156,0.99852
157,0.995788
158,0.996968
159,1.00054
160,0.995058
161,0.991501
162,0.990308
163,0.987393
164,0.988283
165,0.990614
166,0.996387
167,0.999427
168,0.99517
169,0.990755
170,1.00198
171,1.00133
172,0.991604
173,0.997792
174,1.00037
175,0.999532
176,0.991513
177,0.999725
178,0.994727
179,0.994705
180,0.998926
181,0.998176
182,0.994098
183,1.0009
184,0.99654
185,1.00017
186,0.990516
187,0.997499
188,1.00123
189,1.00216
190,1.00728
191,1.00408
192,0.991258
193,0.995341
194,0.999286
195,1.00104
196,0.997295
197,0.993871
198,0.994004
199,0.988984
200,0.996541
201,0.988214
202,0.993516
203,0.992123
204,1.00421
205,1.00076
206,0.997484
207,1.00012
208,0.995913
209,0.997469
210,0.998492
211,1.00225
212,0.996654
213,1.00133
214,1.00382
215,0.998798
216,0.997876
217,0.996895
218,1.00023
219,1.00166
220,1.00369
221,1.00073
222,0.999062
223,0.998096
224,1.00249
225,1.00321
226,0.993278
227,1.00284
228,0.997577
229,0.997577
230,0.997783
231,0.991787
232,1.00511
233,0.99925
234,0.998059
235,0.99043
236,0.993882
237,0.995363
238,1.00221
239,0.998112
240,1.00335
241,0.997844
242,0.996524
243,0.992952
244,0.995975
245,1.00197
246,0.99773
247,1.00175
248,0.997386
249,0.998942
250,0.999824
251,1.00548
252,1.00083
253,0.998394
254,1.004
255,0.998106
256,1.00184
257,0.993861
258,1.00361
259,0.998622
260,1.00722
261,1.00499
262,1.00403
263,1.00704
264,1.00121
