MDTU,plaq,Re(det),Im(det),link
1,1.21979,0.749687,0.326278,0.214093
2,1.12232,0.64866,0.321378,0.249993
3,1.13553,0.658516,0.342972,0.267372
4,1.10285,0.635387,0.341052,0.277539
5,1.08335,0.619215,0.333743,0.291575
6,1.07366,0.610334,0.327435,0.29371
7,1.09134,0.615165,0.334768,0.29651
8,1.07732,0.598191,0.32677,0.294672
9,1.08845,0.604684,0.338934,0.286308
10,1.06875,0.59102,0.329186,0.292609
11,1.09839,0.619833,0.339311,0.299059
12,1.06304,0.581455,0.328736,0.292137
13,1.07071,0.599847,0.335448,0.301483
14,1.07533,0.597236,0.326972,0.292957
15,1.07098,0.583525,0.327078,0.295608
16,1.08222,0.603079,0.328454,0.291769
17,1.08384,0.590126,0.334742,0.294432
18,1.09847,0.62166,0.344327,0.29969
19,1.07742,0.587763,0.333512,0.293078
20,1.0886,0.611875,0.342662,0.292909
21,1.07392,0.596897,0.332577,0.296817
22,1.0708,0.599593,0.338588,0.303124
23,1.07733,0.60701,0.339467,0.302417
24,1.07705,0.599813,0.331748,0.296382
25,1.07782,0.605523,0.334272,0.299825
26,1.07,0.603329,0.330148,0.303995
27,1.07,0.603329,0.330148,0.303995
28,1.07917,0.608964,0.33309,0.299896
29,1.07616,0.613595,0.332168,0.301957
30,1.09222,0.604735,0.340447,0.301665
31,1.09222,0.604735,0.340447,0.301665
32,1.09222,0.604735,0.340447,0.301665
33,1.09079,0.616697,0.335125,0.300487
34,1.08712,0.613639,0.340955,0.302943
35,1.08489,0.615489,0.347729,0.308346
36,1.07917,0.606973,0.341569,0.30032
37,1.07177,0.590362,0.330586,0.296103
38,1.08024,0.607134,0.339956,0.295825
39,1.07271,0.598509,0.333688,0.296267
40,1.07311,0.610247,0.333446,0.306038
41,1.07882,0.603551,0.32974,0.307291
42,1.09044,0.621842,0.3481,0.305761
43,1.07329,0.603538,0.334584,0.306521
44,1.09372,0.623994,0.346442,0.300999
45,1.07793,0.59911,0.33486,0.297746
46,1.07126,0.61024,0.33361,0.30264
47,1.06695,0.592596,0.327312,0.292278
48,1.08662,0.610456,0.345228,0.296993
49,1.08065,0.604988,0.336134,0.295243
50,1.09148,0.615019,0.343234,0.30589
51,1.07641,0.591632,0.325052,0.296681
52,1.08303,0.621209,0.341538,0.294539
53,1.07404,0.600374,0.323852,0.296982
54,1.07304,0.600079,0.335272,0.304391
55,1.09535,0.606802,0.334285,0.30345
56,1.07814,0.589824,0.329206,0.293536
57,1.09589,0.618134,0.339053,0.30245
58,1.06304,0.573855,0.322404,0.295453
59,1.08873,0.605102,0.338294,0.302288
60,1.09197,0.607625,0.342464,0.298791
61,1.09193,0.615636,0.340389,0.302462
62,1.10094,0.620481,0.339388,0.298764
63,1.06629,0.592256,0.324156,0.303266
64,1.07831,0.601384,0.332913,0.307168
65,1.09185,0.62463,0.348426,0.308726
66,1.08057,0.610574,0.337276,0.30863
67,1.08124,0.622395,0.33345,0.308957
68,1.08785,0.625351,0.341165,0.311181
69,1.09398,0.62501,0.344826,0.309469
70,1.07774,0.600112,0.336618,0.307378
71,1.09878,0.61764,0.348094,0.310492
72,1.08356,0.606304,0.335024,0.308178
73,1.09019,0.614562,0.340709,0.311706
74,1.086,0.612105,0.344266,0.315547
75,1.08126,0.610082,0.340843,0.311268
76,1.08576,0.618141,0.343869,0.316715
77,1.09279,0.616925,0.347154,0.307627
78,1.0714,0.60524,0.337913,0.307942
79,1.08984,0.619551,0.342444,0.314255
80,1.07501,0.608693,0.339676,0.314729
81,1.09026,0.623899,0.348838,0.314392
82,1.08357,0.61153,0.340173,0.320725
83,1.09554,0.6208,0.345649,0.316335
84,1.09016,0.616467,0.346118,0.312382
85,1.08392,0.621103,0.34265,0.312622
86,1.08214,0.609389,0.337906,0.3103
87,1.0793,0.607157,0.333379,0.30315
88,1.0841,0.613337,0.334246,0.30456
89,1.09249,0.622852,0.337412,0.305052
90,1.10651,0.637077,0.355041,0.304712
91,1.07391,0.604213,0.327241,0.30584
92,1.09053,0.609312,0.339371,0.29973
93,1.09438,0.611681,0.344318,0.301864
94,1.08516,0.597575,0.345431,0.298275
95,1.10031,0.615161,0.34434,0.307505
96,1.0854,0.601769,0.342022,0.302997
97,1.08315,0.611351,0.342449,0.306752
98,1.08778,0.605672,0.343736,0.302017
99,1.08405,0.615281,0.345449,0.301672
100,1.0812,0.615749,0.338922,0.308019
101,1.0812,0.615749,0.338922,0.308019
