MDTU,0,2,4,6,8,10
10,0.000611177,0.000877298,0.00161256,0.00218347,0.00231532,0.00276412
20,0.000824885,0.0014262,0.00185555,0.00221183,0.00254663,0.00299603
30,0.00140103,0.00178881,0.00226332,0.00292924,0.00341982,0.00376111
40,0.00109217,0.00152177,0.00175022,0.0022141,0.00229431,0.00294719
50,0.000943448,0.00134791,0.00257506,0.00364402,0.00444142,0.00472819
60,0.000976272,0.00125296,0.00206562,0.00253337,0.0037252,0.00404649
70,0.00180224,0.00226328,0.00268913,0.00303632,0.003911,0.00424358
80,0.00208036,0.00238519,0.00361167,0.00382374,0.00454651,0.00492377
90,0.00149707,0.00192199,0.00212618,0.00269566,0.0028809,0.00353067
100,0.00121639,0.0018205,0.0023392,0.00270507,0.00310537,0.00371384
110,0.000727019,0.001648,0.00242597,0.00283455,0.00333573,0.00365791
120,0.00152627,0.00258299,0.00323393,0.00415407,0.00465057,0.00489314
130,0.00208158,0.00229927,0.00293698,0.00366063,0.00411414,0.00424331
140,0.00127961,0.00166306,0.00211465,0.00224268,0.00343496,0.00390905
150,0.00151211,0.00239506,0.00270575,0.00381477,0.00431736,0.00464084
160,0.00182563,0.00222268,0.00253966,0.00306952,0.00388596,0.00420336
170,0.00187678,0.00209553,0.00273272,0.00326947,0.00403337,0.00448157
180,0.00149452,0.00256347,0.00333346,0.00441729,0.00480599,0.00517622
190,0.00178086,0.00215477,0.0026287,0.00340095,0.00406562,0.00427756
200,0.000991511,0.00161213,0.00179296,0.00221584,0.00291284,0.00369655
210,0.000952024,0.0011847,0.0026289,0.00282137,0.00336623,0.00376658
220,0.00100887,0.00144729,0.00167594,0.0026213,0.00313941,0.0033781
230,0.000606363,0.00109405,0.00154329,0.00227041,0.00267538,0.00277808
240,0.000420991,0.000733933,0.00145974,0.00178059,0.002226,0.00262621
250,0.000527696,0.000812226,0.00126063,0.00158431,0.00187906,0.00240659
260,0.000375538,0.000541012,0.00105744,0.00182064,0.00200824,0.00283748
270,0.000344972,0.000884198,0.0012621,0.00146167,0.00197116,0.00265226
280,0.000407011,0.000629015,0.00155542,0.00199545,0.0025267,0.00270516
290,0.000367267,0.000787175,0.00180014,0.0019481,0.0023081,0.00265525
300,0.000161977,0.000768478,0.00110918,0.00164693,0.00180156,0.00235795
310,0.000564124,0.00111139,0.0015399,0.00183554,0.00238342,0.00348774
320,0.00112777,0.00118227,0.00193641,0.00227473,0.00277988,0.00340542
330,0.000762251,0.00101494,0.00158053,0.00198643,0.00255491,0.002952
340,0.000535597,0.00122909,0.00138123,0.00197867,0.00217884,0.00275268
350,0.000330747,0.00070268,0.000915795,0.00119701,0.00148613,0.00232983
360,0.000794751,0.00112935,0.00168005,0.00239729,0.00321115,0.00352053
370,0.000599575,0.00120616,0.00181721,0.00194237,0.00289567,0.00331379
380,0.000566438,0.00124575,0.0016354,0.00176878,0.00307515,0.00340982
390,0.000675965,0.00133641,0.00143776,0.00174046,0.00193203,0.00246059
400,0.00113775,0.00156678,0.00230184,0.00272887,0.00310768,0.00382611
410,0.00145119,0.00195065,0.00253884,0.00273762,0.00366285,0.00390246
420,0.00132367,0.00171692,0.00246699,0.00296877,0.00340832,0.00419886
430,0.00149898,0.00181466,0.00220521,0.00321863,0.0035357,0.00429687
440,0.00172329,0.00242963,0.00296338,0.00374493,0.00423888,0.00469885
450,nan,nan,nan,nan,nan,nan
