MDTU,plaq_ss,plaq_st
1,1.28338,1.30071
2,1.16183,1.17246
3,1.18,1.16882
4,1.15137,1.12204
5,1.12843,1.08826
6,1.11054,1.07632
7,1.14652,1.08525
8,1.12829,1.0761
9,1.1405,1.09284
10,1.12634,1.06041
11,1.14798,1.09347
12,1.12237,1.05725
13,1.1232,1.0599
14,1.13347,1.07023
15,1.09726,1.0765
16,1.11634,1.08945
17,1.09096,1.09909
18,1.12256,1.10795
19,1.1047,1.08596
20,1.1205,1.09533
21,1.10385,1.07708
22,1.09218,1.07447
23,1.10791,1.07863
24,1.0891,1.08975
25,1.09015,1.08845
26,1.07529,1.07784
27,1.07529,1.07784
28,1.09246,1.08942
29,1.06454,1.09543
30,1.08716,1.11277
31,1.08716,1.11277
32,1.08716,1.11277
33,1.06352,1.12152
34,1.06206,1.11551
35,1.03193,1.12541
36,1.00987,1.13047
37,1.01669,1.11891
38,1.02575,1.12878
39,1.01228,1.11936
40,1.02724,1.10592
41,1.01871,1.12032
42,1.02418,1.138
43,1.01473,1.11265
44,1.06884,1.1224
45,1.06794,1.10034
46,1.04866,1.0968
47,1.05591,1.09423
48,1.05784,1.12402
49,1.05403,1.11542
50,1.04605,1.13129
51,1.05479,1.10676
52,1.03948,1.12681
53,1.03493,1.10992
54,1.04273,1.10291
55,1.07429,1.12158
56,1.05884,1.10489
57,1.06498,1.12662
58,1.04995,1.08498
59,1.06404,1.11557
60,1.0773,1.11527
61,1.07976,1.12129
62,1.10979,1.1209
63,1.05835,1.08319
64,1.07922,1.0937
65,1.10104,1.09998
66,1.09022,1.08619
67,1.07005,1.09528
68,1.09212,1.09417
69,1.09901,1.10235
70,1.06471,1.08997
71,1.07182,1.12316
72,1.05318,1.10968
73,1.07094,1.10724
74,1.06281,1.09959
75,1.07175,1.09307
76,1.05376,1.10091
77,1.07241,1.11122
78,1.04788,1.09083
79,1.07593,1.10408
80,1.04847,1.09383
81,1.05172,1.11717
82,1.03083,1.11589
83,1.05141,1.12708
84,1.06433,1.11194
85,1.04619,1.11315
86,1.04918,1.11104
87,1.0613,1.10391
88,1.08144,1.1014
89,1.10961,1.09564
90,1.09525,1.12682
91,1.06728,1.0887
92,1.0941,1.10968
93,1.09805,1.1119
94,1.07827,1.1052
95,1.07095,1.12992
96,1.05685,1.11861
97,1.06349,1.10729
98,1.07717,1.11344
99,1.05147,1.11767
100,1.05066,1.10662
101,1.05066,1.10662
102,1.04339,1.11522
103,1.0359,1.0999
104,1.03204,1.09001
105,1.05888,1.10529
106,1.05848,1.11529
107,1.06468,1.10398
108,1.06198,1.10254
109,1.08075,1.12172
110,1.0615,1.12598
111,1.04041,1.09894
112,1.07751,1.11776
113,1.05382,1.10787
114,1.05477,1.11332
115,1.06566,1.10332
116,1.09197,1.10405
117,1.10371,1.11339
118,1.11504,1.11094
119,1.11504,1.11094
120,1.08832,1.07773
121,1.1219,1.11198
122,1.1041,1.09271
123,1.11856,1.09827
124,1.10226,1.06533
125,1.12588,1.12163
126,1.10835,1.10111
127,1.10914,1.09649
128,1.1177,1.09392
129,1.12601,1.0983
130,1.14088,1.10184
131,1.12782,1.10427
132,1.11164,1.11891
133,1.11058,1.09793
134,1.11346,1.11964
135,1.09801,1.10192
136,1.10589,1.12041
137,1.07295,1.09919
138,1.0812,1.11583
139,1.05905,1.1103
140,1.05991,1.09608
141,1.07462,1.10886
142,1.08293,1.10014
143,1.07715,1.1064
144,1.09025,1.10025
145,1.06084,1.09895
146,1.06653,1.10169
147,1.1,1.11572
148,1.082,1.10053
149,1.08931,1.11188
150,1.08931,1.11188
151,1.071,1.103
152,1.06941,1.09811
153,1.05988,1.11565
154,1.0741,1.11351
155,1.07086,1.11321
156,1.07379,1.10754
157,1.03426,1.1287
158,1.04351,1.12266
159,1.04378,1.12243
160,1.02146,1.11951
161,1.02837,1.12513
162,1.03123,1.13323
163,1.02388,1.1313
164,1.0808,1.12291
165,1.06007,1.11961
166,1.06733,1.11334
167,1.09069,1.10808
168,1.06368,1.10858
169,1.07016,1.10124
170,1.06592,1.11696
171,1.03999,1.12443
172,1.06825,1.12273
173,1.03568,1.11622
174,1.05867,1.12022
175,1.05479,1.11491
176,1.03209,1.11396
177,1.03512,1.11973
178,1.03875,1.11511
179,1.01938,1.12845
180,1.00989,1.14456
181,1.02731,1.13694
182,1.00437,1.1255
183,1.00376,1.14349
184,1.01071,1.16129
185,1.01504,1.15709
186,1.02508,1.13086
187,1.02077,1.11001
188,1.01469,1.10245
189,1.01239,1.12019
190,1.00933,1.10275
191,1.0528,1.12329
192,1.06009,1.10941
193,1.05796,1.11238
194,1.03725,1.11336
195,1.0406,1.1102
196,1.00509,1.10661
197,1.00073,1.11136
198,1.0276,1.13489
199,1.00531,1.11267
200,1.03487,1.14174
201,1.03904,1.10444
202,1.04741,1.10381
203,1.03616,1.08429
204,1.05266,1.10563
205,1.0342,1.09194
206,1.04787,1.09182
207,1.05795,1.10363
208,1.0685,1.09282
209,1.05114,1.09215
210,1.05961,1.08441
211,1.06927,1.09289
212,1.07403,1.08972
213,1.08969,1.09579
214,1.08343,1.10061
215,1.0775,1.08298
216,1.10007,1.08782
217,1.0935,1.08066
218,1.10096,1.07721
219,1.10096,1.07385
220,1.09297,1.07225
221,1.083,1.08506
222,1.07501,1.09345
223,1.12592,1.08304
224,1.11058,1.0763
225,1.10987,1.06451
226,1.09226,1.07042
227,1.09368,1.06602
228,1.08642,1.05391
229,1.08642,1.05391
230,1.08727,1.0705
231,1.09695,1.06339
232,1.12606,1.08246
233,1.12795,1.06718
234,1.14681,1.07879
235,1.1281,1.05557
236,1.12736,1.05837
237,1.13215,1.05969
238,1.13793,1.06353
239,1.1229,1.05868
240,1.14553,1.07244
241,1.14284,1.0794
242,1.14887,1.05071
243,1.14386,1.05311
244,1.13018,1.03535
245,1.13411,1.05263
246,1.10392,1.05048
247,1.14382,1.07268
248,1.13978,1.05028
249,1.11834,1.05959
250,1.09645,1.07104
251,1.09716,1.08603
252,1.08442,1.08475
253,1.08863,1.08227
254,1.1147,1.07497
255,1.10006,1.06382
256,1.10908,1.07644
257,1.08711,1.07421
258,1.11426,1.07818
259,1.12467,1.04952
260,1.10971,1.0602
261,1.08812,1.05433
262,1.10545,1.07614
263,1.0972,1.0748
264,1.0851,1.06814
265,1.08917,1.0618
266,1.087,1.06569
267,1.10988,1.06875
268,1.11121,1.05169
269,1.10874,1.07532
270,1.07567,1.06034
271,1.07567,1.06034
272,1.09161,1.08937
273,1.11388,1.08863
274,1.10566,1.077
275,1.10917,1.07636
276,1.10752,1.07635
277,1.13197,1.07348
278,1.13154,1.07098
279,1.1331,1.05908
280,1.12949,1.06697
281,1.12949,1.06697
282,1.13048,1.06098
283,1.13048,1.06098
284,1.11866,1.04665
285,1.09975,1.08444
286,1.11751,1.09073
287,1.11656,1.07338
288,1.10983,1.07108
289,1.10983,1.07108
290,1.08428,1.09256
291,1.07907,1.08661
292,1.0992,1.08883
293,1.07141,1.10604
294,1.07628,1.10546
295,1.07555,1.11567
296,1.09801,1.10133
297,1.11457,1.09636
298,1.10331,1.08041
299,1.09378,1.09377
300,1.07813,1.09476
301,1.07813,1.09476
302,1.07629,1.10903
303,1.09244,1.09483
304,1.08952,1.10456
305,1.09318,1.07721
306,1.10834,1.08213
307,1.10519,1.10409
308,1.07288,1.09238
309,1.07469,1.12427
