ReTr(Ly),ImTr(Ly)
2.36866,-0.179966
3.40185,0.92629
4.55675,1.41694
4.49781,0.848309
4.21799,1.55947
3.20414,2.62708
2.37553,2.54319
3.11234,1.42805
2.30751,1.83596
2.35476,1.1187
1.63085,0.503578
1.28313,0.357755
1.27354,0.345056
1.10139,0.393161
1.11556,0.46429
1.10752,0.117896
0.985657,0.440231
1.03913,0.62627
0.741912,0.790606
0.887294,0.439352
0.583165,0.440131
0.695795,0.200643
0.154669,0.327635
0.315661,-0.0364654
0.392876,-0.209189
0.431185,0.168906
0.496385,0.135325
0.433104,-0.0396204
0.467356,-0.0729343
0.530346,-0.126936
0.346423,-0.109947
0.264696,0.0383634
0.211996,-0.169393
0.215309,-0.0110864
-0.0175502,-0.128885
0.0343486,-0.214211
-0.0122065,-0.0900828
0.109892,-0.20319
0.0173285,-0.203198
0.0658568,-0.282712
0.165415,-0.15288
0.206052,-0.150874
0.17002,-0.304619
0.100055,-0.17045
0.0926888,-0.13851
0.0926888,-0.13851
0.0720246,-0.263138
0.169095,-0.20187
0.169095,-0.20187
0.169095,-0.20187
0.0872365,-0.191785
0.0203921,-0.287825
0.0203921,-0.287825
0.0139017,-0.15283
0.0441659,-0.189799
0.0133396,-0.172101
-0.0415759,-0.0962069
-0.02795,-0.00638793
-0.168895,0.0231584
-0.0983121,-0.0381904
0.0365399,0.0231079
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
-0.0217232,-0.106619
0.0624354,-0.161674
0.0624354,-0.161674
0.0624354,-0.161674
0.0624354,-0.161674
0.0624354,-0.161674
0.0153195,-0.22585
-0.0178123,-0.215814
-0.0428207,-0.217256
-0.0836116,-0.153018
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
0.0535594,-0.173478
-0.000635704,-0.165103
-0.000635704,-0.165103
0.0119657,-0.167291
0.0111659,-0.140297
0.000816796,-0.0285664
0.06231,-0.0137448
0.06231,-0.0137448
0.0350743,0.101527
-0.114924,-0.0921493
-0.0931804,-0.18932
-0.058745,0.0124677
-0.058745,0.0124677
0.0077617,-0.00191294
-0.0458259,-0.079615
-0.0345932,-0.0653322
-0.0345932,-0.0653322
-0.0345932,-0.0653322
-0.0345932,-0.0653322
-0.0345932,-0.0653322
-0.0345932,-0.0653322
-0.0345932,-0.0653322
-0.0365721,-0.104853
-0.0365721,-0.104853
0.0430926,-0.0160148
-0.0236491,0.0845444
0.0354221,0.0208123
0.0354221,0.0208123
0.102433,0.00628731
0.0480984,-0.0263085
-0.0198689,0.00483909
-0.0825277,-0.0197525
-0.0825277,-0.0197525
