MDTU,plaq,Re(det),Im(det),link
1,4.01839,0.465158,0.208266,0.0339816
2,4.1188,0.505829,0.233819,0.0452125
3,4.16542,0.511277,0.232137,0.0523592
4,4.1674,0.52105,0.233723,0.0537381
5,4.18632,0.531687,0.238067,0.0581523
6,4.18042,0.528723,0.241512,0.063929
7,4.17521,0.538408,0.242572,0.0654954
8,4.15303,0.545519,0.245455,0.0639643
9,4.14288,0.547638,0.244184,0.0703308
10,4.11851,0.547788,0.244653,0.0707884
11,4.10345,0.550789,0.240643,0.074192
12,4.09771,0.564358,0.250962,0.0817833
13,4.09957,0.564891,0.249771,0.0796064
14,4.09273,0.572176,0.250133,0.0829733
15,4.09154,0.568497,0.260283,0.0826815
16,4.09996,0.569646,0.254885,0.0865776
17,4.09909,0.567611,0.252607,0.0852104
18,4.07778,0.563043,0.251924,0.0824034
19,4.0941,0.565884,0.247594,0.0821535
20,4.09142,0.559742,0.245551,0.0773235
21,4.08466,0.574037,0.262688,0.0842101
22,4.06903,0.588799,0.261809,0.0912956
23,4.04696,0.597503,0.269032,0.0905534
24,4.04906,0.600686,0.269613,0.0937423
25,4.01888,0.616123,0.272746,0.101727
26,4.01674,0.611131,0.273035,0.106821
27,4.00521,0.606145,0.267253,0.108307
28,3.98979,0.622157,0.269728,0.113601
29,3.98234,0.619141,0.272511,0.116837
30,3.98091,0.61434,0.266875,0.108124
31,3.97493,0.608296,0.267938,0.110664
32,3.98538,0.5964,0.269132,0.110349
33,3.96635,0.605278,0.257522,0.111248
34,3.96751,0.605471,0.272496,0.108515
35,3.96432,0.60645,0.262837,0.110209
36,3.97075,0.617005,0.274231,0.114675
37,3.95297,0.619887,0.272421,0.121293
38,3.949,0.613474,0.262013,0.11868
39,3.93847,0.604225,0.271698,0.117618
40,3.93128,0.604182,0.261494,0.11716
41,3.93347,0.602333,0.26795,0.118705
42,3.92727,0.608479,0.267714,0.122502
43,3.90177,0.627115,0.274366,0.130831
44,3.88429,0.616461,0.271599,0.136134
45,3.89066,0.618548,0.273563,0.131482
46,3.89066,0.618548,0.273563,0.131482
47,3.87259,0.628996,0.272417,0.136242
48,3.87033,0.63138,0.284651,0.136025
49,3.87033,0.63138,0.284651,0.136025
50,3.87033,0.63138,0.284651,0.136025
51,3.87021,0.623749,0.268076,0.134848
52,3.87771,0.621455,0.274659,0.130108
53,3.87771,0.621455,0.274659,0.130108
54,3.86405,0.626321,0.277868,0.136241
55,3.86876,0.630997,0.285626,0.139531
56,3.85981,0.627363,0.274361,0.139717
57,3.84739,0.63319,0.282868,0.143153
58,3.85509,0.627251,0.27026,0.138275
59,3.85293,0.626111,0.286467,0.141592
60,3.84092,0.630469,0.271653,0.137239
61,3.8474,0.62501,0.277629,0.135101
62,3.84853,0.644544,0.277632,0.143095
63,3.84853,0.644544,0.277632,0.143095
64,3.84853,0.644544,0.277632,0.143095
65,3.84853,0.644544,0.277632,0.143095
66,3.84853,0.644544,0.277632,0.143095
67,3.84853,0.644544,0.277632,0.143095
68,3.84853,0.644544,0.277632,0.143095
69,3.84853,0.644544,0.277632,0.143095
70,3.84853,0.644544,0.277632,0.143095
71,3.84853,0.644544,0.277632,0.143095
72,3.8431,0.647448,0.283408,0.142857
73,3.8431,0.647448,0.283408,0.142857
74,3.8431,0.647448,0.283408,0.142857
75,3.8431,0.647448,0.283408,0.142857
76,3.8431,0.647448,0.283408,0.142857
77,3.83425,0.65161,0.290014,0.15143
78,3.82342,0.646512,0.279814,0.158024
79,3.82224,0.652248,0.288576,0.160733
80,3.81936,0.645768,0.277573,0.159117
81,3.82438,0.658132,0.286297,0.161334
82,3.82438,0.658132,0.286297,0.161334
83,3.82438,0.658132,0.286297,0.161334
84,3.82438,0.658132,0.286297,0.161334
85,3.82438,0.658132,0.286297,0.161334
86,3.82438,0.658132,0.286297,0.161334
