ReTr(Lx),ImTr(Lx)
2.80689,-0.13147
6.06478,0.559026
8.85872,1.08491
9.83873,-0.261927
11.303,-0.144264
12.5711,0.576592
11.7402,-0.450591
8.45317,-1.00351
10.3334,-2.41518
8.65545,-2.61151
10.5942,-2.89834
10.0885,-2.63739
10.9948,-1.48483
9.9029,-2.43487
7.46209,-2.25425
7.75675,-4.5933
8.17529,-5.50535
9.30147,-3.10915
7.80739,-2.80294
6.18891,-7.02805
6.01509,-6.68796
4.48562,-7.62325
2.88575,-6.93199
2.24255,-6.88455
1.00782,-5.22199
1.95271,-4.09225
0.862589,-5.81119
0.408587,-4.8261
0.101955,-4.88574
-0.846561,-4.36055
-0.733726,-3.48319
-0.788699,-3.83641
-0.812009,-3.41507
-0.703086,-2.76951
-0.502047,-2.65431
-0.255641,-2.05085
-0.55544,-2.89109
-0.159036,-2.19659
-0.16817,-1.96981
-0.302026,-2.48821
-0.763634,-1.95463
-0.21608,-1.3672
-0.0777421,-1.50218
-0.108388,-0.967575
-0.655613,-0.674044
-0.655613,-0.674044
-0.444869,-0.487724
-0.0542916,-0.157005
-0.0542916,-0.157005
-0.0542916,-0.157005
-0.041577,-0.0944919
0.184231,0.422716
0.184231,0.422716
0.252069,0.36067
0.485504,0.343542
0.339018,0.199654
0.131795,0.177975
0.244096,0.007772
0.0930992,-0.275967
0.23808,-0.254408
0.20404,-0.255421
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.192565,-0.203143
0.15096,-0.304969
0.15096,-0.304969
0.15096,-0.304969
0.15096,-0.304969
0.15096,-0.304969
-0.000362189,-0.258626
-0.0130689,-0.16411
0.0386296,-0.0768053
0.117118,-0.14434
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
0.0785241,-0.0769756
-0.024929,-0.0630714
-0.024929,-0.0630714
-0.00581538,-0.0707934
