t,e^(-dS)
1,1.37658
2,1.23146
3,1.06072
4,1.0252
5,1.01384
6,0.992598
7,1.01413
8,1.01755
9,0.983281
10,0.988348
11,1.00471
12,1.01854
13,1.00424
14,1.03834
15,0.970562
16,0.994424
17,1.00679
18,0.990637
19,1.02404
20,1.00836
21,1.03557
22,0.956973
23,1.06134
24,0.974744
25,1.00949
26,1.05767
27,0.996203
28,1.0134
29,1.01174
30,1.02652
31,1.08188
32,0.883645
33,1.152
34,0.997476
35,1.11527
36,1.08536
37,0.83644
38,1.12165
39,1.05182
40,1.10617
41,2.396
42,0.696979
43,1.43075
44,1.10375
45,1.23937
46,0.378099
47,1.66097
48,2.12612
49,0.295526
50,0.232934
51,0.555604
52,1.15419
53,0.44758
54,1.9098
55,2.02364
56,0.987301
57,0.814077
58,0.254107
59,2.93586
60,1.02154
61,0.732348
62,11.393
63,0.0231445
64,0.152896
65,0.0969073
66,0.182136
67,0.0624743
68,0.356294
69,0.135065
70,0.185074
71,0.07623
72,0.651811
73,0.459094
74,0.148823
75,0.11789
76,0.604291
77,0.314743
78,2.13507
79,1.22605
80,0.786392
81,3.34344
82,0.440211
83,0.224249
84,0.203926
85,0.30483
86,0.357364
87,0.152438
88,0.673478
89,0.278594
90,0.176224
91,0.318224
92,0.467059
93,0.732494
94,0.448611
95,9.6794
96,0.359515
97,0.756767
98,0.477782
99,0.430762
100,2.65037
101,0.904023
102,0.206181
103,0.653508
104,1.03756
105,1.40593
106,0.297304
107,0.0632918
108,0.274721
109,0.339256
110,0.390276
111,0.434613
112,0.425922
113,0.586666
114,1.1319
115,0.968787
116,1.85151
117,0.33689
118,0.584791
119,0.690389
120,0.829776
121,1.0498
122,0.245367
123,0.705182
124,0.35808
125,2.28828
126,0.22855
127,0.766592
128,0.355582
129,0.235746
130,1.08495
131,0.559674
132,0.734034
133,0.733887
134,2.3509
135,0.394356
136,0.965557
137,1.1761
138,1.6628
139,2.11658
140,0.118837
141,0.189949
142,1.24533
143,0.598098
144,0.18452
145,0.791124
146,0.682359
147,3.0833
148,0.671796
149,0.204948
150,0.489633
151,0.676921
152,1.71566
153,0.158025
154,0.339256
155,0.927011
156,2.15437
157,0.549361
158,1.30434
159,1.04146
160,1.12975
161,1.72875
162,2.48631
163,0.16235
164,0.894939
165,0.25924
166,0.16646
167,0.533551
168,0.216969
169,0.31632
170,1.83235
171,1.62466
172,0.373514
173,0.526292
174,0.605864
175,1.02001
176,1.39557
177,0.909928
178,2.67969
179,0.50987
180,0.38512
181,1.13906
182,4.39295
183,0.45717
184,0.321744
185,1.00198
186,1.33229
187,1.16463
188,0.463801
189,0.32271
190,0.130029
191,0.567395
192,0.21524
193,0.419119
194,1.45995
195,0.262108
196,3.71359
197,0.203518
198,0.406651
199,0.121481
200,0.36204
201,0.609144
202,2.69878
203,0.287078
204,0.276098
205,1.03005
206,1.17963
207,2.68854
208,0.41753
209,1.03779
210,0.364219
211,0.297304
212,1.73829
213,1.95209
214,0.180504
215,0.580422
216,0.867274
217,0.332206
218,0.250574
219,1.36356
220,1.01278
221,2.31729
222,0.0850939
223,0.341981
224,0.425326
225,0.715195
226,3.27723
227,0.608657
228,0.748638
229,0.935233
230,1.35825
231,0.582282
232,1.77837
233,0.337902
234,0.978514
235,1.68337
236,2.04766
237,0.3795
238,0.1029
239,0.115672
240,1.01103
241,0.277759
242,0.132788
243,0.0895463
244,0.464033
245,0.698863
246,0.400637
247,1.8085
248,0.803081
249,0.106565
250,0.604109
251,0.883645
252,1.05548
253,2.92414
254,0.34611
255,0.146754
256,0.458865
257,0.267403
258,0.363128
259,0.780594
260,0.633497
261,0.763151
262,0.901947
263,0.790729
264,0.578047
265,3.58945
266,0.567679
267,0.201091
268,0.811639
269,0.41499
270,2.18868
271,2.79268
272,1.17515
273,0.541669
274,0.368616
275,1.52898
276,1.06968
277,0.513965
278,0.632801
279,1.33857
280,1.07336
281,0.579668
282,2.35726
283,0.966398
284,0.244877
285,1.11127
286,1.03987
287,0.299392
288,6.07997
289,0.37329
290,0.982957
291,0.554161
292,0.488361
293,0.746022
294,1.63166
295,0.395977
296,0.355582
297,0.492185
298,0.364583
299,1.05146
300,0.921972
301,3.30356
302,0.0899052
303,0.0179889
304,0.205975
305,0.421599
306,1.10003
307,1.8397
308,0.695934
309,1.11204
310,1.69232
311,0.283654
312,0.325954
313,0.57597
314,0.876604
315,3.05262
316,0.61693
317,1.6628
318,0.501075
319,0.615759
320,0.771592
321,0.379348
322,0.241956
323,0.296117
324,0.684751
325,1.26782
326,0.845185
327,0.685025
328,4.34055
329,0.229008
330,0.469682
331,1.98298
332,0.252082
333,0.483889
334,0.262632
335,0.0880368
336,0.290835
337,0.328901
338,0.2334
339,3.39397
340,0.289384
341,0.588252
342,0.520794
343,1.55722
344,0.424646
345,0.205769
346,0.131336
347,0.974403
348,0.311611
349,0.293171
350,2.1323
351,0.474592
352,0.632358
353,0.498775
354,0.620643
355,1.98874
356,2.4008
357,0.562592
358,0.498975
359,1.9656
360,0.397962
361,2.11573
362,0.220689
363,0.674354
364,0.71113
365,2.20318
366,0.305746
367,2.20296
368,0.123193
369,0.518301
370,1.24247
371,0.690458
372,0.934279
373,0.289964
374,0.299093
375,0.982574
376,3.57512
377,0.436966
378,1.24297
379,1.09563
380,1.13315
381,1.83363
382,1.5874
383,0.549526
384,0.290835
385,0.0993606
386,0.389652
387,0.172562
388,0.26767
389,0.297601
390,0.690527
391,0.293171
392,0.393647
393,1.7037
394,0.484082
395,0.432359
396,0.740448
397,1.27469
398,0.436573
399,0.261846
400,1.02923
401,2.01536
402,0.560627
403,1.11227
404,0.451491
405,0.565356
406,0.202503
407,3.56085
408,0.17517
409,1.91822
410,0.103416
411,0.235275
412,0.230616
413,0.477782
414,0.850781
415,1.27278
416,1.93518
417,0.670991
418,1.13224
419,0.756237
420,1.07677
421,0.565017
422,0.76193
423,0.25487
424,2.55333
425,0.148377
426,0.151677
427,0.144136
428,1.35459
429,8.21531
430,0.800835
431,0.552556
432,0.337227
433,0.202503
434,2.21577
435,0.789149
436,0.5777
437,0.262632
438,0.917484
439,0.623255
440,0.855388
441,1.81921
442,0.0294518
443,0.546457
444,1.11149
445,4.21226
446,0.0655462
447,0.765979
448,0.559395
449,1.81049
450,1.20009
451,0.62977
452,0.697886
453,1.42775
454,1.45922
455,0.484276
456,0.243412
457,0.533818
458,0.647524
459,0.528295
460,0.914544
461,2.19219
462,0.601878
463,2.07986
464,0.500674
465,11.4387
466,0.7172
467,1.3569
468,0.197503
469,1.27252
470,0.303917
471,1.11862
472,0.527187
473,4.14955
474,0.221352
475,3.39397
476,2.71638
477,0.826463
478,0.787966
479,0.140999
480,0.261323
481,0.595115
482,2.08486
483,0.38903
484,0.447446
485,0.612136
486,0.121602
487,1.76721
488,2.05628
489,0.0686318
490,0.162675
491,0.241714
492,0.419664
493,0.326606
494,0.590078
495,0.858473
496,1.47595
497,1.3383
498,0.45235
499,5.13973
500,0.302099
501,0.115441
502,0.341981
503,0.302099
504,0.286791
505,0.165299
506,0.19071
507,0.221131
508,1.29862
509,1.35622
510,0.0430669
511,0.395937
512,0.381479
513,3.26089
514,0.12938
515,0.465334
516,0.154741
517,0.249075
518,1.55893
519,0.805655
520,0.85385
521,0.78592
522,0.500624
523,0.663783
524,0.509513
525,2.47193
526,0.721589
527,0.0933873
528,0.215456
529,0.180504
530,1.95482
531,0.786628
532,1.21022
533,0.881879
534,0.746321
535,0.24099
536,1.60176
537,2.63188
538,0.611525
539,0.14927
540,0.496734
541,0.701805
542,0.683246
543,1.16614
544,0.763151
545,2.60361
546,2.2594
547,0.502982
548,0.988942
549,10.1249
550,0.117773
551,0.100159
552,0.20867
553,0.172907
554,0.200488
555,0.0783163
556,0.14114
557,0.394356
558,0.851292
559,0.761397
560,1.63886
561,0.931872
562,0.655537
563,0.980522
564,0.978808
565,1.01382
566,1.43161
567,0.200689
568,0.599476
569,0.849166
570,2.34246
571,0.671998
572,1.02241
573,0.372656
574,0.308202
575,0.455937
576,1.0096
577,2.16712
578,1.35067
579,0.138069
580,1.26099
581,0.24635
582,0.418282
583,3.19952
584,1.21896
585,0.720795
586,1.40382
587,0.281394
588,0.525345
589,0.570467
590,0.19593
591,0.730811
592,1.82394
593,2.32588
594,0.448207
595,0.464544
596,0.234336
597,0.171701
598,0.357722
599,0.320139
600,0.577412
601,0.639736
602,2.54162
603,0.474544
604,0.625753
605,0.256404
606,0.396809
607,1.03692
608,0.211824
609,0.425922
610,0.14428
611,0.939977
612,0.492678
613,1.06494
614,0.704125
615,0.493467
616,1.90161
617,1.32936
618,0.557496
619,0.297304
620,1.2416
621,0.784978
622,0.800115
623,0.261061
624,2.56408
625,0.974501
626,0.898526
627,0.0835759
628,2.58338
629,1.62385
630,0.259759
631,4.07145
632,1.66147
633,1.68236
634,0.172562
635,0.529565
636,0.78986
637,1.62077
638,3.16768
639,0.21246
640,1.31824
641,4.76835
642,0.207008
643,0.204948
644,0.877569
645,1.31311
646,0.075774
647,0.294346
648,0.503083
649,1.25257
650,0.632358
651,5.5678
652,0.504696
653,0.192627
654,0.596486
655,3.05262
656,0.281113
657,0.174296
658,0.125306
659,0.485731
660,4.42823
661,0.11147
662,0.0608101
663,0.114178
664,0.475542
665,1.12457
666,1.29072
667,1.29745
668,0.611402
669,0.427287
670,0.180685
671,3.53955
672,0.498925
673,1.5787
674,1.47654
675,0.597859
676,2.29837
677,0.200488
678,0.912488
679,0.509717
680,1.18294
681,1.44051
682,0.221795
683,0.423755
684,0.437053
685,0.503083
686,0.872145
687,0.32078
688,1.14031
689,0.228322
690,1.13644
691,1.4473
692,0.855474
693,0.798596
694,1.55426
695,0.410163
696,1.64625
697,0.706381
698,4.19965
699,0.373066
700,0.275822
701,0.136014
702,0.198692
703,0.179066
704,0.396928
705,0.23764
706,8.06876
707,0.14428
708,0.0856916
709,0.0776146
710,0.128221
711,0.144424
712,0.262632
713,0.349938
714,0.119314
715,2.10097
716,0.250324
717,0.500574
718,1.57996
719,0.551949
720,1.04409
721,9.39333
722,0.180685
723,0.261061
724,0.368542
725,1.06264
726,0.394909
727,0.994771
728,0.420589
729,0.938728
730,1.3588
731,0.148674
732,0.085606
733,0.658494
734,0.189569
735,0.0629132
736,0.0974905
737,0.210767
738,0.715267
739,0.931518
740,0.829195
741,0.583623
742,0.949861
743,1.91248
744,0.748862
745,1.94255
746,0.53816
747,0.641209
748,0.331542
749,2.22933
750,0.407221
751,0.547277
752,2.15179
753,1.25295
754,0.436573
755,0.254361
756,0.330219
757,7.03572
758,0.144858
759,0.227183
760,0.123687
761,0.343009
762,0.04885
763,0.141423
764,0.162838
765,3.84203
766,0.955042
767,0.698095
768,0.706452
769,0.502078
770,1.77642
771,0.25924
772,1.03259
773,2.40296
774,0.982937
775,0.298794
776,0.990815
777,4.58138
778,1.0627
779,0.183783
780,1.22128
781,3.97093
782,0.988467
783,0.761169
784,2.53806
785,0.199488
786,0.024773
787,0.17482
788,0.0715757
789,0.0794204
790,0.104246
791,0.181591
792,0.0337087
793,0.607077
794,0.0952738
795,0.0439369
796,0.0417106
797,0.0883013
798,0.518819
799,0.75352
800,1.78247
801,1.07183
802,0.289674
803,0.63299
804,0.574704
805,2.98023
806,0.157394
807,0.235275
808,1.36179
809,1.49048
810,7.15635
811,0.293171
812,0.219588
813,0.281394
814,0.538375
815,0.589547
816,0.490809
817,0.31286
818,0.3761
819,0.344383
820,1.15327
821,0.836524
822,2.54619
823,1.20659
824,0.349938
825,0.560739
826,12.7305
827,0.207422
828,0.757827
829,1.27011
830,0.22855
831,1.28403
832,0.547387
833,1.58075
834,0.931201
835,0.544656
836,0.147489
837,1.90104
838,1.22728
839,0.363128
840,2.9713
841,1.2789
842,0.154278
843,0.346456
844,0.202706
845,0.2595
846,0.134526
847,0.605077
848,0.927827
849,1.02226
850,0.624378
851,0.97233
852,1.78283
853,0.163164
854,1.14362
855,1.29227
856,0.922581
857,0.13068
858,1.5882
859,0.47147
860,0.463337
861,0.492382
862,1.93421
863,1.76862
864,0.585786
865,1.15546
866,0.466172
867,0.774684
868,2.11742
869,0.785842
870,0.705464
871,0.503838
872,1.68102
873,0.775459
874,1.15454
875,1.05264
876,0.690803
877,1.06444
878,0.502078
879,1.0376
880,0.398161
881,0.986472
882,4.61356
883,0.105399
884,0.207422
885,0.163327
886,1.96993
887,0.899245
888,0.644616
889,0.300292
890,1.66413
891,0.680247
892,1.14889
893,1.44643
894,0.333871
895,0.362402
896,0.565582
897,0.224473
898,0.441976
899,0.578452
900,0.437272
901,1.00251
902,0.197899
903,2.09719
904,0.210978
905,3.33342
906,0.68229
907,2.41742
908,0.686534
909,0.249824
910,0.163491
911,0.165961
912,1.63232
913,0.720147
914,0.248578
915,0.335209
916,0.574589
917,1.01783
918,1.12075
919,2.98918
920,0.573498
921,2.95057
922,0.978612
923,0.574474
924,0.576661
925,0.20867
926,0.728549
927,0.352396
928,0.772904
929,0.392586
930,0.995045
931,0.778567
932,6.17186
933,0.191666
934,0.537353
935,0.721877
936,0.703773
937,0.894849
938,0.393569
939,2.04992
940,2.45493
941,0.369428
942,0.385082
943,0.697258
944,0.12606
945,0.67611
946,0.365679
947,0.612075
948,3.52895
949,0.19205
950,1.93634
951,0.419748
952,2.44098
953,0.432099
954,1.68018
955,0.415489
956,1.01039
957,1.38334
958,0.699283
959,1.53895
960,0.408199
961,1.39222
962,1.26998
963,1.29914
964,0.637501
965,1.05255
966,1.78872
967,0.233167
968,0.128093
969,0.22091
970,1.54296
971,0.573728
972,1.12592
973,0.835187
974,11.7988
975,0.573384
976,0.753972
977,1.52913
978,0.32923
979,0.522202
980,0.982652
981,0.466032
982,1.47064
983,1.20792
984,0.563324
985,1.08354
986,0.774762
987,0.685299
988,0.274446
989,3.14244
990,0.407547
991,2.40224
992,0.389808
993,0.248826
994,0.220028
995,0.856158
996,0.854961
997,0.579088
998,1.80255
999,2.72372
1000,0.231541
1001,1.04202
1002,0.564847
1003,1.60544
1004,0.104142
1005,0.273624
1006,7.00063
1007,0.218057
1008,1.42063
1009,0.989476
1010,0.31632
1011,2.81511
1012,0.299392
1013,0.979366
1014,0.701384
1015,0.765367
1016,1.29382
1017,0.409385
1018,0.401961
1019,1.91899
1020,1.02065
1021,0.176577
1022,1.11617
1023,0.411149
1024,0.595115
1025,0.107206
1026,2.07218
1027,0.188247
1028,0.200488
