MDTU,|Tr(Lx)|,|Tr(Ly)|
1,0.540357,0.553389
2,0.413578,0.434094
3,0.386174,0.397972
4,0.425089,0.434514
5,0.420741,0.43481
6,0.442758,0.386246
7,0.428486,0.377923
8,0.387232,0.380918
9,0.434473,0.373979
10,0.409783,0.368318
11,0.423424,0.336189
12,0.361308,0.289825
13,0.31783,0.281265
14,0.370821,0.266554
15,0.322619,0.260539
16,0.285732,0.2903
17,0.265173,0.265556
18,0.286441,0.245401
19,0.295086,0.248483
20,0.324638,0.224378
21,0.318128,0.201264
22,0.302994,0.173738
23,0.238072,0.155004
24,0.164803,0.166211
25,0.145334,0.165743
26,0.118076,0.133583
27,0.151034,0.181683
28,0.153851,0.183394
29,0.123929,0.198293
30,0.103558,0.201315
31,0.0858045,0.170662
32,0.1174,0.145255
33,0.132024,0.174365
34,0.0880152,0.129249
35,0.123933,0.119199
36,0.115187,0.136567
37,0.0712987,0.107873
38,0.0327867,0.1411
39,0.0472172,0.0905336
40,0.0761739,0.0689809
41,0.0864547,0.0948035
42,0.142949,0.0740351
43,0.18035,0.0689951
44,0.145124,0.0284559
45,0.106232,0.0538735
46,0.106232,0.0538735
47,0.0965254,0.0676375
48,0.133736,0.0572214
49,0.133736,0.0572214
50,0.133736,0.0572214
51,0.12218,0.086693
52,0.0948507,0.0935677
53,0.0948507,0.0935677
54,0.0741806,0.0897607
55,0.119373,0.110803
56,0.12414,0.115376
57,0.0737491,0.0687947
58,0.0952976,0.0731124
59,0.0901986,0.0955623
60,0.123601,0.0811618
61,0.149928,0.0376553
62,0.098987,0.0704594
63,0.098987,0.0704594
64,0.098987,0.0704594
65,0.098987,0.0704594
66,0.098987,0.0704594
67,0.098987,0.0704594
68,0.098987,0.0704594
69,0.098987,0.0704594
70,0.098987,0.0704594
71,0.098987,0.0704594
72,0.160618,0.0323155
73,0.160618,0.0323155
74,0.160618,0.0323155
75,0.160618,0.0323155
76,0.160618,0.0323155
77,0.109489,0.0549409
78,0.0614482,0.054573
79,0.0688167,0.0948999
80,0.0448734,0.0940694
81,0.0488025,0.0699623
82,0.0488025,0.0699623
83,0.0488025,0.0699623
84,0.0488025,0.0699623
85,0.0488025,0.0699623
86,0.0488025,0.0699623
87,0.0488025,0.0699623
88,0.0488025,0.0699623
89,0.0488025,0.0699623
90,0.0488025,0.0699623
91,0.0460886,0.0975381
92,0.0460886,0.0975381
93,0.0544285,0.0484031
94,0.0177311,0.030889
95,0.0633568,0.0531869
96,0.0279423,0.0170462
97,0.0279423,0.0170462
98,0.0161578,0.0139086
99,0.0365508,0.0330397
100,0.0821115,0.022122
101,0.0459395,0.0168478
102,0.0459395,0.0168478
103,0.0594843,0.0299552
104,0.0482664,0.0171297
105,0.0526905,0.0535591
106,0.0526905,0.0535591
107,0.0526905,0.0535591
108,0.0526905,0.0535591
109,0.0526905,0.0535591
110,0.0526905,0.0535591
111,0.0526905,0.0535591
112,0.026476,0.0146746
113,0.026476,0.0146746
114,0.0651591,0.00219401
115,0.0356506,0.0394
116,0.0148188,0.0234731
117,0.0148188,0.0234731
118,0.0461164,0.0355121
119,0.0315773,0.0471744
120,0.0494756,0.0451701
121,0.0503175,0.0159455
122,0.0503175,0.0159455
123,0.0236405,0.0417789
124,0.0236405,0.0417789
125,0.0406704,0.00710233
126,0.0406704,0.00710233
127,0.0212559,0.0612134
128,0.0212559,0.0612134
129,0.0212559,0.0612134
130,0.082079,0.0253783
131,0.0354708,0.0525152
132,0.0354708,0.0525152
133,0.0354708,0.0525152
134,0.0660299,0.0253624
135,0.0666405,0.0141504
136,0.0469484,0.0468608
137,0.0682288,0.0454605
138,0.0715901,0.0380324
139,0.0484281,0.0220793
140,0.0484281,0.0220793
141,0.0484281,0.0220793
142,0.0181417,0.0129026
143,0.0283153,0.0451834
144,0.0230266,0.0168626
145,0.0479381,0.0433777
146,0.0344044,0.0526599
147,0.0589928,0.0621596
148,0.0820227,0.0589381
149,0.0820227,0.0589381
150,0.0820227,0.0589381
151,0.0820227,0.0589381
152,0.0788582,0.0511322
153,0.0788582,0.0511322
154,0.0591796,0.027253
155,0.0544441,0.0366526
156,0.0870939,0.0521572
157,0.0832211,0.0394021
158,0.0500074,0.0709442
159,0.0860942,0.033918
160,0.0582743,0.0398344
161,0.0574066,0.0451131
162,0.0151303,0.0225655
163,0.0151303,0.0225655
164,0.0304801,0.00736473
165,0.0304801,0.00736473
166,0.0304801,0.00736473
167,0.0420404,0.0409677
168,0.0275131,0.031169
169,0.0193016,0.0465729
170,0.0448669,0.0405721
171,0.0605851,0.0217813
172,0.0605851,0.0217813
173,0.0605851,0.0217813
174,0.033156,0.0542492
175,0.0627982,0.0261529
176,0.0296706,0.0343267
177,0.0652383,0.00423047
178,0.0537976,0.0416481
179,0.0227334,0.0380305
180,0.0227334,0.0380305
181,0.0492383,0.0397737
182,0.0641161,0.0350261
183,0.0641161,0.0350261
184,0.0397039,0.0229046
185,0.0844763,0.0242304
186,0.0572352,0.0469633
187,0.0322027,0.0551052
188,0.0322027,0.0551052
189,0.0322027,0.0551052
190,0.0322027,0.0551052
191,0.0322027,0.0551052
192,0.0322027,0.0551052
193,0.0322027,0.0551052
194,0.0336149,0.0376711
195,0.0251232,0.0265848
196,0.0849487,0.0504944
197,0.0849487,0.0504944
198,0.0849487,0.0504944
199,0.0849487,0.0504944
200,0.0808051,0.064363
201,0.0808051,0.064363
202,0.11098,0.0485428
203,0.11098,0.0485428
204,0.0909208,0.0348599
205,0.0264647,0.056065
206,0.0407675,0.0889145
207,0.075341,0.0763432
208,0.075341,0.0763432
209,0.0873818,0.0616016
210,0.0873818,0.0616016
211,0.0693638,0.0763217
212,0.0791772,0.0936795
213,0.0801611,0.039951
214,0.0801611,0.039951
215,0.0801611,0.039951
216,0.0212411,0.0626832
217,0.0212411,0.0626832
218,0.0212411,0.0626832
219,0.0115712,0.0457603
220,0.0450977,0.104608
221,0.0269413,0.0578883
222,0.0269413,0.0578883
223,0.0269413,0.0578883
224,0.0380655,0.0771288
225,0.0380655,0.0771288
226,0.0316744,0.100346
227,0.0528847,0.0644629
228,0.0154412,0.0829631
229,0.0532672,0.0557759
230,0.0254149,0.107466
231,0.0254149,0.107466
232,0.0646058,0.0946746
