MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.212444,0.033065,-0.000237905
2,0.315665,-0.01393,-0.000462986
3,0.333507,-0.01251,0.000812781
4,0.375487,-0.00829,0.000166446
5,0.419293,-0.00854,6.81725e-05
6,0.427379,0.000801,-0.00235343
7,0.459753,-0.00191,-0.00426607
8,0.482056,-0.00769,0.00535122
9,0.496856,-0.00113,-0.00175171
10,0.508345,0.006124,-0.0029833
11,0.514504,0.007306,0.00133224
12,0.57091,-0.0005,0.000582033
13,0.577121,0.003919,-0.00318374
14,0.592232,-0.00544,-0.00016097
15,0.606009,0.002062,0.000898332
16,0.598575,0.000254,-0.00534827
17,0.587975,0.000946,0.00466415
18,0.577571,0.00663,-0.000361941
19,0.571335,-0.0003,-0.00181012
20,0.54498,-0.00027,-0.00284548
21,0.620547,-0.00562,-0.00196494
22,0.687935,0.002741,-0.00204571
23,0.726317,-0.00356,-0.00286639
24,0.743783,-0.00091,-0.00345316
25,0.81528,0.001392,0.00399442
26,0.792302,-0.00081,0.00163563
27,0.767368,0.003271,0.000122094
28,0.833361,0.000418,-0.00151292
29,0.829721,0.003137,0.000409537
30,0.79396,-0.00107,0.00184375
31,0.771065,-0.00118,0.00248817
32,0.726381,-0.0005,-0.00145941
33,0.740778,-0.00106,0.000259021
34,0.770116,0.000442,0.00239632
35,0.756774,0.000396,-0.00336202
36,0.813996,-0.00405,0.000261829
37,0.836773,0.006083,-0.00181251
38,0.785902,0.001831,-0.000401103
39,0.770197,0.005116,-0.00243529
40,0.748497,0.0027,-0.000150254
41,0.750389,0.001224,-0.00229814
42,0.774427,0.000978,0.000120125
43,0.863738,0.00136,-0.00261901
44,0.821125,0.006055,0.00106087
45,0.83583,0.007865,0.00382942
46,0.83583,0.007865,0.00382942
47,0.875184,0.006438,0.00124754
48,0.900089,0.000855,0.00193973
49,0.900089,0.000855,0.00193973
50,0.900089,0.000855,0.00193973
51,0.840263,0.00274,0.000639916
52,0.838779,-2e-05,0.000435588
53,0.838779,-2e-05,0.000435588
54,0.860796,-0.00298,-9.25396e-05
55,0.890762,-0.00599,0.00408426
56,0.863468,0.000433,0.00096239
57,0.905632,0.001772,-0.0036171
58,0.862017,0.005044,-0.002048
59,0.88122,0.000679,-0.00538747
60,0.874666,0.00265,-0.000120354
61,0.863223,0.002978,-0.000145703
62,0.930762,-0.00785,0.00377635
63,0.930762,-0.00785,0.00377635
64,0.930762,-0.00785,0.00377635
65,0.930762,-0.00785,0.00377635
66,0.930762,-0.00785,0.00377635
67,0.930762,-0.00785,0.00377635
68,0.930762,-0.00785,0.00377635
69,0.930762,-0.00785,0.00377635
70,0.930762,-0.00785,0.00377635
71,0.930762,-0.00785,0.00377635
72,0.957268,-0.00555,-0.00237027
73,0.957268,-0.00555,-0.00237027
74,0.957268,-0.00555,-0.00237027
75,0.957268,-0.00555,-0.00237027
76,0.957268,-0.00555,-0.00237027
77,1.00058,0.003498,0.00058175
78,0.953541,-0.0005,0.000486222
79,0.999247,0.002548,0.00222907
80,0.951236,0.00311,-0.00108781
81,1.00967,-0.00525,2.91098e-06
82,1.00967,-0.00525,2.91098e-06
83,1.00967,-0.00525,2.91098e-06
84,1.00967,-0.00525,2.91098e-06
85,1.00967,-0.00525,2.91098e-06
86,1.00967,-0.00525,2.91098e-06
87,1.00967,-0.00525,2.91098e-06
88,1.00967,-0.00525,2.91098e-06
89,1.00967,-0.00525,2.91098e-06
90,1.00967,-0.00525,2.91098e-06
91,1.03159,0.002595,0.00273579
92,1.03159,0.002595,0.00273579
93,1.00963,0.001468,-0.00206783
94,0.979362,0.005872,0.00630666
95,1.07707,-0.00415,-0.00112784
96,1.04638,0.001859,0.000320209
97,1.04638,0.001859,0.000320209
98,1.02349,0.004151,0.00137608
99,0.978426,0.006603,-0.000136452
100,0.955655,-0.00021,0.00112928
101,0.882705,0.001038,0.00244071
102,0.882705,0.001038,0.00244071
103,0.923773,0.005678,-0.000716957
104,0.925976,0.002417,-0.00185016
105,0.940791,-0.00072,0.00141994
106,0.940791,-0.00072,0.00141994
107,0.940791,-0.00072,0.00141994
108,0.940791,-0.00072,0.00141994
109,0.940791,-0.00072,0.00141994
110,0.940791,-0.00072,0.00141994
111,0.940791,-0.00072,0.00141994
112,0.947475,0.001756,0.000882719
113,0.947475,0.001756,0.000882719
114,1.03326,0.000651,-0.00103805
115,1.07892,0.005831,-0.00252018
116,1.04297,-0.00269,-0.00112125
117,1.04297,-0.00269,-0.00112125
118,0.968864,-0.00399,0.00370265
119,0.987496,-0.00269,0.00403109
120,0.979625,0.00039,-0.000892313
121,0.932804,0.00085,0.000717454
122,0.932804,0.00085,0.000717454
123,0.897133,0.00226,0.00133571
124,0.897133,0.00226,0.00133571
125,0.906766,-0.00243,-0.0033333
126,0.906766,-0.00243,-0.0033333
127,0.968516,-0.00447,0.00160696
128,0.968516,-0.00447,0.00160696
129,0.968516,-0.00447,0.00160696
130,1.00518,-0.0035,0.000347044
131,1.04211,0.00268,-0.00597974
132,1.04211,0.00268,-0.00597974
133,1.04211,0.00268,-0.00597974
134,0.977103,0.000326,0.000706684
135,1.02619,0.006838,-0.00160651
136,1.04596,0.003391,0.000102818
137,1.03364,0.005027,-0.0028683
138,1.09389,0.004559,-0.00465822
139,1.04975,-0.00055,-0.00162226
140,1.04975,-0.00055,-0.00162226
141,1.04975,-0.00055,-0.00162226
142,1.10214,-0.00322,0.00139133
143,1.08782,-0.00036,-0.00344736
144,1.02789,0.00539,-6.67016e-05
145,0.958858,0.005279,0.00477033
146,0.978453,0.008923,-0.00167964
147,1.00902,0.005732,-0.0020348
148,1.04765,0.003989,0.00203175
149,1.04765,0.003989,0.00203175
150,1.04765,0.003989,0.00203175
151,1.04765,0.003989,0.00203175
152,1.03654,0.002317,0.000719825
153,1.03654,0.002317,0.000719825
154,0.997532,0.005517,0.00365966
155,0.98602,0.004376,0.000481085
156,1.02074,0.00301,0.00292083
157,1.00246,0.009163,0.000550856
158,1.01321,0.006738,0.00217424
159,1.00993,0.004451,0.00258271
160,1.06119,0.003976,0.000896194
161,1.01703,0.003263,-0.0031362
162,1.02238,-0.00095,0.000270286
163,1.02238,-0.00095,0.000270286
164,1.01066,-0.00479,-0.00095777
165,1.01066,-0.00479,-0.00095777
166,1.01066,-0.00479,-0.00095777
167,1.04914,-0.0005,0.00325987
168,1.0372,0.00189,-0.0043095
169,0.908469,0.006537,-0.000318249
170,0.95484,0.004894,0.00262557
171,0.989041,-0.00019,-0.000488609
172,0.989041,-0.00019,-0.000488609
173,0.989041,-0.00019,-0.000488609
174,0.973826,0.001556,-0.00137175
175,0.985626,0.00158,0.00084222
176,1.00933,0.002517,-0.0041
177,0.977483,0.008359,-0.00130347
178,1.01733,0.000729,-0.00137004
179,1.06433,0.005189,-0.000146172
180,1.06433,0.005189,-0.000146172
181,0.99571,0.003628,0.00141043
182,1.06807,-0.00363,-0.00424794
183,1.06807,-0.00363,-0.00424794
184,0.968086,0.004202,-0.00184507
185,0.966472,0.005299,0.00116402
186,0.974615,0.004815,0.00419503
187,0.991938,0.000768,0.00299116
188,0.991938,0.000768,0.00299116
189,0.991938,0.000768,0.00299116
190,0.991938,0.000768,0.00299116
191,0.991938,0.000768,0.00299116
192,0.991938,0.000768,0.00299116
193,0.991938,0.000768,0.00299116
194,1.00939,0.000218,0.000715257
195,1.00132,0.006924,-0.000537241
196,0.993103,-0.00549,0.00321283
197,0.993103,-0.00549,0.00321283
198,0.993103,-0.00549,0.00321283
199,0.993103,-0.00549,0.00321283
200,0.919391,0.000721,-0.00406747
201,0.919391,0.000721,-0.00406747
