MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.9838,0.991832,1.9788e-05
2,0.9838,0.991832,1.9788e-05
3,0.983889,0.991875,4.33052e-05
4,0.982799,0.991321,3.23046e-05
5,0.981144,0.990473,9.43723e-06
6,0.978089,0.988909,-9.96266e-05
7,0.978089,0.988909,-9.96266e-05
8,0.978089,0.988909,-9.96266e-05
9,0.978089,0.988909,-9.96266e-05
10,0.978089,0.988909,-9.96266e-05
11,0.978089,0.988909,-9.96267e-05
12,0.978089,0.988909,-9.96267e-05
13,0.978089,0.988909,-9.96267e-05
14,0.978089,0.988909,-9.96267e-05
15,0.978089,0.988909,-9.96267e-05
16,0.976996,0.988357,-4.28395e-05
17,0.974834,0.987244,-1.00191e-05
18,0.974757,0.987208,-2.56318e-06
19,0.97365,0.986633,-9.86991e-05
20,0.97365,0.986633,-9.86991e-05
21,0.97365,0.986633,-9.86991e-05
22,0.97365,0.986633,-9.86991e-05
23,0.97365,0.986633,-9.86991e-05
24,0.971516,0.985528,1.54161e-05
25,0.971516,0.985528,1.54161e-05
26,0.971112,0.985317,-4.21681e-05
27,0.971112,0.985317,-4.21681e-05
28,0.967287,0.983335,-0.00012377
29,0.968102,0.983757,-9.69055e-05
30,0.963785,0.9815,-7.39167e-05
31,0.963785,0.9815,-7.39167e-05
32,0.963785,0.9815,-7.39167e-05
33,0.963785,0.9815,-7.39167e-05
34,0.963785,0.9815,-7.39167e-05
35,0.963785,0.9815,-7.39167e-05
36,0.959446,0.979222,-1.28478e-05
37,0.959446,0.979222,-1.28478e-05
38,0.959446,0.979222,-1.28478e-05
39,0.962205,0.980686,2.38205e-05
40,0.95964,0.979338,1.19718e-05
41,0.95964,0.979338,1.19717e-05
42,0.95964,0.979338,1.19717e-05
43,0.95964,0.979338,1.19717e-05
44,0.95964,0.979338,1.19717e-05
45,0.95964,0.979338,1.19717e-05
46,0.957071,0.977994,-8.38614e-06
47,0.9543,0.976552,-6.94172e-05
48,0.952145,0.975382,-6.92235e-06
49,0.949899,0.97423,0.000101622
50,0.944048,0.971086,-1.58504e-05
51,0.945495,0.971867,3.17817e-05
52,0.945495,0.971867,3.17817e-05
53,0.945495,0.971867,3.17817e-05
54,0.945495,0.971867,3.17817e-05
55,0.945495,0.971867,3.17817e-05
56,0.945495,0.971867,3.17817e-05
57,0.945495,0.971867,3.17817e-05
58,0.945725,0.971995,-7.76188e-05
59,0.943144,0.970593,-0.000114135
60,0.941531,0.969681,4.5519e-05
61,0.945482,0.971836,-9.59702e-05
62,0.945482,0.971836,-9.59702e-05
63,0.945482,0.971836,-9.59702e-05
64,0.945482,0.971836,-9.59702e-05
65,0.939706,0.968704,3.52106e-05
66,0.939706,0.968704,3.52106e-05
67,0.939706,0.968704,3.52106e-05
68,0.938667,0.968154,-7.78561e-05
69,0.938667,0.968154,-7.78561e-05
70,0.937562,0.967488,4.46928e-05
71,0.937562,0.967488,4.46928e-05
72,0.930266,0.963495,-3.56147e-05
73,0.930266,0.963495,-3.56147e-05
74,0.930266,0.963495,-3.56147e-05
75,0.928103,0.962119,0.000141011
76,0.928103,0.962119,0.000141011
77,0.928103,0.962119,0.000141011
78,0.928103,0.962119,0.000141011
79,0.928707,0.962391,-4.7999e-05
80,0.928707,0.962391,-4.7999e-05
81,0.928707,0.962391,-4.7999e-05
82,0.931237,0.963898,-7.98949e-05
83,0.931237,0.963898,-7.98949e-05
84,0.932256,0.964459,-0.000194872
85,0.933021,0.965006,2.09193e-05
86,0.930991,0.964009,-0.00016975
87,0.930991,0.964009,-0.00016975
88,0.93156,0.964418,2.0278e-05
89,0.932023,0.964605,5.1634e-05
90,0.932023,0.964605,5.1634e-05
91,0.928398,0.96265,3.24409e-06
92,0.928398,0.96265,3.24409e-06
93,0.929252,0.963039,1.93438e-05
94,0.926521,0.96166,-4.77357e-05
95,0.922611,0.959447,-4.1613e-05
96,0.92039,0.958212,0.00010072
97,0.92039,0.958212,0.00010072
98,0.916562,0.9562,0.000153412
99,0.916256,0.956126,0.000106222
100,0.908819,0.951936,7.7366e-05
101,0.908819,0.951936,7.7366e-05
102,0.908617,0.951882,-0.000147238
103,0.909157,0.952202,-1.69888e-05
104,0.90525,0.949942,-4.83963e-05
105,0.899006,0.946421,-0.000181285
106,0.899006,0.946421,-0.000181285
107,0.899006,0.946421,-0.000181285
108,0.894031,0.943863,-6.39973e-05
109,0.894031,0.943863,-6.39973e-05
110,0.894031,0.943863,-6.39973e-05
111,0.894031,0.943863,-6.39973e-05
112,0.894031,0.943863,-6.39973e-05
113,0.894031,0.943863,-6.39973e-05
114,0.894031,0.943863,-6.39973e-05
115,0.894031,0.943863,-6.39973e-05
116,0.894031,0.943863,-6.39973e-05
117,0.894031,0.943863,-6.39973e-05
118,0.88873,0.940874,-9.78175e-05
119,0.870582,0.930464,-0.000273252
120,0.870582,0.930464,-0.000273252
121,0.875938,0.933388,-9.43898e-05
122,0.872518,0.931324,-3.77212e-05
123,0.877774,0.934562,-8.2874e-05
124,0.868289,0.929149,-0.0001144
125,0.857424,0.922735,4.80612e-05
126,0.8438,0.914454,-0.000210661
127,0.846005,0.915736,0.000219567
128,0.846005,0.915736,0.000219567
129,0.839062,0.91151,0.000464727
130,0.818072,0.898838,8.24237e-05
131,0.818072,0.898838,8.24238e-05
132,0.828729,0.9056,2.71018e-06
133,0.828729,0.9056,2.71018e-06
134,0.828729,0.9056,2.71018e-06
135,0.804693,0.890386,0.000283775
136,0.798364,0.886655,-0.00062126
137,0.812486,0.895669,3.54956e-05
138,0.812486,0.895669,3.54956e-05
139,0.812486,0.895669,3.54956e-05
140,0.79339,0.883083,-0.000144393
141,0.793828,0.883704,-0.000390384
142,0.785429,0.878255,-0.000156828
143,0.785429,0.878255,-0.000156828
144,0.785429,0.878255,-0.000156828
145,0.785429,0.878255,-0.000156828
146,0.785429,0.878255,-0.000156828
147,0.78717,0.878982,-0.000283564
148,0.784471,0.877498,0.000123289
149,0.784471,0.877498,0.000123289
150,0.784471,0.877498,0.000123289
151,0.784471,0.877498,0.000123289
152,0.775758,0.872145,-0.000232966
153,0.785337,0.878106,0.000217333
154,0.785337,0.878106,0.000217333
155,0.762932,0.863273,-4.75358e-05
156,0.776372,0.871705,-0.000797367
157,0.776372,0.871705,-0.000797367
158,0.763977,0.863842,-0.000222683
159,0.773626,0.869828,-0.000644995
160,0.761824,0.861602,-0.000182615
161,0.766068,0.86276,-0.000328103
162,0.766068,0.86276,-0.000328103
