MDTU,plaq,Re(det),Im(det),link
1,2.08219,0.00546264,0.00216015,0.114069
2,2.08219,0.00546264,0.00216015,0.114069
3,2.07261,0.00557346,0.002145,0.120824
4,2.08557,0.00590479,0.00227112,0.121611
5,2.10138,0.00669057,0.00254286,0.127747
6,2.13151,0.00784242,0.00298521,0.129794
7,2.13151,0.00784242,0.00298521,0.129794
8,2.13151,0.00784242,0.00298521,0.129794
9,2.13151,0.00784242,0.00298521,0.129794
10,2.13151,0.00784242,0.00298521,0.129794
11,2.13151,0.00784242,0.00298521,0.129794
12,2.13151,0.00784242,0.00298521,0.129794
13,2.13151,0.00784242,0.00298521,0.129794
14,2.13151,0.00784242,0.00298521,0.129794
15,2.13151,0.00784242,0.00298521,0.129794
16,2.15308,0.00798384,0.0029612,0.130632
17,2.16605,0.00885019,0.0033302,0.142134
18,2.16738,0.00870495,0.0034175,0.145094
19,2.17717,0.00927835,0.00357723,0.141031
20,2.17717,0.00927835,0.00357723,0.141031
21,2.17717,0.00927835,0.00357723,0.141031
22,2.17717,0.00927835,0.00357723,0.141031
23,2.17717,0.00927835,0.00357723,0.141031
24,2.18649,0.0102394,0.00379729,0.152679
25,2.18649,0.0102394,0.00379729,0.152679
26,2.18728,0.0104297,0.00390474,0.156805
27,2.18728,0.0104297,0.00390474,0.156805
28,2.21815,0.0118114,0.00453654,0.160353
29,2.21112,0.011531,0.00445452,0.165625
30,2.24279,0.0134195,0.00492526,0.163568
31,2.24279,0.0134195,0.00492526,0.163568
32,2.24279,0.0134195,0.00492526,0.163568
33,2.24279,0.0134195,0.00492526,0.163568
34,2.24279,0.0134195,0.00492526,0.163568
35,2.24279,0.0134195,0.00492526,0.163568
36,2.27235,0.0151982,0.00554454,0.171927
37,2.27235,0.0151982,0.00554454,0.171927
38,2.27235,0.0151982,0.00554454,0.171927
39,2.25315,0.0138403,0.00499356,0.172654
40,2.2599,0.0148596,0.00549004,0.186321
41,2.2599,0.0148596,0.00549004,0.186321
42,2.2599,0.0148596,0.00549004,0.186321
43,2.2599,0.0148596,0.00549004,0.186321
44,2.2599,0.0148596,0.00549004,0.186321
45,2.2599,0.0148596,0.00549004,0.186321
46,2.27624,0.0157413,0.00578688,0.188831
47,2.29375,0.0165131,0.00605644,0.19773
