ReTr(L),ImTr(L)
-0.597029,0.0699161
-0.597029,0.0699161
-0.65103,0.0801579
-0.636768,0.152796
-0.668778,0.145827
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.701719,0.171437
-0.711436,0.199325
-0.770319,0.198128
-0.777123,0.229343
-0.783651,0.210794
-0.783651,0.210794
-0.783651,0.210794
-0.783651,0.210794
-0.783651,0.210794
-0.855931,0.226506
-0.855931,0.226506
-0.873021,0.285426
-0.873021,0.285426
-0.903716,0.245714
-0.928482,0.234809
-0.945195,0.218525
-0.945195,0.218525
-0.945195,0.218525
-0.945195,0.218525
-0.945195,0.218525
-0.945195,0.218525
-0.982129,0.273485
-0.982129,0.273485
-0.982129,0.273485
-0.987892,0.289386
-1.04942,0.294853
-1.04942,0.294853
-1.04942,0.294853
-1.04942,0.294853
-1.04942,0.294853
-1.04942,0.294853
-1.08992,0.312531
-1.15386,0.34478
-1.1521,0.359768
-1.13731,0.366741
-1.23516,0.368254
-1.28764,0.355235
-1.28764,0.355235
-1.28764,0.355235
-1.28764,0.355235
-1.28764,0.355235
-1.28764,0.355235
-1.28764,0.355235
-1.23231,0.430664
-1.22521,0.474115
-1.22613,0.503414
-1.16725,0.50398
-1.16725,0.50398
-1.16725,0.50398
-1.16725,0.50398
-1.23873,0.557079
-1.23873,0.557079
-1.23873,0.557079
-1.18211,0.566372
-1.18211,0.566372
-1.18479,0.5261
-1.18479,0.5261
-1.23107,0.603086
-1.23107,0.603086
-1.23107,0.603086
-1.24449,0.595623
-1.24449,0.595623
-1.24449,0.595623
-1.24449,0.595623
-1.19552,0.66256
-1.19552,0.66256
-1.19552,0.66256
-1.29236,0.584049
-1.29236,0.584049
-1.25234,0.68624
-1.28836,0.639742
-1.29137,0.638441
-1.29137,0.638441
-1.36262,0.679211
-1.32374,0.742331
-1.32374,0.742331
-1.33386,0.682906
-1.33386,0.682906
-1.29386,0.704656
-1.32414,0.733289
-1.28612,0.736923
-1.44998,0.691054
-1.44998,0.691054
-1.42865,0.644155
