MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.601109,-0.597029,0.0699161
2,0.601109,-0.597029,0.0699161
3,0.655946,-0.65103,0.0801579
4,0.654843,-0.636768,0.152796
5,0.684492,-0.668778,0.145827
6,0.722357,-0.701719,0.171437
7,0.722357,-0.701719,0.171437
8,0.722357,-0.701719,0.171437
9,0.722357,-0.701719,0.171437
10,0.722357,-0.701719,0.171437
11,0.722357,-0.701719,0.171437
12,0.722357,-0.701719,0.171437
13,0.722357,-0.701719,0.171437
14,0.722357,-0.701719,0.171437
15,0.722357,-0.701719,0.171437
16,0.738832,-0.711436,0.199325
17,0.79539,-0.770319,0.198128
18,0.810258,-0.777123,0.229343
19,0.811507,-0.783651,0.210794
20,0.811507,-0.783651,0.210794
21,0.811507,-0.783651,0.210794
22,0.811507,-0.783651,0.210794
23,0.811507,-0.783651,0.210794
24,0.885394,-0.855931,0.226506
25,0.885394,-0.855931,0.226506
26,0.918496,-0.873021,0.285426
27,0.918496,-0.873021,0.285426
28,0.936525,-0.903716,0.245714
29,0.957713,-0.928482,0.234809
30,0.970127,-0.945195,0.218525
31,0.970127,-0.945195,0.218525
32,0.970127,-0.945195,0.218525
33,0.970127,-0.945195,0.218525
34,0.970127,-0.945195,0.218525
35,0.970127,-0.945195,0.218525
36,1.0195,-0.982129,0.273485
37,1.0195,-0.982129,0.273485
38,1.0195,-0.982129,0.273485
39,1.02941,-0.987892,0.289386
40,1.09005,-1.04942,0.294853
41,1.09005,-1.04942,0.294853
42,1.09005,-1.04942,0.294853
43,1.09005,-1.04942,0.294853
44,1.09005,-1.04942,0.294853
45,1.09005,-1.04942,0.294853
46,1.13384,-1.08992,0.312531
47,1.20427,-1.15386,0.34478
48,1.20696,-1.1521,0.359768
49,1.19498,-1.13731,0.366741
50,1.28889,-1.23516,0.368254
51,1.33574,-1.28764,0.355235
52,1.33574,-1.28764,0.355235
53,1.33574,-1.28764,0.355235
54,1.33574,-1.28764,0.355235
55,1.33574,-1.28764,0.355235
56,1.33574,-1.28764,0.355235
57,1.33574,-1.28764,0.355235
58,1.30539,-1.23231,0.430664
59,1.31374,-1.22521,0.474115
60,1.32546,-1.22613,0.503414
61,1.2714,-1.16725,0.50398
62,1.2714,-1.16725,0.50398
63,1.2714,-1.16725,0.50398
64,1.2714,-1.16725,0.50398
65,1.35823,-1.23873,0.557079
66,1.35823,-1.23873,0.557079
67,1.35823,-1.23873,0.557079
68,1.31079,-1.18211,0.566372
69,1.31079,-1.18211,0.566372
70,1.29635,-1.18479,0.5261
71,1.29635,-1.18479,0.5261
72,1.37086,-1.23107,0.603086
73,1.37086,-1.23107,0.603086
74,1.37086,-1.23107,0.603086
75,1.37968,-1.24449,0.595623
76,1.37968,-1.24449,0.595623
77,1.37968,-1.24449,0.595623
78,1.37968,-1.24449,0.595623
79,1.36684,-1.19552,0.66256
80,1.36684,-1.19552,0.66256
81,1.36684,-1.19552,0.66256
82,1.41821,-1.29236,0.584049
83,1.41821,-1.29236,0.584049
84,1.42803,-1.25234,0.68624
85,1.43845,-1.28836,0.639742
86,1.44058,-1.29137,0.638441
87,1.44058,-1.29137,0.638441
88,1.52252,-1.36262,0.679211
89,1.51767,-1.32374,0.742331
90,1.51767,-1.32374,0.742331
91,1.49852,-1.33386,0.682906
92,1.49852,-1.33386,0.682906
93,1.4733,-1.29386,0.704656
94,1.51362,-1.32414,0.733289
95,1.48229,-1.28612,0.736923
96,1.60623,-1.44998,0.691054
97,1.60623,-1.44998,0.691054
98,1.56716,-1.42865,0.644155
99,1.61916,-1.52581,0.541833
100,1.60816,-1.49316,0.597189
101,1.60816,-1.49316,0.597189
102,1.59233,-1.44945,0.65925
103,1.55982,-1.42211,0.64081
104,1.57982,-1.44103,0.647509
105,1.62027,-1.40445,0.807961
106,1.62027,-1.40445,0.807961
107,1.62027,-1.40445,0.807961
108,1.60492,-1.43069,0.727254
109,1.60492,-1.43069,0.727254
110,1.60492,-1.43069,0.727254
111,1.60492,-1.43069,0.727254
112,1.60492,-1.43069,0.727254
113,1.60492,-1.43069,0.727254
114,1.60492,-1.43069,0.727254
115,1.60492,-1.43069,0.727254
116,1.60492,-1.43069,0.727254
117,1.60492,-1.43069,0.727254
118,1.61977,-1.43481,0.751639
119,1.71289,-1.49646,0.833425
120,1.71289,-1.49646,0.833425
121,1.5829,-1.3339,0.852222
122,1.60573,-1.31899,0.915771
123,1.56727,-1.32096,0.843449
124,1.61976,-1.35498,0.887496
125,1.62904,-1.3687,0.883415
126,1.69425,-1.45548,0.867224
127,1.64843,-1.41894,0.839017
128,1.64843,-1.41894,0.839017
129,1.71936,-1.50673,0.828239
130,1.77524,-1.61753,0.731507
131,1.77524,-1.61753,0.731507
132,1.71696,-1.62044,0.56757
133,1.71696,-1.62044,0.56757
134,1.71696,-1.62044,0.56757
135,1.73743,-1.67364,0.466476
136,1.77523,-1.70559,0.492339
137,1.81772,-1.7617,0.447775
138,1.81772,-1.7617,0.447775
139,1.81772,-1.7617,0.447775
140,1.97456,-1.88643,0.583349
141,1.94102,-1.86791,0.527713
142,1.88543,-1.82109,0.488356
143,1.88543,-1.82109,0.488356
144,1.88543,-1.82109,0.488356
145,1.88543,-1.82109,0.488356
146,1.88543,-1.82109,0.488356
147,1.7469,-1.7035,0.386964
148,1.77258,-1.66855,0.598324
149,1.77258,-1.66855,0.598324
150,1.77258,-1.66855,0.598324
151,1.77258,-1.66855,0.598324
152,1.81555,-1.7181,0.586803
153,1.75167,-1.66839,0.533696
154,1.75167,-1.66839,0.533696
155,1.83564,-1.76886,0.490613
156,1.76719,-1.69116,0.512783
157,1.76719,-1.69116,0.512783
158,1.82503,-1.7147,0.624939
159,1.81056,-1.65901,0.725121
160,1.80693,-1.6355,0.768208
161,1.82879,-1.64979,0.789098
162,1.82879,-1.64979,0.789098
163,1.77976,-1.64061,0.689887
164,1.77976,-1.64061,0.689887
165,1.77976,-1.64061,0.689887
166,1.77976,-1.64061,0.689887
167,1.77976,-1.64061,0.689887
168,1.94013,-1.81424,0.687495
169,1.94013,-1.81424,0.687495
170,1.98108,-1.82699,0.766027
171,2.06501,-1.8842,0.845017
172,1.91642,-1.78775,0.690376
173,1.9364,-1.76804,0.789751
174,2.04255,-1.82874,0.9098
175,2.06819,-1.86399,0.89608
176,2.09183,-1.83809,0.998586
177,2.10341,-1.87476,0.953719
178,2.16011,-1.97317,0.879016
179,2.16011,-1.97317,0.879016
180,2.16011,-1.97317,0.879016
181,2.16011,-1.97317,0.879016
182,2.11659,-1.97729,0.755186
183,2.04407,-1.90349,0.744949
184,2.21024,-2.00945,0.920466
185,2.14092,-1.92166,0.943808
186,2.15195,-1.97614,0.851915
187,2.15195,-1.97614,0.851915
188,2.0318,-1.8752,0.782205
189,2.0318,-1.8752,0.782205
190,2.00921,-1.86786,0.740275
191,2.00921,-1.86786,0.740275
192,2.00921,-1.86786,0.740275
193,2.00921,-1.86786,0.740275
194,1.98363,-1.87175,0.656767
195,2.05536,-1.93589,0.690538
196,2.02679,-1.90247,0.6989
197,2.01542,-1.86177,0.771819
198,2.01542,-1.86177,0.771819
199,1.92184,-1.75198,0.789979
200,1.96564,-1.76281,0.869621
201,1.99747,-1.78858,0.889316
202,1.99747,-1.78858,0.889316
203,1.99747,-1.78858,0.889316
204,2.08781,-1.85876,0.950775
205,1.96927,-1.73946,0.92319
206,1.96927,-1.73946,0.92319
207,1.96927,-1.73946,0.92319
208,2.12103,-1.90976,0.922815
209,2.08063,-1.84336,0.964896
210,2.03993,-1.81546,0.930277
211,2.03993,-1.81546,0.930277
212,2.09644,-1.81733,1.04517
213,2.09644,-1.81733,1.04517
214,2.06209,-1.72707,1.12669
215,1.98595,-1.74454,0.948995
216,1.98595,-1.74454,0.948995
217,1.98328,-1.71313,0.9993
218,1.90949,-1.70887,0.85199
219,2.00244,-1.75981,0.95541
220,2.12068,-1.89469,0.9526
221,2.0593,-1.82181,0.960059
222,2.0593,-1.82181,0.960059
223,2.12168,-1.95856,0.815828
224,2.0866,-1.98791,0.63413
225,2.05731,-1.97828,0.564749
226,2.03293,-1.9539,0.561336
227,2.03293,-1.9539,0.561336
228,2.09625,-2.04069,0.479425
229,2.037,-2.01055,0.327224
230,2.01653,-1.95738,0.484836
231,1.97018,-1.91984,0.44253
232,1.89864,-1.87223,0.315585
233,1.89085,-1.86671,0.301175
234,1.83986,-1.81974,0.271383
235,1.95633,-1.93296,0.301459
236,1.95633,-1.93296,0.301459
237,1.95633,-1.93296,0.301459
238,1.99766,-1.95935,0.389371
239,1.99766,-1.95935,0.389371
240,2.0006,-1.97331,0.32927
241,1.86046,-1.84441,0.243866
242,2.02582,-2.02374,0.0917495
243,1.9135,-1.9108,0.101559
244,1.79549,-1.78388,0.203866
245,1.78145,-1.76246,0.259405
246,1.78145,-1.76246,0.259405
247,1.78867,-1.78039,0.171931
248,1.78867,-1.78039,0.171931
249,1.81483,-1.80901,0.145214
250,1.83683,-1.8329,0.120147
251,1.82869,-1.82812,-0.0456504
252,1.8506,-1.8506,0.000929091
253,1.88744,-1.88699,0.0412008
254,1.838,-1.83775,0.0301329
255,1.838,-1.83775,0.0301329
256,1.89172,-1.88866,0.107463
257,1.8374,-1.83203,0.140461
258,1.84844,-1.84676,0.0787794
259,1.82647,-1.8244,0.0870054
260,1.73375,-1.73259,0.0635192
261,1.68167,-1.68155,0.0199509
262,1.68167,-1.68155,0.0199509
263,1.82685,-1.8226,-0.124546
264,1.811,-1.80925,-0.0795798
265,1.75518,-1.75465,-0.0432379
266,1.75518,-1.75465,-0.0432379
267,1.75518,-1.75465,-0.0432379
268,1.80718,-1.80625,-0.0580652
269,1.82356,-1.82124,-0.0920798
270,1.75949,-1.74943,-0.187897
271,1.85,-1.82316,-0.313987
272,1.83524,-1.81183,-0.292245
273,1.89126,-1.86278,-0.327008
274,1.86857,-1.843,-0.308036
275,1.92275,-1.88017,-0.402402
276,1.91444,-1.87765,-0.373535
277,1.91444,-1.87765,-0.373535
278,1.91444,-1.87765,-0.373535
279,1.91566,-1.83804,-0.539794
280,1.94961,-1.88185,-0.509511
281,1.87751,-1.81504,-0.48029
282,1.93402,-1.87175,-0.486796
283,1.92352,-1.86015,-0.489661
284,1.79987,-1.74008,-0.460077
285,1.85849,-1.81241,-0.411256
